ENSCPGP00000022455	ENSCPGG00000015594	Calidris_pygmaea
ENSCPUP00000007181	ENSCPUG00000005175	Calidris_pugnax
ENSMUNP00000011701	ENSMUNG00000008974	Melopsittacus_undulatus
ENSTGUP00000006430	ENSTGUG00000006257	Taeniopygia_guttata	ENSTGUT00000006494
ENSLSDP00000015224	ENSLSDG00000010704	Lonchura_striata_domestica
ENSSCAP00000001001	ENSSCAG00000000832	Serinus_canaria
ENSFALP00000014083	ENSFALG00000013494	Ficedula_albicollis
ENSCCEP00000000791	ENSCCEG00000001044	Cyanistes_caeruleus
ENSPMJP00000024806	ENSPMJG00000018198	Parus_major
ENSJHYP00000019819	ENSJHYG00000015060	Junco_hyemalis
ENSZALP00000003401	ENSZALG00000003411	Zonotrichia_albicollis
ENSLCOP00000007381	ENSLCOG00000005087	Lepidothrix_coronata
ENSMVIP00005019331	ENSMVIG00005013492	Manacus_vitellinus
ENSABRP00000014930	ENSABRG00000012736	Anser_brachyrhynchus
ENSAPLP00000006091	ENSAPLG00000006476	Anas_platyrhynchos_platyrhynchos
ENSGALP00000020669	ENSGALG00000012685	Gallus_gallus
ENSCJPP00005022529	ENSCJPG00005017919	Coturnix_japonica
ENSMGAP00000002262	ENSMGAG00000002668	Meleagris_gallopavo
ENSNMEP00000001486	ENSNMEG00000001887	Numida_meleagris
ENSDNVP00000022402	ENSDNVG00000015596	Dromaius_novaehollandiae
ENSNPEP00000020953	ENSNPEG00000015560	Nothoprocta_perdicaria
ENSAHAP00000001847	ENSAHAG00000001554	Apteryx_haastii
ENSARWP00000020162	ENSARWG00000013808	Apteryx_rowi
ENSAOWP00000002600	ENSAOWG00000001870	Apteryx_owenii
ENSCPRP00005004439	ENSCPRG00005003243	Crocodylus_porosus
ENSCABP00000003305	ENSCABG00000002093	Chelonoidis_abingdonii
ENSGAGP00000004087	ENSGAGG00000003362	Gopherus_agassizii
ENSCPBP00000023455	ENSCPBG00000016750	Chrysemys_picta_bellii
ENSPSIP00000014719	ENSPSIG00000013189	Pelodiscus_sinensis
ENSPVIP00000003480	ENSPVIG00000001206	Pogona_vitticeps
ENSACAP00000003196	ENSACAG00000003284	Anolis_carolinensis
ENSNSUP00000023354	ENSNSUG00000016783	Notechis_scutatus
ENSSMRP00000007005	ENSSMRG00000005666	Salvator_merianae
ENSSPUP00000012793	ENSSPUG00000009829	Sphenodon_punctatus
ENSPCIP00000040563	ENSPCIG00000029691	Phascolarctos_cinereus
ENSVURP00010002546	ENSVURG00010002073	Vombatus_ursinus
ENSMEUP00000013740	ENSMEUG00000015046	Notamacropus_eugenii
ENSSHAP00000008386	ENSSHAG00000007268	Sarcophilus_harrisii
ENSVURP00010002527	ENSVURG00010002060	Vombatus_ursinus
ENSSHAP00000017428	ENSSHAG00000014810	Sarcophilus_harrisii
ENSMODP00000057332	ENSMODG00000011270	Monodelphis_domestica
ENSCHOP00000008486	ENSCHOG00000009582	Choloepus_hoffmanni
ENSDNOP00000027609	ENSDNOG00000047547	Dasypus_novemcinctus
ENSLAFP00000003725	ENSLAFG00000004467	Loxodonta_africana
ENSPCAP00000011104	ENSPCAG00000011833	Procavia_capensis
ENSUMAP00000022594	ENSUMAG00000016529	Ursus_maritimus
ENSUAMP00000036872	ENSUAMG00000027919	Ursus_americanus
ENSAMEP00000008825	ENSAMEG00000008386	Ailuropoda_melanoleuca
ENSNVIP00000025261	ENSNVIG00000019249	Neovison_vison
ENSMPUP00000005088	ENSMPUG00000005124	Mustela_putorius_furo
ENSMPUP00000005078	ENSMPUG00000005114	Mustela_putorius_furo
ENSCAFP00020013036	ENSCAFG00020010341	Canis_lupus_dingo
ENSCAFP00000014950	ENSCAFG00000010177	Canis_lupus_familiaris
ENSVVUP00000003841	ENSVVUG00000003007	Vulpes_vulpes
ENSPTIP00000010703	ENSPTIG00000011388	Panthera_tigris_altaica
ENSPPRP00000016415	ENSPPRG00000008701	Panthera_pardus
ENSFCAP00000060803	ENSFCAG00000004267	Felis_catus
ENSECAP00000000333	ENSECAG00000000331	Equus_caballus
ENSEASP00005013624	ENSEASG00005009294	Equus_asinus_asinus
ENSOARP00000011302	ENSOARG00000010531	Ovis_aries
ENSCHIP00000008469	ENSCHIG00000011641	Capra_hircus
ENSBIXP00005003359	ENSBIXG00005005465	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000001279	ENSBIXG00000028721	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000057718	ENSBTAG00000014608	Bos_taurus
ENSBMUP00000016826	ENSBMUG00000012743	Bos_mutus
ENSBBBP00000018644	ENSBBBG00000011691	Bison_bison_bison
ENSTTRP00000006759	ENSTTRG00000007141	Tursiops_truncatus
ENSSSCP00000001144	ENSSSCG00000001074	Sus_scrofa_strain_reference
ENSVPAP00000001917	ENSVPAG00000002075	Vicugna_pacos
ENSPVAP00000010213	ENSPVAG00000010834	Pteropus_vampyrus
ENSMLUP00000014889	ENSMLUG00000016334	Myotis_lucifugus
ENSEEUP00000001453	ENSEEUG00000001595	Erinaceus_europaeus
