ENSNSUP00000002048	ENSNSUG00000001730	Notechis_scutatus	ENSNSUT00000002212
ENSNSUP00000002002	ENSNSUG00000001658	Notechis_scutatus	ENSNSUT00000002165
ENSPVIP00000016920	ENSPVIG00000013059	Pogona_vitticeps
ENSSMRP00000025399	ENSSMRG00000019639	Salvator_merianae
ENSSPUP00000002768	ENSSPUG00000002093	Sphenodon_punctatus
ENSAOWP00000021321	ENSAOWG00000014408	Apteryx_owenii
ENSAHAP00000012161	ENSAHAG00000008765	Apteryx_haastii
ENSARWP00000023135	ENSARWG00000015775	Apteryx_rowi
ENSDNVP00000007709	ENSDNVG00000005449	Dromaius_novaehollandiae
ENSNPEP00000014834	ENSNPEG00000011082	Nothoprocta_perdicaria
ENSZALP00000001383	ENSZALG00000001586	Zonotrichia_albicollis
ENSJHYP00000018757	ENSJHYG00000014169	Junco_hyemalis
ENSSCAP00000001121	ENSSCAG00000000890	Serinus_canaria
ENSLSDP00000020608	ENSLSDG00000014590	Lonchura_striata_domestica
ENSTGUP00000000116	ENSTGUG00000000105	Taeniopygia_guttata
ENSFALP00000012265	ENSFALG00000011740	Ficedula_albicollis
ENSPMJP00000005243	ENSPMJG00000004552	Parus_major
ENSCCEP00000025234	ENSCCEG00000022179	Cyanistes_caeruleus
ENSLCOP00000001721	ENSLCOG00000001353	Lepidothrix_coronata
ENSMVIP00005028286	ENSMVIG00005019710	Manacus_vitellinus
ENSMUNP00000007176	ENSMUNG00000005752	Melopsittacus_undulatus
ENSCPGP00000000352	ENSCPGG00000000187	Calidris_pygmaea
ENSCPUP00000002128	ENSCPUG00000001599	Calidris_pugnax
ENSAPLP00000029346	ENSAPLG00000002793	Anas_platyrhynchos_platyrhynchos
ENSABRP00000006281	ENSABRG00000005795	Anser_brachyrhynchus
ENSGALP00000001020	ENSGALG00000000722	Gallus_gallus
ENSCJPP00005006590	ENSCJPG00005006153	Coturnix_japonica
ENSNMEP00000007882	ENSNMEG00000007835	Numida_meleagris
ENSCPRP00005018597	ENSCPRG00005013005	Crocodylus_porosus
ENSCABP00000017237	ENSCABG00000012769	Chelonoidis_abingdonii
ENSGAGP00000033906	ENSGAGG00000024115	Gopherus_agassizii
ENSCPBP00000023980	ENSCPBG00000017078	Chrysemys_picta_bellii
ENSPSIP00000007729	ENSPSIG00000007045	Pelodiscus_sinensis
ENSNSUP00000011551	ENSNSUG00000008697	Notechis_scutatus
ENSOANP00000023068	ENSOANG00000014639	Ornithorhynchus_anatinus
ENSMGAP00000000437	ENSMGAG00000001030	Meleagris_gallopavo
ENSXETP00000027186	ENSXETG00000009264	Xenopus_tropicalis
ENSLACP00000020079	ENSLACG00000017647	Latimeria_chalumnae
ENSAMXP00000006568	ENSAMXG00000006397	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005046126	ENSAMXG00005021275	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000004502	ENSPNAG00000010973	Pygocentrus_nattereri
ENSDARP00000042973	ENSDARG00000032465	Danio_rerio
ENSCHAP00000038064	ENSCHAG00000017511	Clupea_harengus
ENSDCDP00000004836	ENSDCDG00000002401	Denticeps_clupeoides
ENSKMAP00000018843	ENSKMAG00000013996	Kryptolebias_marmoratus
ENSPNYP00000017044	ENSPNYG00000012820	Pundamilia_nyererei
ENSSLDP00000004920	ENSSLDG00000003896	Seriola_lalandi_dorsalis
ENSGACP00000014131	ENSGACG00000010673	Gasterosteus_aculeatus
ENSMMOP00000015640	ENSMMOG00000011940	Mola_mola
ENSMZEP00005021028	ENSMZEG00005015779	Maylandia_zebra
ENSHBUP00000025746	ENSHBUG00000007949	Haplochromis_burtoni
ENSNBRP00000027964	ENSNBRG00000021307	Neolamprologus_brichardi
ENSACLP00000013663	ENSACLG00000009341	Astatotilapia_calliptera
ENSONIP00000001391	ENSONIG00000001099	Oreochromis_niloticus
ENSACIP00000023401	ENSACIG00000018164	Amphilophus_citrinellus
ENSGWIP00000029704	ENSGWIG00000015515	Gouania_willdenowi
ENSCVAP00000029367	ENSCVAG00000000437	Cyprinodon_variegatus
ENSFHEP00000014376	ENSFHEG00000015945	Fundulus_heteroclitus
ENSPMEP00000001884	ENSPMEG00000002862	Poecilia_mexicana
ENSPLAP00000023043	ENSPLAG00000008114	Poecilia_latipinna
ENSPFOP00000014208	ENSPFOG00000014150	Poecilia_formosa
ENSPREP00000016270	ENSPREG00000010986	Poecilia_reticulata
ENSXCOP00000000164	ENSXCOG00000000096	Xiphophorus_couchianus
ENSXMAP00000009420	ENSXMAG00000009370	Xiphophorus_maculatus
ENSGAFP00000028286	ENSGAFG00000019134	Gambusia_affinis
ENSORLP00000040140	ENSORLG00000012454	Oryzias_latipes_ASM223467v1
ENSORLP00020033353	ENSORLG00020019292	Oryzias_latipes_ASM223471v1
ENSORLP00015015819	ENSORLG00015016764	Oryzias_latipes_ASM223469v1
ENSOMEP00000030898	ENSOMEG00000015406	Oryzias_melastigma
ENSSMAP00000024198	ENSSMAG00000014787	Scophthalmus_maximus
ENSAOCP00000029647	ENSAOCG00000001484	Amphiprion_ocellaris
ENSAPEP00000018003	ENSAPEG00000012859	Amphiprion_percula
ENSAPOP00000001040	ENSAPOG00000002298	Acanthochromis_polyacanthus
ENSSPAP00000017904	ENSSPAG00000013523	Stegastes_partitus
ENSSDUP00000017129	ENSSDUG00000012496	Seriola_dumerili
ENSSLDP00000029171	ENSSLDG00000022518	Seriola_lalandi_dorsalis
ENSTNIP00000006638	ENSTNIG00000004028	Tetraodon_nigroviridis
ENSTRUP00000008540	ENSTRUG00000003643	Takifugu_rubripes
ENSLBEP00000028994	ENSLBEG00000021951	Labrus_bergylta
ENSCGOP00000044721	ENSCGOG00000020057	Cottoperca_gobio
ENSHCOP00000025265	ENSHCOG00000015326	Hippocampus_comes
ENSPMGP00000013694	ENSPMGG00000011259	Periophthalmus_magnuspinnatus
ENSLCAP00010056311	ENSLCAG00010026277	Lates_calcarifer
ENSCSEP00000005569	ENSCSEG00000003601	Cynoglossus_semilaevis
ENSMAMP00000003583	ENSMAMG00000002411	Mastacembelus_armatus
ENSLCAP00010030830	ENSLCAG00010014480	Lates_calcarifer
ENSBSLP00000010817	ENSBSLG00000005679	Betta_splendens
ENSBSLP00000054883	ENSBSLG00000025747	Betta_splendens
ENSATEP00000011002	ENSATEG00000007672	Anabas_testudineus
ENSLCRP00005044752	ENSLCRG00005017137	Larimichthys_crocea
ENSPRNP00000014947	ENSPRNG00000008064	Parambassis_ranga
ENSGMOP00000015910	ENSGMOG00000014847	Gadus_morhua
ENSHHUP00000008451	ENSHHUG00000005108	Hucho_hucho
ENSHHUP00000036301	ENSHHUG00000022726	Hucho_hucho
ENSELUP00000007275	ENSELUG00000008056	Esox_lucius
ENSLOCP00000000342	ENSLOCG00000000305	Lepisosteus_oculatus
ENSECRP00000019473	ENSECRG00000013018	Erpetoichthys_calabaricus
