ENSACAP00000001236	ENSACAG00000001131	Anolis_carolinensis
ENSPVIP00000004670	ENSPVIG00000003799	Pogona_vitticeps
ENSSMRP00000019326	ENSSMRG00000015057	Salvator_merianae
ENSSPUP00000005258	ENSSPUG00000003984	Sphenodon_punctatus
ENSCPBP00000001342	ENSCPBG00000000964	Chrysemys_picta_bellii
ENSCABP00000010703	ENSCABG00000008008	Chelonoidis_abingdonii
ENSGAGP00000023099	ENSGAGG00000016927	Gopherus_agassizii
ENSPSIP00000011277	ENSPSIG00000010096	Pelodiscus_sinensis
ENSCCNP00000009463	ENSCCNG00000009973	Castor_canadensis
ENSDORP00000013486	ENSDORG00000014340	Dipodomys_ordii
ENSMSIP00000037929	ENSMSIG00000031594	Mus_spicilegus
ENSMUSP00000000641	ENSMUSG00000000627	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0077351	MGP_SPRETEiJ_G0029538	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0074457	MGP_CAROLIEiJ_G0028532	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0050528	MGP_PahariEiJ_G0022267	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000009269	ENSRNOG00000006784	Rattus_norvegicus
ENSMUGP00000027039	ENSMUGG00000022514	Meriones_unguiculatus
ENSCGRP00015019277	ENSCGRG00015014801	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001015676	ENSCGRG00001016218	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000023261	ENSCGRG00000016842	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000008348	ENSMAUG00000009786	Mesocricetus_auratus
ENSPEMP00000006587	ENSPEMG00000008768	Peromyscus_maniculatus_bairdii
ENSMOCP00000014632	ENSMOCG00000014077	Microtus_ochrogaster
ENSNGAP00000024532	ENSNGAG00000022767	Nannospalax_galili
ENSHGLP00100014898	ENSHGLG00100011029	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000012652	ENSHGLG00000009042	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000018951	ENSFDAG00000009468	Fukomys_damarensis
ENSCLAP00000007942	ENSCLAG00000005573	Chinchilla_lanigera
ENSODEP00000013794	ENSODEG00000010194	Octodon_degus
ENSCPOP00000005293	ENSCPOG00000005867	Cavia_porcellus
ENSCAPP00000013608	ENSCAPG00000014191	Cavia_aperea
ENSUPAP00010020746	ENSUPAG00010016418	Urocitellus_parryii
ENSSDAP00000002913	ENSSDAG00000002786	Spermophilus_dauricus
ENSSTOP00000000968	ENSSTOG00000001082	Ictidomys_tridecemlineatus
ENSMMMP00000005649	ENSMMMG00000005082	Marmota_marmota_marmota
ENSOCUP00000004034	ENSOCUG00000004668	Oryctolagus_cuniculus
ENSOPRP00000010969	ENSOPRG00000012008	Ochotona_princeps
ENSPTEP00000038408	ENSPTEG00000035725	Piliocolobus_tephrosceles
ENSCANP00000012771	ENSCANG00000029779	Colobus_angolensis_palliatus
ENSRROP00000004569	ENSRROG00000018985	Rhinopithecus_roxellana
ENSRBIP00000003545	ENSRBIG00000016698	Rhinopithecus_bieti
ENSMMUP00000006819	ENSMMUG00000005149	Macaca_mulatta
ENSMNEP00000039233	ENSMNEG00000042562	Macaca_nemestrina
ENSMFAP00000013033	ENSMFAG00000027141	Macaca_fascicularis
ENSMLEP00000028925	ENSMLEG00000038666	Mandrillus_leucophaeus
ENSPANP00000002625	ENSPANG00000018471	Papio_anubis
ENSTGEP00000022907	ENSTGEG00000018523	Theropithecus_gelada
ENSCSAP00000011872	ENSCSAG00000015795	Chlorocebus_sabaeus
ENSCATP00000036061	ENSCATG00000040857	Cercocebus_atys
ENSPPAP00000042664	ENSPPAG00000043887	Pan_paniscus
ENSPTRP00000043012	ENSPTRG00000012103	Pan_troglodytes
ENSP00000350547	ENSG00000135622	Homo_sapiens
ENSGGOP00000012787	ENSGGOG00000013107	Gorilla_gorilla
ENSPPYP00000013672	ENSPPYG00000012262	Pongo_abelii
ENSNLEP00000049102	ENSNLEG00000001057	Nomascus_leucogenys
ENSCCAP00000040107	ENSCCAG00000037864	Cebus_capucinus_imitator
ENSSBOP00000028030	ENSSBOG00000030390	Saimiri_boliviensis_boliviensis
ENSCJAP00000066628	ENSCJAG00000017198	Callithrix_jacchus
ENSANAP00000034918	ENSANAG00000035005	Aotus_nancymaae
ENSTSYP00000013519	ENSTSYG00000014733	Carlito_syrichta
ENSPCOP00000007568	ENSPCOG00000015030	Propithecus_coquereli
ENSMICP00000045643	ENSMICG00000035174	Microcebus_murinus
ENSPSMP00000030048	ENSPSMG00000020826	Prolemur_simus
ENSOGAP00000017867	ENSOGAG00000031423	Otolemur_garnettii
ENSTBEP00000006398	ENSTBEG00000007393	Tupaia_belangeri
ENSUAMP00000024163	ENSUAMG00000018886	Ursus_americanus	ENSUAMT00000026987
ENSUMAP00000002076	ENSUMAG00000001826	Ursus_maritimus	ENSUMAT00000002580
ENSAMEP00000018072	ENSAMEG00000017103	Ailuropoda_melanoleuca	ENSAMET00000018803
ENSMPUP00000008269	ENSMPUG00000008332	Mustela_putorius_furo
ENSNVIP00000025698	ENSNVIG00000019888	Neovison_vison
ENSCAFP00020017731	ENSCAFG00020014192	Canis_lupus_dingo
ENSCAFP00020017726	ENSCAFG00020014188	Canis_lupus_dingo
ENSCAFP00000066538	ENSCAFG00000008321	Canis_lupus_familiaris
ENSVVUP00000005204	ENSVVUG00000004060	Vulpes_vulpes
ENSPTIP00000004854	ENSPTIG00000007191	Panthera_tigris_altaica
ENSPPRP00000014985	ENSPPRG00000007712	Panthera_pardus
ENSEEUP00000006260	ENSEEUG00000006848	Erinaceus_europaeus
ENSEASP00005015314	ENSEASG00005010687	Equus_asinus_asinus
ENSECAP00000048848	ENSECAG00000010510	Equus_caballus
ENSMLUP00000021919	ENSMLUG00000027475	Myotis_lucifugus
ENSMLUP00000021997	ENSMLUG00000026106	Myotis_lucifugus
ENSMLUP00000022168	ENSMLUG00000030448	Myotis_lucifugus
ENSMLUP00000018029	ENSMLUG00000025769	Myotis_lucifugus
ENSMLUP00000002967	ENSMLUG00000003263	Myotis_lucifugus
ENSMLUP00000018436	ENSMLUG00000028594	Myotis_lucifugus
ENSPVAP00000013191	ENSPVAG00000013988	Pteropus_vampyrus
ENSOARP00000013798	ENSOARG00000012879	Ovis_aries
ENSCHIP00000016684	ENSCHIG00000016847	Capra_hircus
ENSBIXP00005006167	ENSBIXG00005011754	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000014610	ENSBIXG00000019252	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000009186	ENSBTAG00000006989	Bos_taurus
ENSBMUP00000017924	ENSBMUG00000013553	Bos_mutus
ENSBBBP00000013384	ENSBBBG00000021134	Bison_bison_bison
ENSTTRP00000012110	ENSTTRG00000012765	Tursiops_truncatus
ENSSSCP00000059297	ENSSSCG00000008262	Sus_scrofa_strain_reference
ENSLAFP00000021807	ENSLAFG00000007992	Loxodonta_africana
ENSPCAP00000015131	ENSPCAG00000016165	Procavia_capensis
ENSETEP00000005561	ENSETEG00000006855	Echinops_telfairi
ENSDNOP00000010156	ENSDNOG00000013083	Dasypus_novemcinctus
ENSPCIP00000007568	ENSPCIG00000006358	Phascolarctos_cinereus
ENSVURP00010026658	ENSVURG00010020381	Vombatus_ursinus
ENSMEUP00000002424	ENSMEUG00000002652	Notamacropus_eugenii
ENSMODP00000005763	ENSMODG00000004678	Monodelphis_domestica
ENSSHAP00000019436	ENSSHAG00000016505	Sarcophilus_harrisii
ENSOANP00000030424	ENSOANG00000031898	Ornithorhynchus_anatinus
ENSLACP00000016769	ENSLACG00000014773	Latimeria_chalumnae
ENSSFOP00015031408	ENSSFOG00015020127	Scleropages_formosus
ENSPKIP00000005990	ENSPKIG00000022384	Paramormyrops_kingsleyae
ENSCHAP00000011354	ENSCHAG00000006416	Clupea_harengus
ENSDCDP00000005020	ENSDCDG00000002482	Denticeps_clupeoides
ENSAMXP00005023912	ENSAMXG00005012240	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000017705	ENSAMXG00000017198	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000004372	ENSPNAG00000001446	Pygocentrus_nattereri
ENSIPUP00000001870	ENSIPUG00000001339	Ictalurus_punctatus
ENSEEEP00000018203	ENSEEEG00000008945	Electrophorus_electricus
ENSDARP00000142030	ENSDARG00000100308	Danio_rerio
ENSTNIP00000006967	ENSTNIG00000004337	Tetraodon_nigroviridis
ENSTNIP00000006699	ENSTNIG00000004086	Tetraodon_nigroviridis
ENSGWIP00000039567	ENSGWIG00000020082	Gouania_willdenowi
ENSMALP00000001533	ENSMALG00000001131	Monopterus_albus
ENSCGOP00000046814	ENSCGOG00000021035	Cottoperca_gobio
ENSLCRP00005055808	ENSLCRG00005020790	Larimichthys_crocea
ENSLBEP00000022690	ENSLBEG00000017397	Labrus_bergylta
ENSTRUP00000020935	ENSTRUG00000008359	Takifugu_rubripes
ENSAOCP00000029125	ENSAOCG00000019245	Amphiprion_ocellaris
ENSAPEP00000028549	ENSAPEG00000020255	Amphiprion_percula
