ENSPMAP00000009309	ENSPMAG00000008440	Petromyzon_marinus	ENSPMAT00000009349
ENSEBUP00000023528	ENSEBUG00000014488	Eptatretus_burgeri	ENSEBUT00000024103
ENSPVIP00000003057	ENSPVIG00000002593	Pogona_vitticeps
ENSACAP00000016057	ENSACAG00000016319	Anolis_carolinensis
ENSNSUP00000017633	ENSNSUG00000012933	Notechis_scutatus
ENSSMRP00000023940	ENSSMRG00000018587	Salvator_merianae
ENSSPUP00000019598	ENSSPUG00000015087	Sphenodon_punctatus
ENSAOWP00000003129	ENSAOWG00000002218	Apteryx_owenii	ENSAOWT00000003576
ENSAHAP00000024722	ENSAHAG00000017252	Apteryx_haastii	ENSAHAT00000027233
ENSARWP00000005483	ENSARWG00000003907	Apteryx_rowi	ENSARWT00000006287
ENSDNVP00000027256	ENSDNVG00000018924	Dromaius_novaehollandiae	ENSDNVT00000032902
ENSNPEP00000017556	ENSNPEG00000013048	Nothoprocta_perdicaria
ENSABRP00000016995	ENSABRG00000014844	Anser_brachyrhynchus
ENSAPLP00000010645	ENSAPLG00000010876	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000010165	ENSMGAG00000009820	Meleagris_gallopavo
ENSCJPP00005008350	ENSCJPG00005007488	Coturnix_japonica
ENSGALP00000016000	ENSGALG00000009854	Gallus_gallus
ENSNMEP00000016906	ENSNMEG00000014837	Numida_meleagris
ENSCPGP00000027605	ENSCPGG00000019035	Calidris_pygmaea
ENSCPUP00000000485	ENSCPUG00000000420	Calidris_pugnax
ENSLCOP00000013573	ENSLCOG00000009779	Lepidothrix_coronata
ENSMVIP00005006895	ENSMVIG00005005188	Manacus_vitellinus
ENSPMJP00000018120	ENSPMJG00000013580	Parus_major
ENSCCEP00000014156	ENSCCEG00000013523	Cyanistes_caeruleus
ENSFALP00000013032	ENSFALG00000012477	Ficedula_albicollis
ENSLSDP00000023924	ENSLSDG00000016829	Lonchura_striata_domestica
ENSTGUP00000003256	ENSTGUG00000003146	Taeniopygia_guttata
ENSSCAP00000007787	ENSSCAG00000005972	Serinus_canaria
ENSJHYP00000012272	ENSJHYG00000009590	Junco_hyemalis
ENSZALP00000002144	ENSZALG00000002423	Zonotrichia_albicollis
