ENSABRP00000026848	ENSABRG00000022398	Anser_brachyrhynchus
ENSCJPP00005020062	ENSCJPG00005016206	Coturnix_japonica
ENSCPGP00000003885	ENSCPGG00000002881	Calidris_pygmaea
ENSCPUP00000004243	ENSCPUG00000003159	Calidris_pugnax
ENSPSIP00000001934	ENSPSIG00000001941	Pelodiscus_sinensis
ENSPVIP00000025174	ENSPVIG00000018910	Pogona_vitticeps
ENSACAP00000021191	ENSACAG00000026579	Anolis_carolinensis
ENSSMRP00000010231	ENSSMRG00000008118	Salvator_merianae
ENSHCOP00000007613	ENSHCOG00000009678	Hippocampus_comes
ENSCSEP00000017991	ENSCSEG00000011542	Cynoglossus_semilaevis
ENSHHUP00000009875	ENSHHUG00000006025	Hucho_hucho
ENSLCAP00010038762	ENSLCAG00010018137	Lates_calcarifer
ENSIPUP00000025700	ENSIPUG00000017414	Ictalurus_punctatus
ENSCMIP00000000369	ENSCMIG00000000280	Callorhinchus_milii
