ENSCABP00000016007	ENSCABG00000011933	Chelonoidis_abingdonii
ENSGAGP00000000320	ENSGAGG00000000280	Gopherus_agassizii
ENSCPBP00000001459	ENSCPBG00000001192	Chrysemys_picta_bellii
ENSPSIP00000009386	ENSPSIG00000008376	Pelodiscus_sinensis
ENSCPRP00005003267	ENSCPRG00005002403	Crocodylus_porosus
ENSPVIP00000032462	ENSPVIG00000023773	Pogona_vitticeps
ENSACAP00000004989	ENSACAG00000005044	Anolis_carolinensis
ENSNSUP00000018094	ENSNSUG00000013191	Notechis_scutatus
ENSSMRP00000030311	ENSSMRG00000023247	Salvator_merianae
ENSSPUP00000013509	ENSSPUG00000010375	Sphenodon_punctatus
ENSAHAP00000012774	ENSAHAG00000008767	Apteryx_haastii
ENSAOWP00000001684	ENSAOWG00000000956	Apteryx_owenii
ENSARWP00000011540	ENSARWG00000008008	Apteryx_rowi
ENSDNVP00000016150	ENSDNVG00000011343	Dromaius_novaehollandiae
ENSNPEP00000006004	ENSNPEG00000004514	Nothoprocta_perdicaria
ENSCPUP00000002741	ENSCPUG00000002079	Calidris_pugnax
ENSCPGP00000015907	ENSCPGG00000010625	Calidris_pygmaea
ENSMUNP00000014043	ENSMUNG00000010923	Melopsittacus_undulatus
ENSLSDP00000020844	ENSLSDG00000014755	Lonchura_striata_domestica
ENSTGUP00000009319	ENSTGUG00000009022	Taeniopygia_guttata
ENSSCAP00000020811	ENSSCAG00000014964	Serinus_canaria
ENSZALP00000004651	ENSZALG00000004358	Zonotrichia_albicollis
ENSJHYP00000005787	ENSJHYG00000004698	Junco_hyemalis
ENSFALP00000001398	ENSFALG00000001344	Ficedula_albicollis
ENSPMJP00000024678	ENSPMJG00000018111	Parus_major
ENSCCEP00000014758	ENSCCEG00000014062	Cyanistes_caeruleus
ENSLCOP00000002465	ENSLCOG00000001743	Lepidothrix_coronata
ENSMVIP00005003056	ENSMVIG00005002392	Manacus_vitellinus
ENSGALP00000011087	ENSGALG00000006857	Gallus_gallus
ENSMGAP00000009272	ENSMGAG00000008988	Meleagris_gallopavo
ENSNMEP00000010979	ENSNMEG00000010302	Numida_meleagris
ENSABRP00000017961	ENSABRG00000015503	Anser_brachyrhynchus
ENSOANP00000011070	ENSOANG00000006951	Ornithorhynchus_anatinus
ENSOANP00000033216	ENSOANG00000031172	Ornithorhynchus_anatinus
ENSOANP00000009390	ENSOANG00000005899	Ornithorhynchus_anatinus
ENSLAFP00000017668	ENSLAFG00000022872	Loxodonta_africana
ENSPCAP00000008323	ENSPCAG00000008877	Procavia_capensis
