ENSPKIP00000017256	ENSPKIG00000003203	Paramormyrops_kingsleyae	ENSPKIT00000041765
ENSACAP00000016015	ENSACAG00000016239	Anolis_carolinensis
ENSDORP00000012456	ENSDORG00000013247	Dipodomys_ordii
ENSVPAP00000008424	ENSVPAG00000009052	Vicugna_pacos	ENSVPAT00000009053
ENSPTRP00000011043	ENSPTRG00000006509	Pan_troglodytes
ENSOGAP00000013421	ENSOGAG00000014986	Otolemur_garnettii
ENSBBBP00000019808	ENSBBBG00000002704	Bison_bison_bison
ENSSPUP00000001219	ENSSPUG00000000970	Sphenodon_punctatus
ENSAPLP00000006270	ENSAPLG00000006643	Anas_platyrhynchos_platyrhynchos
ENSDCDP00000030768	ENSDCDG00000021554	Denticeps_clupeoides
ENSMPUP00000003668	ENSMPUG00000003698	Mustela_putorius_furo
ENSGWIP00000006601	ENSGWIG00000003587	Gouania_willdenowi
ENSTGUP00000014510	ENSTGUG00000014118	Taeniopygia_guttata
ENSCVAP00000022683	ENSCVAG00000005498	Cyprinodon_variegatus
ENSLSDP00000024472	ENSLSDG00000017167	Lonchura_striata_domestica
ENSPRNP00000055943	ENSPRNG00000026187	Parambassis_ranga
ENSLSDP00000024474	ENSLSDG00000017169	Lonchura_striata_domestica
ENSCSEP00000014680	ENSCSEG00000009430	Cynoglossus_semilaevis
ENSLCOP00000016830	ENSLCOG00000011966	Lepidothrix_coronata
ENSLCOP00000016831	ENSLCOG00000011967	Lepidothrix_coronata
ENSMOCP00000002460	ENSMOCG00000001935	Microtus_ochrogaster
ENSCABP00000020563	ENSCABG00000015153	Chelonoidis_abingdonii
ENSCMIP00000044527	ENSCMIG00000018418	Callorhinchus_milii
ENSPANP00000017207	ENSPANG00000018212	Papio_anubis
ENSPCIP00000014325	ENSPCIG00000011166	Phascolarctos_cinereus	ENSPCIT00000017671
ENSEASP00005006416	ENSEASG00005004743	Equus_asinus_asinus
ENSORLP00000012494	ENSORLG00000009958	Oryzias_latipes_ASM223467v1
ENSMAMP00000000231	ENSMAMG00000000165	Mastacembelus_armatus
ENSPRNP00000046954	ENSPRNG00000022613	Parambassis_ranga
ENSCGRP00000024274	ENSCGRG00000017595	Cricetulus_griseus_CriGri_1.0
ENSPLAP00000014561	ENSPLAG00000018338	Poecilia_latipinna
ENSNMEP00000023472	ENSNMEG00000019981	Numida_meleagris
ENSFCAP00000010873	ENSFCAG00000011716	Felis_catus
ENSORLP00020015378	ENSORLG00020016422	Oryzias_latipes_ASM223471v1
ENSMODP00000010437	ENSMODG00000006820	Monodelphis_domestica	ENSMODT00000010640
ENSSPAP00000014732	ENSSPAG00000011114	Stegastes_partitus
ENSMAMP00000006713	ENSMAMG00000004524	Mastacembelus_armatus
ENSMMMP00000017660	ENSMMMG00000015650	Marmota_marmota_marmota
ENSMICP00000039531	ENSMICG00000034082	Microcebus_murinus
ENSPREP00000013618	ENSPREG00000009228	Poecilia_reticulata
ENSLCRP00005008512	ENSLCRG00005004060	Larimichthys_crocea
ENSBIXP00000020082	ENSBIXG00000002649	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSHGLP00000020612	ENSHGLG00000014745	Heterocephalus_glaber_HetGla_female_1.0
ENSPVIP00000024664	ENSPVIG00000018562	Pogona_vitticeps
ENSMALP00000029539	ENSMALG00000020441	Monopterus_albus
ENSPNAP00000005933	ENSPNAG00000012024	Pygocentrus_nattereri
ENSPMGP00000001986	ENSPMGG00000001791	Periophthalmus_magnuspinnatus
ENSMMOP00000011794	ENSMMOG00000009065	Mola_mola
ENSHGLP00100024833	ENSHGLG00100018236	Heterocephalus_glaber_HetGla_1.0
ENSATEP00000024977	ENSATEG00000017312	Anabas_testudineus
ENSPTEP00000014923	ENSPTEG00000016625	Piliocolobus_tephrosceles
ENSTRUP00000051570	ENSTRUG00000017964	Takifugu_rubripes
ENSIPUP00000031243	ENSIPUG00000021051	Ictalurus_punctatus
ENSFHEP00000002651	ENSFHEG00000003513	Fundulus_heteroclitus
ENSGAGP00000034510	ENSGAGG00000024524	Gopherus_agassizii
ENSMMUP00000003122	ENSMMUG00000002332	Macaca_mulatta
ENSTBEP00000009134	ENSTBEG00000010538	Tupaia_belangeri
ENSNVIP00000009901	ENSNVIG00000007836	Neovison_vison
ENSPVAP00000003723	ENSPVAG00000003931	Pteropus_vampyrus
ENSNPEP00000019022	ENSNPEG00000014170	Nothoprocta_perdicaria
ENSSARP00000002116	ENSSARG00000002327	Sorex_araneus
ENSPRNP00000046949	ENSPRNG00000022612	Parambassis_ranga
ENSCPGP00000008369	ENSCPGG00000005962	Calidris_pygmaea
ENSEEUP00000006740	ENSEEUG00000007350	Erinaceus_europaeus
ENSAPEP00000013663	ENSAPEG00000009666	Amphiprion_percula
ENSLCAP00010038631	ENSLCAG00010018087	Lates_calcarifer
ENSHBUP00000031281	ENSHBUG00000016908	Haplochromis_burtoni
ENSLOCP00000017487	ENSLOCG00000014196	Lepisosteus_oculatus	ENSLOCT00000017518
ENSMUNP00000002945	ENSMUNG00000002567	Melopsittacus_undulatus
ENSCJAP00000048670	ENSCJAG00000014441	Callithrix_jacchus
ENSXMAP00000009101	ENSXMAG00000009077	Xiphophorus_maculatus
ENSNGAP00000018277	ENSNGAG00000018465	Nannospalax_galili
W04D2.6c.2	WBGene00012245	Caenorhabditis_elegans_strain_N2	W04D2.6c.2
ENSPMEP00000027675	ENSPMEG00000012262	Poecilia_mexicana
ENSSDAP00000019820	ENSSDAG00000018061	Spermophilus_dauricus
ENSRBIP00000032212	ENSRBIG00000039904	Rhinopithecus_bieti
ENSPTEP00000030656	ENSPTEG00000029815	Piliocolobus_tephrosceles
ENSMGAP00000012264	ENSMGAG00000011707	Meleagris_gallopavo
ENSLAFP00000025546	ENSLAFG00000030508	Loxodonta_africana
ENSMUSP00000048470	ENSMUSG00000010608	Mus_musculus_strain_reference_(CL57BL6)
ENSGMOP00000015064	ENSGMOG00000014070	Gadus_morhua
ENSHHUP00000082972	ENSHHUG00000048176	Hucho_hucho
ENSGGOP00000002381	ENSGGOG00000002415	Gorilla_gorilla
ENSATEP00000029988	ENSATEG00000020676	Anabas_testudineus
ENSCHIP00000024917	ENSCHIG00000021905	Capra_hircus
ENSACIP00000018202	ENSACIG00000014178	Amphilophus_citrinellus
ENSEEEP00000026430	ENSEEEG00000012786	Electrophorus_electricus
ENSAMEP00000017204	ENSAMEG00000016270	Ailuropoda_melanoleuca
ENSMSIP00000002253	ENSMSIG00000002048	Mus_spicilegus
ENSLACP00000013457	ENSLACG00000011845	Latimeria_chalumnae
ENSXCOP00000002801	ENSXCOG00000002222	Xiphophorus_couchianus
ENSPEMP00000005555	ENSPEMG00000008001	Peromyscus_maniculatus_bairdii
ENSSFOP00015011001	ENSSFOG00015007093	Scleropages_formosus	ENSSFOT00015011149
ENSCJPP00005018375	ENSCJPG00005014967	Coturnix_japonica
ENSSBOP00000036041	ENSSBOG00000034153	Saimiri_boliviensis_boliviensis
ENSCHAP00000024615	ENSCHAG00000012039	Clupea_harengus
ENSPSIP00000006555	ENSPSIG00000006058	Pelodiscus_sinensis
ENSTGEP00000027485	ENSTGEG00000022190	Theropithecus_gelada
ENSJHYP00000002503	ENSJHYG00000002110	Junco_hyemalis
ENSTNIP00000015188	ENSTNIG00000012222	Tetraodon_nigroviridis
ENSEBUP00000004175	ENSEBUG00000002963	Eptatretus_burgeri	ENSEBUT00000004596
ENSPMEP00000020893	ENSPMEG00000024470	Poecilia_mexicana
ENSCPUP00000011218	ENSCPUG00000007962	Calidris_pugnax
ENSCHOP00000007885	ENSCHOG00000008903	Choloepus_hoffmanni
ENSPMJP00000020089	ENSPMJG00000014993	Parus_major
ENSAHAP00000024485	ENSAHAG00000017076	Apteryx_haastii
ENSPLAP00000021531	ENSPLAG00000000100	Poecilia_latipinna
ENSELUP00000030544	ENSELUG00000007730	Esox_lucius
ENSLCAP00010048767	ENSLCAG00010022683	Lates_calcarifer
ENSGAFP00000001595	ENSGAFG00000001092	Gambusia_affinis
ENSMNEP00000017955	ENSMNEG00000032922	Macaca_nemestrina
ENSPPRP00000026514	ENSPPRG00000017374	Panthera_pardus
ENSCSAVP00000017160	ENSCSAVG00000010097	Ciona_savignyi
ENSSDUP00000024796	ENSSDUG00000017984	Seriola_dumerili
ENSOCUP00000011826	ENSOCUG00000013737	Oryctolagus_cuniculus
ENSPSMP00000007626	ENSPSMG00000005668	Prolemur_simus
ENSGALP00000015182	ENSGALG00000009332	Gallus_gallus
ENSCGOP00000039940	ENSCGOG00000018182	Cottoperca_gobio
ENSGMOP00000015101	ENSGMOG00000014097	Gadus_morhua
MGP_CAROLIEiJ_P0032745	MGP_CAROLIEiJ_G0017921	Mus_caroli_strain_CAROLI_EIJ
ENSABRP00000014232	ENSABRG00000012594	Anser_brachyrhynchus
ENSONIP00000024718	ENSONIG00000019634	Oreochromis_niloticus
ENSLCRP00005043748	ENSLCRG00005016766	Larimichthys_crocea
ENSCAPP00000002345	ENSCAPG00000005239	Cavia_aperea
ENSPMAP00000004278	ENSPMAG00000003899	Petromyzon_marinus	ENSPMAT00000004295
ENSCPRP00005026349	ENSCPRG00005018269	Crocodylus_porosus
ENSBTAP00000022826	ENSBTAG00000017177	Bos_taurus	ENSBTAT00000022826
ENSNBRP00000004781	ENSNBRG00000003761	Neolamprologus_brichardi
ENSNVIP00000009884	ENSNVIG00000007788	Neovison_vison
ENSSMRP00000012746	ENSSMRG00000009944	Salvator_merianae
ENSMLUP00000014070	ENSMLUG00000015434	Myotis_lucifugus
ENSHHUP00000039758	ENSHHUG00000024666	Hucho_hucho
ENSSLDP00000013027	ENSSLDG00000010342	Seriola_lalandi_dorsalis
ENSCGRP00001022222	ENSCGRG00001020817	Cricetulus_griseus_CHOK1GS_HDv1
ENSGAFP00000026697	ENSGAFG00000018036	Gambusia_affinis
ENSSLDP00000032029	ENSSLDG00000024573	Seriola_lalandi_dorsalis
ENSSHAP00000015068	ENSSHAG00000012859	Sarcophilus_harrisii	ENSSHAT00000015193
ENSSMAP00000015930	ENSSMAG00000009745	Scophthalmus_maximus
ENSCGRP00015037720	ENSCGRG00015028259	Cricetulus_griseus_CriGri-PICR
ENSAHAP00000024496	ENSAHAG00000017085	Apteryx_haastii
ENSCAFP00000032653	ENSCAFG00000016809	Canis_lupus_familiaris
ENSDNOP00000003837	ENSDNOG00000004959	Dasypus_novemcinctus
ENSKMAP00000025444	ENSKMAG00000018826	Kryptolebias_marmoratus
ENSOMEP00000035749	ENSOMEG00000023172	Oryzias_melastigma
ENSCAFP00020005563	ENSCAFG00020004548	Canis_lupus_dingo
ENSPREP00000012597	ENSPREG00000008522	Poecilia_reticulata
MGP_SPRETEiJ_P0034259	MGP_SPRETEiJ_G0018766	Mus_spretus_strain_SPRET/EiJ
ENSMALP00000029565	ENSMALG00000020459	Monopterus_albus
ENSGALP00000068197	ENSGALG00000047486	Gallus_gallus
ENSAOCP00000025812	ENSAOCG00000013695	Amphiprion_ocellaris
ENSNBRP00000029148	ENSNBRG00000022192	Neolamprologus_brichardi
ENSDNVP00000000142	ENSDNVG00000000099	Dromaius_novaehollandiae
ENSARWP00000013175	ENSARWG00000009063	Apteryx_rowi
ENSECRP00000017318	ENSECRG00000011547	Erpetoichthys_calabaricus	ENSECRT00000017652
ENSOPRP00000015295	ENSOPRG00000016744	Ochotona_princeps
ENSSTOP00000009981	ENSSTOG00000011117	Ictidomys_tridecemlineatus
ENSMAUP00000019462	ENSMAUG00000017751	Mesocricetus_auratus
FBpp0309405	FBgn0028474	Drosophila_melanogaster	FBtr0340463
ENSORLP00020001764	ENSORLG00020002472	Oryzias_latipes_ASM223471v1
ENSAOWP00000018560	ENSAOWG00000012618	Apteryx_owenii
ENSKMAP00000021889	ENSKMAG00000016242	Kryptolebias_marmoratus
ENSSSCP00000058947	ENSSSCG00000028663	Sus_scrofa_strain_reference	ENSSSCT00000057405
ENSVVUP00000005648	ENSVVUG00000004426	Vulpes_vulpes
ENSORLP00000014878	ENSORLG00000011874	Oryzias_latipes_ASM223467v1
ENSXETP00000014650	ENSXETG00000000536	Xenopus_tropicalis
ENSMEUP00000000566	ENSMEUG00000000612	Notamacropus_eugenii	ENSMEUT00000000617
ENSPFOP00000018935	ENSPFOG00000018808	Poecilia_formosa
ENSFALP00000005679	ENSFALG00000005445	Ficedula_albicollis
ENSOARP00000000323	ENSOARG00000000319	Ovis_aries
ENSXCOP00000005165	ENSXCOG00000004043	Xiphophorus_couchianus
ENSPFOP00000018033	ENSPFOG00000017931	Poecilia_formosa
ENSMFAP00000042663	ENSMFAG00000040040	Macaca_fascicularis
ENSCCAP00000025352	ENSCCAG00000030446	Cebus_capucinus_imitator
ENSSPAP00000021467	ENSSPAG00000016168	Stegastes_partitus
ENSPPAP00000033122	ENSPPAG00000039402	Pan_paniscus
ENSCHIP00000023754	ENSCHIG00000021190	Capra_hircus
ENSBIXP00005024761	ENSBIXG00005004710	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCGOP00000026078	ENSCGOG00000012287	Cottoperca_gobio
ENSDARP00000006694	ENSDARG00000006395	Danio_rerio
ENSAMXP00000025225	ENSAMXG00000024525	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSBMUP00000012834	ENSBMUG00000009795	Bos_mutus
ENSMUGP00000026235	ENSMUGG00000021861	Meriones_unguiculatus
