ENSPVIP00000025859	ENSPVIG00000019341	Pogona_vitticeps	ENSPVIT00000031874
ENSNSUP00000000734	ENSNSUG00000000708	Notechis_scutatus
ENSSMRP00000013942	ENSSMRG00000010845	Salvator_merianae
ENSSPUP00000004019	ENSSPUG00000003107	Sphenodon_punctatus
ENSGAGP00000011598	ENSGAGG00000008963	Gopherus_agassizii
ENSCABP00000029730	ENSCABG00000021812	Chelonoidis_abingdonii
ENSCPBP00000025159	ENSCPBG00000017900	Chrysemys_picta_bellii
ENSPSIP00000006048	ENSPSIG00000005615	Pelodiscus_sinensis
ENSABRP00000025429	ENSABRG00000021339	Anser_brachyrhynchus
ENSAPLP00000007068	ENSAPLG00000007439	Anas_platyrhynchos_platyrhynchos
ENSAOWP00000012900	ENSAOWG00000008817	Apteryx_owenii
ENSPCIP00000044697	ENSPCIG00000015233	Phascolarctos_cinereus
ENSVURP00010001781	ENSVURG00010001496	Vombatus_ursinus
ENSMEUP00000012080	ENSMEUG00000013248	Notamacropus_eugenii
ENSSHAP00000007262	ENSSHAG00000006311	Sarcophilus_harrisii
ENSMODP00000009963	ENSMODG00000008003	Monodelphis_domestica
ENSMSIP00000037461	ENSMSIG00000031215	Mus_spicilegus
ENSMUSP00000010249	ENSMUSG00000118346	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0048025	MGP_CAROLIEiJ_G0022652	Mus_caroli_strain_CAROLI_EIJ
ENSRNOP00000059849	ENSRNOG00000019341	Rattus_norvegicus
ENSMUGP00000002051	ENSMUGG00000001931	Meriones_unguiculatus
ENSCGRP00000023222	ENSCGRG00000016816	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001028246	ENSCGRG00001025014	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015006620	ENSCGRG00015005111	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000012631	ENSMAUG00000012885	Mesocricetus_auratus
ENSMOCP00000012872	ENSMOCG00000012843	Microtus_ochrogaster
ENSPEMP00000011098	ENSPEMG00000011859	Peromyscus_maniculatus_bairdii
ENSJJAP00000005690	ENSJJAG00000010561	Jaculus_jaculus
ENSCCNP00000033035	ENSCCNG00000031306	Castor_canadensis
ENSDORP00000026083	ENSDORG00000029410	Dipodomys_ordii
ENSNGAP00000020409	ENSNGAG00000019915	Nannospalax_galili
ENSMMMP00000003761	ENSMMMG00000003438	Marmota_marmota_marmota
ENSSTOP00000003973	ENSSTOG00000004436	Ictidomys_tridecemlineatus
ENSUPAP00010006644	ENSUPAG00010005330	Urocitellus_parryii
ENSSDAP00000006571	ENSSDAG00000006076	Spermophilus_dauricus
ENSCPOP00000005521	ENSCPOG00000006121	Cavia_porcellus
ENSCLAP00000000434	ENSCLAG00000000362	Chinchilla_lanigera
ENSHGLP00000009251	ENSHGLG00000006639	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100023400	ENSHGLG00100017199	Heterocephalus_glaber_HetGla_1.0
ENSOCUP00000023959	ENSOCUG00000027739	Oryctolagus_cuniculus
ENSOPRP00000002108	ENSOPRG00000002288	Ochotona_princeps
ENSTBEP00000011462	ENSTBEG00000013246	Tupaia_belangeri
ENSPTRP00000006509	ENSPTRG00000003789	Pan_troglodytes
ENSPPAP00000031997	ENSPPAG00000038907	Pan_paniscus
ENSP00000333697	ENSG00000185475	Homo_sapiens
ENSGGOP00000001875	ENSGGOG00000001907	Gorilla_gorilla
ENSPPYP00000003634	ENSPPYG00000003145	Pongo_abelii
ENSNLEP00000038185	ENSNLEG00000036102	Nomascus_leucogenys
ENSRBIP00000024598	ENSRBIG00000036204	Rhinopithecus_bieti
ENSRROP00000000360	ENSRROG00000001174	Rhinopithecus_roxellana
ENSPTEP00000013040	ENSPTEG00000014642	Piliocolobus_tephrosceles
ENSCANP00000039453	ENSCANG00000043386	Colobus_angolensis_palliatus
ENSPANP00000007896	ENSPANG00000021117	Papio_anubis
ENSMLEP00000029599	ENSMLEG00000039000	Mandrillus_leucophaeus
ENSCATP00000026515	ENSCATG00000036661	Cercocebus_atys
