ENSAOWP00000020188	ENSAOWG00000013656	Apteryx_owenii
ENSAHAP00000006756	ENSAHAG00000005079	Apteryx_haastii
ENSARWP00000013020	ENSARWG00000009026	Apteryx_rowi
ENSDNVP00000015126	ENSDNVG00000010655	Dromaius_novaehollandiae
ENSNPEP00000011129	ENSNPEG00000008355	Nothoprocta_perdicaria
ENSTGUP00000010974	ENSTGUG00000010641	Taeniopygia_guttata
ENSLSDP00000024058	ENSLSDG00000016915	Lonchura_striata_domestica
ENSSCAP00000003142	ENSSCAG00000002680	Serinus_canaria
ENSJHYP00000010454	ENSJHYG00000008210	Junco_hyemalis
ENSZALP00000009800	ENSZALG00000008364	Zonotrichia_albicollis
ENSMVIP00005013131	ENSMVIG00005009521	Manacus_vitellinus
ENSCCEP00000002464	ENSCCEG00000002741	Cyanistes_caeruleus
ENSCCEP00000005328	ENSCCEG00000005877	Cyanistes_caeruleus
ENSPMJP00000019150	ENSPMJG00000014373	Parus_major
ENSFALP00000006517	ENSFALG00000006248	Ficedula_albicollis
ENSMUNP00000019752	ENSMUNG00000015083	Melopsittacus_undulatus
ENSCPGP00000024178	ENSCPGG00000016676	Calidris_pygmaea
ENSCPUP00000019956	ENSCPUG00000013667	Calidris_pugnax
ENSAPLP00000015545	ENSAPLG00000015677	Anas_platyrhynchos_platyrhynchos
ENSABRP00000018040	ENSABRG00000015542	Anser_brachyrhynchus
ENSCJPP00005016951	ENSCJPG00005013890	Coturnix_japonica
ENSMGAP00000011482	ENSMGAG00000011008	Meleagris_gallopavo
ENSGALP00000060817	ENSGALG00000008367	Gallus_gallus
ENSNMEP00000021723	ENSNMEG00000018569	Numida_meleagris
ENSCPRP00005019781	ENSCPRG00005013793	Crocodylus_porosus
ENSGAGP00000014495	ENSGAGG00000011017	Gopherus_agassizii
ENSCABP00000013964	ENSCABG00000010413	Chelonoidis_abingdonii
ENSCPBP00000017263	ENSCPBG00000012660	Chrysemys_picta_bellii
ENSPSIP00000006332	ENSPSIG00000005854	Pelodiscus_sinensis
ENSACAP00000004035	ENSACAG00000004140	Anolis_carolinensis
ENSPVIP00000017887	ENSPVIG00000013701	Pogona_vitticeps
ENSNSUP00000024701	ENSNSUG00000017844	Notechis_scutatus
ENSSMRP00000006925	ENSSMRG00000005607	Salvator_merianae
ENSSPUP00000004154	ENSSPUG00000003220	Sphenodon_punctatus
ENSCGRP00001024761	ENSCGRG00001022566	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015018968	ENSCGRG00015014571	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000020280	ENSCGRG00000014752	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000004989	ENSMAUG00000006759	Mesocricetus_auratus
ENSMOCP00000015205	ENSMOCG00000014474	Microtus_ochrogaster
ENSPEMP00000014264	ENSPEMG00000014123	Peromyscus_maniculatus_bairdii
ENSMSIP00000023308	ENSMSIG00000019785	Mus_spicilegus
ENSMUSP00000028672	ENSMUSG00000027239	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0055223	MGP_SPRETEiJ_G0024881	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000033379	ENSMSIG00000027921	Mus_spicilegus
MGP_CAROLIEiJ_P0053138	MGP_CAROLIEiJ_G0023971	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0064121	MGP_PahariEiJ_G0025408	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000036207	ENSRNOG00000017560	Rattus_norvegicus
ENSNGAP00000016515	ENSNGAG00000017233	Nannospalax_galili
ENSPSMP00000017689	ENSPSMG00000012582	Prolemur_simus
ENSMICP00000050199	ENSMICG00000006889	Microcebus_murinus
ENSPCOP00000012151	ENSPCOG00000017622	Propithecus_coquereli
ENSOGAP00000002102	ENSOGAG00000002353	Otolemur_garnettii
ENSRBIP00000019392	ENSRBIG00000033689	Rhinopithecus_bieti
ENSRROP00000032719	ENSRROG00000040007	Rhinopithecus_roxellana
ENSMMUP00000059508	ENSMMUG00000038138	Macaca_mulatta
ENSMFAP00000009499	ENSMFAG00000000818	Macaca_fascicularis
ENSTGEP00000033973	ENSTGEG00000027108	Theropithecus_gelada
ENSCATP00000039254	ENSCATG00000042264	Cercocebus_atys
ENSCSAP00000005586	ENSCSAG00000009330	Chlorocebus_sabaeus
ENSMLEP00000003804	ENSMLEG00000016739	Mandrillus_leucophaeus
ENSRBIP00000021702	ENSRBIG00000034810	Rhinopithecus_bieti
ENSRROP00000029118	ENSRROG00000038356	Rhinopithecus_roxellana
ENSPTEP00000011236	ENSPTEG00000012669	Piliocolobus_tephrosceles
ENSCANP00000013830	ENSCANG00000030360	Colobus_angolensis_palliatus
ENSCANP00000008189	ENSCANG00000026926	Colobus_angolensis_palliatus
ENSMNEP00000001500	ENSMNEG00000006686	Macaca_nemestrina
ENSCSAP00000001974	ENSCSAG00000005668	Chlorocebus_sabaeus
ENSMLEP00000025032	ENSMLEG00000036687	Mandrillus_leucophaeus
ENSPANP00000001599	ENSPANG00000020889	Papio_anubis
ENSCANP00000025962	ENSCANG00000036403	Colobus_angolensis_palliatus
ENSPTEP00000032985	ENSPTEG00000031582	Piliocolobus_tephrosceles
ENSP00000385451	ENSG00000110492	Homo_sapiens
ENSGGOP00000022415	ENSGGOG00000011872	Gorilla_gorilla
ENSPPAP00000005782	ENSPPAG00000023561	Pan_paniscus
ENSPTRP00000085048	ENSPTRG00000047115	Pan_troglodytes
ENSPPYP00000013594	ENSPPYG00000012193	Pongo_abelii
ENSCCAP00000017839	ENSCCAG00000026744	Cebus_capucinus_imitator
ENSSBOP00000035139	ENSSBOG00000033730	Saimiri_boliviensis_boliviensis
ENSANAP00000022622	ENSANAG00000029069	Aotus_nancymaae
ENSCJAP00000021767	ENSCJAG00000011852	Callithrix_jacchus
ENSSBOP00000020558	ENSSBOG00000026855	Saimiri_boliviensis_boliviensis
ENSCCAP00000024850	ENSCCAG00000030225	Cebus_capucinus_imitator
ENSCCAP00000000807	ENSCCAG00000005199	Cebus_capucinus_imitator
ENSCCAP00000000866	ENSCCAG00000005564	Cebus_capucinus_imitator
ENSANAP00000026309	ENSANAG00000030861	Aotus_nancymaae
ENSJJAP00000023573	ENSJJAG00000023305	Jaculus_jaculus
ENSMUGP00000001178	ENSMUGG00000001047	Meriones_unguiculatus
