ENSLSDP00000000946	ENSLSDG00000000758	Lonchura_striata_domestica
ENSSCAP00000007330	ENSSCAG00000005658	Serinus_canaria
ENSPMJP00000003847	ENSPMJG00000003361	Parus_major
ENSMVIP00005027963	ENSMVIG00005019467	Manacus_vitellinus
ENSLCOP00000016993	ENSLCOG00000012067	Lepidothrix_coronata
ENSCPUP00000000565	ENSCPUG00000000479	Calidris_pugnax
ENSCPUP00000000575	ENSCPUG00000000483	Calidris_pugnax
ENSCPGP00000008918	ENSCPGG00000006345	Calidris_pygmaea
ENSMUNP00000004299	ENSMUNG00000003581	Melopsittacus_undulatus
ENSABRP00000011332	ENSABRG00000010181	Anser_brachyrhynchus	ENSABRT00000016225
ENSAPLP00000025898	ENSAPLG00000027420	Anas_platyrhynchos_platyrhynchos
