ENSHHUP00000067929	ENSHHUG00000040018	Hucho_hucho	ENSHHUT00000070213
ENSJHYP00000001161	ENSJHYG00000001009	Junco_hyemalis	ENSJHYT00000001465
ENSNSUP00000010282	ENSNSUG00000007834	Notechis_scutatus
ENSPVIP00000025474	ENSPVIG00000019067	Pogona_vitticeps
ENSSMRP00000017902	ENSSMRG00000013953	Salvator_merianae
ENSAPLP00000003559	ENSAPLG00000004062	Anas_platyrhynchos_platyrhynchos
ENSABRP00000025908	ENSABRG00000021714	Anser_brachyrhynchus
ENSMGAP00000007504	ENSMGAG00000007390	Meleagris_gallopavo
ENSCJPP00005009217	ENSCJPG00005008132	Coturnix_japonica
ENSGALP00000061142	ENSGALG00000026303	Gallus_gallus
ENSNMEP00000009785	ENSNMEG00000009393	Numida_meleagris
ENSCPGP00000010170	ENSCPGG00000007245	Calidris_pygmaea
ENSCPUP00000021520	ENSCPUG00000014667	Calidris_pugnax
ENSMVIP00005016527	ENSMVIG00005011871	Manacus_vitellinus
ENSLCOP00000019983	ENSLCOG00000014163	Lepidothrix_coronata
ENSTGUP00000006231	ENSTGUG00000006064	Taeniopygia_guttata
ENSLSDP00000003975	ENSLSDG00000003090	Lonchura_striata_domestica
ENSSCAP00000004085	ENSSCAG00000003356	Serinus_canaria
ENSJHYP00000007169	ENSJHYG00000005749	Junco_hyemalis
ENSPMJP00000007782	ENSPMJG00000006404	Parus_major
ENSCCEP00000004844	ENSCCEG00000005329	Cyanistes_caeruleus
ENSFALP00000001758	ENSFALG00000001692	Ficedula_albicollis
ENSMUNP00000003482	ENSMUNG00000002972	Melopsittacus_undulatus
ENSAOWP00000007153	ENSAOWG00000004925	Apteryx_owenii
ENSARWP00000012201	ENSARWG00000008432	Apteryx_rowi
ENSAHAP00000011602	ENSAHAG00000008381	Apteryx_haastii
ENSDNVP00000017561	ENSDNVG00000012277	Dromaius_novaehollandiae
ENSNPEP00000018104	ENSNPEG00000013480	Nothoprocta_perdicaria
ENSGAGP00000030306	ENSGAGG00000021844	Gopherus_agassizii
ENSCABP00000006025	ENSCABG00000004540	Chelonoidis_abingdonii
ENSCPBP00000016702	ENSCPBG00000012281	Chrysemys_picta_bellii
ENSPSIP00000010614	ENSPSIG00000009613	Pelodiscus_sinensis
ENSCPRP00005010882	ENSCPRG00005007765	Crocodylus_porosus
ENSSPUP00000022989	ENSSPUG00000017642	Sphenodon_punctatus
ENSPCOP00000018950	ENSPCOG00000021399	Propithecus_coquereli
ENSMICP00000038764	ENSMICG00000030645	Microcebus_murinus
ENSPSMP00000025190	ENSPSMG00000017708	Prolemur_simus
ENSOGAP00000000494	ENSOGAG00000000550	Otolemur_garnettii
ENSPTRP00000036872	ENSPTRG00000021537	Pan_troglodytes
ENSPTRP00000088167	ENSPTRG00000043161	Pan_troglodytes
ENSPPAP00000011704	ENSPPAG00000029054	Pan_paniscus
ENSGGOP00000013071	ENSGGOG00000013400	Gorilla_gorilla
ENSP00000360850	ENSG00000122140	Homo_sapiens
ENSPPYP00000022157	ENSPPYG00000019758	Pongo_abelii
ENSNLEP00000010744	ENSNLEG00000008804	Nomascus_leucogenys
ENSRBIP00000036835	ENSRBIG00000042014	Rhinopithecus_bieti
ENSRROP00000010263	ENSRROG00000029542	Rhinopithecus_roxellana
ENSPTEP00000029861	ENSPTEG00000029191	Piliocolobus_tephrosceles
ENSCANP00000017651	ENSCANG00000032278	Colobus_angolensis_palliatus
ENSMNEP00000004625	ENSMNEG00000021216	Macaca_nemestrina
ENSMFAP00000004320	ENSMFAG00000001860	Macaca_fascicularis
ENSMMUP00000080629	ENSMMUG00000060840	Macaca_mulatta
ENSTGEP00000011635	ENSTGEG00000009478	Theropithecus_gelada
ENSPANP00000008233	ENSPANG00000026112	Papio_anubis
ENSCATP00000038595	ENSCATG00000041977	Cercocebus_atys
