ENSP00000377170	ENSG00000213337	Homo_sapiens
ENSPTRP00000020986	ENSPTRG00000012244	Pan_troglodytes
ENSGGOP00000038621	ENSGGOG00000040844	Gorilla_gorilla
ENSPPYP00000014201	ENSPPYG00000012723	Pongo_abelii
ENSNLEP00000001693	ENSNLEG00000001438	Nomascus_leucogenys
ENSMFAP00000003978	ENSMFAG00000001711	Macaca_fascicularis
ENSMMUP00000057342	ENSMMUG00000063897	Macaca_mulatta
ENSMNEP00000003296	ENSMNEG00000015288	Macaca_nemestrina
ENSTGEP00000011239	ENSTGEG00000009190	Theropithecus_gelada
ENSPANP00000012168	ENSPANG00000006852	Papio_anubis
ENSCATP00000042104	ENSCATG00000043687	Cercocebus_atys
ENSCSAP00000013327	ENSCSAG00000017294	Chlorocebus_sabaeus
ENSRROP00000002891	ENSRROG00000011626	Rhinopithecus_roxellana
ENSRBIP00000030909	ENSRBIG00000039298	Rhinopithecus_bieti
ENSCANP00000034260	ENSCANG00000040797	Colobus_angolensis_palliatus
ENSPTEP00000005611	ENSPTEG00000006508	Piliocolobus_tephrosceles
ENSMLEP00000030784	ENSMLEG00000039583	Mandrillus_leucophaeus
ENSPPAP00000019427	ENSPPAG00000032915	Pan_paniscus
ENSSBOP00000010860	ENSSBOG00000022252	Saimiri_boliviensis_boliviensis
ENSCCAP00000040347	ENSCCAG00000037976	Cebus_capucinus_imitator
ENSANAP00000018787	ENSANAG00000027220	Aotus_nancymaae
ENSTSYP00000004640	ENSTSYG00000005079	Carlito_syrichta
ENSPCOP00000014665	ENSPCOG00000019032	Propithecus_coquereli
ENSMICP00000044102	ENSMICG00000042630	Microcebus_murinus
ENSPSMP00000031938	ENSPSMG00000022152	Prolemur_simus
ENSCGRP00000021862	ENSCGRG00000015855	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001007582	ENSCGRG00001009977	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000006029	ENSMAUG00000008102	Mesocricetus_auratus
ENSPEMP00000034304	ENSPEMG00000029562	Peromyscus_maniculatus_bairdii
ENSMOCP00000027221	ENSMOCG00000022779	Microtus_ochrogaster
ENSMUSP00000001172	ENSMUSG00000079610	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000005090	ENSMSIG00000004625	Mus_spicilegus
ENSRNOP00000021685	ENSRNOG00000023995	Rattus_norvegicus
ENSNGAP00000024310	ENSNGAG00000022612	Nannospalax_galili
ENSJJAP00000016953	ENSJJAG00000018658	Jaculus_jaculus
ENSCCNP00000003581	ENSCCNG00000003840	Castor_canadensis
ENSDORP00000015160	ENSDORG00000016118	Dipodomys_ordii
ENSPVAP00000006710	ENSPVAG00000007111	Pteropus_vampyrus
ENSMLUP00000022655	ENSMLUG00000023540	Myotis_lucifugus
ENSSSCP00000053020	ENSSSCG00000035533	Sus_scrofa_strain_reference
ENSNVIP00000020068	ENSNVIG00000015723	Neovison_vison
ENSMPUP00000011281	ENSMPUG00000011373	Mustela_putorius_furo
ENSAMEP00000005611	ENSAMEG00000005315	Ailuropoda_melanoleuca
ENSCAFP00020032528	ENSCAFG00020025346	Canis_lupus_dingo
ENSVVUP00000040335	ENSVVUG00000028815	Vulpes_vulpes
ENSPTIP00000008352	ENSPTIG00000009735	Panthera_tigris_altaica
ENSPPRP00000029384	ENSPPRG00000021969	Panthera_pardus
ENSFCAP00000016361	ENSFCAG00000018835	Felis_catus
