ENSECAP00000026487	ENSECAG00000038591	Equus_caballus
ENSEASP00005032697	ENSEASG00005022328	Equus_asinus_asinus
ENSEEUP00000011940	ENSEEUG00000013127	Erinaceus_europaeus
ENSOARP00000004354	ENSOARG00000004079	Ovis_aries
ENSCHIP00000002517	ENSCHIG00000005931	Capra_hircus
ENSBIXP00005036185	ENSBIXG00005017639	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000005769	ENSBIXG00000011902	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000060398	ENSBTAG00000048847	Bos_taurus
ENSVVUP00000041668	ENSVVUG00000029652	Vulpes_vulpes
ENSCAFP00020015607	ENSCAFG00020012542	Canis_lupus_dingo
ENSUMAP00000034601	ENSUMAG00000024907	Ursus_maritimus
ENSUAMP00000021036	ENSUAMG00000016543	Ursus_americanus
ENSNVIP00000011321	ENSNVIG00000008969	Neovison_vison
ENSPPRP00000017835	ENSPPRG00000009665	Panthera_pardus
ENSFCAP00000038775	ENSFCAG00000032713	Felis_catus
ENSMLUP00000016954	ENSMLUG00000015834	Myotis_lucifugus
ENSSARP00000006166	ENSSARG00000006813	Sorex_araneus
ENSCCNP00000001846	ENSCCNG00000002059	Castor_canadensis
ENSSDAP00000010181	ENSSDAG00000009274	Spermophilus_dauricus
ENSOCUP00000013191	ENSOCUG00000015359	Oryctolagus_cuniculus
ENSTBEP00000011404	ENSTBEG00000013180	Tupaia_belangeri
ENSCHOP00000006246	ENSCHOG00000007049	Choloepus_hoffmanni
ENSDNOP00000019843	ENSDNOG00000034448	Dasypus_novemcinctus
