ENSPVAP00000010576	ENSPVAG00000011220	Pteropus_vampyrus
ENSMLUP00000012848	ENSMLUG00000014122	Myotis_lucifugus
ENSNVIP00000030094	ENSNVIG00000023195	Neovison_vison
ENSMPUP00000014834	ENSMPUG00000014945	Mustela_putorius_furo
ENSUMAP00000000733	ENSUMAG00000000804	Ursus_maritimus
ENSUAMP00000024430	ENSUAMG00000019080	Ursus_americanus
ENSAMEP00000001427	ENSAMEG00000001338	Ailuropoda_melanoleuca
ENSCAFP00000018965	ENSCAFG00000012875	Canis_lupus_familiaris
ENSCAFP00020025946	ENSCAFG00020020394	Canis_lupus_dingo
ENSVVUP00000041862	ENSVVUG00000029776	Vulpes_vulpes
ENSPPRP00000018200	ENSPPRG00000009932	Panthera_pardus
ENSPTIP00000017647	ENSPTIG00000016021	Panthera_tigris_altaica
ENSFCAP00000055131	ENSFCAG00000002091	Felis_catus
ENSVPAP00000006867	ENSVPAG00000007385	Vicugna_pacos
ENSEEUP00000001618	ENSEEUG00000001779	Erinaceus_europaeus
ENSMMMP00000007561	ENSMMMG00000006616	Marmota_marmota_marmota
ENSUPAP00010000950	ENSUPAG00010000816	Urocitellus_parryii
ENSMSIP00000014684	ENSMSIG00000012631	Mus_spicilegus
ENSMUSP00000071811	ENSMUSG00000059547	Mus_musculus_strain_reference_(CL57BL6)
ENSMUSP00000082051	ENSMUSG00000074062	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000009059	ENSMSIG00000007982	Mus_spicilegus
ENSMUSP00000079460	ENSMUSG00000070324	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000008981	ENSMSIG00000007968	Mus_spicilegus
ENSMUSP00000143404	ENSMUSG00000105589	Mus_musculus_strain_reference_(CL57BL6)
ENSMUSP00000107670	ENSMUSG00000054087	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000003667	ENSMSIG00000003365	Mus_spicilegus
ENSMUSP00000075918	ENSMUSG00000074061	Mus_musculus_strain_reference_(CL57BL6)
ENSMUSP00000078503	ENSMUSG00000061701	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000003628	ENSMSIG00000003327	Mus_spicilegus
ENSMUSP00000095962	ENSMUSG00000074059	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0093887	MGP_SPRETEiJ_G0033864	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0090166	MGP_CAROLIEiJ_G0032719	Mus_caroli_strain_CAROLI_EIJ
ENSMSIP00000003531	ENSMSIG00000003211	Mus_spicilegus
