ENSBIXP00000043781	ENSBIXG00000005864	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005022266	ENSBIXG00005025181	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000071637	ENSBTAG00000050244	Bos_taurus
ENSBBBP00000006281	ENSBBBG00000002804	Bison_bison_bison
ENSBMUP00000008476	ENSBMUG00000006613	Bos_mutus
ENSCHIP00000028631	ENSCHIG00000024062	Capra_hircus
ENSSSCP00000032055	ENSSSCG00000040763	Sus_scrofa_strain_reference
ENSTTRP00000004243	ENSTTRG00000004515	Tursiops_truncatus
ENSVPAP00000010286	ENSVPAG00000011049	Vicugna_pacos
ENSECAP00000051111	ENSECAG00000019206	Equus_caballus
ENSEASP00005029813	ENSEASG00005020271	Equus_asinus_asinus
ENSECAP00000038743	ENSECAG00000036409	Equus_caballus
ENSEASP00005006905	ENSEASG00005005094	Equus_asinus_asinus
ENSBMUP00000008345	ENSBMUG00000006534	Bos_mutus
ENSBTAP00000046998	ENSBTAG00000035777	Bos_taurus
ENSOARP00000014374	ENSOARG00000013408	Ovis_aries
ENSUAMP00000020912	ENSUAMG00000016455	Ursus_americanus
ENSUMAP00000019402	ENSUMAG00000014232	Ursus_maritimus
ENSAMEP00000001271	ENSAMEG00000001219	Ailuropoda_melanoleuca
ENSNVIP00000030645	ENSNVIG00000023593	Neovison_vison
ENSMPUP00000014402	ENSMPUG00000014512	Mustela_putorius_furo
ENSCAFP00020030050	ENSCAFG00020023409	Canis_lupus_dingo
ENSCAFP00020009530	ENSCAFG00020007721	Canis_lupus_dingo
ENSCAFP00000055838	ENSCAFG00000048053	Canis_lupus_familiaris
ENSVVUP00000039706	ENSVVUG00000028293	Vulpes_vulpes
ENSPPRP00000003791	ENSPPRG00000000109	Panthera_pardus
ENSPTIP00000018200	ENSPTIG00000016395	Panthera_tigris_altaica
ENSFCAP00000045014	ENSFCAG00000040603	Felis_catus
ENSPVAP00000008707	ENSPVAG00000009233	Pteropus_vampyrus
ENSP00000445323	ENSG00000270011	Homo_sapiens
ENSPPAP00000022736	ENSPPAG00000034550	Pan_paniscus
ENSP00000415070	ENSG00000188629	Homo_sapiens
ENSPTRP00000017768	ENSPTRG00000010445	Pan_troglodytes
ENSGGOP00000010856	ENSGGOG00000011137	Gorilla_gorilla
ENSPPYP00000010685	ENSPPYG00000009526	Pongo_abelii
ENSNLEP00000014542	ENSNLEG00000011974	Nomascus_leucogenys
ENSMFAP00000000830	ENSMFAG00000037498	Macaca_fascicularis
ENSMNEP00000039738	ENSMNEG00000042801	Macaca_nemestrina
ENSMMUP00000024847	ENSMMUG00000018883	Macaca_mulatta
ENSTGEP00000028938	ENSTGEG00000023268	Theropithecus_gelada
ENSPANP00000001224	ENSPANG00000012124	Papio_anubis
ENSMLEP00000006532	ENSMLEG00000026851	Mandrillus_leucophaeus
ENSCATP00000004855	ENSCATG00000016473	Cercocebus_atys
ENSCSAP00000003959	ENSCSAG00000007691	Chlorocebus_sabaeus
ENSPTEP00000033897	ENSPTEG00000032258	Piliocolobus_tephrosceles
ENSCANP00000032251	ENSCANG00000039789	Colobus_angolensis_palliatus
ENSRBIP00000023838	ENSRBIG00000035824	Rhinopithecus_bieti
ENSRROP00000042265	ENSRROG00000044294	Rhinopithecus_roxellana
ENSCCAP00000033381	ENSCCAG00000034694	Cebus_capucinus_imitator
ENSSBOP00000011135	ENSSBOG00000022388	Saimiri_boliviensis_boliviensis
ENSCJAP00000011370	ENSCJAG00000006188	Callithrix_jacchus
ENSANAP00000001433	ENSANAG00000012491	Aotus_nancymaae
ENSTSYP00000021848	ENSTSYG00000014360	Carlito_syrichta
ENSMICP00000003815	ENSMICG00000004189	Microcebus_murinus
ENSPSMP00000009352	ENSPSMG00000006853	Prolemur_simus
ENSHGLP00100015454	ENSHGLG00100011420	Heterocephalus_glaber_HetGla_1.0
ENSCCNP00000031471	ENSCCNG00000029983	Castor_canadensis
ENSSTOP00000026022	ENSSTOG00000031518	Ictidomys_tridecemlineatus
ENSUPAP00010028176	ENSUPAG00010022265	Urocitellus_parryii
