ENSACAP00000015408	ENSACAG00000015569	Anolis_carolinensis	ENSACAT00000015721
ENSPVIP00000000509	ENSPVIG00000000471	Pogona_vitticeps	ENSPVIT00000000660
ENSNSUP00000018075	ENSNSUG00000013031	Notechis_scutatus
ENSSMRP00000020430	ENSSMRG00000015903	Salvator_merianae
ENSSPUP00000006130	ENSSPUG00000004704	Sphenodon_punctatus
ENSAOWP00000018967	ENSAOWG00000012679	Apteryx_owenii
ENSARWP00000010752	ENSARWG00000007377	Apteryx_rowi
ENSAHAP00000006473	ENSAHAG00000004883	Apteryx_haastii
ENSDNVP00000010152	ENSDNVG00000007176	Dromaius_novaehollandiae
ENSNPEP00000021270	ENSNPEG00000015778	Nothoprocta_perdicaria
ENSABRP00000005171	ENSABRG00000004805	Anser_brachyrhynchus
ENSAPLP00000014997	ENSAPLG00000015124	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000013613	ENSMGAG00000012895	Meleagris_gallopavo
ENSGALP00000043205	ENSGALG00000027122	Gallus_gallus
ENSCJPP00005023019	ENSCJPG00005018293	Coturnix_japonica
ENSNMEP00000013064	ENSNMEG00000011979	Numida_meleagris
ENSMVIP00005025374	ENSMVIG00005017747	Manacus_vitellinus
ENSLCOP00000012678	ENSLCOG00000008846	Lepidothrix_coronata
ENSTGUP00000011422	ENSTGUG00000011070	Taeniopygia_guttata
ENSSCAP00000003928	ENSSCAG00000003242	Serinus_canaria
ENSZALP00000001246	ENSZALG00000001491	Zonotrichia_albicollis
ENSPMJP00000011241	ENSPMJG00000008743	Parus_major
ENSCCEP00000006600	ENSCCEG00000007050	Cyanistes_caeruleus
ENSJHYP00000010186	ENSJHYG00000007978	Junco_hyemalis
ENSTGUP00000014792	ENSTGUG00000014402	Taeniopygia_guttata
ENSLSDP00000020743	ENSLSDG00000014688	Lonchura_striata_domestica
ENSFALP00000014021	ENSFALG00000013435	Ficedula_albicollis
ENSMUNP00000002042	ENSMUNG00000001820	Melopsittacus_undulatus
ENSCPGP00000016414	ENSCPGG00000011543	Calidris_pygmaea
ENSCPUP00000022479	ENSCPUG00000015260	Calidris_pugnax
ENSCPRP00005026595	ENSCPRG00005018457	Crocodylus_porosus
ENSGAGP00000024219	ENSGAGG00000017708	Gopherus_agassizii
ENSCABP00000023366	ENSCABG00000017224	Chelonoidis_abingdonii
ENSCPBP00000033143	ENSCPBG00000023209	Chrysemys_picta_bellii
ENSPSIP00000018146	ENSPSIG00000015948	Pelodiscus_sinensis
