ENSPVIP00000006174	ENSPVIG00000005137	Pogona_vitticeps	ENSPVIT00000007955
ENSACAP00000016338	ENSACAG00000016589	Anolis_carolinensis	ENSACAT00000016662
ENSNSUP00000022310	ENSNSUG00000016078	Notechis_scutatus
ENSSMRP00000003923	ENSSMRG00000003274	Salvator_merianae
ENSSPUP00000005962	ENSSPUG00000004605	Sphenodon_punctatus
ENSGAGP00000022841	ENSGAGG00000016742	Gopherus_agassizii
ENSCABP00000005751	ENSCABG00000004317	Chelonoidis_abingdonii
ENSCPBP00000013331	ENSCPBG00000009990	Chrysemys_picta_bellii
ENSAOWP00000026993	ENSAOWG00000018100	Apteryx_owenii
ENSARWP00000003661	ENSARWG00000002727	Apteryx_rowi
ENSAHAP00000023392	ENSAHAG00000016354	Apteryx_haastii
ENSARWP00000026941	ENSARWG00000018214	Apteryx_rowi
ENSVURP00010012412	ENSVURG00010009590	Vombatus_ursinus
ENSPCIP00000022600	ENSPCIG00000017151	Phascolarctos_cinereus
ENSMEUP00000014823	ENSMEUG00000016199	Notamacropus_eugenii
ENSSHAP00000010919	ENSSHAG00000009412	Sarcophilus_harrisii
ENSMODP00000007833	ENSMODG00000006311	Monodelphis_domestica
ENSLAFP00000000302	ENSLAFG00000000360	Loxodonta_africana
ENSPCAP00000001344	ENSPCAG00000001374	Procavia_capensis
ENSETEP00000000569	ENSETEG00000000707	Echinops_telfairi
ENSTGEP00000033230	ENSTGEG00000026542	Theropithecus_gelada
ENSCATP00000039915	ENSCATG00000042525	Cercocebus_atys
ENSMLEP00000011919	ENSMLEG00000030138	Mandrillus_leucophaeus
ENSMFAP00000029998	ENSMFAG00000042102	Macaca_fascicularis
ENSMNEP00000000107	ENSMNEG00000000050	Macaca_nemestrina
ENSRBIP00000019209	ENSRBIG00000033588	Rhinopithecus_bieti
ENSRROP00000008181	ENSRROG00000028513	Rhinopithecus_roxellana
ENSGGOP00000038549	ENSGGOG00000003636	Gorilla_gorilla
ENSP00000454071	ENSG00000130164	Homo_sapiens
ENSPPAP00000007978	ENSPPAG00000027195	Pan_paniscus
ENSPPYP00000010732	ENSPPYG00000009569	Pongo_abelii
ENSPANP00000010747	ENSPANG00000018406	Papio_anubis
ENSMMUP00000052634	ENSMMUG00000003611	Macaca_mulatta
ENSCSAP00000003140	ENSCSAG00000006885	Chlorocebus_sabaeus
ENSPTRP00000075226	ENSPTRG00000010490	Pan_troglodytes
ENSNLEP00000038984	ENSNLEG00000012467	Nomascus_leucogenys
ENSCANP00000008346	ENSCANG00000027383	Colobus_angolensis_palliatus
ENSPTEP00000038785	ENSPTEG00000035964	Piliocolobus_tephrosceles
ENSSBOP00000024131	ENSSBOG00000028525	Saimiri_boliviensis_boliviensis
ENSCCAP00000008743	ENSCCAG00000022056	Cebus_capucinus_imitator
ENSCJAP00000051207	ENSCJAG00000005907	Callithrix_jacchus
ENSANAP00000037940	ENSANAG00000036408	Aotus_nancymaae
