ENSAPLP00000027425	ENSAPLG00000028295	Anas_platyrhynchos_platyrhynchos
ENSABRP00000007916	ENSABRG00000007200	Anser_brachyrhynchus
ENSCJPP00005004399	ENSCJPG00005004343	Coturnix_japonica
ENSGALP00000068463	ENSGALG00000050734	Gallus_gallus
ENSNMEP00000013951	ENSNMEG00000012591	Numida_meleagris
ENSLSDP00000013969	ENSLSDG00000010092	Lonchura_striata_domestica
ENSJHYP00000001137	ENSJHYG00000000991	Junco_hyemalis
ENSLCOP00000021090	ENSLCOG00000014928	Lepidothrix_coronata
ENSFALP00000014367	ENSFALG00000013769	Ficedula_albicollis
ENSPMJP00000025787	ENSPMJG00000018860	Parus_major
ENSCPUP00000014105	ENSCPUG00000009949	Calidris_pugnax
ENSCPGP00000007979	ENSCPGG00000005690	Calidris_pygmaea
ENSAHAP00000006643	ENSAHAG00000005004	Apteryx_haastii	ENSAHAT00000007397
ENSAOWP00000026854	ENSAOWG00000018103	Apteryx_owenii	ENSAOWT00000030420
ENSARWP00000008911	ENSARWG00000006231	Apteryx_rowi	ENSARWT00000010163
ENSDNVP00000008324	ENSDNVG00000005923	Dromaius_novaehollandiae	ENSDNVT00000010047
ENSCPRP00005011399	ENSCPRG00005008117	Crocodylus_porosus
ENSPVIP00000012009	ENSPVIG00000009404	Pogona_vitticeps
ENSACAP00000011270	ENSACAG00000011516	Anolis_carolinensis
ENSNSUP00000007614	ENSNSUG00000005985	Notechis_scutatus
ENSSMRP00000011155	ENSSMRG00000008774	Salvator_merianae
ENSSPUP00000019553	ENSSPUG00000015061	Sphenodon_punctatus
ENSMODP00000017299	ENSMODG00000013836	Monodelphis_domestica
ENSVURP00010005156	ENSVURG00010004049	Vombatus_ursinus
ENSSHAP00000005508	ENSSHAG00000004814	Sarcophilus_harrisii
ENSCGRP00001000618	ENSCGRG00001000493	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015005335	ENSCGRG00015004136	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000000983	ENSCGRG00000000772	Cricetulus_griseus_CriGri_1.0
ENSMOCP00000008927	ENSMOCG00000008990	Microtus_ochrogaster
