ENSCHAP00000050000	ENSCHAG00000022964	Clupea_harengus
ENSDCDP00000041710	ENSDCDG00000027115	Denticeps_clupeoides
ENSAMXP00005051038	ENSAMXG00005023104	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000013547	ENSAMXG00000013163	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000035093	ENSPNAG00000024797	Pygocentrus_nattereri
ENSEEEP00000013726	ENSEEEG00000006843	Electrophorus_electricus
ENSIPUP00000027477	ENSIPUG00000018613	Ictalurus_punctatus
ENSDARP00000121281	ENSDARG00000092934	Danio_rerio
ENSLCAP00010055879	ENSLCAG00010026057	Lates_calcarifer
ENSSMAP00000007052	ENSSMAG00000004363	Scophthalmus_maximus
ENSSDUP00000024532	ENSSDUG00000017818	Seriola_dumerili
ENSMAMP00000025457	ENSMAMG00000017100	Mastacembelus_armatus
ENSMALP00000023429	ENSMALG00000016336	Monopterus_albus
ENSATEP00000002352	ENSATEG00000001683	Anabas_testudineus
ENSBSLP00000037702	ENSBSLG00000018411	Betta_splendens
ENSMMOP00000000648	ENSMMOG00000000562	Mola_mola
ENSTRUP00000057529	ENSTRUG00000023351	Takifugu_rubripes
ENSLCRP00005062612	ENSLCRG00005022994	Larimichthys_crocea
ENSLBEP00000026228	ENSLBEG00000019979	Labrus_bergylta
ENSCGOP00000021621	ENSCGOG00000010413	Cottoperca_gobio
ENSGACP00000005453	ENSGACG00000004152	Gasterosteus_aculeatus
ENSFHEP00000012161	ENSFHEG00000013603	Fundulus_heteroclitus
ENSCVAP00000009434	ENSCVAG00000011389	Cyprinodon_variegatus
ENSPFOP00000019599	ENSPFOG00000019479	Poecilia_formosa
ENSPLAP00000016465	ENSPLAG00000020633	Poecilia_latipinna
ENSPMEP00000012565	ENSPMEG00000014767	Poecilia_mexicana
ENSPREP00000005252	ENSPREG00000003647	Poecilia_reticulata
ENSXMAP00000033298	ENSXMAG00000030095	Xiphophorus_maculatus
ENSGAFP00000001415	ENSGAFG00000000971	Gambusia_affinis
ENSKMAP00000011125	ENSKMAG00000008355	Kryptolebias_marmoratus
ENSPRNP00000027534	ENSPRNG00000013752	Parambassis_ranga
ENSAPEP00000025689	ENSAPEG00000018292	Amphiprion_percula
ENSAOCP00000004277	ENSAOCG00000007689	Amphiprion_ocellaris
ENSAPOP00000026514	ENSAPOG00000010380	Acanthochromis_polyacanthus
ENSSPAP00000028718	ENSSPAG00000021617	Stegastes_partitus
ENSORLP00000042290	ENSORLG00000026988	Oryzias_latipes_ASM223467v1
ENSORLP00020001537	ENSORLG00020002227	Oryzias_latipes_ASM223471v1
ENSORLP00015031968	ENSORLG00015016483	Oryzias_latipes_ASM223469v1
ENSOMEP00000029156	ENSOMEG00000012635	Oryzias_melastigma
ENSMZEP00005029816	ENSMZEG00005022241	Maylandia_zebra
ENSACLP00000011143	ENSACLG00000007653	Astatotilapia_calliptera
ENSPNYP00000013168	ENSPNYG00000009972	Pundamilia_nyererei
ENSHBUP00000034569	ENSHBUG00000022198	Haplochromis_burtoni
ENSNBRP00000027675	ENSNBRG00000021106	Neolamprologus_brichardi
ENSACIP00000007691	ENSACIG00000006024	Amphilophus_citrinellus
ENSGWIP00000036169	ENSGWIG00000018666	Gouania_willdenowi
ENSCSEP00000028645	ENSCSEG00000018334	Cynoglossus_semilaevis
ENSHCOP00000021049	ENSHCOG00000007594	Hippocampus_comes
ENSPMGP00000006630	ENSPMGG00000005548	Periophthalmus_magnuspinnatus
ENSGMOP00000019424	ENSGMOG00000018058	Gadus_morhua
ENSHHUP00000070107	ENSHHUG00000041255	Hucho_hucho
ENSELUP00000032652	ENSELUG00000010607	Esox_lucius
ENSSFOP00015028205	ENSSFOG00015018109	Scleropages_formosus
ENSPKIP00000006909	ENSPKIG00000023008	Paramormyrops_kingsleyae
ENSLOCP00000016153	ENSLOCG00000013114	Lepisosteus_oculatus
ENSECRP00000027033	ENSECRG00000018297	Erpetoichthys_calabaricus
ENSLACP00000011729	ENSLACG00000010327	Latimeria_chalumnae
ENSCMIP00000017329	ENSCMIG00000008271	Callorhinchus_milii
ENSPVIP00000008726	ENSPVIG00000007012	Pogona_vitticeps
ENSSMRP00000021185	ENSSMRG00000016486	Salvator_merianae	ENSSMRT00000024832
ENSSPUP00000007973	ENSSPUG00000006171	Sphenodon_punctatus
ENSCPBP00000011477	ENSCPBG00000008746	Chrysemys_picta_bellii
ENSGAGP00000014578	ENSGAGG00000011077	Gopherus_agassizii
ENSGALP00000010960	ENSGALG00000046507	Gallus_gallus
ENSNMEP00000023920	ENSNMEG00000020346	Numida_meleagris
ENSAPLP00000032498	ENSAPLG00000030196	Anas_platyrhynchos_platyrhynchos
ENSLSDP00000010805	ENSLSDG00000007950	Lonchura_striata_domestica
ENSSCAP00000007133	ENSSCAG00000005516	Serinus_canaria
ENSJHYP00000004789	ENSJHYG00000003952	Junco_hyemalis
ENSZALP00000022101	ENSZALG00000017201	Zonotrichia_albicollis
ENSPMJP00000005613	ENSPMJG00000004875	Parus_major
ENSFALP00000013598	ENSFALG00000013026	Ficedula_albicollis
ENSLCOP00000018658	ENSLCOG00000013202	Lepidothrix_coronata
ENSMUNP00000002408	ENSMUNG00000002134	Melopsittacus_undulatus
ENSCPGP00000018232	ENSCPGG00000012759	Calidris_pygmaea
ENSCPUP00000029588	ENSCPUG00000019814	Calidris_pugnax
ENSAHAP00000020225	ENSAHAG00000014258	Apteryx_haastii
ENSARWP00000005251	ENSARWG00000003773	Apteryx_rowi
ENSDNVP00000017921	ENSDNVG00000012524	Dromaius_novaehollandiae
ENSVURP00010023833	ENSVURG00010018269	Vombatus_ursinus
ENSSHAP00000018354	ENSSHAG00000015577	Sarcophilus_harrisii
ENSMODP00000016290	ENSMODG00000013027	Monodelphis_domestica
ENSOANP00000019392	ENSOANG00000012254	Ornithorhynchus_anatinus
ENSXETP00000052318	ENSXETG00000018231	Xenopus_tropicalis
ENSEBUP00000024095	ENSEBUG00000014839	Eptatretus_burgeri
