ENSSFOP00015030308	ENSSFOG00015019423	Scleropages_formosus
ENSPKIP00000039020	ENSPKIG00000016510	Paramormyrops_kingsleyae
ENSCHAP00000033021	ENSCHAG00000015650	Clupea_harengus	ENSCHAT00000035792
ENSDCDP00000008799	ENSDCDG00000004444	Denticeps_clupeoides	ENSDCDT00000009705
ENSAMXP00000000587	ENSAMXG00000000576	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000000587
ENSAMXP00005033536	ENSAMXG00005016240	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000035213	ENSPNAG00000025066	Pygocentrus_nattereri
ENSEEEP00000041228	ENSEEEG00000019510	Electrophorus_electricus
ENSIPUP00000013828	ENSIPUG00000009444	Ictalurus_punctatus
ENSDARP00000112095	ENSDARG00000089075	Danio_rerio
ENSHHUP00000049909	ENSHHUG00000030158	Hucho_hucho
ENSHHUP00000056601	ENSHHUG00000033778	Hucho_hucho
ENSELUP00000006288	ENSELUG00000007220	Esox_lucius
ENSTRUP00000055443	ENSTRUG00000023734	Takifugu_rubripes
ENSTNIP00000020279	ENSTNIG00000017144	Tetraodon_nigroviridis
ENSMMOP00000005289	ENSMMOG00000004202	Mola_mola
ENSLCRP00005054297	ENSLCRG00005020304	Larimichthys_crocea
ENSLBEP00000016871	ENSLBEG00000012975	Labrus_bergylta
ENSCGOP00000049380	ENSCGOG00000022001	Cottoperca_gobio
ENSLCAP00010015582	ENSLCAG00010007395	Lates_calcarifer
ENSLCAP00010018824	ENSLCAG00010008900	Lates_calcarifer
ENSLCAP00010036839	ENSLCAG00010017242	Lates_calcarifer
ENSSMAP00000025793	ENSSMAG00000015765	Scophthalmus_maximus
ENSSDUP00000013473	ENSSDUG00000009751	Seriola_dumerili
ENSSLDP00000031087	ENSSLDG00000023874	Seriola_lalandi_dorsalis
ENSCSEP00000031045	ENSCSEG00000019865	Cynoglossus_semilaevis
ENSMALP00000025191	ENSMALG00000017505	Monopterus_albus
ENSMAMP00000015127	ENSMAMG00000010229	Mastacembelus_armatus
ENSATEP00000002752	ENSATEG00000001889	Anabas_testudineus
ENSBSLP00000028846	ENSBSLG00000014389	Betta_splendens
ENSAOCP00000027830	ENSAOCG00000017110	Amphiprion_ocellaris
ENSAPEP00000017033	ENSAPEG00000012112	Amphiprion_percula
ENSAPOP00000014033	ENSAPOG00000016920	Acanthochromis_polyacanthus
ENSSPAP00000016730	ENSSPAG00000012582	Stegastes_partitus
ENSPRNP00000016846	ENSPRNG00000008971	Parambassis_ranga
ENSACLP00000005952	ENSACLG00000003958	Astatotilapia_calliptera
ENSMZEP00005024670	ENSMZEG00005018426	Maylandia_zebra
ENSHBUP00000013480	ENSHBUG00000015252	Haplochromis_burtoni
ENSPNYP00000003012	ENSPNYG00000002314	Pundamilia_nyererei
ENSNBRP00000017293	ENSNBRG00000013346	Neolamprologus_brichardi
ENSACIP00000027456	ENSACIG00000021237	Amphilophus_citrinellus
ENSGWIP00000054118	ENSGWIG00000025921	Gouania_willdenowi
ENSXCOP00000016302	ENSXCOG00000012314	Xiphophorus_couchianus
ENSXMAP00000039009	ENSXMAG00000001926	Xiphophorus_maculatus
ENSGAFP00000031217	ENSGAFG00000021046	Gambusia_affinis
ENSPMEP00000029628	ENSPMEG00000015462	Poecilia_mexicana
ENSPLAP00000027728	ENSPLAG00000016541	Poecilia_latipinna
ENSPFOP00000012251	ENSPFOG00000012241	Poecilia_formosa
ENSPREP00000008868	ENSPREG00000006028	Poecilia_reticulata
ENSFHEP00000031300	ENSFHEG00000017188	Fundulus_heteroclitus
ENSCVAP00000008389	ENSCVAG00000010217	Cyprinodon_variegatus
ENSKMAP00000022247	ENSKMAG00000016498	Kryptolebias_marmoratus
ENSORLP00020006769	ENSORLG00020007674	Oryzias_latipes_ASM223471v1
ENSORLP00000041734	ENSORLG00000027505	Oryzias_latipes_ASM223467v1
ENSORLP00015026334	ENSORLG00015007929	Oryzias_latipes_ASM223469v1
ENSOMEP00000000848	ENSOMEG00000001734	Oryzias_melastigma
ENSPMGP00000016740	ENSPMGG00000013726	Periophthalmus_magnuspinnatus
ENSHCOP00000025327	ENSHCOG00000015431	Hippocampus_comes
ENSLOCP00000012578	ENSLOCG00000010267	Lepisosteus_oculatus
ENSECRP00000009370	ENSECRG00000006274	Erpetoichthys_calabaricus
ENSAMXP00000002426	ENSAMXG00000002376	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSDARP00000104293	ENSDARG00000077227	Danio_rerio
ENSACIP00000025289	ENSACIG00000019552	Amphilophus_citrinellus
ENSNBRP00000021159	ENSNBRG00000016187	Neolamprologus_brichardi
ENSMMOP00000018958	ENSMMOG00000014344	Mola_mola
ENSLACP00000010634	ENSLACG00000009369	Latimeria_chalumnae
ENSSMRP00000001474	ENSSMRG00000001287	Salvator_merianae
ENSPVIP00000029125	ENSPVIG00000021513	Pogona_vitticeps
ENSSPUP00000017140	ENSSPUG00000013274	Sphenodon_punctatus
ENSCPBP00000016622	ENSCPBG00000012241	Chrysemys_picta_bellii
ENSGAGP00000010283	ENSGAGG00000008056	Gopherus_agassizii
ENSCMIP00000032000	ENSCMIG00000013689	Callorhinchus_milii
ENSPMAP00000003627	ENSPMAG00000003330	Petromyzon_marinus
