ENSCSAVP00000002762	ENSCSAVG00000001638	Ciona_savignyi	ENSCSAVT00000002805
ENSCINP00000032443	ENSCING00000021957	Ciona_intestinalis	ENSCINT00000034501
ENSCINP00000004021	ENSCING00000001994	Ciona_intestinalis	ENSCINT00000004021
ENSARWP00000005716	ENSARWG00000004073	Apteryx_rowi	ENSARWT00000006541
ENSAHAP00000020211	ENSAHAG00000014251	Apteryx_haastii	ENSAHAT00000022302
ENSAOWP00000002328	ENSAOWG00000001667	Apteryx_owenii	ENSAOWT00000002664
ENSNPEP00000011812	ENSNPEG00000008862	Nothoprocta_perdicaria
ENSDNVP00000010336	ENSDNVG00000007297	Dromaius_novaehollandiae
ENSMGAP00000011692	ENSMGAG00000011199	Meleagris_gallopavo
ENSCJPP00005015483	ENSCJPG00005012829	Coturnix_japonica
ENSGALP00000018702	ENSGALG00000011488	Gallus_gallus
ENSNMEP00000010748	ENSNMEG00000010118	Numida_meleagris
ENSABRP00000004111	ENSABRG00000003857	Anser_brachyrhynchus
ENSAPLP00000009723	ENSAPLG00000010014	Anas_platyrhynchos_platyrhynchos
ENSLCOP00000019495	ENSLCOG00000013794	Lepidothrix_coronata
ENSMVIP00005020190	ENSMVIG00005014271	Manacus_vitellinus
ENSLSDP00000011520	ENSLSDG00000008467	Lonchura_striata_domestica
ENSTGUP00000003795	ENSTGUG00000003686	Taeniopygia_guttata
ENSPMJP00000009334	ENSPMJG00000007484	Parus_major
ENSFALP00000009534	ENSFALG00000009139	Ficedula_albicollis
ENSCCEP00000008745	ENSCCEG00000008954	Cyanistes_caeruleus
ENSSCAP00000000438	ENSSCAG00000000378	Serinus_canaria
ENSZALP00000001463	ENSZALG00000001659	Zonotrichia_albicollis
ENSJHYP00000011512	ENSJHYG00000008979	Junco_hyemalis
ENSMUNP00000000804	ENSMUNG00000000745	Melopsittacus_undulatus
ENSCPGP00000000551	ENSCPGG00000000468	Calidris_pygmaea
ENSCPUP00000014864	ENSCPUG00000010391	Calidris_pugnax
ENSCPRP00005006794	ENSCPRG00005004839	Crocodylus_porosus
ENSGAGP00000015645	ENSGAGG00000011803	Gopherus_agassizii
ENSCABP00000022854	ENSCABG00000016806	Chelonoidis_abingdonii
ENSCPBP00000032395	ENSCPBG00000022717	Chrysemys_picta_bellii
ENSPSIP00000005081	ENSPSIG00000004739	Pelodiscus_sinensis
ENSPVIP00000006650	ENSPVIG00000005498	Pogona_vitticeps
ENSNSUP00000001123	ENSNSUG00000001022	Notechis_scutatus
ENSSMRP00000013438	ENSSMRG00000010459	Salvator_merianae
ENSSPUP00000002519	ENSSPUG00000001950	Sphenodon_punctatus
ENSVURP00010029885	ENSVURG00010022835	Vombatus_ursinus
ENSVURP00010024016	ENSVURG00010018408	Vombatus_ursinus
ENSPCIP00000035344	ENSPCIG00000026140	Phascolarctos_cinereus
ENSMEUP00000011937	ENSMEUG00000013089	Notamacropus_eugenii
ENSSHAP00000019836	ENSSHAG00000016837	Sarcophilus_harrisii
ENSMODP00000053214	ENSMODG00000039760	Monodelphis_domestica
ENSECAP00000028336	ENSECAG00000036991	Equus_caballus
ENSEASP00005008599	ENSEASG00005006180	Equus_asinus_asinus
ENSMLUP00000016941	ENSMLUG00000023412	Myotis_lucifugus
ENSPTRP00000025386	ENSPTRG00000014719	Pan_troglodytes
ENSPPAP00000022692	ENSPPAG00000034531	Pan_paniscus
ENSP00000335605	ENSG00000153551	Homo_sapiens
ENSPPYP00000015710	ENSPPYG00000014041	Pongo_abelii
ENSNLEP00000037663	ENSNLEG00000027296	Nomascus_leucogenys
ENSRBIP00000035459	ENSRBIG00000041380	Rhinopithecus_bieti
ENSRROP00000033925	ENSRROG00000040529	Rhinopithecus_roxellana
ENSPTEP00000032815	ENSPTEG00000031460	Piliocolobus_tephrosceles
ENSCANP00000012659	ENSCANG00000029731	Colobus_angolensis_palliatus
ENSTGEP00000026190	ENSTGEG00000021114	Theropithecus_gelada
ENSPANP00000002103	ENSPANG00000006660	Papio_anubis
ENSMFAP00000017085	ENSMFAG00000031701	Macaca_fascicularis
ENSMMUP00000052642	ENSMMUG00000009931	Macaca_mulatta
ENSMNEP00000045658	ENSMNEG00000045324	Macaca_nemestrina
ENSCATP00000003840	ENSCATG00000014394	Cercocebus_atys
ENSCJAP00000025284	ENSCJAG00000043564	Callithrix_jacchus
ENSCCAP00000006762	ENSCCAG00000021122	Cebus_capucinus_imitator
ENSANAP00000019945	ENSANAG00000027747	Aotus_nancymaae
ENSANAP00000028173	ENSANAG00000031938	Aotus_nancymaae
ENSCJAP00000073519	ENSCJAG00000056154	Callithrix_jacchus
ENSMLEP00000040861	ENSMLEG00000044447	Mandrillus_leucophaeus
ENSCSAP00000005847	ENSCSAG00000009595	Chlorocebus_sabaeus
ENSGGOP00000019027	ENSGGOG00000000777	Gorilla_gorilla
ENSSBOP00000018467	ENSSBOG00000025858	Saimiri_boliviensis_boliviensis
ENSTSYP00000009299	ENSTSYG00000010189	Carlito_syrichta
ENSOGAP00000005117	ENSOGAG00000005726	Otolemur_garnettii
ENSOPRP00000004440	ENSOPRG00000004830	Ochotona_princeps
ENSDORP00000017171	ENSDORG00000027216	Dipodomys_ordii
ENSSARP00000007126	ENSSARG00000007885	Sorex_araneus
ENSEEUP00000013026	ENSEEUG00000014290	Erinaceus_europaeus
ENSMLUP00000011648	ENSMLUG00000012799	Myotis_lucifugus
ENSPPRP00000013572	ENSPPRG00000006719	Panthera_pardus
ENSPTIP00000011239	ENSPTIG00000011721	Panthera_tigris_altaica
ENSCAFP00020032364	ENSCAFG00020025204	Canis_lupus_dingo
ENSCAFP00000008048	ENSCAFG00000005397	Canis_lupus_familiaris
ENSUAMP00000036881	ENSUAMG00000027928	Ursus_americanus
ENSUMAP00000001836	ENSUMAG00000001673	Ursus_maritimus
ENSAMEP00000013028	ENSAMEG00000012381	Ailuropoda_melanoleuca
ENSMPUP00000011815	ENSMPUG00000011905	Mustela_putorius_furo
ENSNVIP00000013724	ENSNVIG00000010791	Neovison_vison
ENSVVUP00000006362	ENSVVUG00000004948	Vulpes_vulpes
ENSCHIP00000025273	ENSCHIG00000022116	Capra_hircus
ENSOARP00000016177	ENSOARG00000015080	Ovis_aries
ENSBMUP00000016126	ENSBMUG00000012264	Bos_mutus
ENSBTAP00000002243	ENSBTAG00000001712	Bos_taurus
ENSBBBP00000023629	ENSBBBG00000018392	Bison_bison_bison
ENSTTRP00000011909	ENSTTRG00000012552	Tursiops_truncatus
ENSCLAP00000022318	ENSCLAG00000015304	Chinchilla_lanigera
