ENSLAFP00000022394	ENSLAFG00000027767	Loxodonta_africana
ENSBTAP00000064944	ENSBTAG00000051783	Bos_taurus
MGP_CAROLIEiJ_P0086839	MGP_CAROLIEiJ_G0031821	Mus_caroli_strain_CAROLI_EIJ
ENSPEMP00000029710	ENSPEMG00000028196	Peromyscus_maniculatus_bairdii
ENSFDAP00000011144	ENSFDAG00000018751	Fukomys_damarensis
ENSHGLP00100026958	ENSHGLG00100019957	Heterocephalus_glaber_HetGla_1.0
ENSEASP00005029877	ENSEASG00005020317	Equus_asinus_asinus
ENSHGLP00100027873	ENSHGLG00100021043	Heterocephalus_glaber_HetGla_1.0
ENSBBBP00000010174	ENSBBBG00000018337	Bison_bison_bison
ENSEASP00005002853	ENSEASG00005002187	Equus_asinus_asinus
ENSCGRP00015031487	ENSCGRG00015023761	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000026961	ENSCGRG00000020060	Cricetulus_griseus_CriGri_1.0
ENSRNOP00000045147	ENSRNOG00000048354	Rattus_norvegicus
ENSRNOP00000048285	ENSRNOG00000045713	Rattus_norvegicus
ENSMUSP00000149769	ENSMUSG00000052182	Mus_musculus_strain_reference_(CL57BL6)
ENSCPOP00000014748	ENSCPOG00000035054	Cavia_porcellus
ENSMSIP00000000873	ENSMSIG00000000886	Mus_spicilegus
ENSMUGP00000010091	ENSMUGG00000008937	Meriones_unguiculatus
MGP_SPRETEiJ_P0090383	MGP_SPRETEiJ_G0032942	Mus_spretus_strain_SPRET/EiJ
ENSFDAP00000007636	ENSFDAG00000016087	Fukomys_damarensis
ENSCGRP00000026576	ENSCGRG00000019660	Cricetulus_griseus_CriGri_1.0
ENSBIXP00000043722	ENSBIXG00000005847	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000002518	ENSBTAG00000023623	Bos_taurus
ENSECAP00000027279	ENSECAG00000034101	Equus_caballus
ENSHGLP00000028028	ENSHGLG00000020167	Heterocephalus_glaber_HetGla_female_1.0
ENSBIXP00000025778	ENSBIXG00000027870	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSHGLP00000025982	ENSHGLG00000018498	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100027806	ENSHGLG00100020953	Heterocephalus_glaber_HetGla_1.0
ENSEASP00005029903	ENSEASG00005020342	Equus_asinus_asinus
ENSCHIP00000016167	ENSCHIG00000016520	Capra_hircus
ENSCGRP00001015490	ENSCGRG00001016088	Cricetulus_griseus_CHOK1GS_HDv1
ENSBIXP00005021808	ENSBIXG00005004230	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000023807	ENSBTAG00000017912	Bos_taurus
ENSHGLP00000028329	ENSHGLG00000020567	Heterocephalus_glaber_HetGla_female_1.0
ENSBBBP00000010173	ENSBBBG00000004484	Bison_bison_bison
ENSHGLP00100011606	ENSHGLG00100008607	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00100027268	ENSHGLG00100020319	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000012771	ENSFDAG00000020083	Fukomys_damarensis
ENSHGLP00000001409	ENSHGLG00000001091	Heterocephalus_glaber_HetGla_female_1.0
ENSBMUP00000035827	ENSBMUG00000026606	Bos_mutus
ENSECAP00000040376	ENSECAG00000034203	Equus_caballus	ENSECAT00000061214
ENSBIXP00005021801	ENSBIXG00005024743	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSMAUP00000008931	ENSMAUG00000010230	Mesocricetus_auratus
ENSCGRP00001015510	ENSCGRG00001016106	Cricetulus_griseus_CHOK1GS_HDv1
