ENSACAP00000010663	ENSACAG00000010858	Anolis_carolinensis
ENSPVIP00000021148	ENSPVIG00000016076	Pogona_vitticeps
ENSNSUP00000003331	ENSNSUG00000002703	Notechis_scutatus
ENSSPUP00000024361	ENSSPUG00000018666	Sphenodon_punctatus
ENSSMRP00000025200	ENSSMRG00000019496	Salvator_merianae
ENSCABP00000023063	ENSCABG00000016984	Chelonoidis_abingdonii
ENSGAGP00000013913	ENSGAGG00000010603	Gopherus_agassizii
ENSCPBP00000040177	ENSCPBG00000027627	Chrysemys_picta_bellii
ENSPSIP00000018610	ENSPSIG00000016544	Pelodiscus_sinensis
ENSDNVP00000005409	ENSDNVG00000003892	Dromaius_novaehollandiae
ENSARWP00000014117	ENSARWG00000009765	Apteryx_rowi
ENSNPEP00000010692	ENSNPEG00000008046	Nothoprocta_perdicaria
ENSLSDP00000008867	ENSLSDG00000006627	Lonchura_striata_domestica
ENSTGUP00000007065	ENSTGUG00000006868	Taeniopygia_guttata
ENSCCEP00000000116	ENSCCEG00000000170	Cyanistes_caeruleus
ENSJHYP00000017922	ENSJHYG00000013683	Junco_hyemalis
ENSZALP00000003795	ENSZALG00000003684	Zonotrichia_albicollis
ENSPMJP00000008655	ENSPMJG00000007013	Parus_major
ENSLCOP00000019792	ENSLCOG00000014021	Lepidothrix_coronata
ENSMVIP00005007626	ENSMVIG00005005706	Manacus_vitellinus
ENSFALP00000005992	ENSFALG00000005751	Ficedula_albicollis
ENSSCAP00000019915	ENSSCAG00000014378	Serinus_canaria
ENSCPUP00000008839	ENSCPUG00000006309	Calidris_pugnax
ENSCPGP00000027019	ENSCPGG00000018622	Calidris_pygmaea
ENSGALP00000071081	ENSGALG00000023640	Gallus_gallus
ENSMGAP00000008156	ENSMGAG00000007998	Meleagris_gallopavo
ENSCJPP00005006219	ENSCJPG00005005835	Coturnix_japonica
ENSNMEP00000003060	ENSNMEG00000003629	Numida_meleagris
ENSABRP00000004708	ENSABRG00000004326	Anser_brachyrhynchus
ENSAPLP00000023360	ENSAPLG00000024995	Anas_platyrhynchos_platyrhynchos
ENSCPRP00005010665	ENSCPRG00005007617	Crocodylus_porosus
ENSGGOP00000006568	ENSGGOG00000006711	Gorilla_gorilla
ENSP00000217260	ENSG00000101282	Homo_sapiens
ENSPTRP00000022516	ENSPTRG00000013154	Pan_troglodytes
ENSPPAP00000016741	ENSPPAG00000031476	Pan_paniscus
ENSPPYP00000012130	ENSPPYG00000010860	Pongo_abelii
ENSNLEP00000011444	ENSNLEG00000009406	Nomascus_leucogenys
ENSMLEP00000009578	ENSMLEG00000028958	Mandrillus_leucophaeus
ENSPANP00000016916	ENSPANG00000009732	Papio_anubis
ENSTGEP00000012134	ENSTGEG00000009901	Theropithecus_gelada
ENSCATP00000027166	ENSCATG00000036974	Cercocebus_atys
ENSMFAP00000002480	ENSMFAG00000034095	Macaca_fascicularis
ENSMMUP00000037654	ENSMMUG00000031223	Macaca_mulatta
ENSMNEP00000013196	ENSMNEG00000030861	Macaca_nemestrina
ENSCSAP00000006757	ENSCSAG00000010537	Chlorocebus_sabaeus
ENSRBIP00000018077	ENSRBIG00000033031	Rhinopithecus_bieti
ENSRROP00000022777	ENSRROG00000035246	Rhinopithecus_roxellana
ENSCANP00000018526	ENSCANG00000032714	Colobus_angolensis_palliatus
