ENSCABP00000029857	ENSCABG00000021903	Chelonoidis_abingdonii
ENSGAGP00000022890	ENSGAGG00000016783	Gopherus_agassizii
ENSCPBP00000025208	ENSCPBG00000017939	Chrysemys_picta_bellii
ENSPSIP00000016763	ENSPSIG00000014942	Pelodiscus_sinensis
ENSAHAP00000026026	ENSAHAG00000018151	Apteryx_haastii
ENSARWP00000012019	ENSARWG00000008294	Apteryx_rowi
ENSDNVP00000005066	ENSDNVG00000003628	Dromaius_novaehollandiae
ENSNSUP00000000432	ENSNSUG00000000428	Notechis_scutatus	ENSNSUT00000000473
ENSNSUP00000000425	ENSNSUG00000000424	Notechis_scutatus	ENSNSUT00000000466
ENSPVIP00000026605	ENSPVIG00000019831	Pogona_vitticeps
ENSSMRP00000014263	ENSSMRG00000011102	Salvator_merianae
ENSSPUP00000010943	ENSSPUG00000008416	Sphenodon_punctatus
ENSOCUP00000020804	ENSOCUG00000024025	Oryctolagus_cuniculus
ENSOPRP00000015983	ENSOPRG00000018764	Ochotona_princeps
ENSPVAP00000003276	ENSPVAG00000003467	Pteropus_vampyrus
ENSMLUP00000020256	ENSMLUG00000023559	Myotis_lucifugus
ENSNVIP00000026982	ENSNVIG00000020886	Neovison_vison
ENSMPUP00000013635	ENSMPUG00000013738	Mustela_putorius_furo
ENSCAFP00000042494	ENSCAFG00000029552	Canis_lupus_familiaris
ENSCAFP00020016321	ENSCAFG00020013099	Canis_lupus_dingo
ENSVVUP00000042014	ENSVVUG00000029858	Vulpes_vulpes
ENSUAMP00000034099	ENSUAMG00000025977	Ursus_americanus
ENSUMAP00000019685	ENSUMAG00000014401	Ursus_maritimus
ENSAMEP00000006856	ENSAMEG00000006516	Ailuropoda_melanoleuca
ENSPTIP00000013949	ENSPTIG00000013521	Panthera_tigris_altaica
ENSPPRP00000021367	ENSPPRG00000012199	Panthera_pardus
ENSFCAP00000016253	ENSFCAG00000019062	Felis_catus
ENSECAP00000014869	ENSECAG00000017322	Equus_caballus
ENSEASP00005016100	ENSEASG00005011179	Equus_asinus_asinus
ENSBTAP00000059486	ENSBTAG00000022293	Bos_taurus
ENSBMUP00000031289	ENSBMUG00000023360	Bos_mutus
ENSBIXP00000027982	ENSBIXG00000009015	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005005233	ENSBIXG00005010973	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBBBP00000024389	ENSBBBG00000007511	Bison_bison_bison
ENSCHIP00000008123	ENSCHIG00000011409	Capra_hircus
ENSOARP00000017547	ENSOARG00000016344	Ovis_aries
ENSTTRP00000002313	ENSTTRG00000002469	Tursiops_truncatus
ENSSSCP00000058029	ENSSSCG00000027847	Sus_scrofa_strain_reference
ENSPPAP00000011984	ENSPPAG00000029192	Pan_paniscus
ENSPTRP00000055953	ENSPTRG00000034411	Pan_troglodytes
ENSP00000431287	ENSG00000214756	Homo_sapiens
ENSGGOP00000021350	ENSGGOG00000027342	Gorilla_gorilla
ENSPPYP00000003646	ENSPPYG00000003156	Pongo_abelii
ENSNLEP00000004876	ENSNLEG00000004038	Nomascus_leucogenys
ENSCANP00000039278	ENSCANG00000043308	Colobus_angolensis_palliatus
ENSPTEP00000011759	ENSPTEG00000013245	Piliocolobus_tephrosceles
ENSRBIP00000027806	ENSRBIG00000037785	Rhinopithecus_bieti
ENSRROP00000007539	ENSRROG00000027675	Rhinopithecus_roxellana
ENSMMUP00000079098	ENSMMUG00000046328	Macaca_mulatta
ENSMFAP00000018502	ENSMFAG00000032323	Macaca_fascicularis
ENSMNEP00000017535	ENSMNEG00000032750	Macaca_nemestrina
ENSCSAP00000002937	ENSCSAG00000006647	Chlorocebus_sabaeus
ENSCATP00000023220	ENSCATG00000035188	Cercocebus_atys
ENSPANP00000010870	ENSPANG00000013481	Papio_anubis
ENSTGEP00000017679	ENSTGEG00000014303	Theropithecus_gelada
ENSMLEP00000011284	ENSMLEG00000029829	Mandrillus_leucophaeus
ENSCCAP00000020654	ENSCCAG00000028173	Cebus_capucinus_imitator
ENSCCAP00000040023	ENSCCAG00000037825	Cebus_capucinus_imitator
ENSSBOP00000028057	ENSSBOG00000030424	Saimiri_boliviensis_boliviensis
ENSCJAP00000034953	ENSCJAG00000018816	Callithrix_jacchus
ENSANAP00000020502	ENSANAG00000028032	Aotus_nancymaae
ENSTSYP00000007793	ENSTSYG00000008533	Carlito_syrichta
ENSMICP00000022360	ENSMICG00000038782	Microcebus_murinus
ENSPCOP00000009882	ENSPCOG00000016342	Propithecus_coquereli
ENSPSMP00000032917	ENSPSMG00000022734	Prolemur_simus
ENSOGAP00000020870	ENSOGAG00000024258	Otolemur_garnettii
ENSCCNP00000007815	ENSCCNG00000008289	Castor_canadensis
ENSNGAP00000010654	ENSNGAG00000013023	Nannospalax_galili
ENSUPAP00010006394	ENSUPAG00010005145	Urocitellus_parryii
ENSSDAP00000007144	ENSSDAG00000006581	Spermophilus_dauricus
ENSMMMP00000002888	ENSMMMG00000002643	Marmota_marmota_marmota
ENSCLAP00000000346	ENSCLAG00000000298	Chinchilla_lanigera
ENSCPOP00000021042	ENSCPOG00000027504	Cavia_porcellus
ENSCHOP00000002586	ENSCHOG00000002925	Choloepus_hoffmanni
ENSDNOP00000030334	ENSDNOG00000036002	Dasypus_novemcinctus
ENSPCAP00000014706	ENSPCAG00000015776	Procavia_capensis
ENSPCIP00000020186	ENSPCIG00000015383	Phascolarctos_cinereus
ENSVURP00010002566	ENSVURG00010002090	Vombatus_ursinus
ENSMODP00000048349	ENSMODG00000048129	Monodelphis_domestica
ENSLACP00000019604	ENSLACG00000017239	Latimeria_chalumnae
ENSXETP00000003328	ENSXETG00000004928	Xenopus_tropicalis
ENSDCDP00000006918	ENSDCDG00000003669	Denticeps_clupeoides
ENSCHAP00000006795	ENSCHAG00000004244	Clupea_harengus
ENSAMXP00005017255	ENSAMXG00005009005	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000054274	ENSAMXG00000036968	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000013783	ENSPNAG00000003600	Pygocentrus_nattereri
ENSIPUP00000005267	ENSIPUG00000003674	Ictalurus_punctatus
ENSEEEP00000049679	ENSEEEG00000023361	Electrophorus_electricus
ENSDARP00000071604	ENSDARG00000054856	Danio_rerio
ENSLCRP00005052709	ENSLCRG00005019800	Larimichthys_crocea
ENSMMOP00000016093	ENSMMOG00000012286	Mola_mola
ENSCGOP00000025843	ENSCGOG00000012211	Cottoperca_gobio
ENSGACP00000026450	ENSGACG00000020022	Gasterosteus_aculeatus
ENSLBEP00000001972	ENSLBEG00000001556	Labrus_bergylta
ENSSMAP00000022806	ENSSMAG00000013931	Scophthalmus_maximus
ENSCSEP00000021792	ENSCSEG00000013910	Cynoglossus_semilaevis
ENSLCAP00010021095	ENSLCAG00010009952	Lates_calcarifer
ENSSDUP00000024961	ENSSDUG00000018128	Seriola_dumerili
ENSSLDP00000021419	ENSSLDG00000016745	Seriola_lalandi_dorsalis
ENSPMGP00000014694	ENSPMGG00000012039	Periophthalmus_magnuspinnatus
ENSAPEP00000023237	ENSAPEG00000016534	Amphiprion_percula
ENSAOCP00000003983	ENSAOCG00000007338	Amphiprion_ocellaris
ENSAPOP00000022859	ENSAPOG00000004295	Acanthochromis_polyacanthus
ENSSPAP00000009954	ENSSPAG00000007589	Stegastes_partitus
ENSPRNP00000054350	ENSPRNG00000025546	Parambassis_ranga
ENSPFOP00000020887	ENSPFOG00000020763	Poecilia_formosa
ENSPMEP00000002864	ENSPMEG00000003923	Poecilia_mexicana
ENSPLAP00000003188	ENSPLAG00000004614	Poecilia_latipinna
ENSPREP00000000995	ENSPREG00000000773	Poecilia_reticulata
ENSXMAP00000041681	ENSXMAG00000020830	Xiphophorus_maculatus
ENSXCOP00000007456	ENSXCOG00000005748	Xiphophorus_couchianus
ENSGAFP00000004495	ENSGAFG00000003065	Gambusia_affinis
ENSFHEP00000034698	ENSFHEG00000022529	Fundulus_heteroclitus
ENSCVAP00000006932	ENSCVAG00000008527	Cyprinodon_variegatus
ENSKMAP00000005601	ENSKMAG00000004256	Kryptolebias_marmoratus
ENSORLP00000014068	ENSORLG00000011219	Oryzias_latipes_ASM223467v1
ENSORLP00015030463	ENSORLG00015014178	Oryzias_latipes_ASM223469v1
ENSORLP00020011857	ENSORLG00020000328	Oryzias_latipes_ASM223471v1
ENSOMEP00000005411	ENSOMEG00000006408	Oryzias_melastigma
ENSGWIP00000007503	ENSGWIG00000004394	Gouania_willdenowi
ENSACLP00000016374	ENSACLG00000011174	Astatotilapia_calliptera
ENSMZEP00005010924	ENSMZEG00005008208	Maylandia_zebra
ENSPNYP00000025386	ENSPNYG00000019154	Pundamilia_nyererei
ENSHBUP00000027008	ENSHBUG00000009964	Haplochromis_burtoni
ENSNBRP00000015550	ENSNBRG00000012057	Neolamprologus_brichardi
ENSONIP00000023088	ENSONIG00000018334	Oreochromis_niloticus
ENSACIP00000026996	ENSACIG00000020925	Amphilophus_citrinellus
ENSMALP00000005225	ENSMALG00000003770	Monopterus_albus
ENSATEP00000028545	ENSATEG00000019700	Anabas_testudineus
ENSMAMP00000006283	ENSMAMG00000004277	Mastacembelus_armatus
ENSBSLP00000041191	ENSBSLG00000019950	Betta_splendens
ENSHCOP00000015685	ENSHCOG00000019343	Hippocampus_comes
ENSHCOP00000002238	ENSHCOG00000003322	Hippocampus_comes
