ENSP00000418082	ENSG00000197756	Homo_sapiens
ENSPPYP00000023507	ENSPPYG00000025878	Pongo_abelii
ENSCANP00000007472	ENSCANG00000024229	Colobus_angolensis_palliatus
ENSCCAP00000000306	ENSCCAG00000001521	Cebus_capucinus_imitator
ENSPCOP00000003557	ENSPCOG00000010620	Propithecus_coquereli
ENSOCUP00000046694	ENSOCUG00000035553	Oryctolagus_cuniculus
ENSOCUP00000042835	ENSOCUG00000019163	Oryctolagus_cuniculus
ENSMAUP00000022678	ENSMAUG00000020042	Mesocricetus_auratus
ENSMPUP00000019509	ENSMPUG00000019637	Mustela_putorius_furo
ENSCAFP00000052309	ENSCAFG00000043173	Canis_lupus_familiaris
ENSETEP00000011647	ENSETEG00000014352	Echinops_telfairi
ENSAMEP00000003550	ENSAMEG00000003377	Ailuropoda_melanoleuca
ENSNVIP00000006449	ENSNVIG00000005124	Neovison_vison
ENSOARP00000020847	ENSOARG00000019405	Ovis_aries
ENSPVAP00000005767	ENSPVAG00000006102	Pteropus_vampyrus
ENSMLUP00000000692	ENSMLUG00000000762	Myotis_lucifugus
ENSPSMP00000035209	ENSPSMG00000024269	Prolemur_simus
ENSMICP00000038552	ENSMICG00000008988	Microcebus_murinus
ENSOGAP00000000730	ENSOGAG00000000817	Otolemur_garnettii
ENSPPAP00000008122	ENSPPAG00000027287	Pan_paniscus
ENSPTRP00000093378	ENSPTRG00000050901	Pan_troglodytes
ENSGGOP00000030235	ENSGGOG00000014827	Gorilla_gorilla
ENSNLEP00000035513	ENSNLEG00000007276	Nomascus_leucogenys
ENSPANP00000032260	ENSPANG00000036088	Papio_anubis
ENSCATP00000017153	ENSCATG00000032452	Cercocebus_atys
ENSRBIP00000014743	ENSRBIG00000031364	Rhinopithecus_bieti
ENSRROP00000000308	ENSRROG00000000713	Rhinopithecus_roxellana
ENSODEP00000017164	ENSODEG00000012648	Octodon_degus
ENSLAFP00000005756	ENSLAFG00000006849	Loxodonta_africana
ENSMEUP00000004260	ENSMEUG00000004680	Notamacropus_eugenii
ENSOANP00000020554	ENSOANG00000012999	Ornithorhynchus_anatinus
ENSCANP00000002988	ENSCANG00000011017	Colobus_angolensis_palliatus
ENSTSYP00000017303	ENSTSYG00000004258	Carlito_syrichta
ENSBIXP00000039291	ENSBIXG00000023243	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005006398	ENSBIXG00005000432	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000069119	ENSBTAG00000051185	Bos_taurus
ENSBBBP00000000144	ENSBBBG00000009303	Bison_bison_bison
ENSOARP00000011947	ENSOARG00000011145	Ovis_aries
ENSCHIP00000005976	ENSCHIG00000009937	Capra_hircus
ENSTTRP00000008538	ENSTTRG00000009002	Tursiops_truncatus
ENSRNOP00000033369	ENSRNOG00000023385	Rattus_norvegicus	ENSRNOT00000030761
ENSUMAP00000027758	ENSUMAG00000020158	Ursus_maritimus
ENSANAP00000032537	ENSANAG00000033950	Aotus_nancymaae
ENSOPRP00000004078	ENSOPRG00000004436	Ochotona_princeps
ENSBIXP00000035537	ENSBIXG00000018829	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSMNEP00000015558	ENSMNEG00000031830	Macaca_nemestrina
ENSCANP00000025675	ENSCANG00000036266	Colobus_angolensis_palliatus
ENSSTOP00000030235	ENSSTOG00000030968	Ictidomys_tridecemlineatus
ENSCCNP00000021476	ENSCCNG00000021260	Castor_canadensis
ENSDORP00000005716	ENSDORG00000006106	Dipodomys_ordii
ENSMSIP00000007756	ENSMSIG00000006922	Mus_spicilegus
ENSPTIP00000001206	ENSPTIG00000003092	Panthera_tigris_altaica
ENSPPRP00000029053	ENSPPRG00000021477	Panthera_pardus
ENSFCAP00000038137	ENSFCAG00000035664	Felis_catus
ENSMPUP00000018366	ENSMPUG00000018484	Mustela_putorius_furo
ENSMPUP00000019634	ENSMPUG00000019762	Mustela_putorius_furo
ENSCHIP00000000988	ENSCHIG00000001509	Capra_hircus
ENSCHIP00000000833	ENSCHIG00000000883	Capra_hircus
ENSDNOP00000033957	ENSDNOG00000033745	Dasypus_novemcinctus
ENSSHAP00000015745	ENSSHAG00000013417	Sarcophilus_harrisii
ENSCPOP00000017046	ENSCPOG00000013845	Cavia_porcellus
ENSCAPP00000012399	ENSCAPG00000013275	Cavia_aperea
ENSUPAP00010014941	ENSUPAG00010011958	Urocitellus_parryii
ENSMMMP00000026334	ENSMMMG00000023072	Marmota_marmota_marmota
ENSOCUP00000024291	ENSOCUG00000025724	Oryctolagus_cuniculus
ENSPTEP00000002603	ENSPTEG00000003085	Piliocolobus_tephrosceles
ENSTSYP00000030699	ENSTSYG00000027569	Carlito_syrichta
ENSOGAP00000018682	ENSOGAG00000025373	Otolemur_garnettii
ENSVURP00010005706	ENSVURG00010004444	Vombatus_ursinus
ENSPCIP00000019952	ENSPCIG00000015205	Phascolarctos_cinereus
ENSCGRP00001004909	ENSCGRG00001006356	Cricetulus_griseus_CHOK1GS_HDv1
