ENSAOWP00000007650	ENSAOWG00000005249	Apteryx_owenii	ENSAOWT00000008660
ENSARWP00000022908	ENSARWG00000015624	Apteryx_rowi	ENSARWT00000025983
ENSAHAP00000015778	ENSAHAG00000011294	Apteryx_haastii	ENSAHAT00000017468
ENSDNVP00000020264	ENSDNVG00000014163	Dromaius_novaehollandiae	ENSDNVT00000024410
ENSNPEP00000010011	ENSNPEG00000007509	Nothoprocta_perdicaria
ENSLCOP00000010193	ENSLCOG00000007416	Lepidothrix_coronata
ENSMVIP00005012215	ENSMVIG00005008928	Manacus_vitellinus
ENSTGUP00000012348	ENSTGUG00000011989	Taeniopygia_guttata
ENSLSDP00000016284	ENSLSDG00000011738	Lonchura_striata_domestica
ENSSCAP00000017659	ENSSCAG00000012820	Serinus_canaria
ENSJHYP00000020945	ENSJHYG00000015848	Junco_hyemalis
ENSZALP00000003921	ENSZALG00000003784	Zonotrichia_albicollis
ENSFALP00000008474	ENSFALG00000008133	Ficedula_albicollis
ENSPMJP00000020058	ENSPMJG00000014977	Parus_major
ENSCCEP00000010939	ENSCCEG00000010786	Cyanistes_caeruleus
ENSMUNP00000016128	ENSMUNG00000012405	Melopsittacus_undulatus
ENSCPUP00000019072	ENSCPUG00000013140	Calidris_pugnax
ENSCPGP00000027732	ENSCPGG00000019136	Calidris_pygmaea
ENSGALP00000065896	ENSGALG00000051672	Gallus_gallus
ENSMGAP00000015956	ENSMGAG00000015049	Meleagris_gallopavo
ENSCJPP00005025301	ENSCJPG00005019875	Coturnix_japonica
ENSNMEP00000009124	ENSNMEG00000008853	Numida_meleagris
ENSAPLP00000031157	ENSAPLG00000016861	Anas_platyrhynchos_platyrhynchos
ENSABRP00000006113	ENSABRG00000005665	Anser_brachyrhynchus
ENSCPRP00005004823	ENSCPRG00005003474	Crocodylus_porosus
ENSGAGP00000022452	ENSGAGG00000016466	Gopherus_agassizii
ENSCABP00000031062	ENSCABG00000022703	Chelonoidis_abingdonii
ENSCPBP00000001049	ENSCPBG00000000846	Chrysemys_picta_bellii
ENSPSIP00000004434	ENSPSIG00000004154	Pelodiscus_sinensis
ENSPSIP00000012609	ENSPSIG00000011366	Pelodiscus_sinensis
ENSPVIP00000004046	ENSPVIG00000003293	Pogona_vitticeps
ENSACAP00000016251	ENSACAG00000016533	Anolis_carolinensis
ENSNSUP00000003585	ENSNSUG00000002782	Notechis_scutatus
ENSSMRP00000007380	ENSSMRG00000005941	Salvator_merianae
ENSPPAP00000024552	ENSPPAG00000035417	Pan_paniscus
ENSPTRP00000091653	ENSPTRG00000048931	Pan_troglodytes
ENSP00000368920	ENSG00000188811	Homo_sapiens
ENSGGOP00000034385	ENSGGOG00000043535	Gorilla_gorilla
ENSPPYP00000006037	ENSPPYG00000005299	Pongo_abelii
ENSNLEP00000003241	ENSNLEG00000002671	Nomascus_leucogenys
ENSCATP00000038025	ENSCATG00000041715	Cercocebus_atys
ENSMLEP00000024182	ENSMLEG00000036252	Mandrillus_leucophaeus
ENSPANP00000010092	ENSPANG00000007574	Papio_anubis
ENSMNEP00000034280	ENSMNEG00000040342	Macaca_nemestrina
ENSMMUP00000077397	ENSMMUG00000002113	Macaca_mulatta
ENSMFAP00000003665	ENSMFAG00000001573	Macaca_fascicularis
ENSTGEP00000031665	ENSTGEG00000025352	Theropithecus_gelada
ENSCSAP00000013866	ENSCSAG00000017845	Chlorocebus_sabaeus
ENSRROP00000030335	ENSRROG00000038932	Rhinopithecus_roxellana
ENSRBIP00000017320	ENSRBIG00000032666	Rhinopithecus_bieti
ENSCANP00000033255	ENSCANG00000040296	Colobus_angolensis_palliatus
ENSPTEP00000025406	ENSPTEG00000025711	Piliocolobus_tephrosceles
ENSSBOP00000012162	ENSSBOG00000022898	Saimiri_boliviensis_boliviensis
ENSCCAP00000029487	ENSCCAG00000032791	Cebus_capucinus_imitator
ENSCJAP00000032942	ENSCJAG00000017851	Callithrix_jacchus
ENSANAP00000020738	ENSANAG00000028158	Aotus_nancymaae
ENSTSYP00000000991	ENSTSYG00000001073	Carlito_syrichta
ENSPSMP00000024879	ENSPSMG00000017507	Prolemur_simus
ENSMICP00000023606	ENSMICG00000010249	Microcebus_murinus
ENSPCOP00000014581	ENSPCOG00000018986	Propithecus_coquereli
ENSOGAP00000018953	ENSOGAG00000025878	Otolemur_garnettii
ENSTBEP00000009475	ENSTBEG00000010959	Tupaia_belangeri
ENSMUSP00000055295	ENSMUSG00000042997	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0059892	MGP_SPRETEiJ_G0025918	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000013788	ENSMSIG00000011909	Mus_spicilegus
MGP_CAROLIEiJ_P0057624	MGP_CAROLIEiJ_G0024983	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0068580	MGP_PahariEiJ_G0026424	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000014562	ENSRNOG00000010843	Rattus_norvegicus
ENSMUGP00000021815	ENSMUGG00000018343	Meriones_unguiculatus
ENSPEMP00000020030	ENSPEMG00000018137	Peromyscus_maniculatus_bairdii
ENSMOCP00000023489	ENSMOCG00000020191	Microtus_ochrogaster
ENSCGRP00015011034	ENSCGRG00015008511	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001000193	ENSCGRG00001000190	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000006942	ENSCGRG00000005057	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000004509	ENSMAUG00000005924	Mesocricetus_auratus
ENSNGAP00000012917	ENSNGAG00000014648	Nannospalax_galili
ENSJJAP00000004220	ENSJJAG00000008714	Jaculus_jaculus
ENSCCNP00000024497	ENSCCNG00000023973	Castor_canadensis
ENSCPOP00000029856	ENSCPOG00000034397	Cavia_porcellus
ENSCAPP00000001931	ENSCAPG00000004137	Cavia_aperea
ENSCLAP00000008124	ENSCLAG00000005695	Chinchilla_lanigera
ENSHGLP00000000582	ENSHGLG00000000513	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100021831	ENSHGLG00100016071	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000004878	ENSFDAG00000006334	Fukomys_damarensis
ENSSDAP00000007360	ENSSDAG00000006740	Spermophilus_dauricus
ENSMMMP00000025988	ENSMMMG00000022761	Marmota_marmota_marmota
ENSUPAP00010020587	ENSUPAG00010016303	Urocitellus_parryii
ENSSTOP00000006882	ENSSTOG00000007704	Ictidomys_tridecemlineatus
ENSCHIP00000025989	ENSCHIG00000022530	Capra_hircus
ENSOARP00000010346	ENSOARG00000009644	Ovis_aries
ENSBIXP00005015186	ENSBIXG00005002652	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000001500	ENSBIXG00000028495	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000062786	ENSBTAG00000010951	Bos_taurus
ENSBMUP00000017169	ENSBMUG00000012996	Bos_mutus
ENSBBBP00000022201	ENSBBBG00000008160	Bison_bison_bison
ENSTTRP00000014737	ENSTTRG00000015551	Tursiops_truncatus
ENSVPAP00000003346	ENSVPAG00000003610	Vicugna_pacos
ENSSSCP00000042144	ENSSSCG00000037746	Sus_scrofa_strain_reference
ENSEASP00005029025	ENSEASG00005019759	Equus_asinus_asinus
ENSECAP00000033115	ENSECAG00000008873	Equus_caballus
ENSPVAP00000011292	ENSPVAG00000011981	Pteropus_vampyrus
ENSUAMP00000027337	ENSUAMG00000021172	Ursus_americanus
ENSUMAP00000026737	ENSUMAG00000019463	Ursus_maritimus
ENSAMEP00000017152	ENSAMEG00000016244	Ailuropoda_melanoleuca
ENSMPUP00000014911	ENSMPUG00000015022	Mustela_putorius_furo
ENSNVIP00000026899	ENSNVIG00000020814	Neovison_vison
ENSCAFP00020027138	ENSCAFG00020021307	Canis_lupus_dingo
ENSCAFP00000051647	ENSCAFG00000005999	Canis_lupus_familiaris
ENSVVUP00000037361	ENSVVUG00000026727	Vulpes_vulpes
ENSPPRP00000024086	ENSPPRG00000014332	Panthera_pardus
ENSPTIP00000001323	ENSPTIG00000003346	Panthera_tigris_altaica
ENSFCAP00000027880	ENSFCAG00000007724	Felis_catus
ENSOCUP00000048016	ENSOCUG00000004777	Oryctolagus_cuniculus
ENSOPRP00000002176	ENSOPRG00000002361	Ochotona_princeps
ENSDORP00000019835	ENSDORG00000029174	Dipodomys_ordii
ENSSARP00000010612	ENSSARG00000011758	Sorex_araneus
ENSLAFP00000000653	ENSLAFG00000000773	Loxodonta_africana
ENSPCAP00000004230	ENSPCAG00000004511	Procavia_capensis
ENSETEP00000013608	ENSETEG00000016766	Echinops_telfairi
ENSDNOP00000022690	ENSDNOG00000036609	Dasypus_novemcinctus
ENSDNOP00000023838	ENSDNOG00000035079	Dasypus_novemcinctus
ENSCHOP00000004240	ENSCHOG00000004789	Choloepus_hoffmanni
ENSVURP00010022583	ENSVURG00010017303	Vombatus_ursinus
ENSPCIP00000028750	ENSPCIG00000021476	Phascolarctos_cinereus
ENSMEUP00000010221	ENSMEUG00000011203	Notamacropus_eugenii
ENSSHAP00000008650	ENSSHAG00000007495	Sarcophilus_harrisii
ENSMODP00000012849	ENSMODG00000010254	Monodelphis_domestica
ENSOANP00000024429	ENSOANG00000015511	Ornithorhynchus_anatinus
ENSXETP00000007449	ENSXETG00000007914	Xenopus_tropicalis
ENSLACP00000000097	ENSLACG00000000084	Latimeria_chalumnae
ENSMAMP00000030945	ENSMAMG00000020847	Mastacembelus_armatus
ENSMALP00000013788	ENSMALG00000009722	Monopterus_albus
ENSATEP00000034089	ENSATEG00000023435	Anabas_testudineus
ENSBSLP00000017848	ENSBSLG00000009391	Betta_splendens
ENSSMAP00000032630	ENSSMAG00000019996	Scophthalmus_maximus
ENSCSEP00000017927	ENSCSEG00000011500	Cynoglossus_semilaevis
ENSSDUP00000023153	ENSSDUG00000016821	Seriola_dumerili
ENSSLDP00000019469	ENSSLDG00000015280	Seriola_lalandi_dorsalis
ENSLCAP00010050343	ENSLCAG00010023483	Lates_calcarifer
ENSAOCP00000013882	ENSAOCG00000018476	Amphiprion_ocellaris
ENSAPEP00000020749	ENSAPEG00000014826	Amphiprion_percula
ENSAPOP00000017038	ENSAPOG00000020182	Acanthochromis_polyacanthus
ENSSPAP00000001018	ENSSPAG00000000784	Stegastes_partitus
ENSLCRP00005049937	ENSLCRG00005018827	Larimichthys_crocea
ENSMMOP00000001214	ENSMMOG00000001033	Mola_mola
ENSORLP00000032710	ENSORLG00000024133	Oryzias_latipes_ASM223467v1
ENSORLP00020015299	ENSORLG00020016299	Oryzias_latipes_ASM223471v1
ENSORLP00015030501	ENSORLG00015014244	Oryzias_latipes_ASM223469v1
ENSOMEP00000013501	ENSOMEG00000014962	Oryzias_melastigma
ENSGWIP00000027905	ENSGWIG00000014599	Gouania_willdenowi
ENSPFOP00000000772	ENSPFOG00000000808	Poecilia_formosa
ENSPMEP00000003887	ENSPMEG00000005075	Poecilia_mexicana
ENSPLAP00000030162	ENSPLAG00000021008	Poecilia_latipinna
ENSPREP00000004138	ENSPREG00000002938	Poecilia_reticulata
ENSXMAP00000014247	ENSXMAG00000014231	Xiphophorus_maculatus
ENSXCOP00000000546	ENSXCOG00000000483	Xiphophorus_couchianus
ENSGAFP00000013480	ENSGAFG00000009091	Gambusia_affinis
ENSFHEP00000002515	ENSFHEG00000000092	Fundulus_heteroclitus
ENSCVAP00000006800	ENSCVAG00000008390	Cyprinodon_variegatus
ENSKMAP00000008893	ENSKMAG00000006689	Kryptolebias_marmoratus
ENSPRNP00000045798	ENSPRNG00000022147	Parambassis_ranga
ENSHBUP00000020397	ENSHBUG00000022653	Haplochromis_burtoni
ENSACLP00000001694	ENSACLG00000001193	Astatotilapia_calliptera
ENSPNYP00000024939	ENSPNYG00000018823	Pundamilia_nyererei
ENSONIP00000009119	ENSONIG00000007233	Oreochromis_niloticus
ENSNBRP00000031088	ENSNBRG00000023615	Neolamprologus_brichardi
ENSACIP00000003445	ENSACIG00000002747	Amphilophus_citrinellus
ENSLBEP00000035010	ENSLBEG00000026308	Labrus_bergylta
ENSLBEP00000011724	ENSLBEG00000009037	Labrus_bergylta
ENSGACP00000020239	ENSGACG00000015343	Gasterosteus_aculeatus
ENSTRUP00000050675	ENSTRUG00000020987	Takifugu_rubripes
ENSTNIP00000008422	ENSTNIG00000005711	Tetraodon_nigroviridis
ENSHCOP00000014312	ENSHCOG00000017641	Hippocampus_comes
