FBpp0080120	FBgn0015271	Drosophila_melanogaster
ZC168.3a.1	WBGene00013857	Caenorhabditis_elegans_strain_N2
ENSCHAP00000036261	ENSCHAG00000017056	Clupea_harengus	ENSCHAT00000039270
ENSDCDP00000049569	ENSDCDG00000030439	Denticeps_clupeoides	ENSDCDT00000061195
ENSAMXP00000006479	ENSAMXG00000006161	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000006479
ENSAMXP00005050681	ENSAMXG00005022952	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000003673	ENSPNAG00000010113	Pygocentrus_nattereri
ENSIPUP00000036137	ENSIPUG00000024220	Ictalurus_punctatus
ENSEEEP00000052196	ENSEEEG00000024470	Electrophorus_electricus
ENSDARP00000033056	ENSDARG00000021579	Danio_rerio
ENSTNIP00000005454	ENSTNIG00000002888	Tetraodon_nigroviridis
ENSTRUP00000053985	ENSTRUG00000015583	Takifugu_rubripes
ENSGWIP00000010745	ENSGWIG00000004783	Gouania_willdenowi
ENSLBEP00000025849	ENSLBEG00000019688	Labrus_bergylta
ENSMMOP00000000645	ENSMMOG00000000552	Mola_mola
ENSLCRP00005036840	ENSLCRG00005013958	Larimichthys_crocea
ENSCGOP00000035516	ENSCGOG00000016369	Cottoperca_gobio
ENSGACP00000026403	ENSGACG00000019984	Gasterosteus_aculeatus
ENSXMAP00000004615	ENSXMAG00000004586	Xiphophorus_maculatus
ENSXCOP00000019701	ENSXCOG00000014796	Xiphophorus_couchianus
ENSGAFP00000025456	ENSGAFG00000017190	Gambusia_affinis
ENSPMEP00000015879	ENSPMEG00000018541	Poecilia_mexicana
ENSPLAP00000027192	ENSPLAG00000015619	Poecilia_latipinna
ENSPFOP00000016316	ENSPFOG00000016227	Poecilia_formosa
ENSPREP00000032641	ENSPREG00000022114	Poecilia_reticulata
ENSFHEP00000005793	ENSFHEG00000006803	Fundulus_heteroclitus
ENSCVAP00000030959	ENSCVAG00000019947	Cyprinodon_variegatus
ENSKMAP00000014700	ENSKMAG00000011005	Kryptolebias_marmoratus
ENSORLP00020010163	ENSORLG00020011077	Oryzias_latipes_ASM223471v1
ENSORLP00000019918	ENSORLG00000015908	Oryzias_latipes_ASM223467v1
ENSORLP00015027649	ENSORLG00015009863	Oryzias_latipes_ASM223469v1
ENSOMEP00000024214	ENSOMEG00000004687	Oryzias_melastigma
ENSPRNP00000038590	ENSPRNG00000019117	Parambassis_ranga
ENSACLP00000029574	ENSACLG00000020008	Astatotilapia_calliptera
ENSHBUP00000009034	ENSHBUG00000010550	Haplochromis_burtoni
ENSMZEP00005004087	ENSMZEG00005003116	Maylandia_zebra
ENSPNYP00000022859	ENSPNYG00000017229	Pundamilia_nyererei
ENSNBRP00000012469	ENSNBRG00000009720	Neolamprologus_brichardi
ENSONIP00000000121	ENSONIG00000000099	Oreochromis_niloticus
ENSACIP00000003040	ENSACIG00000002396	Amphilophus_citrinellus
ENSAPEP00000028198	ENSAPEG00000019968	Amphiprion_percula
ENSAOCP00000030208	ENSAOCG00000021066	Amphiprion_ocellaris
ENSAPOP00000001148	ENSAPOG00000001013	Acanthochromis_polyacanthus
ENSSPAP00000025743	ENSSPAG00000019426	Stegastes_partitus
ENSSDUP00000026884	ENSSDUG00000019466	Seriola_dumerili
ENSSLDP00000022870	ENSSLDG00000017832	Seriola_lalandi_dorsalis
ENSLCAP00010006717	ENSLCAG00010003300	Lates_calcarifer
ENSSMAP00000006307	ENSSMAG00000003873	Scophthalmus_maximus
ENSCSEP00000011003	ENSCSEG00000007054	Cynoglossus_semilaevis
ENSMAMP00000020236	ENSMAMG00000013596	Mastacembelus_armatus
ENSMALP00000020818	ENSMALG00000014546	Monopterus_albus
ENSATEP00000029398	ENSATEG00000020261	Anabas_testudineus
ENSBSLP00000008434	ENSBSLG00000004118	Betta_splendens
ENSPMGP00000002554	ENSPMGG00000002240	Periophthalmus_magnuspinnatus
ENSHCOP00000026536	ENSHCOG00000017584	Hippocampus_comes
ENSGMOP00000003514	ENSGMOG00000003309	Gadus_morhua
ENSHHUP00000079612	ENSHHUG00000046392	Hucho_hucho
ENSHHUP00000071702	ENSHHUG00000042101	Hucho_hucho
ENSELUP00000000726	ENSELUG00000002281	Esox_lucius
ENSPKIP00000012196	ENSPKIG00000000068	Paramormyrops_kingsleyae
ENSLOCP00000019052	ENSLOCG00000015480	Lepisosteus_oculatus
ENSECRP00000003151	ENSECRG00000002151	Erpetoichthys_calabaricus
ENSACAP00000006813	ENSACAG00000006918	Anolis_carolinensis
ENSPVIP00000010329	ENSPVIG00000008190	Pogona_vitticeps
ENSNSUP00000002623	ENSNSUG00000002066	Notechis_scutatus
ENSSMRP00000020601	ENSSMRG00000016029	Salvator_merianae
ENSSPUP00000015734	ENSSPUG00000012146	Sphenodon_punctatus
ENSCABP00000024324	ENSCABG00000017889	Chelonoidis_abingdonii
ENSGAGP00000008299	ENSGAGG00000006593	Gopherus_agassizii
ENSCPBP00000020839	ENSCPBG00000014971	Chrysemys_picta_bellii
ENSPSIP00000003981	ENSPSIG00000003764	Pelodiscus_sinensis
ENSCPRP00005020375	ENSCPRG00005014178	Crocodylus_porosus
ENSLCOP00000012558	ENSLCOG00000009085	Lepidothrix_coronata
ENSMVIP00005009720	ENSMVIG00005007150	Manacus_vitellinus
ENSZALP00000015902	ENSZALG00000012964	Zonotrichia_albicollis
ENSJHYP00000014362	ENSJHYG00000011114	Junco_hyemalis
ENSSCAP00000009840	ENSSCAG00000007487	Serinus_canaria
ENSTGUP00000002990	ENSTGUG00000002884	Taeniopygia_guttata
ENSTGUP00000014318	ENSTGUG00000013907	Taeniopygia_guttata
ENSLSDP00000017045	ENSLSDG00000012258	Lonchura_striata_domestica
ENSFALP00000010792	ENSFALG00000010342	Ficedula_albicollis
ENSCCEP00000010383	ENSCCEG00000010339	Cyanistes_caeruleus
ENSPMJP00000005169	ENSPMJG00000004461	Parus_major
ENSMUNP00000021198	ENSMUNG00000016046	Melopsittacus_undulatus
ENSCPGP00000016046	ENSCPGG00000011297	Calidris_pygmaea
ENSCPUP00000020184	ENSCPUG00000013804	Calidris_pugnax
ENSABRP00000004549	ENSABRG00000004201	Anser_brachyrhynchus
ENSAPLP00000027522	ENSAPLG00000002905	Anas_platyrhynchos_platyrhynchos
ENSCJPP00005006912	ENSCJPG00005006402	Coturnix_japonica
ENSGALP00000074081	ENSGALG00000008175	Gallus_gallus
ENSMGAP00000006641	ENSMGAG00000006580	Meleagris_gallopavo
ENSNMEP00000005656	ENSNMEG00000005843	Numida_meleagris
ENSAHAP00000023954	ENSAHAG00000016731	Apteryx_haastii
ENSAOWP00000011281	ENSAOWG00000007742	Apteryx_owenii
ENSARWP00000011793	ENSARWG00000008156	Apteryx_rowi
ENSDNVP00000002655	ENSDNVG00000001900	Dromaius_novaehollandiae
ENSNPEP00000021770	ENSNPEG00000016140	Nothoprocta_perdicaria
ENSVURP00010014590	ENSVURG00010011186	Vombatus_ursinus
ENSPCIP00000036755	ENSPCIG00000027115	Phascolarctos_cinereus
ENSMEUP00000011757	ENSMEUG00000012896	Notamacropus_eugenii
ENSMODP00000021574	ENSMODG00000017291	Monodelphis_domestica
ENSSHAP00000013750	ENSSHAG00000011759	Sarcophilus_harrisii
ENSPTRP00000033491	ENSPTRG00000019561	Pan_troglodytes
ENSPPAP00000035869	ENSPPAG00000040711	Pan_paniscus
ENSP00000297431	ENSG00000164815	Homo_sapiens
ENSGGOP00000000997	ENSGGOG00000001011	Gorilla_gorilla
ENSPPYP00000020049	ENSPPYG00000017886	Pongo_abelii
ENSNLEP00000011077	ENSNLEG00000009069	Nomascus_leucogenys
ENSMNEP00000038240	ENSMNEG00000042101	Macaca_nemestrina
ENSMMUP00000075004	ENSMMUG00000012066	Macaca_mulatta
ENSMFAP00000005968	ENSMFAG00000002616	Macaca_fascicularis
ENSMLEP00000018568	ENSMLEG00000033427	Mandrillus_leucophaeus
ENSTGEP00000014165	ENSTGEG00000011496	Theropithecus_gelada
ENSCSAP00000007773	ENSCSAG00000011578	Chlorocebus_sabaeus
ENSPANP00000012151	ENSPANG00000007067	Papio_anubis
ENSCATP00000016398	ENSCATG00000032116	Cercocebus_atys
ENSPTEP00000001392	ENSPTEG00000001533	Piliocolobus_tephrosceles
ENSCANP00000003115	ENSCANG00000011113	Colobus_angolensis_palliatus
ENSRROP00000019513	ENSRROG00000033757	Rhinopithecus_roxellana
ENSRBIP00000027852	ENSRBIG00000037802	Rhinopithecus_bieti
ENSSBOP00000032618	ENSSBOG00000032490	Saimiri_boliviensis_boliviensis
ENSCCAP00000025196	ENSCCAG00000030375	Cebus_capucinus_imitator
ENSCJAP00000023139	ENSCJAG00000012572	Callithrix_jacchus
ENSANAP00000008588	ENSANAG00000022301	Aotus_nancymaae
ENSTSYP00000011779	ENSTSYG00000012836	Carlito_syrichta
ENSPCOP00000031504	ENSPCOG00000028532	Propithecus_coquereli
ENSPSMP00000022811	ENSPSMG00000016134	Prolemur_simus
ENSMICP00000008258	ENSMICG00000009070	Microcebus_murinus
ENSOGAP00000007611	ENSOGAG00000008494	Otolemur_garnettii
ENSTBEP00000007733	ENSTBEG00000008920	Tupaia_belangeri
ENSCGRP00001019170	ENSCGRG00001018692	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000014595	ENSCGRG00000010567	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015011167	ENSCGRG00015008593	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000010050	ENSMAUG00000011061	Mesocricetus_auratus
ENSPEMP00000024281	ENSPEMG00000021074	Peromyscus_maniculatus_bairdii
ENSMOCP00000012280	ENSMOCG00000012428	Microtus_ochrogaster
ENSMSIP00000026960	ENSMSIG00000022758	Mus_spicilegus
ENSMUSP00000030872	ENSMUSG00000029012	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0069465	MGP_SPRETEiJ_G0027991	Mus_spretus_strain_SPRET/EiJ
MGP_PahariEiJ_P0048295	MGP_PahariEiJ_G0021767	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000073770	ENSRNOG00000011519	Rattus_norvegicus
ENSNGAP00000026526	ENSNGAG00000024143	Nannospalax_galili
ENSJJAP00000020439	ENSJJAG00000021116	Jaculus_jaculus
ENSCCNP00000000754	ENSCCNG00000000827	Castor_canadensis
ENSDORP00000011986	ENSDORG00000012744	Dipodomys_ordii
ENSSTOP00000003442	ENSSTOG00000003838	Ictidomys_tridecemlineatus
ENSMMMP00000019148	ENSMMMG00000016934	Marmota_marmota_marmota
ENSUPAP00010016821	ENSUPAG00010013411	Urocitellus_parryii
ENSSDAP00000011891	ENSSDAG00000010721	Spermophilus_dauricus
ENSCPOP00000023909	ENSCPOG00000034910	Cavia_porcellus
ENSCAPP00000015313	ENSCAPG00000015455	Cavia_aperea
ENSCLAP00000011644	ENSCLAG00000008027	Chinchilla_lanigera
ENSODEP00000000437	ENSODEG00000000381	Octodon_degus
ENSHGLP00000010921	ENSHGLG00000007833	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100014709	ENSHGLG00100010891	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000009874	ENSFDAG00000017773	Fukomys_damarensis
ENSOCUP00000009618	ENSOCUG00000011181	Oryctolagus_cuniculus
ENSOPRP00000005490	ENSOPRG00000005977	Ochotona_princeps
ENSMPUP00000018149	ENSMPUG00000018263	Mustela_putorius_furo
ENSNVIP00000028127	ENSNVIG00000021741	Neovison_vison
ENSUMAP00000025588	ENSUMAG00000018666	Ursus_maritimus
ENSUAMP00000024888	ENSUAMG00000019414	Ursus_americanus
ENSAMEP00000006085	ENSAMEG00000005750	Ailuropoda_melanoleuca
ENSCAFP00000006164	ENSCAFG00000004146	Canis_lupus_familiaris
ENSCAFP00020029480	ENSCAFG00020022978	Canis_lupus_dingo
ENSVVUP00000019740	ENSVVUG00000014613	Vulpes_vulpes
ENSPTIP00000020530	ENSPTIG00000017972	Panthera_tigris_altaica
ENSPPRP00000020406	ENSPPRG00000011488	Panthera_pardus
ENSFCAP00000030714	ENSFCAG00000026965	Felis_catus
ENSPVAP00000008372	ENSPVAG00000008872	Pteropus_vampyrus
ENSMLUP00000001579	ENSMLUG00000001719	Myotis_lucifugus
ENSEASP00005025471	ENSEASG00005017348	Equus_asinus_asinus
ENSECAP00000042741	ENSECAG00000007885	Equus_caballus
ENSOARP00000002051	ENSOARG00000001946	Ovis_aries
ENSCHIP00000016718	ENSCHIG00000016864	Capra_hircus
ENSBIXP00000043871	ENSBIXG00000028013	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005024845	ENSBIXG00005027399	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000011153	ENSBMUG00000008608	Bos_mutus
ENSBTAP00000045872	ENSBTAG00000040058	Bos_taurus
ENSBBBP00000006727	ENSBBBG00000014997	Bison_bison_bison
ENSTTRP00000010150	ENSTTRG00000010704	Tursiops_truncatus
ENSSSCP00000016358	ENSSSCG00000015427	Sus_scrofa_strain_reference
ENSVPAP00000008306	ENSVPAG00000008928	Vicugna_pacos
ENSSARP00000002659	ENSSARG00000002937	Sorex_araneus
ENSEEUP00000010852	ENSEEUG00000011888	Erinaceus_europaeus
ENSCHOP00000012091	ENSCHOG00000013658	Choloepus_hoffmanni
ENSDNOP00000019124	ENSDNOG00000035576	Dasypus_novemcinctus
ENSLAFP00000004186	ENSLAFG00000004999	Loxodonta_africana
ENSPCAP00000002865	ENSPCAG00000003048	Procavia_capensis
ENSETEP00000001523	ENSETEG00000001874	Echinops_telfairi
ENSOANP00000023674	ENSOANG00000015042	Ornithorhynchus_anatinus
ENSXETP00000017338	ENSXETG00000002140	Xenopus_tropicalis
ENSLACP00000015606	ENSLACG00000013740	Latimeria_chalumnae
ENSCMIP00000032403	ENSCMIG00000013843	Callorhinchus_milii
ENSEBUP00000011511	ENSEBUG00000007377	Eptatretus_burgeri
ENSCSAVP00000011329	ENSCSAVG00000006632	Ciona_savignyi
ENSCINP00000006804	ENSCING00000003315	Ciona_intestinalis
YNL261W_mRNA	YNL261W	Saccharomyces_cerevisiae_strain_S288C
