ENSGAGP00000000157	ENSGAGG00000000129	Gopherus_agassizii
ENSCABP00000012836	ENSCABG00000009600	Chelonoidis_abingdonii
ENSCPBP00000037520	ENSCPBG00000025985	Chrysemys_picta_bellii
ENSPSIP00000005374	ENSPSIG00000005005	Pelodiscus_sinensis
ENSTGUP00000003118	ENSTGUG00000003017	Taeniopygia_guttata
ENSLSDP00000006948	ENSLSDG00000005235	Lonchura_striata_domestica
ENSJHYP00000019731	ENSJHYG00000014991	Junco_hyemalis
ENSZALP00000017176	ENSZALG00000013922	Zonotrichia_albicollis
ENSSCAP00000024265	ENSSCAG00000017364	Serinus_canaria
ENSFALP00000001893	ENSFALG00000001819	Ficedula_albicollis
ENSCCEP00000003335	ENSCCEG00000003735	Cyanistes_caeruleus
ENSPMJP00000011842	ENSPMJG00000009137	Parus_major
ENSMVIP00005011172	ENSMVIG00005008207	Manacus_vitellinus
ENSLCOP00000002721	ENSLCOG00000002085	Lepidothrix_coronata
ENSMUNP00000014717	ENSMUNG00000011436	Melopsittacus_undulatus
ENSCPUP00000009370	ENSCPUG00000006673	Calidris_pugnax
ENSCPGP00000012535	ENSCPGG00000008896	Calidris_pygmaea
ENSABRP00000014089	ENSABRG00000012474	Anser_brachyrhynchus
ENSAPLP00000017283	ENSAPLG00000019564	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000002709	ENSMGAG00000003034	Meleagris_gallopavo
ENSGALP00000039206	ENSGALG00000023843	Gallus_gallus
ENSCJPP00005020241	ENSCJPG00005016314	Coturnix_japonica
ENSNMEP00000023789	ENSNMEG00000020233	Numida_meleagris
ENSAOWP00000005050	ENSAOWG00000003488	Apteryx_owenii
ENSAHAP00000001732	ENSAHAG00000001457	Apteryx_haastii
ENSARWP00000023435	ENSARWG00000015968	Apteryx_rowi
ENSDNVP00000024739	ENSDNVG00000017195	Dromaius_novaehollandiae
ENSNPEP00000004342	ENSNPEG00000003326	Nothoprocta_perdicaria
ENSCPRP00005011054	ENSCPRG00005007900	Crocodylus_porosus
ENSACAP00000014473	ENSACAG00000014721	Anolis_carolinensis
ENSPVIP00000032896	ENSPVIG00000024095	Pogona_vitticeps
ENSNSUP00000023748	ENSNSUG00000017187	Notechis_scutatus
ENSSMRP00000013631	ENSSMRG00000010586	Salvator_merianae
ENSPCIP00000019060	ENSPCIG00000014559	Phascolarctos_cinereus
ENSVURP00010004465	ENSVURG00010003533	Vombatus_ursinus
ENSMEUP00000012418	ENSMEUG00000013611	Notamacropus_eugenii
ENSSHAP00000014893	ENSSHAG00000012707	Sarcophilus_harrisii
ENSMODP00000043030	ENSMODG00000015320	Monodelphis_domestica
ENSCCNP00000012569	ENSCCNG00000013041	Castor_canadensis
ENSDORP00000013742	ENSDORG00000014609	Dipodomys_ordii
ENSPEMP00000027580	ENSPEMG00000023351	Peromyscus_maniculatus_bairdii
ENSMOCP00000019004	ENSMOCG00000017123	Microtus_ochrogaster
ENSCGRP00001020965	ENSCGRG00001019956	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000012847	ENSCGRG00000009355	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015025874	ENSCGRG00015019642	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000001765	ENSMAUG00000001293	Mesocricetus_auratus
ENSMUSP00000057103	ENSMUSG00000036131	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0095179	MGP_SPRETEiJ_G0034217	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0091422	MGP_CAROLIEiJ_G0033059	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0089060	MGP_PahariEiJ_G0031604	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000037504	ENSRNOG00000024762	Rattus_norvegicus
ENSNGAP00000012422	ENSNGAG00000014277	Nannospalax_galili
ENSJJAP00000013266	ENSJJAG00000016076	Jaculus_jaculus
ENSHGLP00000006572	ENSHGLG00000004804	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100013391	ENSHGLG00100009907	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000015221	ENSFDAG00000002965	Fukomys_damarensis
ENSCPOP00000002464	ENSCPOG00000002715	Cavia_porcellus
ENSCAPP00000005981	ENSCAPG00000008166	Cavia_aperea
ENSCLAP00000001875	ENSCLAG00000001386	Chinchilla_lanigera
ENSODEP00000016796	ENSODEG00000012373	Octodon_degus
ENSSDAP00000013929	ENSSDAG00000012571	Spermophilus_dauricus
ENSSTOP00000001551	ENSSTOG00000001735	Ictidomys_tridecemlineatus
ENSMMMP00000003854	ENSMMMG00000003489	Marmota_marmota_marmota
ENSOCUP00000020936	ENSOCUG00000025878	Oryctolagus_cuniculus
ENSMMUP00000040820	ENSMMUG00000003479	Macaca_mulatta
ENSMFAP00000002055	ENSMFAG00000036359	Macaca_fascicularis
ENSMNEP00000014716	ENSMNEG00000031502	Macaca_nemestrina
ENSMLEP00000014839	ENSMLEG00000031582	Mandrillus_leucophaeus
ENSCATP00000042393	ENSCATG00000043804	Cercocebus_atys
ENSTGEP00000029753	ENSTGEG00000023912	Theropithecus_gelada
ENSPANP00000000060	ENSPANG00000010662	Papio_anubis
ENSCSAP00000004094	ENSCSAG00000007834	Chlorocebus_sabaeus
ENSPTEP00000034507	ENSPTEG00000032730	Piliocolobus_tephrosceles
ENSCANP00000029558	ENSCANG00000038403	Colobus_angolensis_palliatus
ENSRROP00000039614	ENSRROG00000043115	Rhinopithecus_roxellana
ENSRBIP00000028788	ENSRBIG00000038281	Rhinopithecus_bieti
ENSPTRP00000078437	ENSPTRG00000022278	Pan_troglodytes
ENSPTRP00000075469	ENSPTRG00000051911	Pan_troglodytes
ENSPPAP00000004835	ENSPPAG00000020202	Pan_paniscus
ENSP00000298542	ENSG00000165694	Homo_sapiens
ENSGGOP00000027984	ENSGGOG00000008350	Gorilla_gorilla
ENSPPYP00000023200	ENSPPYG00000020723	Pongo_abelii
ENSNLEP00000002046	ENSNLEG00000001688	Nomascus_leucogenys
ENSCCAP00000008600	ENSCCAG00000022039	Cebus_capucinus_imitator
ENSSBOP00000010856	ENSSBOG00000022250	Saimiri_boliviensis_boliviensis
ENSCJAP00000026911	ENSCJAG00000014601	Callithrix_jacchus
ENSANAP00000000142	ENSANAG00000001063	Aotus_nancymaae
ENSTSYP00000012735	ENSTSYG00000013880	Carlito_syrichta
ENSPCOP00000023359	ENSPCOG00000023816	Propithecus_coquereli
ENSMICP00000008260	ENSMICG00000009072	Microcebus_murinus
ENSPSMP00000015665	ENSPSMG00000011143	Prolemur_simus
ENSOGAP00000002348	ENSOGAG00000002622	Otolemur_garnettii
ENSTBEP00000007039	ENSTBEG00000008123	Tupaia_belangeri
ENSECAP00000048687	ENSECAG00000017988	Equus_caballus
ENSEASP00005000308	ENSEASG00005000311	Equus_asinus_asinus
ENSUAMP00000017333	ENSUAMG00000013740	Ursus_americanus
ENSUMAP00000016343	ENSUMAG00000012011	Ursus_maritimus
ENSAMEP00000011826	ENSAMEG00000011227	Ailuropoda_melanoleuca
ENSMPUP00000002151	ENSMPUG00000002173	Mustela_putorius_furo
ENSNVIP00000003294	ENSNVIG00000002594	Neovison_vison
ENSCAFP00020000752	ENSCAFG00020000739	Canis_lupus_dingo
ENSCAFP00000040728	ENSCAFG00000018829	Canis_lupus_familiaris
ENSVVUP00000018892	ENSVVUG00000013913	Vulpes_vulpes
ENSPPRP00000018554	ENSPPRG00000010188	Panthera_pardus
ENSPTIP00000022811	ENSPTIG00000019471	Panthera_tigris_altaica
ENSFCAP00000023733	ENSFCAG00000029922	Felis_catus
ENSBIXP00005019914	ENSBIXG00005023132	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000009659	ENSBTAG00000007344	Bos_taurus
ENSBMUP00000013687	ENSBMUG00000010444	Bos_mutus
ENSBBBP00000013278	ENSBBBG00000005628	Bison_bison_bison
ENSCHIP00000031081	ENSCHIG00000025596	Capra_hircus
ENSOARP00000013431	ENSOARG00000012534	Ovis_aries
ENSTTRP00000006102	ENSTTRG00000006443	Tursiops_truncatus
ENSSSCP00000019198	ENSSSCG00000023618	Sus_scrofa_strain_reference
ENSVPAP00000004396	ENSVPAG00000004739	Vicugna_pacos
ENSPVAP00000009126	ENSPVAG00000009680	Pteropus_vampyrus
ENSMLUP00000001355	ENSMLUG00000001477	Myotis_lucifugus
ENSSARP00000005213	ENSSARG00000005763	Sorex_araneus
ENSEEUP00000007192	ENSEEUG00000007900	Erinaceus_europaeus
ENSCHOP00000003433	ENSCHOG00000003885	Choloepus_hoffmanni
ENSDNOP00000011994	ENSDNOG00000015467	Dasypus_novemcinctus
ENSPCAP00000014394	ENSPCAG00000015379	Procavia_capensis
ENSETEP00000007030	ENSETEG00000008651	Echinops_telfairi
ENSLAFP00000010057	ENSLAFG00000012032	Loxodonta_africana
ENSOANP00000018541	ENSOANG00000011700	Ornithorhynchus_anatinus
ENSXETP00000049348	ENSXETG00000017928	Xenopus_tropicalis
