ENSSPUP00000001625	ENSSPUG00000001268	Sphenodon_punctatus
ENSNSUP00000005254	ENSNSUG00000004216	Notechis_scutatus
ENSGAGP00000010639	ENSGAGG00000008307	Gopherus_agassizii
ENSACAP00000019077	ENSACAG00000000438	Anolis_carolinensis
ENSPVIP00000011578	ENSPVIG00000009076	Pogona_vitticeps
ENSNSUP00000005249	ENSNSUG00000004213	Notechis_scutatus
ENSSMRP00000011392	ENSSMRG00000008954	Salvator_merianae
ENSCPBP00000015411	ENSCPBG00000011395	Chrysemys_picta_bellii
ENSGAGP00000010633	ENSGAGG00000008301	Gopherus_agassizii
ENSPSIP00000016676	ENSPSIG00000014838	Pelodiscus_sinensis
ENSPVIP00000008969	ENSPVIG00000007182	Pogona_vitticeps
ENSCPGP00000016553	ENSCPGG00000011627	Calidris_pygmaea
ENSCPUP00000023548	ENSCPUG00000015990	Calidris_pugnax
ENSSCAP00000024056	ENSSCAG00000017219	Serinus_canaria
ENSXETP00000040258	ENSXETG00000002533	Xenopus_tropicalis
ENSVURP00010022111	ENSVURG00010016943	Vombatus_ursinus
ENSVURP00010029467	ENSVURG00010022539	Vombatus_ursinus
ENSMODP00000043172	ENSMODG00000017339	Monodelphis_domestica
ENSSHAP00000012783	ENSSHAG00000010940	Sarcophilus_harrisii
ENSECAP00000012447	ENSECAG00000014805	Equus_caballus
ENSOARP00000001515	ENSOARG00000001449	Ovis_aries
ENSAMEP00000012683	ENSAMEG00000012053	Ailuropoda_melanoleuca
ENSDNOP00000024401	ENSDNOG00000034590	Dasypus_novemcinctus
ENSLACP00000015062	ENSLACG00000013255	Latimeria_chalumnae
ENSACIP00000005811	ENSACIG00000004589	Amphilophus_citrinellus
ENSLBEP00000026328	ENSLBEG00000020058	Labrus_bergylta
ENSAOCP00000018531	ENSAOCG00000023730	Amphiprion_ocellaris
ENSAPEP00000017695	ENSAPEG00000012614	Amphiprion_percula
ENSAPOP00000018065	ENSAPOG00000021382	Acanthochromis_polyacanthus
ENSSPAP00000013829	ENSSPAG00000010452	Stegastes_partitus
ENSPRNP00000031374	ENSPRNG00000015757	Parambassis_ranga
