ENSACAP00000005340	ENSACAG00000005483	Anolis_carolinensis
ENSNSUP00000022163	ENSNSUG00000016115	Notechis_scutatus
ENSSMRP00000014982	ENSSMRG00000011665	Salvator_merianae
ENSXETP00000001034	ENSXETG00000001810	Xenopus_tropicalis
ENSLACP00000004587	ENSLACG00000004084	Latimeria_chalumnae
ENSECRP00000024318	ENSECRG00000016469	Erpetoichthys_calabaricus
ENSEBUP00000027222	ENSEBUG00000016705	Eptatretus_burgeri
ENSCSAVP00000010869	ENSCSAVG00000006366	Ciona_savignyi
ENSCINP00000011848	ENSCING00000005739	Ciona_intestinalis
ENSCINP00000030013	ENSCING00000022310	Ciona_intestinalis
ENSCSAVP00000008345	ENSCSAVG00000004962	Ciona_savignyi
FBpp0088658	FBgn0003118	Drosophila_melanogaster
