ENSACAP00000008611	ENSACAG00000008662	Anolis_carolinensis	ENSACAT00000008794
ENSPVIP00000022525	ENSPVIG00000016998	Pogona_vitticeps	ENSPVIT00000027896
ENSNSUP00000009027	ENSNSUG00000006917	Notechis_scutatus
ENSSMRP00000014584	ENSSMRG00000011355	Salvator_merianae
ENSSPUP00000008968	ENSSPUG00000006994	Sphenodon_punctatus
ENSMGAP00000014739	ENSMGAG00000013930	Meleagris_gallopavo
ENSCJPP00005008859	ENSCJPG00005007855	Coturnix_japonica
ENSGALP00000026281	ENSGALG00000016321	Gallus_gallus
ENSNMEP00000025011	ENSNMEG00000021202	Numida_meleagris
ENSABRP00000000335	ENSABRG00000000376	Anser_brachyrhynchus
ENSAPLP00000004121	ENSAPLG00000004572	Anas_platyrhynchos_platyrhynchos
ENSLCOP00000000703	ENSLCOG00000000614	Lepidothrix_coronata
ENSMVIP00005017284	ENSMVIG00005012286	Manacus_vitellinus
ENSLSDP00000018157	ENSLSDG00000012962	Lonchura_striata_domestica
ENSTGUP00000013257	ENSTGUG00000012875	Taeniopygia_guttata
ENSSCAP00000015470	ENSSCAG00000011319	Serinus_canaria
ENSJHYP00000019073	ENSJHYG00000014498	Junco_hyemalis
ENSZALP00000022315	ENSZALG00000017341	Zonotrichia_albicollis
ENSFALP00000001933	ENSFALG00000001859	Ficedula_albicollis
ENSCCEP00000001330	ENSCCEG00000001585	Cyanistes_caeruleus
ENSPMJP00000012014	ENSPMJG00000009263	Parus_major
ENSCPGP00000002317	ENSCPGG00000001343	Calidris_pygmaea
ENSCPUP00000012331	ENSCPUG00000008725	Calidris_pugnax
ENSMUNP00000017861	ENSMUNG00000013674	Melopsittacus_undulatus
ENSAHAP00000020701	ENSAHAG00000014554	Apteryx_haastii
ENSAOWP00000025546	ENSAOWG00000017260	Apteryx_owenii
ENSARWP00000016795	ENSARWG00000011574	Apteryx_rowi
ENSDNVP00000023998	ENSDNVG00000016670	Dromaius_novaehollandiae
ENSNPEP00000006758	ENSNPEG00000005087	Nothoprocta_perdicaria
ENSCPRP00005015175	ENSCPRG00005010652	Crocodylus_porosus
ENSCABP00000027032	ENSCABG00000019810	Chelonoidis_abingdonii
ENSGAGP00000031519	ENSGAGG00000022639	Gopherus_agassizii
