ENSAOWP00000004194	ENSAOWG00000002942	Apteryx_owenii
ENSAHAP00000011108	ENSAHAG00000008043	Apteryx_haastii
ENSARWP00000006769	ENSARWG00000004764	Apteryx_rowi
ENSDNVP00000027308	ENSDNVG00000018956	Dromaius_novaehollandiae
ENSNPEP00000010590	ENSNPEG00000007965	Nothoprocta_perdicaria
ENSABRP00000023961	ENSABRG00000020134	Anser_brachyrhynchus
ENSAPLP00000012979	ENSAPLG00000013188	Anas_platyrhynchos_platyrhynchos
ENSCJPP00005000016	ENSCJPG00005000048	Coturnix_japonica
ENSGALP00000038012	ENSGALG00000023454	Gallus_gallus
ENSNMEP00000005664	ENSNMEG00000005851	Numida_meleagris
ENSLSDP00000022625	ENSLSDG00000015996	Lonchura_striata_domestica
ENSTGUP00000000571	ENSTGUG00000000563	Taeniopygia_guttata
ENSSCAP00000009367	ENSSCAG00000007147	Serinus_canaria
ENSJHYP00000005235	ENSJHYG00000004291	Junco_hyemalis
ENSZALP00000001221	ENSZALG00000001461	Zonotrichia_albicollis
ENSPMJP00000005678	ENSPMJG00000004910	Parus_major
ENSCCEP00000006537	ENSCCEG00000006978	Cyanistes_caeruleus
ENSFALP00000007103	ENSFALG00000006812	Ficedula_albicollis
ENSMVIP00005015294	ENSMVIG00005011009	Manacus_vitellinus
ENSLCOP00000014348	ENSLCOG00000010302	Lepidothrix_coronata
ENSMUNP00000005062	ENSMUNG00000004195	Melopsittacus_undulatus
ENSCPGP00000023875	ENSCPGG00000016498	Calidris_pygmaea
ENSCPUP00000028524	ENSCPUG00000019183	Calidris_pugnax
ENSCPRP00005006458	ENSCPRG00005004619	Crocodylus_porosus
ENSCABP00000006723	ENSCABG00000005091	Chelonoidis_abingdonii
ENSGAGP00000014505	ENSGAGG00000011024	Gopherus_agassizii
ENSCPBP00000025767	ENSCPBG00000018293	Chrysemys_picta_bellii
ENSSPUP00000023881	ENSSPUG00000018321	Sphenodon_punctatus
ENSACAP00000011918	ENSACAG00000012180	Anolis_carolinensis
ENSPVIP00000004258	ENSPVIG00000003468	Pogona_vitticeps
ENSSMRP00000018549	ENSSMRG00000014426	Salvator_merianae
ENSOARP00000007422	ENSOARG00000006931	Ovis_aries
ENSCHIP00000027187	ENSCHIG00000023217	Capra_hircus
ENSBIXP00005007253	ENSBIXG00005006606	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000019756	ENSBIXG00000023310	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000004199	ENSBTAG00000003240	Bos_taurus
ENSBMUP00000008711	ENSBMUG00000006785	Bos_mutus
ENSBBBP00000015078	ENSBBBG00000022856	Bison_bison_bison
ENSTTRP00000015680	ENSTTRG00000016539	Tursiops_truncatus
ENSSSCP00000005848	ENSSSCG00000005452	Sus_scrofa_strain_reference
ENSUMAP00000023666	ENSUMAG00000017222	Ursus_maritimus
ENSUAMP00000006239	ENSUAMG00000005490	Ursus_americanus
ENSAMEP00000019032	ENSAMEG00000018020	Ailuropoda_melanoleuca
ENSNVIP00000010106	ENSNVIG00000007992	Neovison_vison
ENSMPUP00000007358	ENSMPUG00000007416	Mustela_putorius_furo
ENSCAFP00020028621	ENSCAFG00020022427	Canis_lupus_dingo
ENSCAFP00000039195	ENSCAFG00000029601	Canis_lupus_familiaris
ENSVVUP00000040351	ENSVVUG00000028830	Vulpes_vulpes
ENSPTIP00000010901	ENSPTIG00000011512	Panthera_tigris_altaica
ENSPPRP00000029285	ENSPPRG00000021823	Panthera_pardus
ENSFCAP00000035833	ENSFCAG00000032145	Felis_catus
ENSEEUP00000000504	ENSEEUG00000000575	Erinaceus_europaeus
ENSSARP00000012913	ENSSARG00000014272	Sorex_araneus
ENSECAP00000010978	ENSECAG00000013290	Equus_caballus
ENSEASP00005033706	ENSEASG00005023071	Equus_asinus_asinus
ENSPVAP00000006853	ENSPVAG00000007264	Pteropus_vampyrus
ENSPPAP00000029357	ENSPPAG00000037682	Pan_paniscus
ENSPTRP00000060047	ENSPTRG00000040638	Pan_troglodytes
ENSP00000383456	ENSG00000188959	Homo_sapiens
ENSGGOP00000012744	ENSGGOG00000013066	Gorilla_gorilla
ENSPPYP00000021833	ENSPPYG00000019490	Pongo_abelii
ENSNLEP00000042555	ENSNLEG00000035418	Nomascus_leucogenys
ENSMFAP00000032082	ENSMFAG00000037082	Macaca_fascicularis
ENSMNEP00000026825	ENSMNEG00000036846	Macaca_nemestrina
ENSMMUP00000072595	ENSMMUG00000052156	Macaca_mulatta
ENSMLEP00000006636	ENSMLEG00000027043	Mandrillus_leucophaeus
ENSCATP00000016052	ENSCATG00000031973	Cercocebus_atys
ENSPANP00000018997	ENSPANG00000025739	Papio_anubis
ENSTGEP00000036297	ENSTGEG00000028887	Theropithecus_gelada
ENSCSAP00000007965	ENSCSAG00000011765	Chlorocebus_sabaeus
ENSRROP00000032554	ENSRROG00000039930	Rhinopithecus_roxellana
ENSRBIP00000011634	ENSRBIG00000029711	Rhinopithecus_bieti
ENSPTEP00000034606	ENSPTEG00000032826	Piliocolobus_tephrosceles
ENSCANP00000030614	ENSCANG00000038970	Colobus_angolensis_palliatus
ENSSBOP00000036592	ENSSBOG00000034426	Saimiri_boliviensis_boliviensis
ENSCCAP00000015949	ENSCCAG00000025768	Cebus_capucinus_imitator
ENSCJAP00000067443	ENSCJAG00000047942	Callithrix_jacchus
ENSANAP00000023421	ENSANAG00000029470	Aotus_nancymaae
ENSTSYP00000009148	ENSTSYG00000010019	Carlito_syrichta
ENSPCOP00000025581	ENSPCOG00000025027	Propithecus_coquereli
ENSMICP00000041746	ENSMICG00000042061	Microcebus_murinus
ENSPSMP00000027523	ENSPSMG00000019233	Prolemur_simus
ENSOGAP00000020620	ENSOGAG00000009164	Otolemur_garnettii
ENSTBEP00000011916	ENSTBEG00000013775	Tupaia_belangeri
ENSCCNP00000004596	ENSCCNG00000004901	Castor_canadensis
ENSDORP00000026032	ENSDORG00000024588	Dipodomys_ordii
ENSCAPP00000004951	ENSCAPG00000007389	Cavia_aperea
ENSCPOP00000022523	ENSCPOG00000033572	Cavia_porcellus
ENSCLAP00000019360	ENSCLAG00000013271	Chinchilla_lanigera
ENSODEP00000008389	ENSODEG00000006257	Octodon_degus
ENSHGLP00100003483	ENSHGLG00100002650	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000007638	ENSHGLG00000005540	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000000784	ENSFDAG00000010942	Fukomys_damarensis
ENSCGRP00015036650	ENSCGRG00015027486	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000022790	ENSCGRG00000016513	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001001624	ENSCGRG00001001444	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000007613	ENSMAUG00000009248	Mesocricetus_auratus
ENSPEMP00000029247	ENSPEMG00000025754	Peromyscus_maniculatus_bairdii
ENSMOCP00000013772	ENSMOCG00000013462	Microtus_ochrogaster
ENSMSIP00000021469	ENSMSIG00000018227	Mus_spicilegus
MGP_SPRETEiJ_P0064957	MGP_SPRETEiJ_G0027012	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000068932	ENSMUSG00000052117	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0062484	MGP_CAROLIEiJ_G0026047	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0077620	MGP_PahariEiJ_G0028385	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000016068	ENSRNOG00000012068	Rattus_norvegicus
ENSMUGP00000013064	ENSMUGG00000011337	Meriones_unguiculatus
ENSNGAP00000021126	ENSNGAG00000020407	Nannospalax_galili
ENSJJAP00000016747	ENSJJAG00000018502	Jaculus_jaculus
ENSSDAP00000022265	ENSSDAG00000020243	Spermophilus_dauricus
ENSUPAP00010011071	ENSUPAG00010008969	Urocitellus_parryii
ENSSTOP00000018293	ENSSTOG00000022259	Ictidomys_tridecemlineatus
ENSMMMP00000003110	ENSMMMG00000002844	Marmota_marmota_marmota
ENSOCUP00000022824	ENSOCUG00000025279	Oryctolagus_cuniculus
ENSOPRP00000012577	ENSOPRG00000013799	Ochotona_princeps
ENSLAFP00000017847	ENSLAFG00000023199	Loxodonta_africana
ENSETEP00000015863	ENSETEG00000019529	Echinops_telfairi
ENSCHOP00000001509	ENSCHOG00000001707	Choloepus_hoffmanni
ENSDNOP00000034614	ENSDNOG00000044711	Dasypus_novemcinctus
ENSXETP00000014456	ENSXETG00000000650	Xenopus_tropicalis
