ENSGAGP00000026028	ENSGAGG00000019012	Gopherus_agassizii
ENSCABP00000029259	ENSCABG00000021428	Chelonoidis_abingdonii
ENSCPBP00000007901	ENSCPBG00000006215	Chrysemys_picta_bellii
ENSPSIP00000017688	ENSPSIG00000015588	Pelodiscus_sinensis
ENSCPRP00005007860	ENSCPRG00005005515	Crocodylus_porosus
ENSPVIP00000011738	ENSPVIG00000009200	Pogona_vitticeps
ENSACAP00000011960	ENSACAG00000011959	Anolis_carolinensis
ENSNSUP00000027204	ENSNSUG00000019482	Notechis_scutatus
ENSSMRP00000028996	ENSSMRG00000022321	Salvator_merianae
ENSAHAP00000018931	ENSAHAG00000013413	Apteryx_haastii
ENSARWP00000020172	ENSARWG00000013815	Apteryx_rowi
ENSAOWP00000002599	ENSAOWG00000001119	Apteryx_owenii
ENSDNVP00000025603	ENSDNVG00000017682	Dromaius_novaehollandiae
ENSNPEP00000008757	ENSNPEG00000006582	Nothoprocta_perdicaria
ENSAPLP00000028265	ENSAPLG00000003156	Anas_platyrhynchos_platyrhynchos
ENSABRP00000019908	ENSABRG00000017050	Anser_brachyrhynchus
ENSGALP00000057238	ENSGALG00000035202	Gallus_gallus
ENSCJPP00005003476	ENSCJPG00005001680	Coturnix_japonica
ENSMGAP00000000885	ENSMGAG00000017162	Meleagris_gallopavo
ENSNMEP00000009708	ENSNMEG00000009341	Numida_meleagris
ENSCPGP00000005010	ENSCPGG00000003601	Calidris_pygmaea
ENSCPUP00000003807	ENSCPUG00000002910	Calidris_pugnax
ENSZALP00000020370	ENSZALG00000016040	Zonotrichia_albicollis
ENSJHYP00000018585	ENSJHYG00000014140	Junco_hyemalis
ENSSCAP00000022149	ENSSCAG00000015923	Serinus_canaria
ENSTGUP00000004689	ENSTGUG00000004517	Taeniopygia_guttata
ENSTGUP00000014513	ENSTGUG00000014127	Taeniopygia_guttata
ENSLSDP00000015694	ENSLSDG00000011311	Lonchura_striata_domestica
ENSPMJP00000009101	ENSPMJG00000007328	Parus_major
ENSCCEP00000002998	ENSCCEG00000003375	Cyanistes_caeruleus
ENSFALP00000010161	ENSFALG00000009725	Ficedula_albicollis
ENSMUNP00000001104	ENSMUNG00000000893	Melopsittacus_undulatus
ENSMVIP00005025203	ENSMVIG00005017324	Manacus_vitellinus
ENSLCOP00000021562	ENSLCOG00000015248	Lepidothrix_coronata
ENSDNOP00000020905	ENSDNOG00000043347	Dasypus_novemcinctus
ENSSARP00000000999	ENSSARG00000001065	Sorex_araneus
ENSOCUP00000005580	ENSOCUG00000006449	Oryctolagus_cuniculus
ENSOPRP00000003722	ENSOPRG00000004003	Ochotona_princeps
ENSDORP00000013345	ENSDORG00000014193	Dipodomys_ordii
