ENSPVIP00000011101	ENSPVIG00000008715	Pogona_vitticeps	ENSPVIT00000014070
ENSACAP00000015113	ENSACAG00000015342	Anolis_carolinensis	ENSACAT00000015419
ENSNSUP00000018205	ENSNSUG00000013332	Notechis_scutatus
ENSSMRP00000021979	ENSSMRG00000017083	Salvator_merianae
ENSSPUP00000021537	ENSSPUG00000016509	Sphenodon_punctatus
ENSCABP00000004290	ENSCABG00000003235	Chelonoidis_abingdonii
ENSGAGP00000032535	ENSGAGG00000023271	Gopherus_agassizii
ENSCPBP00000019342	ENSCPBG00000013986	Chrysemys_picta_bellii
ENSPSIP00000013262	ENSPSIG00000011897	Pelodiscus_sinensis
ENSMICP00000046567	ENSMICG00000034151	Microcebus_murinus
ENSNLEP00000048444	ENSNLEG00000015935	Nomascus_leucogenys
ENSOPRP00000015633	ENSOPRG00000017127	Ochotona_princeps
ENSTBEP00000003734	ENSTBEG00000004307	Tupaia_belangeri
ENSMAUP00000001153	ENSMAUG00000000871	Mesocricetus_auratus
ENSSARP00000009840	ENSSARG00000010884	Sorex_araneus
ENSETEP00000003629	ENSETEG00000004433	Echinops_telfairi
ENSPTEP00000026723	ENSPTEG00000026719	Piliocolobus_tephrosceles
ENSCANP00000038750	ENSCANG00000043049	Colobus_angolensis_palliatus
ENSRBIP00000015055	ENSRBIG00000031632	Rhinopithecus_bieti
ENSRROP00000002366	ENSRROG00000009609	Rhinopithecus_roxellana
ENSTGEP00000024109	ENSTGEG00000019508	Theropithecus_gelada
ENSMLEP00000032613	ENSMLEG00000040513	Mandrillus_leucophaeus
ENSMNEP00000019633	ENSMNEG00000033667	Macaca_nemestrina
ENSMMUP00000062440	ENSMMUG00000005598	Macaca_mulatta
ENSMFAP00000044270	ENSMFAG00000039503	Macaca_fascicularis
ENSCSAP00000005857	ENSCSAG00000009602	Chlorocebus_sabaeus
ENSCATP00000019665	ENSCATG00000033633	Cercocebus_atys
ENSPTRP00000017631	ENSPTRG00000010366	Pan_troglodytes
ENSPPAP00000034736	ENSPPAG00000040203	Pan_paniscus
ENSP00000301454	ENSG00000125648	Homo_sapiens
ENSGGOP00000024832	ENSGGOG00000007058	Gorilla_gorilla
ENSPANP00000009095	ENSPANG00000008553	Papio_anubis
ENSPPYP00000010603	ENSPPYG00000009456	Pongo_abelii
ENSCCAP00000009252	ENSCCAG00000022370	Cebus_capucinus_imitator
ENSSBOP00000034020	ENSSBOG00000033178	Saimiri_boliviensis_boliviensis
ENSCJAP00000030567	ENSCJAG00000016577	Callithrix_jacchus
ENSANAP00000040887	ENSANAG00000037773	Aotus_nancymaae
ENSTSYP00000020658	ENSTSYG00000031974	Carlito_syrichta
ENSPSMP00000014735	ENSPSMG00000010559	Prolemur_simus
ENSPCOP00000000444	ENSPCOG00000001217	Propithecus_coquereli
ENSOGAP00000007225	ENSOGAG00000008076	Otolemur_garnettii
ENSMSIP00000025874	ENSMSIG00000021822	Mus_spicilegus
ENSMUSP00000040198	ENSMUSG00000046329	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0047289	MGP_SPRETEiJ_G0022713	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0045398	MGP_CAROLIEiJ_G0021802	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0044903	MGP_PahariEiJ_G0020791	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000064402	ENSRNOG00000047781	Rattus_norvegicus
ENSMUGP00000007062	ENSMUGG00000006492	Meriones_unguiculatus
ENSCGRP00001026006	ENSCGRG00001023449	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015001986	ENSCGRG00015001633	Cricetulus_griseus_CriGri-PICR
