ENSGAGP00000017443	ENSGAGG00000012963	Gopherus_agassizii
ENSCABP00000013723	ENSCABG00000010271	Chelonoidis_abingdonii
ENSCPBP00000010832	ENSCPBG00000008296	Chrysemys_picta_bellii
ENSPSIP00000006930	ENSPSIG00000006353	Pelodiscus_sinensis
ENSABRP00000014472	ENSABRG00000012798	Anser_brachyrhynchus
ENSAPLP00000002064	ENSAPLG00000002596	Anas_platyrhynchos_platyrhynchos
ENSGALP00000014674	ENSGALG00000009029	Gallus_gallus
ENSCJPP00005014567	ENSCJPG00005012142	Coturnix_japonica
ENSMGAP00000008970	ENSMGAG00000008725	Meleagris_gallopavo
ENSNMEP00000010155	ENSNMEG00000009683	Numida_meleagris
ENSPMJP00000013181	ENSPMJG00000010063	Parus_major
ENSCCEP00000004326	ENSCCEG00000004819	Cyanistes_caeruleus
ENSTGUP00000004808	ENSTGUG00000004668	Taeniopygia_guttata
ENSLSDP00000005568	ENSLSDG00000004327	Lonchura_striata_domestica
ENSSCAP00000000226	ENSSCAG00000000213	Serinus_canaria
ENSJHYP00000019641	ENSJHYG00000014924	Junco_hyemalis
ENSZALP00000008080	ENSZALG00000007081	Zonotrichia_albicollis
ENSFALP00000010424	ENSFALG00000009987	Ficedula_albicollis
ENSLCOP00000019710	ENSLCOG00000013962	Lepidothrix_coronata
ENSMVIP00005002342	ENSMVIG00005001859	Manacus_vitellinus
ENSCPGP00000006993	ENSCPGG00000005018	Calidris_pygmaea
ENSCPUP00000013251	ENSCPUG00000009413	Calidris_pugnax
ENSMUNP00000022447	ENSMUNG00000016869	Melopsittacus_undulatus
ENSAHAP00000023408	ENSAHAG00000016375	Apteryx_haastii
ENSARWP00000027453	ENSARWG00000018547	Apteryx_rowi
ENSAOWP00000001320	ENSAOWG00000000966	Apteryx_owenii
ENSDNVP00000026985	ENSDNVG00000018749	Dromaius_novaehollandiae
ENSNPEP00000006402	ENSNPEG00000004841	Nothoprocta_perdicaria
ENSCPRP00005015169	ENSCPRG00005010654	Crocodylus_porosus
ENSACAP00000007005	ENSACAG00000007124	Anolis_carolinensis
ENSPVIP00000006088	ENSPVIG00000005057	Pogona_vitticeps
ENSNSUP00000016283	ENSNSUG00000012031	Notechis_scutatus
ENSSMRP00000015791	ENSSMRG00000012286	Salvator_merianae
ENSSPUP00000008408	ENSSPUG00000006520	Sphenodon_punctatus
ENSLAFP00000003916	ENSLAFG00000004689	Loxodonta_africana
ENSPCAP00000007263	ENSPCAG00000007781	Procavia_capensis
ENSCHOP00000010600	ENSCHOG00000011991	Choloepus_hoffmanni
ENSDNOP00000033755	ENSDNOG00000033776	Dasypus_novemcinctus
ENSPTRP00000033602	ENSPTRG00000019624	Pan_troglodytes
ENSPPAP00000020842	ENSPPAG00000033647	Pan_paniscus
ENSP00000222747	ENSG00000106025	Homo_sapiens
ENSGGOP00000028632	ENSGGOG00000034918	Gorilla_gorilla
ENSPPYP00000020123	ENSPPYG00000017944	Pongo_abelii
ENSNLEP00000014348	ENSNLEG00000011786	Nomascus_leucogenys
ENSMFAP00000005419	ENSMFAG00000002377	Macaca_fascicularis
ENSMNEP00000022073	ENSMNEG00000034729	Macaca_nemestrina
ENSMMUP00000030687	ENSMMUG00000023310	Macaca_mulatta
ENSMLEP00000024420	ENSMLEG00000036367	Mandrillus_leucophaeus
ENSCATP00000016928	ENSCATG00000032384	Cercocebus_atys
ENSTGEP00000022322	ENSTGEG00000018062	Theropithecus_gelada
ENSPANP00000037925	ENSPANG00000032965	Papio_anubis
ENSCSAP00000006995	ENSCSAG00000010773	Chlorocebus_sabaeus
ENSRBIP00000023907	ENSRBIG00000035868	Rhinopithecus_bieti
ENSRROP00000013673	ENSRROG00000031070	Rhinopithecus_roxellana
ENSPTEP00000023942	ENSPTEG00000024548	Piliocolobus_tephrosceles
ENSPTEP00000027382	ENSPTEG00000027235	Piliocolobus_tephrosceles
ENSCANP00000032517	ENSCANG00000039920	Colobus_angolensis_palliatus
ENSSBOP00000004185	ENSSBOG00000018467	Saimiri_boliviensis_boliviensis
ENSCJAP00000073599	ENSCJAG00000017120	Callithrix_jacchus
ENSCCAP00000007609	ENSCCAG00000021555	Cebus_capucinus_imitator
ENSANAP00000017321	ENSANAG00000026533	Aotus_nancymaae
ENSTSYP00000030137	ENSTSYG00000026212	Carlito_syrichta
ENSPCOP00000019546	ENSPCOG00000021720	Propithecus_coquereli
ENSPSMP00000020892	ENSPSMG00000014789	Prolemur_simus
ENSMICP00000047936	ENSMICG00000000958	Microcebus_murinus
ENSOGAP00000003759	ENSOGAG00000004209	Otolemur_garnettii
ENSCCNP00000016331	ENSCCNG00000016625	Castor_canadensis
ENSDORP00000025841	ENSDORG00000003102	Dipodomys_ordii
ENSCGRP00001010185	ENSCGRG00001012145	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015035620	ENSCGRG00015026739	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000011518	ENSCGRG00000008400	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000013758	ENSMAUG00000013716	Mesocricetus_auratus
ENSPEMP00000017261	ENSPEMG00000016235	Peromyscus_maniculatus_bairdii
ENSMOCP00000021693	ENSMOCG00000018964	Microtus_ochrogaster
ENSMSIP00000022871	ENSMSIG00000019433	Mus_spicilegus
ENSMUSP00000031678	ENSMUSG00000029669	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0075593	MGP_SPRETEiJ_G0029128	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0072752	MGP_CAROLIEiJ_G0028128	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0048875	MGP_PahariEiJ_G0021884	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000072130	ENSRNOG00000059016	Rattus_norvegicus
ENSMUGP00000007637	ENSMUGG00000006933	Meriones_unguiculatus
ENSNGAP00000003942	ENSNGAG00000004886	Nannospalax_galili
ENSJJAP00000003216	ENSJJAG00000006214	Jaculus_jaculus
ENSHGLP00100018032	ENSHGLG00100013294	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000013894	ENSHGLG00000009931	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000002480	ENSFDAG00000012177	Fukomys_damarensis
ENSCLAP00000006687	ENSCLAG00000004712	Chinchilla_lanigera
ENSODEP00000016534	ENSODEG00000012176	Octodon_degus
ENSCAPP00000015620	ENSCAPG00000015705	Cavia_aperea
ENSCPOP00000027499	ENSCPOG00000011851	Cavia_porcellus
ENSSTOP00000032657	ENSSTOG00000000209	Ictidomys_tridecemlineatus
ENSSDAP00000010053	ENSSDAG00000009142	Spermophilus_dauricus
ENSUPAP00010019810	ENSUPAG00010015684	Urocitellus_parryii
ENSMMMP00000016605	ENSMMMG00000014770	Marmota_marmota_marmota
ENSTBEP00000011354	ENSTBEG00000013114	Tupaia_belangeri
ENSPVAP00000009533	ENSPVAG00000010110	Pteropus_vampyrus
ENSMLUP00000009769	ENSMLUG00000010727	Myotis_lucifugus
ENSSSCP00000054856	ENSSSCG00000016620	Sus_scrofa_strain_reference
ENSVPAP00000000915	ENSVPAG00000000992	Vicugna_pacos
ENSOARP00000019394	ENSOARG00000018070	Ovis_aries
ENSCHIP00000010144	ENSCHIG00000012755	Capra_hircus
ENSBIXP00005017440	ENSBIXG00005020981	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000015927	ENSBIXG00000020267	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000032587	ENSBMUG00000024317	Bos_mutus
ENSBTAP00000061273	ENSBTAG00000015337	Bos_taurus
ENSBBBP00000027485	ENSBBBG00000023746	Bison_bison_bison
ENSTTRP00000015381	ENSTTRG00000016225	Tursiops_truncatus
ENSSARP00000009075	ENSSARG00000010024	Sorex_araneus
ENSUMAP00000003799	ENSUMAG00000003123	Ursus_maritimus
ENSUAMP00000015012	ENSUAMG00000012052	Ursus_americanus
ENSAMEP00000006291	ENSAMEG00000005955	Ailuropoda_melanoleuca
ENSNVIP00000002371	ENSNVIG00000001909	Neovison_vison
ENSMPUP00000007002	ENSMPUG00000007059	Mustela_putorius_furo
ENSCAFP00020009461	ENSCAFG00020007671	Canis_lupus_dingo
ENSCAFP00000005176	ENSCAFG00000003472	Canis_lupus_familiaris
ENSVVUP00000023551	ENSVVUG00000017249	Vulpes_vulpes
ENSPTIP00000004895	ENSPTIG00000007270	Panthera_tigris_altaica
ENSPPRP00000016187	ENSPPRG00000008555	Panthera_pardus
ENSFCAP00000017281	ENSFCAG00000023943	Felis_catus
ENSEEUP00000010753	ENSEEUG00000011800	Erinaceus_europaeus
ENSEASP00005012790	ENSEASG00005008941	Equus_asinus_asinus
ENSECAP00000001698	ENSECAG00000001545	Equus_caballus
ENSOCUP00000041825	ENSOCUG00000001875	Oryctolagus_cuniculus
ENSOPRP00000015436	ENSOPRG00000016911	Ochotona_princeps
ENSETEP00000005351	ENSETEG00000006585	Echinops_telfairi
ENSVURP00010031108	ENSVURG00010023791	Vombatus_ursinus
ENSPCIP00000007362	ENSPCIG00000006234	Phascolarctos_cinereus
ENSMEUP00000013646	ENSMEUG00000014960	Notamacropus_eugenii
ENSSHAP00000014199	ENSSHAG00000012139	Sarcophilus_harrisii
ENSMODP00000019338	ENSMODG00000015495	Monodelphis_domestica
ENSOANP00000019577	ENSOANG00000012371	Ornithorhynchus_anatinus
ENSXETP00000050340	ENSXETG00000018222	Xenopus_tropicalis
ENSLACP00000014735	ENSLACG00000012969	Latimeria_chalumnae
ENSPKIP00000037972	ENSPKIG00000015944	Paramormyrops_kingsleyae
ENSSFOP00015034358	ENSSFOG00015021890	Scleropages_formosus
ENSAMXP00000043782	ENSAMXG00000043991	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005030380	ENSAMXG00005014919	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000025044	ENSPNAG00000009926	Pygocentrus_nattereri
ENSEEEP00000044684	ENSEEEG00000021100	Electrophorus_electricus
ENSIPUP00000027766	ENSIPUG00000018794	Ictalurus_punctatus
ENSDARP00000048002	ENSDARG00000032389	Danio_rerio
ENSCHAP00000005192	ENSCHAG00000003366	Clupea_harengus
ENSDCDP00000027648	ENSDCDG00000020154	Denticeps_clupeoides
ENSHHUP00000023408	ENSHHUG00000014682	Hucho_hucho
ENSHHUP00000091687	ENSHHUG00000052880	Hucho_hucho
ENSELUP00000038097	ENSELUG00000017895	Esox_lucius
ENSMALP00000014872	ENSMALG00000010431	Monopterus_albus
ENSBSLP00000011753	ENSBSLG00000006073	Betta_splendens
ENSPRNP00000044106	ENSPRNG00000021467	Parambassis_ranga
ENSCSEP00000005710	ENSCSEG00000003683	Cynoglossus_semilaevis
ENSLBEP00000018670	ENSLBEG00000014370	Labrus_bergylta
ENSGACP00000000839	ENSGACG00000000652	Gasterosteus_aculeatus
ENSTNIP00000008893	ENSTNIG00000006146	Tetraodon_nigroviridis
ENSTNIP00000003991	ENSTNIG00000000260	Tetraodon_nigroviridis
ENSTRUP00000056529	ENSTRUG00000020619	Takifugu_rubripes
ENSMMOP00000007631	ENSMMOG00000005931	Mola_mola
ENSORLP00000031225	ENSORLG00000021979	Oryzias_latipes_ASM223467v1
