ENSPVIP00000003767	ENSPVIG00000003114	Pogona_vitticeps
ENSACAP00000014367	ENSACAG00000014615	Anolis_carolinensis
ENSNSUP00000026583	ENSNSUG00000019075	Notechis_scutatus
ENSNSUP00000026578	ENSNSUG00000019069	Notechis_scutatus
ENSSMRP00000004341	ENSSMRG00000003603	Salvator_merianae
ENSSPUP00000016395	ENSSPUG00000012682	Sphenodon_punctatus
ENSCABP00000004586	ENSCABG00000003450	Chelonoidis_abingdonii
ENSGAGP00000026471	ENSGAGG00000019290	Gopherus_agassizii
ENSCPBP00000010627	ENSCPBG00000008147	Chrysemys_picta_bellii
ENSPSIP00000006542	ENSPSIG00000006057	Pelodiscus_sinensis
ENSABRP00000002355	ENSABRG00000002308	Anser_brachyrhynchus
ENSAPLP00000028288	ENSAPLG00000014442	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000002231	ENSMGAG00000002596	Meleagris_gallopavo
ENSCJPP00005009990	ENSCJPG00005008749	Coturnix_japonica
ENSGALP00000002633	ENSGALG00000001718	Gallus_gallus
ENSNMEP00000020825	ENSNMEG00000017876	Numida_meleagris
ENSLSDP00000010614	ENSLSDG00000007808	Lonchura_striata_domestica
ENSTGUP00000001516	ENSTGUG00000001470	Taeniopygia_guttata
ENSSCAP00000014446	ENSSCAG00000010617	Serinus_canaria
ENSJHYP00000010971	ENSJHYG00000008577	Junco_hyemalis
ENSZALP00000011182	ENSZALG00000009475	Zonotrichia_albicollis
ENSFALP00000014138	ENSFALG00000013546	Ficedula_albicollis
ENSCCEP00000021001	ENSCCEG00000019060	Cyanistes_caeruleus
ENSPMJP00000019389	ENSPMJG00000014523	Parus_major
ENSMVIP00005025621	ENSMVIG00005017884	Manacus_vitellinus
ENSLCOP00000014031	ENSLCOG00000010102	Lepidothrix_coronata
ENSCPUP00000010848	ENSCPUG00000007699	Calidris_pugnax
ENSCPGP00000004917	ENSCPGG00000003536	Calidris_pygmaea
ENSMUNP00000015188	ENSMUNG00000011756	Melopsittacus_undulatus
ENSAHAP00000023078	ENSAHAG00000016143	Apteryx_haastii
ENSARWP00000019606	ENSARWG00000013431	Apteryx_rowi
ENSAOWP00000007141	ENSAOWG00000004915	Apteryx_owenii
ENSDNVP00000004250	ENSDNVG00000003019	Dromaius_novaehollandiae
ENSCPRP00005009502	ENSCPRG00005006687	Crocodylus_porosus
ENSNPEP00000003784	ENSNPEG00000002886	Nothoprocta_perdicaria
ENSVURP00010009510	ENSVURG00010007362	Vombatus_ursinus
ENSPCIP00000040300	ENSPCIG00000029489	Phascolarctos_cinereus
ENSPCIP00000004117	ENSPCIG00000003364	Phascolarctos_cinereus
ENSPCIP00000020070	ENSPCIG00000015295	Phascolarctos_cinereus
ENSPCIP00000034526	ENSPCIG00000025558	Phascolarctos_cinereus
ENSVURP00010004151	ENSVURG00010003292	Vombatus_ursinus
ENSMODP00000041503	ENSMODG00000007651	Monodelphis_domestica
ENSSHAP00000008617	ENSSHAG00000007465	Sarcophilus_harrisii
ENSPVAP00000016888	ENSPVAG00000017902	Pteropus_vampyrus
ENSMLUP00000001529	ENSMLUG00000001667	Myotis_lucifugus
ENSECAP00000016480	ENSECAG00000018880	Equus_caballus
ENSEASP00005000571	ENSEASG00005000533	Equus_asinus_asinus
ENSCHIP00000002083	ENSCHIG00000004699	Capra_hircus
ENSOARP00000015073	ENSOARG00000014048	Ovis_aries
ENSBIXP00005023209	ENSBIXG00005026073	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000043609	ENSBIXG00000027764	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000008669	ENSBTAG00000006607	Bos_taurus
ENSBBBP00000007458	ENSBBBG00000015539	Bison_bison_bison
ENSBIXP00000001289	ENSBIXG00000028704	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005042582	ENSBIXG00005006699	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000017779	ENSBMUG00000013442	Bos_mutus
ENSBBBP00000001960	ENSBBBG00000006763	Bison_bison_bison
ENSBIXP00000033634	ENSBIXG00000002238	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005045384	ENSBIXG00005029091	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000058474	ENSBTAG00000053969	Bos_taurus
ENSBBBP00000000311	ENSBBBG00000009448	Bison_bison_bison
ENSTTRP00000001087	ENSTTRG00000001157	Tursiops_truncatus
ENSSSCP00000018036	ENSSSCG00000017024	Sus_scrofa_strain_reference
ENSVPAP00000007758	ENSVPAG00000008340	Vicugna_pacos
ENSECAP00000046532	ENSECAG00000033968	Equus_caballus
ENSUMAP00000034459	ENSUMAG00000024799	Ursus_maritimus
ENSUAMP00000036425	ENSUAMG00000027607	Ursus_americanus
ENSAMEP00000005580	ENSAMEG00000005273	Ailuropoda_melanoleuca
ENSMPUP00000013109	ENSMPUG00000013207	Mustela_putorius_furo
ENSNVIP00000007587	ENSNVIG00000005987	Neovison_vison
ENSCAFP00000025345	ENSCAFG00000017207	Canis_lupus_familiaris
ENSCAFP00020002589	ENSCAFG00020002158	Canis_lupus_dingo
ENSVVUP00000033832	ENSVVUG00000024429	Vulpes_vulpes
ENSVVUP00000003770	ENSVVUG00000002959	Vulpes_vulpes
ENSVVUP00000004801	ENSVVUG00000003737	Vulpes_vulpes
ENSPTIP00000010255	ENSPTIG00000011063	Panthera_tigris_altaica
ENSPPRP00000010913	ENSPPRG00000004940	Panthera_pardus
ENSFCAP00000019478	ENSFCAG00000027366	Felis_catus
ENSFDAP00000015911	ENSFDAG00000004079	Fukomys_damarensis
ENSCLAP00000014074	ENSCLAG00000009715	Chinchilla_lanigera
ENSCLAP00000022352	ENSCLAG00000015331	Chinchilla_lanigera
ENSCLAP00000024371	ENSCLAG00000016737	Chinchilla_lanigera
ENSCLAP00000002612	ENSCLAG00000001888	Chinchilla_lanigera
ENSFDAP00000015072	ENSFDAG00000002731	Fukomys_damarensis
ENSFDAP00000020570	ENSFDAG00000008348	Fukomys_damarensis
