ENSHHUP00000016976	ENSHHUG00000010585	Hucho_hucho
ENSCPOP00000007115	ENSCPOG00000007904	Cavia_porcellus
ENSCGRP00001023663	ENSCGRG00001021815	Cricetulus_griseus_CHOK1GS_HDv1
ENSSCAP00000006810	ENSSCAG00000005298	Serinus_canaria
ENSCMIP00000045438	ENSCMIG00000018754	Callorhinchus_milii
ENSTGUP00000007837	ENSTGUG00000007597	Taeniopygia_guttata
ENSABRP00000001547	ENSABRG00000001566	Anser_brachyrhynchus
ENSSMAP00000023128	ENSSMAG00000014093	Scophthalmus_maximus
ENSCSEP00000015501	ENSCSEG00000009953	Cynoglossus_semilaevis
ENSSHAP00000004702	ENSSHAG00000004129	Sarcophilus_harrisii
ENSXETP00000054208	ENSXETG00000020673	Xenopus_tropicalis
ENSNVIP00000028095	ENSNVIG00000021706	Neovison_vison
ENSSTOP00000010917	ENSSTOG00000012180	Ictidomys_tridecemlineatus
ENSLCAP00010010191	ENSLCAG00010004861	Lates_calcarifer
ENSMPUP00000011037	ENSMPUG00000011127	Mustela_putorius_furo
ENSHCOP00000028294	ENSHCOG00000020850	Hippocampus_comes
ENSUAMP00000032178	ENSUAMG00000024601	Ursus_americanus
ENSPPYP00000007301	ENSPPYG00000006444	Pongo_abelii
ENSLSDP00000024477	ENSLSDG00000017171	Lonchura_striata_domestica
ENSNPEP00000020528	ENSNPEG00000015253	Nothoprocta_perdicaria	ENSNPET00000021049
ENSCHAP00000051695	ENSCHAG00000023628	Clupea_harengus
ENSARWP00000018761	ENSARWG00000012899	Apteryx_rowi	ENSARWT00000021327
ENSELUP00000020563	ENSELUG00000001472	Esox_lucius
ENSXCOP00000024744	ENSXCOG00000018486	Xiphophorus_couchianus
MGP_SPRETEiJ_P0056356	MGP_SPRETEiJ_G0025134	Mus_spretus_strain_SPRET/EiJ
ENSCCAP00000028104	ENSCCAG00000031962	Cebus_capucinus_imitator
ENSSFOP00015023908	ENSSFOG00015015354	Scleropages_formosus
ENSORLP00000004051	ENSORLG00000003253	Oryzias_latipes_ASM223467v1
ENSSDAP00000018423	ENSSDAG00000016830	Spermophilus_dauricus
ENSMZEP00005008908	ENSMZEG00005006734	Maylandia_zebra
ENSECRP00000031240	ENSECRG00000021172	Erpetoichthys_calabaricus
ENSHGLP00100002047	ENSHGLG00100001593	Heterocephalus_glaber_HetGla_1.0
ENSTSYP00000009643	ENSTSYG00000010492	Carlito_syrichta
ENSSBOP00000031713	ENSSBOG00000032067	Saimiri_boliviensis_boliviensis
ENSCCNP00000017854	ENSCCNG00000018155	Castor_canadensis
ENSCJPP00005025857	ENSCJPG00005020207	Coturnix_japonica
ENSTNIP00000012360	ENSTNIG00000009487	Tetraodon_nigroviridis
ENSOARP00000022618	ENSOARG00000021045	Ovis_aries
ENSGACP00000019835	ENSGACG00000015028	Gasterosteus_aculeatus
ENSPTRP00000012025	ENSPTRG00000007033	Pan_troglodytes
ENSOMEP00000028204	ENSOMEG00000011167	Oryzias_melastigma
ENSTGUP00000017468	ENSTGUG00000017188	Taeniopygia_guttata
ENSMGAP00000007712	ENSMGAG00000007552	Meleagris_gallopavo
ENSMMMP00000020059	ENSMMMG00000017727	Marmota_marmota_marmota
ENSPVAP00000002901	ENSPVAG00000003074	Pteropus_vampyrus
ENSUMAP00000026015	ENSUMAG00000018949	Ursus_maritimus
ENSLCOP00000021378	ENSLCOG00000015112	Lepidothrix_coronata
ENSCAFP00020028174	ENSCAFG00020022103	Canis_lupus_dingo
ENSPCIP00000026566	ENSPCIG00000019907	Phascolarctos_cinereus
ENSNMEP00000027468	ENSNMEG00000022990	Numida_meleagris
ENSSPAP00000013621	ENSSPAG00000010283	Stegastes_partitus
ENSCANP00000012387	ENSCANG00000029550	Colobus_angolensis_palliatus
ENSTRUP00000043843	ENSTRUG00000017109	Takifugu_rubripes
ENSIPUP00000025318	ENSIPUG00000017134	Ictalurus_punctatus
ENSP00000379895	ENSG00000171766	Homo_sapiens
ENSGAGP00000030426	ENSGAGG00000021905	Gopherus_agassizii
ENSPFOP00000017692	ENSPFOG00000017592	Poecilia_formosa
ENSPNAP00000001737	ENSPNAG00000008388	Pygocentrus_nattereri
ENSEEUP00000007080	ENSEEUG00000007782	Erinaceus_europaeus
ENSCCEP00000011968	ENSCCEG00000011607	Cyanistes_caeruleus
ENSPEMP00000021787	ENSPEMG00000019330	Peromyscus_maniculatus_bairdii
ENSDORP00000009202	ENSDORG00000009786	Dipodomys_ordii
ENSCSAVP00000019628	ENSCSAVG00000011503	Ciona_savignyi
ENSPLAP00000029303	ENSPLAG00000019428	Poecilia_latipinna
ENSNBRP00000028171	ENSNBRG00000021453	Neolamprologus_brichardi
ENSMFAP00000033024	ENSMFAG00000003046	Macaca_fascicularis
ENSSPUP00000013920	ENSSPUG00000010726	Sphenodon_punctatus	ENSSPUT00000014850
ENSMODP00000021997	ENSMODG00000017640	Monodelphis_domestica
ENSDNVP00000006186	ENSDNVG00000004432	Dromaius_novaehollandiae	ENSDNVT00000007462
ENSPNYP00000024051	ENSPNYG00000018166	Pundamilia_nyererei
ENSLOCP00000015996	ENSLOCG00000012986	Lepisosteus_oculatus
ENSEBUP00000012488	ENSEBUG00000007946	Eptatretus_burgeri
ENSMUGP00000007316	ENSMUGG00000006702	Meriones_unguiculatus
ENSCPUP00000027381	ENSCPUG00000018428	Calidris_pugnax
ENSFHEP00000025493	ENSFHEG00000007791	Fundulus_heteroclitus
ENSUPAP00010012006	ENSUPAG00010009746	Urocitellus_parryii
ENSMVIP00005020538	ENSMVIG00005014513	Manacus_vitellinus
ENSCGRP00015024306	ENSCGRG00015018504	Cricetulus_griseus_CriGri-PICR
ENSSLDP00000013034	ENSSLDG00000010359	Seriola_lalandi_dorsalis
ENSAPEP00000034867	ENSAPEG00000024765	Amphiprion_percula
ENSMLUP00000006607	ENSMLUG00000007241	Myotis_lucifugus
ENSBTAP00000007338	ENSBTAG00000005586	Bos_taurus
ENSAPEP00000034860	ENSAPEG00000024762	Amphiprion_percula
