ENSCHAP00000058290	ENSCHAG00000026242	Clupea_harengus
ENSMODP00000010524	ENSMODG00000008464	Monodelphis_domestica
ENSTSYP00000005853	ENSTSYG00000006385	Carlito_syrichta
ENSAMXP00000032979	ENSAMXG00000038138	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSEEEP00000004367	ENSEEEG00000002291	Electrophorus_electricus
ENSMNEP00000034560	ENSMNEG00000040449	Macaca_nemestrina
ENSGMOP00000005403	ENSGMOG00000005083	Gadus_morhua
ENSPEMP00000009172	ENSPEMG00000010549	Peromyscus_maniculatus_bairdii
ENSRNOP00000019108	ENSRNOG00000014178	Rattus_norvegicus
ENSAMEP00000016272	ENSAMEG00000015386	Ailuropoda_melanoleuca
ENSACAP00000012864	ENSACAG00000012998	Anolis_carolinensis	ENSACAT00000013121
ENSMAMP00000035103	ENSMAMG00000023563	Mastacembelus_armatus
ENSMMOP00000012978	ENSMMOG00000009974	Mola_mola
ENSCPOP00000008923	ENSCPOG00000009944	Cavia_porcellus
ENSCANP00000033540	ENSCANG00000040429	Colobus_angolensis_palliatus
ENSHGLP00100024856	ENSHGLG00100018249	Heterocephalus_glaber_HetGla_1.0
ENSMFAP00000027273	ENSMFAG00000045035	Macaca_fascicularis
ENSGWIP00000042818	ENSGWIG00000021439	Gouania_willdenowi
ENSONIP00000004098	ENSONIG00000003265	Oreochromis_niloticus
ENSLCRP00005060606	ENSLCRG00005022380	Larimichthys_crocea
ENSUMAP00000020796	ENSUMAG00000015181	Ursus_maritimus
ENSPRNP00000056487	ENSPRNG00000026385	Parambassis_ranga
ENSCGOP00000008874	ENSCGOG00000003527	Cottoperca_gobio
ENSMGAP00000005168	ENSMGAG00000005216	Meleagris_gallopavo
ENSBBBP00000001453	ENSBBBG00000001842	Bison_bison_bison
ENSGACP00000014698	ENSGACG00000011107	Gasterosteus_aculeatus
ENSSDAP00000005661	ENSSDAG00000005253	Spermophilus_dauricus
ENSATEP00000007333	ENSATEG00000005106	Anabas_testudineus
ENSTNIP00000010196	ENSTNIG00000007390	Tetraodon_nigroviridis
ENSPLAP00000015315	ENSPLAG00000019242	Poecilia_latipinna
ENSCJAP00000032244	ENSCJAG00000017490	Callithrix_jacchus
ENSMOCP00000013474	ENSMOCG00000013263	Microtus_ochrogaster
ENSSSCP00000027866	ENSSSCG00000023354	Sus_scrofa_strain_reference
ENSPNYP00000008445	ENSPNYG00000006433	Pundamilia_nyererei
ENSAPLP00000016423	ENSAPLG00000013493	Anas_platyrhynchos_platyrhynchos
ENSSLDP00000020805	ENSSLDG00000016240	Seriola_lalandi_dorsalis
ENSVURP00010017328	ENSVURG00010013211	Vombatus_ursinus
ENSMMMP00000025285	ENSMMMG00000022115	Marmota_marmota_marmota
ENSPPRP00000009330	ENSPPRG00000003828	Panthera_pardus
ENSPKIP00000019259	ENSPKIG00000004482	Paramormyrops_kingsleyae
ENSCAFP00020006019	ENSCAFG00020004917	Canis_lupus_dingo
ENSIPUP00000020810	ENSIPUG00000014063	Ictalurus_punctatus
ENSNVIP00000025445	ENSNVIG00000019699	Neovison_vison
ENSTGUP00000004071	ENSTGUG00000003909	Taeniopygia_guttata
ENSTRUP00000055732	ENSTRUG00000021917	Takifugu_rubripes
ENSGGOP00000009382	ENSGGOG00000009603	Gorilla_gorilla
ENSPTRP00000026466	ENSPTRG00000015362	Pan_troglodytes
ENSNMEP00000015757	ENSNMEG00000013452	Numida_meleagris
ENSLAFP00000007090	ENSLAFG00000008449	Loxodonta_africana
ENSHBUP00000021095	ENSHBUG00000023452	Haplochromis_burtoni
ENSHCOP00000021983	ENSHCOG00000009276	Hippocampus_comes
ENSOPRP00000000054	ENSOPRG00000000059	Ochotona_princeps
ENSBTAP00000073649	ENSBTAG00000003242	Bos_taurus
ENSLSDP00000009820	ENSLSDG00000007229	Lonchura_striata_domestica
ENSCAFP00000006464	ENSCAFG00000004350	Canis_lupus_familiaris
ENSSCAP00000014881	ENSSCAG00000010788	Serinus_canaria
ENSOANP00000022379	ENSOANG00000014195	Ornithorhynchus_anatinus
ENSPCIP00000000691	ENSPCIG00000000573	Phascolarctos_cinereus
ENSUAMP00000022288	ENSUAMG00000017496	Ursus_americanus
ENSABRP00000010355	ENSABRG00000008890	Anser_brachyrhynchus	ENSABRT00000014807
ENSLCAP00010051616	ENSLCAG00010023837	Lates_calcarifer
ENSFHEP00000010500	ENSFHEG00000011899	Fundulus_heteroclitus
ENSPSIP00000016777	ENSPSIG00000014950	Pelodiscus_sinensis
ENSNBRP00000022639	ENSNBRG00000017329	Neolamprologus_brichardi
ENSZALP00000013671	ENSZALG00000011390	Zonotrichia_albicollis
ENSFDAP00000004681	ENSFDAG00000013857	Fukomys_damarensis
ENSSBOP00000032907	ENSSBOG00000032638	Saimiri_boliviensis_boliviensis
ENSAPOP00000014647	ENSAPOG00000017557	Acanthochromis_polyacanthus
ENSSMRP00000025317	ENSSMRG00000019591	Salvator_merianae	ENSSMRT00000029646
ENSPPYP00000015020	ENSPPYG00000013429	Pongo_abelii
ENSCINP00000003052	ENSCING00000001543	Ciona_intestinalis
ENSEEUP00000005139	ENSEEUG00000005611	Erinaceus_europaeus
ENSCCNP00000032771	ENSCCNG00000031070	Castor_canadensis
MGP_SPRETEiJ_P0059606	MGP_SPRETEiJ_G0025868	Mus_spretus_strain_SPRET/EiJ
ENSCSAP00000004891	ENSCSAG00000008707	Chlorocebus_sabaeus
ENSCGRP00001017388	ENSCGRG00001017444	Cricetulus_griseus_CHOK1GS_HDv1
ENSETEP00000007391	ENSETEG00000009110	Echinops_telfairi
ENSCGRP00015035411	ENSCGRG00015026576	Cricetulus_griseus_CriGri-PICR
ENSPMJP00000004627	ENSPMJG00000003991	Parus_major
ENSFALP00000000032	ENSFALG00000000031	Ficedula_albicollis
ENSSHAP00000020807	ENSSHAG00000017646	Sarcophilus_harrisii
ENSCPOP00000011862	ENSCPOG00000013176	Cavia_porcellus
ENSANAP00000035788	ENSANAG00000035422	Aotus_nancymaae
ENSSFOP00015001285	ENSSFOG00015000925	Scleropages_formosus
ENSVVUP00000024852	ENSVVUG00000018216	Vulpes_vulpes
ENSCLAP00000015512	ENSCLAG00000010665	Chinchilla_lanigera
ENSPPAP00000037749	ENSPPAG00000041609	Pan_paniscus
ENSMVIP00005001410	ENSMVIG00005000994	Manacus_vitellinus
ENSCMIP00000024842	ENSCMIG00000010969	Callorhinchus_milii
ENSFCAP00000008026	ENSFCAG00000008660	Felis_catus
ENSAHAP00000022199	ENSAHAG00000015546	Apteryx_haastii	ENSAHAT00000024485
ENSCATP00000029787	ENSCATG00000038107	Cercocebus_atys
ENSXCOP00000012418	ENSXCOG00000009383	Xiphophorus_couchianus
ENSDCDP00000041985	ENSDCDG00000027197	Denticeps_clupeoides
ENSDNOP00000024705	ENSDNOG00000047054	Dasypus_novemcinctus
ENSPSMP00000014219	ENSPSMG00000010194	Prolemur_simus
ENSORLP00020034549	ENSORLG00020001053	Oryzias_latipes_ASM223471v1
ENSMPUP00000017178	ENSMPUG00000017287	Mustela_putorius_furo
ENSPCOP00000031452	ENSPCOG00000028509	Propithecus_coquereli
ENSCABP00000024302	ENSCABG00000017773	Chelonoidis_abingdonii
ENSDORP00000002265	ENSDORG00000002410	Dipodomys_ordii
ENSHGLP00000027542	ENSHGLG00000019586	Heterocephalus_glaber_HetGla_female_1.0
ENSORLP00015016426	ENSORLG00015000483	Oryzias_latipes_ASM223469v1
ENSCPUP00000027004	ENSCPUG00000018173	Calidris_pugnax
ENSODEP00000022328	ENSODEG00000016388	Octodon_degus
ENSAPEP00000022006	ENSAPEG00000015647	Amphiprion_percula
ENSKMAP00000023060	ENSKMAG00000017075	Kryptolebias_marmoratus
ENSMAUP00000013756	ENSMAUG00000013695	Mesocricetus_auratus
ENSCJPP00005015570	ENSCJPG00005012880	Coturnix_japonica
ENSPCAP00000010605	ENSPCAG00000011318	Procavia_capensis
ENSECAP00000004851	ENSECAG00000005530	Equus_caballus
ENSOGAP00000012107	ENSOGAG00000013506	Otolemur_garnettii
ENSCCAP00000010967	ENSCCAG00000023234	Cebus_capucinus_imitator
ENSBIXP00005044848	ENSBIXG00005028706	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSEASP00005023188	ENSEASG00005015795	Equus_asinus_asinus
ENSPTIP00000020349	ENSPTIG00000017848	Panthera_tigris_altaica
ENSMSIP00000032541	ENSMSIG00000027275	Mus_spicilegus
ENSMICP00000006763	ENSMICG00000007418	Microcebus_murinus
ENSPVAP00000006055	ENSPVAG00000006408	Pteropus_vampyrus
ENSSPUP00000012078	ENSSPUG00000009272	Sphenodon_punctatus	ENSSPUT00000012877
ENSECRP00000030857	ENSECRG00000020941	Erpetoichthys_calabaricus
ENSTGEP00000014112	ENSTGEG00000011451	Theropithecus_gelada
ENSNSUP00000028241	ENSNSUG00000020129	Notechis_scutatus	ENSNSUT00000029986
ENSCSEP00000026759	ENSCSEG00000017056	Cynoglossus_semilaevis
ENSXMAP00000007506	ENSXMAG00000007460	Xiphophorus_maculatus
ENSPMGP00000011623	ENSPMGG00000009628	Periophthalmus_magnuspinnatus
ENSPVIP00000030262	ENSPVIG00000022288	Pogona_vitticeps	ENSPVIT00000037094
ENSP00000312618	ENSG00000177646	Homo_sapiens
ENSVURP00010022649	ENSVURG00010016806	Vombatus_ursinus
ENSZALP00000005262	ENSZALG00000004890	Zonotrichia_albicollis
ENSARWP00000011866	ENSARWG00000008181	Apteryx_rowi	ENSARWT00000013509
ENSHGLP00100006646	ENSHGLG00100004988	Heterocephalus_glaber_HetGla_1.0
ENSMMUP00000008358	ENSMMUG00000006338	Macaca_mulatta
ENSOARP00000002817	ENSOARG00000002649	Ovis_aries
ENSPNAP00000022878	ENSPNAG00000007431	Pygocentrus_nattereri
ENSSDUP00000012987	ENSSDUG00000009428	Seriola_dumerili
ENSBSLP00000006831	ENSBSLG00000003376	Betta_splendens
ENSAOWP00000022271	ENSAOWG00000014934	Apteryx_owenii	ENSAOWT00000025230
ENSHHUP00000023536	ENSHHUG00000014777	Hucho_hucho
ENSLACP00000005198	ENSLACG00000004617	Latimeria_chalumnae
ENSCLAP00000017135	ENSCLAG00000011764	Chinchilla_lanigera
