ENSSFOP00015006525	ENSSFOG00015004293	Scleropages_formosus
ENSPKIP00000024122	ENSPKIG00000007499	Paramormyrops_kingsleyae
ENSDARP00000041051	ENSDARG00000036483	Danio_rerio
ENSIPUP00000014982	ENSIPUG00000010207	Ictalurus_punctatus
ENSCHAP00000046097	ENSCHAG00000021389	Clupea_harengus
ENSMMOP00000015297	ENSMMOG00000011670	Mola_mola
ENSGACP00000022818	ENSGACG00000017280	Gasterosteus_aculeatus
ENSCSEP00000018647	ENSCSEG00000011945	Cynoglossus_semilaevis
ENSSLDP00000027021	ENSSLDG00000020995	Seriola_lalandi_dorsalis
ENSSDUP00000021837	ENSSDUG00000015894	Seriola_dumerili
ENSLCAP00010002542	ENSLCAG00010001409	Lates_calcarifer
ENSSMAP00000029103	ENSSMAG00000017815	Scophthalmus_maximus
ENSATEP00000005504	ENSATEG00000003901	Anabas_testudineus
ENSBSLP00000038142	ENSBSLG00000018577	Betta_splendens
ENSMALP00000030713	ENSMALG00000021226	Monopterus_albus
ENSLBEP00000022471	ENSLBEG00000017252	Labrus_bergylta
ENSAOCP00000021551	ENSAOCG00000006411	Amphiprion_ocellaris
ENSAPEP00000034919	ENSAPEG00000024799	Amphiprion_percula
ENSAPOP00000011145	ENSAPOG00000000372	Acanthochromis_polyacanthus
ENSSPAP00000024439	ENSSPAG00000018475	Stegastes_partitus
ENSPRNP00000009875	ENSPRNG00000005722	Parambassis_ranga
ENSPNYP00000024617	ENSPNYG00000018595	Pundamilia_nyererei
ENSHBUP00000009062	ENSHBUG00000010579	Haplochromis_burtoni
ENSACLP00000022322	ENSACLG00000015151	Astatotilapia_calliptera
ENSMZEP00005032945	ENSMZEG00005024542	Maylandia_zebra
ENSNBRP00000009842	ENSNBRG00000007675	Neolamprologus_brichardi
ENSONIP00000011748	ENSONIG00000009348	Oreochromis_niloticus
ENSACIP00000024529	ENSACIG00000019055	Amphilophus_citrinellus
ENSTNIP00000017884	ENSTNIG00000014843	Tetraodon_nigroviridis
ENSPFOP00000008560	ENSPFOG00000008622	Poecilia_formosa
ENSPLAP00000013006	ENSPLAG00000016452	Poecilia_latipinna
ENSPMEP00000033536	ENSPMEG00000022088	Poecilia_mexicana
ENSPREP00000025160	ENSPREG00000016982	Poecilia_reticulata
ENSXCOP00000025012	ENSXCOG00000018673	Xiphophorus_couchianus
ENSXMAP00000027349	ENSXMAG00000026517	Xiphophorus_maculatus
ENSKMAP00000003919	ENSKMAG00000002997	Kryptolebias_marmoratus
ENSOMEP00000008367	ENSOMEG00000009524	Oryzias_melastigma
ENSORLP00015005497	ENSORLG00015006275	Oryzias_latipes_ASM223469v1
ENSPMGP00000023063	ENSPMGG00000018667	Periophthalmus_magnuspinnatus
ENSGMOP00000012077	ENSGMOG00000011298	Gadus_morhua
ENSHHUP00000044055	ENSHHUG00000027012	Hucho_hucho
ENSELUP00000025557	ENSELUG00000024207	Esox_lucius
ENSSDUP00000029269	ENSSDUG00000021096	Seriola_dumerili	ENSSDUT00000029764
ENSSLDP00000011571	ENSSLDG00000009191	Seriola_lalandi_dorsalis
ENSLCAP00010044387	ENSLCAG00010020646	Lates_calcarifer
ENSCGOP00000054214	ENSCGOG00000023744	Cottoperca_gobio
ENSATEP00000025636	ENSATEG00000017800	Anabas_testudineus
ENSBSLP00000005344	ENSBSLG00000002927	Betta_splendens
ENSMAMP00000032530	ENSMAMG00000021882	Mastacembelus_armatus
ENSAPEP00000015564	ENSAPEG00000011045	Amphiprion_percula
ENSAOCP00000010710	ENSAOCG00000014947	Amphiprion_ocellaris
ENSAPOP00000031784	ENSAPOG00000019281	Acanthochromis_polyacanthus
ENSSPAP00000025484	ENSSPAG00000019261	Stegastes_partitus
ENSPRNP00000033238	ENSPRNG00000016777	Parambassis_ranga
ENSMZEP00005021796	ENSMZEG00005016340	Maylandia_zebra
ENSACLP00000011670	ENSACLG00000007983	Astatotilapia_calliptera
ENSPNYP00000005444	ENSPNYG00000004233	Pundamilia_nyererei
ENSHBUP00000005348	ENSHBUG00000006757	Haplochromis_burtoni
ENSNBRP00000020935	ENSNBRG00000016053	Neolamprologus_brichardi
ENSONIP00000019004	ENSONIG00000015100	Oreochromis_niloticus
ENSACIP00000029375	ENSACIG00000022751	Amphilophus_citrinellus
ENSLCRP00005043181	ENSLCRG00005016574	Larimichthys_crocea
ENSMMOP00000007369	ENSMMOG00000005737	Mola_mola
ENSLBEP00000036175	ENSLBEG00000027098	Labrus_bergylta
ENSMALP00000003225	ENSMALG00000002375	Monopterus_albus
ENSFHEP00000029964	ENSFHEG00000014976	Fundulus_heteroclitus
ENSGWIP00000042495	ENSGWIG00000021324	Gouania_willdenowi
ENSGMOP00000021192	ENSGMOG00000019705	Gadus_morhua
ENSDARP00000019910	ENSDARG00000010350	Danio_rerio
ENSCHAP00000042230	ENSCHAG00000019694	Clupea_harengus
ENSHHUP00000032530	ENSHHUG00000020615	Hucho_hucho
ENSELUP00000026969	ENSELUG00000003007	Esox_lucius
ENSEEEP00000020492	ENSEEEG00000010005	Electrophorus_electricus
ENSPKIP00000017727	ENSPKIG00000003527	Paramormyrops_kingsleyae
ENSXCOP00000001592	ENSXCOG00000001290	Xiphophorus_couchianus
ENSXMAP00000002793	ENSXMAG00000002792	Xiphophorus_maculatus
ENSGAFP00000001377	ENSGAFG00000000937	Gambusia_affinis
ENSPFOP00000001009	ENSPFOG00000001060	Poecilia_formosa
ENSPMEP00000030041	ENSPMEG00000016215	Poecilia_mexicana
ENSPLAP00000008858	ENSPLAG00000011526	Poecilia_latipinna
ENSPREP00000007426	ENSPREG00000005107	Poecilia_reticulata
ENSKMAP00000029763	ENSKMAG00000022017	Kryptolebias_marmoratus
ENSORLP00000026016	ENSORLG00000028468	Oryzias_latipes_ASM223467v1
ENSORLP00020013403	ENSORLG00020014347	Oryzias_latipes_ASM223471v1
ENSORLP00015028689	ENSORLG00015011448	Oryzias_latipes_ASM223469v1
ENSOMEP00000008767	ENSOMEG00000009945	Oryzias_melastigma
ENSSMAP00000008951	ENSSMAG00000005529	Scophthalmus_maximus
ENSAMXP00005012596	ENSAMXG00005006792	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000006592	ENSAMXG00000006424	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000033850	ENSPNAG00000022757	Pygocentrus_nattereri
ENSIPUP00000017601	ENSIPUG00000011952	Ictalurus_punctatus
ENSDCDP00000020707	ENSDCDG00000016402	Denticeps_clupeoides
ENSTRUP00000003096	ENSTRUG00000001345	Takifugu_rubripes
ENSLOCP00000012849	ENSLOCG00000010481	Lepisosteus_oculatus
ENSECRP00000007243	ENSECRG00000004840	Erpetoichthys_calabaricus
ENSMSIP00000028288	ENSMSIG00000023806	Mus_spicilegus
MGP_SPRETEiJ_P0051663	MGP_SPRETEiJ_G0024100	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000056188	ENSMUSG00000049630	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0049655	MGP_CAROLIEiJ_G0023183	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0060674	MGP_PahariEiJ_G0024641	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000023637	ENSRNOG00000017459	Rattus_norvegicus
ENSMUGP00000000044	ENSMUGG00000000082	Meriones_unguiculatus
ENSCGRP00015028950	ENSCGRG00015021913	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001002012	ENSCGRG00001002028	Cricetulus_griseus_CHOK1GS_HDv1
ENSMOCP00000022721	ENSMOCG00000019674	Microtus_ochrogaster
ENSPEMP00000035377	ENSPEMG00000024317	Peromyscus_maniculatus_bairdii
ENSJJAP00000017372	ENSJJAG00000018950	Jaculus_jaculus
ENSNGAP00000020709	ENSNGAG00000020120	Nannospalax_galili
ENSDORP00000000055	ENSDORG00000000067	Dipodomys_ordii
ENSCPOP00000002967	ENSCPOG00000003283	Cavia_porcellus
ENSODEP00000014176	ENSODEG00000010477	Octodon_degus
ENSHGLP00000011189	ENSHGLG00000008027	Heterocephalus_glaber_HetGla_female_1.0
ENSCLAP00000025174	ENSCLAG00000017284	Chinchilla_lanigera
ENSCCNP00000032210	ENSCCNG00000030582	Castor_canadensis
ENSUPAP00010015472	ENSUPAG00010012388	Urocitellus_parryii
ENSSTOP00000016451	ENSSTOG00000027778	Ictidomys_tridecemlineatus
ENSMMMP00000017156	ENSMMMG00000015248	Marmota_marmota_marmota
ENSOPRP00000009937	ENSOPRG00000010892	Ochotona_princeps
ENSOCUP00000001713	ENSOCUG00000001991	Oryctolagus_cuniculus
ENSPTRP00000003931	ENSPTRG00000002324	Pan_troglodytes
ENSP00000298943	ENSG00000165985	Homo_sapiens
ENSPPYP00000002458	ENSPPYG00000002119	Pongo_abelii
ENSNLEP00000042561	ENSNLEG00000028261	Nomascus_leucogenys
ENSTGEP00000008996	ENSTGEG00000007413	Theropithecus_gelada
ENSPANP00000019940	ENSPANG00000023149	Papio_anubis
ENSCATP00000011903	ENSCATG00000030143	Cercocebus_atys
ENSRBIP00000032744	ENSRBIG00000040157	Rhinopithecus_bieti
ENSRROP00000009034	ENSRROG00000028945	Rhinopithecus_roxellana
ENSCANP00000034021	ENSCANG00000040686	Colobus_angolensis_palliatus
ENSPTEP00000029571	ENSPTEG00000028959	Piliocolobus_tephrosceles
ENSCSAP00000008950	ENSCSAG00000012770	Chlorocebus_sabaeus
ENSMFAP00000014315	ENSMFAG00000030290	Macaca_fascicularis
ENSMMUP00000021137	ENSMMUG00000016064	Macaca_mulatta
ENSMNEP00000025635	ENSMNEG00000036294	Macaca_nemestrina
ENSSBOP00000015075	ENSSBOG00000024279	Saimiri_boliviensis_boliviensis
ENSCCAP00000014844	ENSCCAG00000025228	Cebus_capucinus_imitator
ENSCJAP00000065758	ENSCJAG00000042219	Callithrix_jacchus
ENSANAP00000029491	ENSANAG00000032538	Aotus_nancymaae
ENSTSYP00000031091	ENSTSYG00000027170	Carlito_syrichta
ENSMICP00000034241	ENSMICG00000011478	Microcebus_murinus
ENSPSMP00000035705	ENSPSMG00000024575	Prolemur_simus
ENSPCOP00000024595	ENSPCOG00000024503	Propithecus_coquereli
ENSOGAP00000017356	ENSOGAG00000027285	Otolemur_garnettii
ENSPPAP00000037850	ENSPPAG00000041659	Pan_paniscus
ENSECAP00000023814	ENSECAG00000039587	Equus_caballus
ENSECAP00000035861	ENSECAG00000034709	Equus_caballus
ENSECAP00000037394	ENSECAG00000033918	Equus_caballus
ENSEASP00005029098	ENSEASG00005019813	Equus_asinus_asinus
ENSPVAP00000013003	ENSPVAG00000013789	Pteropus_vampyrus
ENSMPUP00000011424	ENSMPUG00000011515	Mustela_putorius_furo
ENSNVIP00000002036	ENSNVIG00000001662	Neovison_vison
ENSUAMP00000004386	ENSUAMG00000004027	Ursus_americanus
ENSCAFP00000006855	ENSCAFG00000004591	Canis_lupus_familiaris
ENSCAFP00020010277	ENSCAFG00020008337	Canis_lupus_dingo
