ENSCABP00000001916	ENSCABG00000001533	Chelonoidis_abingdonii
ENSGAGP00000009741	ENSGAGG00000007679	Gopherus_agassizii
ENSCPBP00000016597	ENSCPBG00000012228	Chrysemys_picta_bellii
ENSPSIP00000009353	ENSPSIG00000008401	Pelodiscus_sinensis
ENSCPRP00005010375	ENSCPRG00005007393	Crocodylus_porosus
ENSACAP00000016234	ENSACAG00000016492	Anolis_carolinensis
ENSPVIP00000003481	ENSPVIG00000002932	Pogona_vitticeps
ENSNSUP00000025419	ENSNSUG00000018304	Notechis_scutatus
ENSSMRP00000018642	ENSSMRG00000014508	Salvator_merianae
ENSSPUP00000016779	ENSSPUG00000012954	Sphenodon_punctatus
ENSVURP00010007130	ENSVURG00010005525	Vombatus_ursinus
ENSPCIP00000041983	ENSPCIG00000011762	Phascolarctos_cinereus
ENSMEUP00000012675	ENSMEUG00000013896	Notamacropus_eugenii
ENSSHAP00000008757	ENSSHAG00000007583	Sarcophilus_harrisii
ENSMODP00000019208	ENSMODG00000015386	Monodelphis_domestica
ENSBIXP00000009074	ENSBIXG00000001836	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005021294	ENSBIXG00005024317	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000072066	ENSBTAG00000032097	Bos_taurus
ENSBMUP00000016206	ENSBMUG00000012318	Bos_mutus
ENSBBBP00000005505	ENSBBBG00000002887	Bison_bison_bison
ENSCHIP00000011105	ENSCHIG00000013377	Capra_hircus
ENSOARP00000005170	ENSOARG00000004822	Ovis_aries
ENSTTRP00000002292	ENSTTRG00000002447	Tursiops_truncatus
ENSSSCP00000010523	ENSSSCG00000009858	Sus_scrofa_strain_reference
ENSVPAP00000002915	ENSVPAG00000003153	Vicugna_pacos
ENSUAMP00000034462	ENSUAMG00000026198	Ursus_americanus
ENSUMAP00000015288	ENSUMAG00000010948	Ursus_maritimus
ENSAMEP00000013211	ENSAMEG00000012529	Ailuropoda_melanoleuca
ENSMPUP00000002774	ENSMPUG00000002803	Mustela_putorius_furo
ENSNVIP00000017910	ENSNVIG00000013994	Neovison_vison
ENSCAFP00000013689	ENSCAFG00000009303	Canis_lupus_familiaris
ENSCAFP00020023165	ENSCAFG00020018291	Canis_lupus_dingo
ENSVVUP00000017725	ENSVVUG00000013028	Vulpes_vulpes
ENSPTIP00000023983	ENSPTIG00000020227	Panthera_tigris_altaica
ENSPPRP00000012890	ENSPPRG00000006289	Panthera_pardus
ENSFCAP00000002427	ENSFCAG00000002634	Felis_catus
ENSPVAP00000006936	ENSPVAG00000007350	Pteropus_vampyrus
ENSMLUP00000008369	ENSMLUG00000009172	Myotis_lucifugus
ENSEASP00005013372	ENSEASG00005009325	Equus_asinus_asinus
ENSECAP00000033680	ENSECAG00000017124	Equus_caballus
ENSEEUP00000005430	ENSEEUG00000005967	Erinaceus_europaeus
ENSDNOP00000014038	ENSDNOG00000018089	Dasypus_novemcinctus
ENSCHOP00000010942	ENSCHOG00000012356	Choloepus_hoffmanni
ENSLAFP00000008507	ENSLAFG00000010154	Loxodonta_africana
ENSPTRP00000009341	ENSPTRG00000005505	Pan_troglodytes
ENSP00000328187	ENSG00000135108	Homo_sapiens
ENSGGOP00000017860	ENSGGOG00000010676	Gorilla_gorilla
ENSPPAP00000002576	ENSPPAG00000010881	Pan_paniscus
ENSPPYP00000005705	ENSPPYG00000005004	Pongo_abelii
ENSNLEP00000000346	ENSNLEG00000000288	Nomascus_leucogenys
ENSTGEP00000026795	ENSTGEG00000021599	Theropithecus_gelada
ENSPANP00000002906	ENSPANG00000015722	Papio_anubis
ENSMFAP00000016786	ENSMFAG00000031531	Macaca_fascicularis
ENSMNEP00000026365	ENSMNEG00000036614	Macaca_nemestrina
ENSMMUP00000061845	ENSMMUG00000017479	Macaca_mulatta
ENSMLEP00000032901	ENSMLEG00000040605	Mandrillus_leucophaeus
ENSCATP00000010952	ENSCATG00000029719	Cercocebus_atys
ENSCSAP00000015713	ENSCSAG00000002324	Chlorocebus_sabaeus
ENSCANP00000001442	ENSCANG00000005157	Colobus_angolensis_palliatus
ENSPTEP00000004173	ENSPTEG00000004908	Piliocolobus_tephrosceles
ENSRBIP00000003161	ENSRBIG00000014832	Rhinopithecus_bieti
ENSRROP00000039482	ENSRROG00000043045	Rhinopithecus_roxellana
ENSCJAP00000017400	ENSCJAG00000009468	Callithrix_jacchus
ENSCJAP00000061650	ENSCJAG00000045999	Callithrix_jacchus
ENSSBOP00000028580	ENSSBOG00000030663	Saimiri_boliviensis_boliviensis
ENSCCAP00000021342	ENSCCAG00000028485	Cebus_capucinus_imitator
ENSANAP00000012557	ENSANAG00000024224	Aotus_nancymaae
ENSTSYP00000029064	ENSTSYG00000010916	Carlito_syrichta
ENSMICP00000027892	ENSMICG00000011004	Microcebus_murinus
ENSPSMP00000036931	ENSPSMG00000025398	Prolemur_simus
ENSPCOP00000010838	ENSPCOG00000016899	Propithecus_coquereli
ENSOGAP00000011078	ENSOGAG00000012377	Otolemur_garnettii
MGP_SPRETEiJ_P0072969	MGP_SPRETEiJ_G0028646	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000000054	ENSMSIG00000000055	Mus_spicilegus
ENSMSIP00000028916	ENSMSIG00000024287	Mus_spicilegus
ENSMUSP00000143873	ENSMUSG00000032898	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0070283	MGP_CAROLIEiJ_G0027647	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0058501	MGP_PahariEiJ_G0024228	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000059243	ENSRNOG00000001129	Rattus_norvegicus
ENSMUGP00000017809	ENSMUGG00000015116	Meriones_unguiculatus
ENSCGRP00001013150	ENSCGRG00001014358	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000006845	ENSCGRG00000004988	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015002754	ENSCGRG00015002175	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000020436	ENSMAUG00000018464	Mesocricetus_auratus
ENSMOCP00000010926	ENSMOCG00000011172	Microtus_ochrogaster
ENSPEMP00000019649	ENSPEMG00000017871	Peromyscus_maniculatus_bairdii
ENSNGAP00000017145	ENSNGAG00000017659	Nannospalax_galili
ENSJJAP00000008661	ENSJJAG00000012755	Jaculus_jaculus
ENSDORP00000008619	ENSDORG00000009176	Dipodomys_ordii
ENSCCNP00000001955	ENSCCNG00000002125	Castor_canadensis
ENSSDAP00000025796	ENSSDAG00000023403	Spermophilus_dauricus
ENSSTOP00000007331	ENSSTOG00000008177	Ictidomys_tridecemlineatus
ENSUPAP00010009177	ENSUPAG00010007402	Urocitellus_parryii
ENSMMMP00000006372	ENSMMMG00000005698	Marmota_marmota_marmota
ENSCLAP00000018458	ENSCLAG00000012659	Chinchilla_lanigera
ENSODEP00000007140	ENSODEG00000005327	Octodon_degus
ENSCPOP00000020479	ENSCPOG00000026722	Cavia_porcellus
ENSCAPP00000005297	ENSCAPG00000007661	Cavia_aperea
ENSCPOP00000003260	ENSCPOG00000003610	Cavia_porcellus
