ENSGAGP00000010474	ENSGAGG00000008193	Gopherus_agassizii
ENSCABP00000024106	ENSCABG00000017758	Chelonoidis_abingdonii
ENSCPBP00000033474	ENSCPBG00000023408	Chrysemys_picta_bellii
ENSSPUP00000001053	ENSSPUG00000000842	Sphenodon_punctatus
ENSXETP00000025781	ENSXETG00000003514	Xenopus_tropicalis
ENSLACP00000011503	ENSLACG00000010120	Latimeria_chalumnae
ENSAMXP00005006442	ENSAMXG00005003841	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000001231	ENSAMXG00000001210	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000013189	ENSPNAG00000019111	Pygocentrus_nattereri
ENSIPUP00000026649	ENSIPUG00000018044	Ictalurus_punctatus
ENSEEEP00000035549	ENSEEEG00000016934	Electrophorus_electricus
ENSDARP00000123155	ENSDARG00000089637	Danio_rerio
ENSDCDP00000038635	ENSDCDG00000025889	Denticeps_clupeoides
ENSHHUP00000090246	ENSHHUG00000052102	Hucho_hucho
ENSELUP00000006449	ENSELUG00000007345	Esox_lucius
ENSPFOP00000009389	ENSPFOG00000009415	Poecilia_formosa
ENSPMEP00000002639	ENSPMEG00000003696	Poecilia_mexicana
ENSPLAP00000031380	ENSPLAG00000023330	Poecilia_latipinna
ENSPREP00000022779	ENSPREG00000015384	Poecilia_reticulata
ENSGAFP00000024824	ENSGAFG00000016755	Gambusia_affinis
ENSXMAP00000003150	ENSXMAG00000003147	Xiphophorus_maculatus
ENSXCOP00000001998	ENSXCOG00000001611	Xiphophorus_couchianus
ENSCVAP00000005001	ENSCVAG00000006337	Cyprinodon_variegatus
ENSFHEP00000022213	ENSFHEG00000002419	Fundulus_heteroclitus
ENSKMAP00000005516	ENSKMAG00000004184	Kryptolebias_marmoratus
ENSORLP00000042824	ENSORLG00000023473	Oryzias_latipes_ASM223467v1
ENSORLP00015016093	ENSORLG00015017067	Oryzias_latipes_ASM223469v1
ENSORLP00020018081	ENSORLG00020019053	Oryzias_latipes_ASM223471v1
ENSOMEP00000016904	ENSOMEG00000018607	Oryzias_melastigma
ENSHBUP00000011189	ENSHBUG00000012806	Haplochromis_burtoni
ENSPNYP00000019550	ENSPNYG00000014766	Pundamilia_nyererei
ENSMZEP00005006160	ENSMZEG00005004796	Maylandia_zebra
ENSACLP00000024935	ENSACLG00000016950	Astatotilapia_calliptera
ENSNBRP00000001796	ENSNBRG00000001462	Neolamprologus_brichardi
ENSONIP00000006712	ENSONIG00000005338	Oreochromis_niloticus
ENSACIP00000029006	ENSACIG00000022433	Amphilophus_citrinellus
ENSGWIP00000014616	ENSGWIG00000008233	Gouania_willdenowi
ENSCSEP00000009091	ENSCSEG00000005808	Cynoglossus_semilaevis
ENSMALP00000017481	ENSMALG00000012198	Monopterus_albus
ENSMAMP00000032126	ENSMAMG00000021610	Mastacembelus_armatus
ENSATEP00000020642	ENSATEG00000014395	Anabas_testudineus
ENSBSLP00000044241	ENSBSLG00000021008	Betta_splendens
ENSSMAP00000028949	ENSSMAG00000017738	Scophthalmus_maximus
ENSLCAP00010043655	ENSLCAG00010020338	Lates_calcarifer
ENSSLDP00000020480	ENSSLDG00000016030	Seriola_lalandi_dorsalis
ENSSDUP00000023771	ENSSDUG00000017285	Seriola_dumerili
ENSHCOP00000005503	ENSHCOG00000007177	Hippocampus_comes
ENSTNIP00000000579	ENSTNIG00000000431	Tetraodon_nigroviridis
ENSTRUP00000052666	ENSTRUG00000021845	Takifugu_rubripes
ENSMMOP00000003608	ENSMMOG00000002869	Mola_mola
ENSLCRP00005052096	ENSLCRG00005019596	Larimichthys_crocea
ENSLBEP00000007531	ENSLBEG00000005742	Labrus_bergylta
ENSCGOP00000029381	ENSCGOG00000013721	Cottoperca_gobio
ENSAPEP00000013799	ENSAPEG00000009850	Amphiprion_percula
ENSAOCP00000012403	ENSAOCG00000016855	Amphiprion_ocellaris
ENSAPOP00000010452	ENSAPOG00000012901	Acanthochromis_polyacanthus
ENSSPAP00000009883	ENSSPAG00000007536	Stegastes_partitus
ENSPRNP00000024897	ENSPRNG00000012659	Parambassis_ranga
ENSGMOP00000009331	ENSGMOG00000008727	Gadus_morhua
ENSSFOP00015008809	ENSSFOG00015005760	Scleropages_formosus
ENSPKIP00000000800	ENSPKIG00000019331	Paramormyrops_kingsleyae
ENSECRP00000001995	ENSECRG00000001401	Erpetoichthys_calabaricus
ENSCMIP00000009054	ENSCMIG00000004826	Callorhinchus_milii
ENSEBUP00000024248	ENSEBUG00000014939	Eptatretus_burgeri
