ENSGAGP00000018896	ENSGAGG00000013988	Gopherus_agassizii
ENSCPBP00000034680	ENSCPBG00000024184	Chrysemys_picta_bellii
ENSCABP00000021264	ENSCABG00000015669	Chelonoidis_abingdonii
ENSPSIP00000017297	ENSPSIG00000015333	Pelodiscus_sinensis
ENSCPRP00005014365	ENSCPRG00005010123	Crocodylus_porosus
ENSPVIP00000030152	ENSPVIG00000022217	Pogona_vitticeps
ENSACAP00000014781	ENSACAG00000015053	Anolis_carolinensis
ENSNSUP00000022608	ENSNSUG00000016419	Notechis_scutatus
ENSSMRP00000017358	ENSSMRG00000013520	Salvator_merianae
ENSSPUP00000006942	ENSSPUG00000005372	Sphenodon_punctatus
ENSTGUP00000010141	ENSTGUG00000009836	Taeniopygia_guttata
ENSTGUP00000010146	ENSTGUG00000009838	Taeniopygia_guttata
ENSLSDP00000022113	ENSLSDG00000015619	Lonchura_striata_domestica
ENSSCAP00000020231	ENSSCAG00000014577	Serinus_canaria
ENSZALP00000005566	ENSZALG00000005182	Zonotrichia_albicollis
ENSJHYP00000015702	ENSJHYG00000012042	Junco_hyemalis
ENSPMJP00000012820	ENSPMJG00000009810	Parus_major
ENSCCEP00000007638	ENSCCEG00000008003	Cyanistes_caeruleus
ENSFALP00000012617	ENSFALG00000012069	Ficedula_albicollis
ENSLCOP00000019358	ENSLCOG00000013694	Lepidothrix_coronata
ENSMVIP00005010864	ENSMVIG00005007943	Manacus_vitellinus
ENSMUNP00000012932	ENSMUNG00000010121	Melopsittacus_undulatus
ENSCPGP00000009598	ENSCPGG00000006828	Calidris_pygmaea
ENSCPUP00000000014	ENSCPUG00000000019	Calidris_pugnax
ENSABRP00000016015	ENSABRG00000014045	Anser_brachyrhynchus
ENSAPLP00000026565	ENSAPLG00000012752	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000019214	ENSMGAG00000009104	Meleagris_gallopavo
ENSCJPP00005023258	ENSCJPG00005018479	Coturnix_japonica
ENSGALP00000038233	ENSGALG00000014297	Gallus_gallus
ENSNMEP00000015042	ENSNMEG00000013371	Numida_meleagris
ENSAOWP00000010817	ENSAOWG00000007441	Apteryx_owenii
ENSARWP00000011853	ENSARWG00000008178	Apteryx_rowi
ENSAHAP00000028060	ENSAHAG00000019501	Apteryx_haastii
ENSDNVP00000013176	ENSDNVG00000009329	Dromaius_novaehollandiae
ENSNPEP00000001114	ENSNPEG00000000884	Nothoprocta_perdicaria
ENSPCIP00000010210	ENSPCIG00000008312	Phascolarctos_cinereus	ENSPCIT00000012797
ENSVURP00010006520	ENSVURG00010005060	Vombatus_ursinus	ENSVURT00010007370
ENSMEUP00000002045	ENSMEUG00000002236	Notamacropus_eugenii	ENSMEUT00000002244
ENSSHAP00000004752	ENSSHAG00000004173	Sarcophilus_harrisii	ENSSHAT00000004800
ENSOANP00000015825	ENSOANG00000009982	Ornithorhynchus_anatinus
ENSCCAP00000021909	ENSCCAG00000028771	Cebus_capucinus_imitator	ENSCCAT00000039404
