ENSCPBP00000001836	ENSCPBG00000001483	Chrysemys_picta_bellii
ENSPSIP00000013211	ENSPSIG00000011863	Pelodiscus_sinensis
ENSCPRP00005014777	ENSCPRG00005010382	Crocodylus_porosus
ENSNMEP00000010237	ENSNMEG00000009760	Numida_meleagris
ENSGALP00000057811	ENSGALG00000034281	Gallus_gallus
ENSMGAP00000002556	ENSMGAG00000002916	Meleagris_gallopavo
ENSABRP00000003973	ENSABRG00000003744	Anser_brachyrhynchus
ENSPMJP00000022935	ENSPMJG00000016966	Parus_major
ENSFALP00000000649	ENSFALG00000000625	Ficedula_albicollis
ENSLSDP00000014579	ENSLSDG00000010532	Lonchura_striata_domestica
ENSCPGP00000027160	ENSCPGG00000018710	Calidris_pygmaea
ENSCPUP00000020671	ENSCPUG00000014137	Calidris_pugnax
ENSDNVP00000019034	ENSDNVG00000013308	Dromaius_novaehollandiae
ENSAHAP00000027514	ENSAHAG00000019149	Apteryx_haastii
ENSAOWP00000014811	ENSAOWG00000010105	Apteryx_owenii
ENSARWP00000026430	ENSARWG00000017898	Apteryx_rowi
ENSNPEP00000004301	ENSNPEG00000003271	Nothoprocta_perdicaria
ENSLCOP00000002552	ENSLCOG00000001982	Lepidothrix_coronata
ENSJHYP00000000481	ENSJHYG00000000455	Junco_hyemalis
ENSTGUP00000017779	ENSTGUG00000017499	Taeniopygia_guttata
ENSSCAP00000010234	ENSSCAG00000007770	Serinus_canaria
ENSMVIP00005025341	ENSMVIG00005017729	Manacus_vitellinus
ENSMUNP00000005132	ENSMUNG00000004247	Melopsittacus_undulatus
ENSAPLP00000029464	ENSAPLG00000021958	Anas_platyrhynchos_platyrhynchos
ENSCJPP00005018434	ENSCJPG00005015011	Coturnix_japonica
ENSCCEP00000019490	ENSCCEG00000017680	Cyanistes_caeruleus
ENSGAGP00000004869	ENSGAGG00000003970	Gopherus_agassizii
ENSCABP00000003551	ENSCABG00000002694	Chelonoidis_abingdonii
ENSPVIP00000017609	ENSPVIG00000013521	Pogona_vitticeps
ENSACAP00000014194	ENSACAG00000014434	Anolis_carolinensis
ENSNSUP00000022736	ENSNSUG00000016496	Notechis_scutatus
ENSSMRP00000010254	ENSSMRG00000008135	Salvator_merianae
ENSSPUP00000018662	ENSSPUG00000014399	Sphenodon_punctatus
ENSTBEP00000011581	ENSTBEG00000013378	Tupaia_belangeri
ENSOGAP00000015895	ENSOGAG00000025420	Otolemur_garnettii
ENSCAPP00000007176	ENSCAPG00000009175	Cavia_aperea
ENSCPOP00000031986	ENSCPOG00000011772	Cavia_porcellus
ENSODEP00000007446	ENSODEG00000005555	Octodon_degus
ENSCLAP00000023991	ENSCLAG00000016468	Chinchilla_lanigera
ENSCGRP00000017826	ENSCGRG00000012965	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001018715	ENSCGRG00001018382	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015003942	ENSCGRG00015003103	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000013299	ENSMAUG00000013380	Mesocricetus_auratus
ENSPEMP00000018427	ENSPEMG00000017022	Peromyscus_maniculatus_bairdii
ENSMOCP00000014594	ENSMOCG00000014046	Microtus_ochrogaster
MGP_SPRETEiJ_P0020848	MGP_SPRETEiJ_G0015393	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000038369	ENSMUSG00000042066	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0019800	MGP_CAROLIEiJ_G0014586	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0075106	MGP_PahariEiJ_G0027822	Mus_pahari_strain_PAHARI_EIJ
ENSMUGP00000025655	ENSMUGG00000021393	Meriones_unguiculatus
ENSRNOP00000000036	ENSRNOG00000000033	Rattus_norvegicus
ENSNGAP00000015167	ENSNGAG00000016272	Nannospalax_galili
ENSCCNP00000017479	ENSCCNG00000017795	Castor_canadensis
ENSHGLP00000010227	ENSHGLG00000007340	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000004049	ENSFDAG00000013357	Fukomys_damarensis
ENSUPAP00010017942	ENSUPAG00010014257	Urocitellus_parryii
ENSSTOP00000030576	ENSSTOG00000002699	Ictidomys_tridecemlineatus
ENSMMMP00000004741	ENSMMMG00000004302	Marmota_marmota_marmota
ENSSDAP00000018358	ENSSDAG00000016785	Spermophilus_dauricus
ENSJJAP00000024979	ENSJJAG00000024293	Jaculus_jaculus
ENSPCOP00000000212	ENSPCOG00000000350	Propithecus_coquereli
ENSMICP00000024894	ENSMICG00000000054	Microcebus_murinus
ENSPSMP00000009304	ENSPSMG00000006747	Prolemur_simus
ENSGGOP00000021717	ENSGGOG00000003520	Gorilla_gorilla
ENSP00000350718	ENSG00000133069	Homo_sapiens
ENSPPAP00000015321	ENSPPAG00000030775	Pan_paniscus
ENSPTRP00000041960	ENSPTRG00000001896	Pan_troglodytes
ENSPPYP00000000332	ENSPPYG00000000308	Pongo_abelii
ENSNLEP00000045493	ENSNLEG00000014451	Nomascus_leucogenys
ENSPTEP00000014552	ENSPTEG00000016233	Piliocolobus_tephrosceles
ENSCANP00000019447	ENSCANG00000033150	Colobus_angolensis_palliatus
ENSRROP00000038138	ENSRROG00000042450	Rhinopithecus_roxellana
ENSRBIP00000004533	ENSRBIG00000020677	Rhinopithecus_bieti
ENSMMUP00000013736	ENSMMUG00000010480	Macaca_mulatta
ENSMNEP00000039831	ENSMNEG00000042820	Macaca_nemestrina
ENSMFAP00000038812	ENSMFAG00000038713	Macaca_fascicularis
ENSTGEP00000017702	ENSTGEG00000014304	Theropithecus_gelada
ENSPANP00000006634	ENSPANG00000007127	Papio_anubis
ENSCATP00000032497	ENSCATG00000039289	Cercocebus_atys
ENSMLEP00000020637	ENSMLEG00000034505	Mandrillus_leucophaeus
ENSCSAP00000010741	ENSCSAG00000014615	Chlorocebus_sabaeus
ENSCJAP00000031722	ENSCJAG00000017230	Callithrix_jacchus
ENSSBOP00000033291	ENSSBOG00000032783	Saimiri_boliviensis_boliviensis
ENSCCAP00000007361	ENSCCAG00000021393	Cebus_capucinus_imitator
ENSANAP00000007568	ENSANAG00000021813	Aotus_nancymaae
ENSTSYP00000024313	ENSTSYG00000037198	Carlito_syrichta
ENSUAMP00000005702	ENSUAMG00000005029	Ursus_americanus
ENSUMAP00000004763	ENSUMAG00000003823	Ursus_maritimus
ENSAMEP00000001500	ENSAMEG00000001418	Ailuropoda_melanoleuca
ENSMPUP00000011790	ENSMPUG00000011880	Mustela_putorius_furo
ENSNVIP00000022980	ENSNVIG00000017914	Neovison_vison
ENSCAFP00000014755	ENSCAFG00000010030	Canis_lupus_familiaris
ENSCAFP00020006564	ENSCAFG00020005324	Canis_lupus_dingo
ENSVVUP00000018658	ENSVVUG00000013711	Vulpes_vulpes
ENSMLUP00000006563	ENSMLUG00000007183	Myotis_lucifugus
ENSOARP00000003965	ENSOARG00000003717	Ovis_aries
ENSCHIP00000032507	ENSCHIG00000026456	Capra_hircus
ENSBIXP00000034376	ENSBIXG00000017333	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005031771	ENSBIXG00005012217	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000003052	ENSBTAG00000002361	Bos_taurus
ENSBMUP00000032900	ENSBMUG00000024556	Bos_mutus
ENSBBBP00000007926	ENSBBBG00000003970	Bison_bison_bison
ENSSARP00000005644	ENSSARG00000006246	Sorex_araneus
ENSOPRP00000009273	ENSOPRG00000010163	Ochotona_princeps
ENSETEP00000011416	ENSETEG00000014062	Echinops_telfairi
ENSDORP00000013399	ENSDORG00000014248	Dipodomys_ordii
ENSSSCP00000016212	ENSSSCG00000015287	Sus_scrofa_strain_reference
ENSTTRP00000006242	ENSTTRG00000006596	Tursiops_truncatus
ENSPVAP00000003906	ENSPVAG00000004126	Pteropus_vampyrus
ENSECAP00000010075	ENSECAG00000012264	Equus_caballus
ENSEASP00005008004	ENSEASG00005005785	Equus_asinus_asinus
ENSPPRP00000023578	ENSPPRG00000013834	Panthera_pardus
ENSPTIP00000026570	ENSPTIG00000021944	Panthera_tigris_altaica
ENSFCAP00000006244	ENSFCAG00000006718	Felis_catus
ENSLAFP00000014849	ENSLAFG00000017712	Loxodonta_africana
ENSPCAP00000002062	ENSPCAG00000002221	Procavia_capensis
ENSDNOP00000032385	ENSDNOG00000047177	Dasypus_novemcinctus
ENSHGLP00100004174	ENSHGLG00100003174	Heterocephalus_glaber_HetGla_1.0
ENSOCUP00000043633	ENSOCUG00000001246	Oryctolagus_cuniculus
ENSMSIP00000027845	ENSMSIG00000023478	Mus_spicilegus
ENSOANP00000021263	ENSOANG00000013475	Ornithorhynchus_anatinus
ENSARWP00000026433	ENSARWG00000017899	Apteryx_rowi
ENSAOWP00000014817	ENSAOWG00000010108	Apteryx_owenii
ENSNPEP00000004333	ENSNPEG00000003324	Nothoprocta_perdicaria
ENSLCOP00000002554	ENSLCOG00000001983	Lepidothrix_coronata
ENSMUNP00000007599	ENSMUNG00000006088	Melopsittacus_undulatus
ENSMGAP00000000534	ENSMGAG00000001141	Meleagris_gallopavo
ENSCJPP00005018429	ENSCJPG00005015008	Coturnix_japonica
ENSAPLP00000023060	ENSAPLG00000016751	Anas_platyrhynchos_platyrhynchos
ENSGAGP00000004877	ENSGAGG00000004001	Gopherus_agassizii
ENSNSUP00000022737	ENSNSUG00000016497	Notechis_scutatus
ENSEEUP00000014050	ENSEEUG00000015401	Erinaceus_europaeus
ENSPCIP00000005328	ENSPCIG00000004433	Phascolarctos_cinereus
ENSVURP00010016823	ENSVURG00010012877	Vombatus_ursinus
ENSMEUP00000000992	ENSMEUG00000001075	Notamacropus_eugenii
ENSMODP00000002150	ENSMODG00000001757	Monodelphis_domestica
ENSSHAP00000016060	ENSSHAG00000013677	Sarcophilus_harrisii
ENSPKIP00000014201	ENSPKIG00000001353	Paramormyrops_kingsleyae
ENSSFOP00015025611	ENSSFOG00015016465	Scleropages_formosus
ENSSFOP00015035629	ENSSFOG00015022685	Scleropages_formosus
ENSPKIP00000020782	ENSPKIG00000005439	Paramormyrops_kingsleyae
ENSPFOP00000000482	ENSPFOG00000000526	Poecilia_formosa
ENSPMEP00000023059	ENSPMEG00000004353	Poecilia_mexicana
ENSPLAP00000010415	ENSPLAG00000013395	Poecilia_latipinna
ENSPREP00000006279	ENSPREG00000004368	Poecilia_reticulata
ENSXMAP00000001081	ENSXMAG00000001089	Xiphophorus_maculatus
ENSGAFP00000032093	ENSGAFG00000021601	Gambusia_affinis
ENSCVAP00000032913	ENSCVAG00000023321	Cyprinodon_variegatus
ENSFHEP00000004352	ENSFHEG00000005329	Fundulus_heteroclitus
ENSKMAP00000028888	ENSKMAG00000021416	Kryptolebias_marmoratus
ENSORLP00020007328	ENSORLG00020008200	Oryzias_latipes_ASM223471v1
ENSORLP00000042675	ENSORLG00000000277	Oryzias_latipes_ASM223467v1
ENSORLP00015024023	ENSORLG00015004378	Oryzias_latipes_ASM223469v1
ENSOMEP00000013466	ENSOMEG00000014920	Oryzias_melastigma
ENSLCRP00005056649	ENSLCRG00005021081	Larimichthys_crocea
ENSMMOP00000028853	ENSMMOG00000021772	Mola_mola
ENSCGOP00000012345	ENSCGOG00000006083	Cottoperca_gobio
ENSGACP00000001362	ENSGACG00000001052	Gasterosteus_aculeatus
ENSLBEP00000017480	ENSLBEG00000013452	Labrus_bergylta
ENSMALP00000026044	ENSMALG00000018108	Monopterus_albus
ENSATEP00000008884	ENSATEG00000006235	Anabas_testudineus
ENSSLDP00000029349	ENSSLDG00000022656	Seriola_lalandi_dorsalis
ENSSDUP00000012652	ENSSDUG00000009174	Seriola_dumerili
ENSMAMP00000035568	ENSMAMG00000023913	Mastacembelus_armatus
ENSLCAP00010038772	ENSLCAG00010018144	Lates_calcarifer
ENSSMAP00000000588	ENSSMAG00000000379	Scophthalmus_maximus
ENSAOCP00000030912	ENSAOCG00000022212	Amphiprion_ocellaris
ENSAPEP00000020786	ENSAPEG00000014830	Amphiprion_percula
ENSAPOP00000030947	ENSAPOG00000017863	Acanthochromis_polyacanthus
ENSSPAP00000017914	ENSSPAG00000013466	Stegastes_partitus
ENSPRNP00000048033	ENSPRNG00000023024	Parambassis_ranga
ENSMZEP00005014629	ENSMZEG00005011008	Maylandia_zebra
ENSACLP00000033245	ENSACLG00000022522	Astatotilapia_calliptera
