ENSLSDP00000005275	ENSLSDG00000004124	Lonchura_striata_domestica
ENSTGUP00000006770	ENSTGUG00000006570	Taeniopygia_guttata	ENSTGUT00000006838
ENSSCAP00000013387	ENSSCAG00000009872	Serinus_canaria
ENSJHYP00000007584	ENSJHYG00000006019	Junco_hyemalis
ENSZALP00000005657	ENSZALG00000005253	Zonotrichia_albicollis
ENSPMJP00000008310	ENSPMJG00000006765	Parus_major	ENSPMJT00000011327
ENSCCEP00000018659	ENSCCEG00000017071	Cyanistes_caeruleus	ENSCCET00000028512
ENSFALP00000012391	ENSFALG00000011845	Ficedula_albicollis	ENSFALT00000012441
ENSMVIP00005021373	ENSMVIG00005014989	Manacus_vitellinus
ENSLCOP00000010563	ENSLCOG00000007671	Lepidothrix_coronata
ENSCABP00000014015	ENSCABG00000010457	Chelonoidis_abingdonii
ENSGAGP00000014760	ENSGAGG00000011184	Gopherus_agassizii
ENSCPBP00000024833	ENSCPBG00000017660	Chrysemys_picta_bellii
ENSPSIP00000017409	ENSPSIG00000015323	Pelodiscus_sinensis
ENSCPRP00005014429	ENSCPRG00005010164	Crocodylus_porosus
ENSPVIP00000023046	ENSPVIG00000017399	Pogona_vitticeps
ENSACAP00000017433	ENSACAG00000017695	Anolis_carolinensis
ENSNSUP00000004277	ENSNSUG00000003363	Notechis_scutatus
ENSSMRP00000003980	ENSSMRG00000003313	Salvator_merianae
ENSSPUP00000016963	ENSSPUG00000013066	Sphenodon_punctatus
ENSAPLP00000018124	ENSAPLG00000006415	Anas_platyrhynchos_platyrhynchos
ENSABRP00000016603	ENSABRG00000014528	Anser_brachyrhynchus
ENSGALP00000049720	ENSGALG00000036492	Gallus_gallus
ENSMGAP00000004664	ENSMGAG00000004794	Meleagris_gallopavo
ENSCJPP00005015999	ENSCJPG00005013192	Coturnix_japonica
ENSNMEP00000004238	ENSNMEG00000004680	Numida_meleagris
ENSCPGP00000001569	ENSCPGG00000001184	Calidris_pygmaea
ENSCPUP00000007471	ENSCPUG00000005399	Calidris_pugnax
ENSMUNP00000014770	ENSMUNG00000011476	Melopsittacus_undulatus
ENSAOWP00000001733	ENSAOWG00000001230	Apteryx_owenii
ENSAHAP00000008053	ENSAHAG00000005957	Apteryx_haastii
ENSARWP00000014438	ENSARWG00000009992	Apteryx_rowi
ENSNPEP00000018421	ENSNPEG00000013726	Nothoprocta_perdicaria
ENSDNVP00000025521	ENSDNVG00000017742	Dromaius_novaehollandiae
ENSVURP00010003826	ENSVURG00010003069	Vombatus_ursinus
ENSPCIP00000027755	ENSPCIG00000020645	Phascolarctos_cinereus
ENSMEUP00000008110	ENSMEUG00000008867	Notamacropus_eugenii
ENSUAMP00000023625	ENSUAMG00000018339	Ursus_americanus
ENSUMAP00000016324	ENSUMAG00000011871	Ursus_maritimus
ENSAMEP00000017598	ENSAMEG00000016637	Ailuropoda_melanoleuca
ENSNVIP00000027901	ENSNVIG00000021552	Neovison_vison
ENSMPUP00000014035	ENSMPUG00000014142	Mustela_putorius_furo
ENSCAFP00020015999	ENSCAFG00020012782	Canis_lupus_dingo
ENSCAFP00000023680	ENSCAFG00000016070	Canis_lupus_familiaris
ENSVVUP00000006219	ENSVVUG00000004253	Vulpes_vulpes
ENSPPRP00000002326	ENSPPRG00000023515	Panthera_pardus
ENSPTIP00000003361	ENSPTIG00000006114	Panthera_tigris_altaica
ENSFCAP00000012689	ENSFCAG00000013681	Felis_catus
ENSPVAP00000011633	ENSPVAG00000012341	Pteropus_vampyrus
ENSTTRP00000010644	ENSTTRG00000011224	Tursiops_truncatus
ENSSSCP00000013911	ENSSSCG00000013079	Sus_scrofa_strain_reference
ENSBIXP00000002278	ENSBIXG00000008771	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005003882	ENSBIXG00005009918	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000018523	ENSBTAG00000013942	Bos_taurus
ENSBMUP00000035850	ENSBMUG00000026624	Bos_mutus
ENSBBBP00000010600	ENSBBBG00000004679	Bison_bison_bison
ENSCHIP00000021986	ENSCHIG00000020106	Capra_hircus
ENSECAP00000038781	ENSECAG00000020795	Equus_caballus
ENSEASP00005011707	ENSEASG00005008208	Equus_asinus_asinus
ENSCCNP00000003765	ENSCCNG00000003979	Castor_canadensis
ENSDORP00000001898	ENSDORG00000002025	Dipodomys_ordii
ENSMSIP00000032040	ENSMSIG00000026830	Mus_spicilegus
MGP_SPRETEiJ_P0050100	MGP_SPRETEiJ_G0023599	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000046358	ENSMUSG00000035735	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0048121	MGP_CAROLIEiJ_G0022685	Mus_caroli_strain_CAROLI_EIJ
ENSRNOP00000033416	ENSRNOG00000027264	Rattus_norvegicus
ENSMUGP00000017331	ENSMUGG00000014755	Meriones_unguiculatus
ENSCGRP00000019889	ENSCGRG00000014476	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015011219	ENSCGRG00015008640	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001003419	ENSCGRG00001004102	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000013317	ENSMAUG00000013406	Mesocricetus_auratus
ENSPEMP00000013750	ENSPEMG00000013710	Peromyscus_maniculatus_bairdii
ENSMOCP00000021841	ENSMOCG00000019065	Microtus_ochrogaster
ENSNGAP00000023157	ENSNGAG00000021794	Nannospalax_galili
ENSJJAP00000001981	ENSJJAG00000002892	Jaculus_jaculus
ENSSTOP00000027096	ENSSTOG00000013182	Ictidomys_tridecemlineatus
ENSUPAP00010005726	ENSUPAG00010004596	Urocitellus_parryii
ENSMMMP00000001895	ENSMMMG00000001711	Marmota_marmota_marmota
ENSOCUP00000039087	ENSOCUG00000012783	Oryctolagus_cuniculus
ENSP00000257215	ENSG00000134780	Homo_sapiens
ENSGGOP00000001148	ENSGGOG00000001163	Gorilla_gorilla
ENSPPAP00000007299	ENSPPAG00000026492	Pan_paniscus
ENSPTRP00000006442	ENSPTRG00000003747	Pan_troglodytes
ENSPPYP00000003673	ENSPPYG00000003183	Pongo_abelii
ENSNLEP00000003263	ENSNLEG00000002700	Nomascus_leucogenys
ENSMMUP00000070206	ENSMMUG00000049301	Macaca_mulatta
ENSMFAP00000014742	ENSMFAG00000030550	Macaca_fascicularis
