ENSGALP00000027958	ENSGALG00000017332	Gallus_gallus
ENSCJPP00005006098	ENSCJPG00005005731	Coturnix_japonica
ENSMGAP00000016227	ENSMGAG00000015289	Meleagris_gallopavo
ENSNMEP00000002666	ENSNMEG00000003314	Numida_meleagris
ENSAPLP00000011533	ENSAPLG00000011771	Anas_platyrhynchos_platyrhynchos
ENSAPLP00000021483	ENSAPLG00000021295	Anas_platyrhynchos_platyrhynchos
ENSABRP00000017464	ENSABRG00000015201	Anser_brachyrhynchus
ENSCPGP00000018795	ENSCPGG00000013138	Calidris_pygmaea
ENSCPUP00000020407	ENSCPUG00000013958	Calidris_pugnax
ENSMVIP00005010912	ENSMVIG00005008025	Manacus_vitellinus
ENSLCOP00000007687	ENSLCOG00000005657	Lepidothrix_coronata
ENSMUNP00000016303	ENSMUNG00000012551	Melopsittacus_undulatus
ENSARWP00000023397	ENSARWG00000015939	Apteryx_rowi
ENSAOWP00000009019	ENSAOWG00000006192	Apteryx_owenii
ENSAHAP00000009957	ENSAHAG00000007220	Apteryx_haastii
ENSNPEP00000002506	ENSNPEG00000001925	Nothoprocta_perdicaria
ENSDNVP00000007867	ENSDNVG00000005602	Dromaius_novaehollandiae
ENSCPRP00005025084	ENSCPRG00005017403	Crocodylus_porosus
ENSGAGP00000027356	ENSGAGG00000019892	Gopherus_agassizii
ENSCABP00000019589	ENSCABG00000014467	Chelonoidis_abingdonii
ENSCPBP00000040261	ENSCPBG00000027686	Chrysemys_picta_bellii
ENSPSIP00000011236	ENSPSIG00000010133	Pelodiscus_sinensis
ENSACAP00000012135	ENSACAG00000012365	Anolis_carolinensis
ENSSMRP00000008634	ENSSMRG00000006919	Salvator_merianae
ENSPCIP00000032535	ENSPCIG00000024150	Phascolarctos_cinereus
ENSVURP00010022216	ENSVURG00010017014	Vombatus_ursinus
ENSMEUP00000010565	ENSMEUG00000011588	Notamacropus_eugenii
ENSMODP00000008655	ENSMODG00000006983	Monodelphis_domestica
ENSSHAP00000012812	ENSSHAG00000010962	Sarcophilus_harrisii
ENSPTRP00000007015	ENSPTRG00000004081	Pan_troglodytes
ENSPPAP00000002468	ENSPPAG00000010945	Pan_paniscus
ENSP00000438526	ENSG00000149243	Homo_sapiens
ENSGGOP00000021684	ENSGGOG00000015839	Gorilla_gorilla
ENSPPYP00000004216	ENSPPYG00000003689	Pongo_abelii
ENSNLEP00000040505	ENSNLEG00000016911	Nomascus_leucogenys
ENSPTEP00000025057	ENSPTEG00000025428	Piliocolobus_tephrosceles
ENSCANP00000014744	ENSCANG00000030825	Colobus_angolensis_palliatus
ENSRBIP00000025984	ENSRBIG00000036873	Rhinopithecus_bieti
ENSMLEP00000009858	ENSMLEG00000029117	Mandrillus_leucophaeus
ENSCSAP00000000281	ENSCSAG00000003917	Chlorocebus_sabaeus
ENSRROP00000039198	ENSRROG00000042922	Rhinopithecus_roxellana
ENSMNEP00000030025	ENSMNEG00000038478	Macaca_nemestrina
ENSMMUP00000070243	ENSMMUG00000063403	Macaca_mulatta
ENSMFAP00000015751	ENSMFAG00000031078	Macaca_fascicularis
ENSTGEP00000035141	ENSTGEG00000028015	Theropithecus_gelada
ENSPANP00000030322	ENSPANG00000033783	Papio_anubis
ENSCATP00000040342	ENSCATG00000042763	Cercocebus_atys
ENSSBOP00000033108	ENSSBOG00000032736	Saimiri_boliviensis_boliviensis
ENSCJAP00000028400	ENSCJAG00000015421	Callithrix_jacchus
ENSCCAP00000012635	ENSCCAG00000024110	Cebus_capucinus_imitator
ENSANAP00000023688	ENSANAG00000029592	Aotus_nancymaae
ENSTSYP00000019553	ENSTSYG00000033862	Carlito_syrichta
ENSPSMP00000003562	ENSPSMG00000002917	Prolemur_simus
ENSPCOP00000004239	ENSPCOG00000012453	Propithecus_coquereli
ENSMICP00000042781	ENSMICG00000045018	Microcebus_murinus
ENSOGAP00000017103	ENSOGAG00000005323	Otolemur_garnettii
ENSCCNP00000010154	ENSCCNG00000010665	Castor_canadensis
ENSDORP00000002796	ENSDORG00000002975	Dipodomys_ordii
ENSMSIP00000032629	ENSMSIG00000027326	Mus_spicilegus
MGP_SPRETEiJ_P0084203	MGP_SPRETEiJ_G0031138	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000041363	ENSMUSG00000035298	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0080833	MGP_CAROLIEiJ_G0030028	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0017672	MGP_PahariEiJ_G0013249	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000023386	ENSRNOG00000017365	Rattus_norvegicus
ENSMUGP00000017459	ENSMUGG00000014852	Meriones_unguiculatus
ENSPEMP00000027042	ENSPEMG00000022958	Peromyscus_maniculatus_bairdii
ENSMOCP00000012248	ENSMOCG00000012414	Microtus_ochrogaster
ENSCGRP00015017722	ENSCGRG00015013634	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001004576	ENSCGRG00001005839	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000006191	ENSCGRG00000004534	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000025283	ENSMAUG00000021872	Mesocricetus_auratus
ENSNGAP00000006587	ENSNGAG00000009818	Nannospalax_galili
ENSJJAP00000009524	ENSJJAG00000013370	Jaculus_jaculus
ENSCLAP00000022309	ENSCLAG00000015297	Chinchilla_lanigera
ENSODEP00000006017	ENSODEG00000004522	Octodon_degus
ENSCAPP00000010530	ENSCAPG00000011791	Cavia_aperea
ENSCPOP00000009189	ENSCPOG00000010232	Cavia_porcellus
ENSHGLP00100017399	ENSHGLG00100012836	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000006777	ENSHGLG00000004947	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000001604	ENSFDAG00000011536	Fukomys_damarensis
ENSUPAP00010016900	ENSUPAG00010013466	Urocitellus_parryii
ENSSTOP00000018399	ENSSTOG00000027931	Ictidomys_tridecemlineatus
ENSSDAP00000008267	ENSSDAG00000007550	Spermophilus_dauricus
ENSVPAP00000010807	ENSVPAG00000011614	Vicugna_pacos
ENSSSCP00000015773	ENSSSCG00000014854	Sus_scrofa_strain_reference
ENSCHIP00000029025	ENSCHIG00000024312	Capra_hircus
ENSOARP00000012455	ENSOARG00000011617	Ovis_aries
ENSBIXP00005027053	ENSBIXG00005001838	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000033885	ENSBIXG00000016726	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000039525	ENSBTAG00000015087	Bos_taurus
ENSBMUP00000004848	ENSBMUG00000003800	Bos_mutus
ENSBBBP00000015043	ENSBBBG00000022826	Bison_bison_bison
ENSTTRP00000005541	ENSTTRG00000005860	Tursiops_truncatus
ENSCAFP00020002479	ENSCAFG00020002093	Canis_lupus_dingo
ENSCAFP00000008050	ENSCAFG00000005400	Canis_lupus_familiaris
ENSVVUP00000033701	ENSVVUG00000024352	Vulpes_vulpes
ENSAMEP00000018005	ENSAMEG00000017048	Ailuropoda_melanoleuca
ENSUMAP00000014706	ENSUMAG00000010819	Ursus_maritimus
ENSNVIP00000000020	ENSNVIG00000000027	Neovison_vison
ENSMPUP00000009009	ENSMPUG00000009085	Mustela_putorius_furo
ENSPPRP00000025827	ENSPPRG00000016187	Panthera_pardus
ENSPTIP00000012090	ENSPTIG00000012295	Panthera_tigris_altaica
ENSFCAP00000011641	ENSFCAG00000012545	Felis_catus
ENSSARP00000007872	ENSSARG00000008686	Sorex_araneus
ENSECAP00000011379	ENSECAG00000013664	Equus_caballus
ENSEASP00005020721	ENSEASG00005014246	Equus_asinus_asinus
ENSPVAP00000010627	ENSPVAG00000011274	Pteropus_vampyrus
ENSTBEP00000006272	ENSTBEG00000007259	Tupaia_belangeri
ENSMLUP00000003721	ENSMLUG00000004083	Myotis_lucifugus
ENSPCAP00000005106	ENSPCAG00000005488	Procavia_capensis
ENSLAFP00000017825	ENSLAFG00000021869	Loxodonta_africana
ENSETEP00000015698	ENSETEG00000019323	Echinops_telfairi
ENSDNOP00000015333	ENSDNOG00000019775	Dasypus_novemcinctus
ENSOCUP00000010669	ENSOCUG00000012395	Oryctolagus_cuniculus
ENSOPRP00000006849	ENSOPRG00000007479	Ochotona_princeps
ENSEEUP00000013078	ENSEEUG00000014345	Erinaceus_europaeus
ENSXETP00000001137	ENSXETG00000001491	Xenopus_tropicalis
ENSLACP00000002103	ENSLACG00000001881	Latimeria_chalumnae
ENSAMXP00005017733	ENSAMXG00005009250	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000009070	ENSAMXG00000008827	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000030877	ENSPNAG00000017843	Pygocentrus_nattereri
ENSEEEP00000025645	ENSEEEG00000012442	Electrophorus_electricus
ENSIPUP00000012723	ENSIPUG00000008679	Ictalurus_punctatus
ENSDCDP00000017136	ENSDCDG00000013949	Denticeps_clupeoides
ENSDCDP00000052314	ENSDCDG00000031581	Denticeps_clupeoides
ENSELUP00000020562	ENSELUG00000019778	Esox_lucius
ENSHHUP00000082912	ENSHHUG00000048152	Hucho_hucho
ENSSFOP00015020968	ENSSFOG00015013497	Scleropages_formosus
ENSPKIP00000034825	ENSPKIG00000014013	Paramormyrops_kingsleyae
ENSLOCP00000005831	ENSLOCG00000004856	Lepisosteus_oculatus
ENSECRP00000012846	ENSECRG00000008579	Erpetoichthys_calabaricus
