ENSPKIP00000024707	ENSPKIG00000007841	Paramormyrops_kingsleyae
ENSSFOP00015003547	ENSSFOG00015002327	Scleropages_formosus
ENSDCDP00000058461	ENSDCDG00000033917	Denticeps_clupeoides
ENSCHAP00000055596	ENSCHAG00000025142	Clupea_harengus
ENSAMXP00005046258	ENSAMXG00005021268	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000036460	ENSAMXG00000043710	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000037859	ENSPNAG00000004687	Pygocentrus_nattereri
ENSIPUP00000034392	ENSIPUG00000023091	Ictalurus_punctatus
ENSDARP00000033622	ENSDARG00000025566	Danio_rerio
ENSHHUP00000050714	ENSHHUG00000030564	Hucho_hucho
ENSHHUP00000032622	ENSHHUG00000020538	Hucho_hucho
ENSELUP00000011357	ENSELUG00000011737	Esox_lucius
ENSHHUP00000000960	ENSHHUG00000000548	Hucho_hucho
ENSHHUP00000057856	ENSHHUG00000034441	Hucho_hucho
ENSELUP00000007930	ENSELUG00000008650	Esox_lucius
ENSACLP00000031900	ENSACLG00000021624	Astatotilapia_calliptera
ENSMZEP00005021449	ENSMZEG00005016106	Maylandia_zebra
ENSPNYP00000021350	ENSPNYG00000016123	Pundamilia_nyererei
ENSHBUP00000000215	ENSHBUG00000001368	Haplochromis_burtoni
ENSNBRP00000027608	ENSNBRG00000021063	Neolamprologus_brichardi
ENSONIP00000002142	ENSONIG00000001712	Oreochromis_niloticus
ENSACIP00000027046	ENSACIG00000020954	Amphilophus_citrinellus
ENSSPAP00000011387	ENSSPAG00000008655	Stegastes_partitus
ENSMMOP00000009423	ENSMMOG00000007296	Mola_mola
ENSLCAP00010023233	ENSLCAG00010010901	Lates_calcarifer
ENSPMGP00000008885	ENSPMGG00000007339	Periophthalmus_magnuspinnatus
ENSGWIP00000028457	ENSGWIG00000014710	Gouania_willdenowi
ENSCSEP00000025114	ENSCSEG00000016037	Cynoglossus_semilaevis
ENSMALP00000006425	ENSMALG00000004577	Monopterus_albus
ENSSDUP00000026248	ENSSDUG00000019026	Seriola_dumerili
ENSSLDP00000017903	ENSSLDG00000014102	Seriola_lalandi_dorsalis
ENSCGOP00000025419	ENSCGOG00000011907	Cottoperca_gobio
ENSFHEP00000029651	ENSFHEG00000014501	Fundulus_heteroclitus
ENSXMAP00000027780	ENSXMAG00000021277	Xiphophorus_maculatus
ENSGAFP00000008142	ENSGAFG00000005538	Gambusia_affinis
ENSPREP00000018156	ENSPREG00000012288	Poecilia_reticulata
ENSPRNP00000022187	ENSPRNG00000011392	Parambassis_ranga
ENSLCRP00005055366	ENSLCRG00005020638	Larimichthys_crocea
ENSTRUP00000027378	ENSTRUG00000010834	Takifugu_rubripes
ENSORLP00000028268	ENSORLG00000009980	Oryzias_latipes_ASM223467v1
ENSORLP00020002527	ENSORLG00020000058	Oryzias_latipes_ASM223471v1
ENSORLP00015000921	ENSORLG00015001533	Oryzias_latipes_ASM223469v1
ENSOMEP00000013234	ENSOMEG00000014696	Oryzias_melastigma
ENSLBEP00000031696	ENSLBEG00000023918	Labrus_bergylta
ENSSMAP00000024609	ENSSMAG00000015058	Scophthalmus_maximus
ENSMAMP00000034659	ENSMAMG00000023281	Mastacembelus_armatus
ENSBSLP00000046706	ENSBSLG00000022225	Betta_splendens
ENSAPEP00000002454	ENSAPEG00000001770	Amphiprion_percula
ENSAOCP00000006784	ENSAOCG00000010472	Amphiprion_ocellaris
ENSAPOP00000020259	ENSAPOG00000023827	Acanthochromis_polyacanthus
ENSKMAP00000015343	ENSKMAG00000011473	Kryptolebias_marmoratus
ENSHCOP00000023757	ENSHCOG00000012567	Hippocampus_comes
ENSLCAP00010005671	ENSLCAG00010002814	Lates_calcarifer
ENSTNIP00000010041	ENSTNIG00000007238	Tetraodon_nigroviridis
ENSPLAP00000028507	ENSPLAG00000017939	Poecilia_latipinna
ENSPMEP00000013197	ENSPMEG00000015458	Poecilia_mexicana
ENSXCOP00000021507	ENSXCOG00000016104	Xiphophorus_couchianus
ENSPFOP00000016061	ENSPFOG00000016010	Poecilia_formosa
ENSCVAP00000018291	ENSCVAG00000021540	Cyprinodon_variegatus
ENSGACP00000001446	ENSGACG00000001109	Gasterosteus_aculeatus
ENSGMOP00000002034	ENSGMOG00000001907	Gadus_morhua
ENSDCDP00000047404	ENSDCDG00000029507	Denticeps_clupeoides
ENSCHAP00000056516	ENSCHAG00000025575	Clupea_harengus
ENSAMXP00000030307	ENSAMXG00000007625	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005056798	ENSAMXG00005025179	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000029736	ENSPNAG00000016036	Pygocentrus_nattereri
ENSIPUP00000036015	ENSIPUG00000024140	Ictalurus_punctatus
ENSDARP00000111699	ENSDARG00000027424	Danio_rerio
ENSLOCP00000019013	ENSLOCG00000015447	Lepisosteus_oculatus
ENSECRP00000002506	ENSECRG00000001704	Erpetoichthys_calabaricus
ENSARWP00000024240	ENSARWG00000016518	Apteryx_rowi
ENSAOWP00000005685	ENSAOWG00000003893	Apteryx_owenii
ENSAHAP00000005890	ENSAHAG00000004509	Apteryx_haastii
ENSCPRP00005007031	ENSCPRG00005004988	Crocodylus_porosus
ENSCPBP00000003996	ENSCPBG00000003245	Chrysemys_picta_bellii
ENSCABP00000001179	ENSCABG00000000984	Chelonoidis_abingdonii
ENSPSIP00000002927	ENSPSIG00000002840	Pelodiscus_sinensis
ENSACAP00000008698	ENSACAG00000008897	Anolis_carolinensis
ENSNSUP00000025522	ENSNSUG00000018366	Notechis_scutatus
