C45G9.2.1	WBGene00016674	Caenorhabditis_elegans_strain_N2	C45G9.2.1
FBpp0080694	FBgn0032750	Drosophila_melanogaster	FBtr0081150
ENSPVIP00000014756	ENSPVIG00000011384	Pogona_vitticeps
ENSACAP00000014922	ENSACAG00000015202	Anolis_carolinensis
ENSNSUP00000027648	ENSNSUG00000019757	Notechis_scutatus
ENSSMRP00000020036	ENSSMRG00000015623	Salvator_merianae
ENSSPUP00000024967	ENSSPUG00000019140	Sphenodon_punctatus
ENSAOWP00000001564	ENSAOWG00000001121	Apteryx_owenii	ENSAOWT00000001765
ENSAHAP00000013751	ENSAHAG00000009879	Apteryx_haastii	ENSAHAT00000015240
ENSARWP00000023891	ENSARWG00000016279	Apteryx_rowi	ENSARWT00000027066
ENSDNVP00000023945	ENSDNVG00000016630	Dromaius_novaehollandiae	ENSDNVT00000028906
ENSNPEP00000021749	ENSNPEG00000016121	Nothoprocta_perdicaria
ENSLSDP00000020487	ENSLSDG00000014505	Lonchura_striata_domestica
ENSTGUP00000003217	ENSTGUG00000003124	Taeniopygia_guttata
ENSSCAP00000008640	ENSSCAG00000006586	Serinus_canaria
ENSZALP00000004402	ENSZALG00000004136	Zonotrichia_albicollis
ENSJHYP00000014868	ENSJHYG00000011494	Junco_hyemalis
ENSCCEP00000019373	ENSCCEG00000017601	Cyanistes_caeruleus
ENSPMJP00000005527	ENSPMJG00000004799	Parus_major
ENSFALP00000010686	ENSFALG00000010246	Ficedula_albicollis
ENSLCOP00000012506	ENSLCOG00000009052	Lepidothrix_coronata
ENSMVIP00005009160	ENSMVIG00005006776	Manacus_vitellinus
ENSMUNP00000021227	ENSMUNG00000016067	Melopsittacus_undulatus
ENSCPGP00000027742	ENSCPGG00000019141	Calidris_pygmaea
ENSCPUP00000020149	ENSCPUG00000013782	Calidris_pugnax
ENSABRP00000027786	ENSABRG00000023134	Anser_brachyrhynchus
ENSAPLP00000007275	ENSAPLG00000007641	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000010041	ENSMGAG00000009714	Meleagris_gallopavo
ENSCJPP00005007338	ENSCJPG00005006778	Coturnix_japonica
ENSGALP00000038671	ENSGALG00000023661	Gallus_gallus
ENSNMEP00000005953	ENSNMEG00000006124	Numida_meleagris
ENSCPRP00005020084	ENSCPRG00005013996	Crocodylus_porosus
ENSGAGP00000021481	ENSGAGG00000015768	Gopherus_agassizii
ENSCABP00000008544	ENSCABG00000006457	Chelonoidis_abingdonii
ENSCPBP00000001073	ENSCPBG00000000863	Chrysemys_picta_bellii
ENSPSIP00000015064	ENSPSIG00000013488	Pelodiscus_sinensis
ENSCHOP00000006057	ENSCHOG00000006848	Choloepus_hoffmanni
ENSDNOP00000019701	ENSDNOG00000030725	Dasypus_novemcinctus
ENSMSIP00000004541	ENSMSIG00000004163	Mus_spicilegus
MGP_SPRETEiJ_P0033567	MGP_SPRETEiJ_G0018522	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000020977	ENSMUSG00000020648	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0032088	MGP_CAROLIEiJ_G0017680	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0082207	MGP_PahariEiJ_G0029438	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000072651	ENSRNOG00000008155	Rattus_norvegicus
ENSMUGP00000025150	ENSMUGG00000020998	Meriones_unguiculatus
ENSCGRP00000000430	ENSCGRG00000000384	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015006563	ENSCGRG00015005070	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001012892	ENSCGRG00001014181	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000017926	ENSMAUG00000016651	Mesocricetus_auratus
ENSMOCP00000022241	ENSMOCG00000019344	Microtus_ochrogaster
ENSPEMP00000026820	ENSPEMG00000022807	Peromyscus_maniculatus_bairdii
ENSNGAP00000023923	ENSNGAG00000022335	Nannospalax_galili
ENSJJAP00000009881	ENSJJAG00000013626	Jaculus_jaculus
ENSSTOP00000000186	ENSSTOG00000000212	Ictidomys_tridecemlineatus
ENSUPAP00010017645	ENSUPAG00010014053	Urocitellus_parryii
ENSSDAP00000001406	ENSSDAG00000001398	Spermophilus_dauricus
ENSMMMP00000018637	ENSMMMG00000016513	Marmota_marmota_marmota
ENSCCNP00000027132	ENSCCNG00000026271	Castor_canadensis
ENSDORP00000009951	ENSDORG00000010587	Dipodomys_ordii
ENSCLAP00000017694	ENSCLAG00000012135	Chinchilla_lanigera
ENSODEP00000002020	ENSODEG00000001582	Octodon_degus
ENSCAPP00000004738	ENSCAPG00000007215	Cavia_aperea
ENSCPOP00000002168	ENSCPOG00000002384	Cavia_porcellus
ENSHGLP00100003424	ENSHGLG00100002604	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000026673	ENSHGLG00000018976	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000017933	ENSFDAG00000010206	Fukomys_damarensis
ENSOCUP00000010997	ENSOCUG00000012784	Oryctolagus_cuniculus
ENSOPRP00000004940	ENSOPRG00000005394	Ochotona_princeps
ENSTBEP00000001207	ENSTBEG00000001401	Tupaia_belangeri
ENSRROP00000000124	ENSRROG00000000241	Rhinopithecus_roxellana
ENSRBIP00000005953	ENSRBIG00000025544	Rhinopithecus_bieti
ENSPTEP00000042110	ENSPTEG00000038468	Piliocolobus_tephrosceles
ENSCANP00000007445	ENSCANG00000024456	Colobus_angolensis_palliatus
ENSTGEP00000015565	ENSTGEG00000012576	Theropithecus_gelada
ENSPANP00000017383	ENSPANG00000007111	Papio_anubis
ENSMLEP00000026915	ENSMLEG00000037658	Mandrillus_leucophaeus
ENSMNEP00000034845	ENSMNEG00000040594	Macaca_nemestrina
ENSMFAP00000034518	ENSMFAG00000003759	Macaca_fascicularis
ENSCATP00000015259	ENSCATG00000031611	Cercocebus_atys
ENSCSAP00000007574	ENSCSAG00000011370	Chlorocebus_sabaeus
ENSPTRP00000033526	ENSPTRG00000019579	Pan_troglodytes
ENSPPAP00000016755	ENSPPAG00000031482	Pan_paniscus
ENSP00000265720	ENSG00000105865	Homo_sapiens
ENSGGOP00000003753	ENSGGOG00000003821	Gorilla_gorilla
ENSPPYP00000020065	ENSPPYG00000017901	Pongo_abelii
ENSNLEP00000010649	ENSNLEG00000008716	Nomascus_leucogenys
ENSCCAP00000020254	ENSCCAG00000027960	Cebus_capucinus_imitator
ENSCJAP00000030053	ENSCJAG00000016323	Callithrix_jacchus
ENSANAP00000041006	ENSANAG00000037839	Aotus_nancymaae
ENSSBOP00000017880	ENSSBOG00000025576	Saimiri_boliviensis_boliviensis
ENSTSYP00000009231	ENSTSYG00000010065	Carlito_syrichta
ENSMICP00000045171	ENSMICG00000042944	Microcebus_murinus
ENSMICP00000018511	ENSMICG00000027213	Microcebus_murinus
ENSPCOP00000008858	ENSPCOG00000015747	Propithecus_coquereli
ENSPSMP00000021449	ENSPSMG00000015165	Prolemur_simus
ENSOGAP00000011747	ENSOGAG00000013113	Otolemur_garnettii
ENSOARP00000006126	ENSOARG00000005713	Ovis_aries
ENSCHIP00000007358	ENSCHIG00000010888	Capra_hircus
ENSBMUP00000010228	ENSBMUG00000007894	Bos_mutus
ENSBTAP00000061320	ENSBTAG00000021849	Bos_taurus
ENSBBBP00000007012	ENSBBBG00000008503	Bison_bison_bison
