ENSGALP00000032942	ENSGALG00000005088	Gallus_gallus
ENSMGAP00000006428	ENSMGAG00000006266	Meleagris_gallopavo
ENSCPGP00000024152	ENSCPGG00000016657	Calidris_pygmaea
ENSTGUP00000007028	ENSTGUG00000006748	Taeniopygia_guttata
ENSZALP00000016316	ENSZALG00000013253	Zonotrichia_albicollis
ENSJHYP00000023647	ENSJHYG00000017789	Junco_hyemalis
ENSFALP00000007346	ENSFALG00000007041	Ficedula_albicollis
ENSLSDP00000007909	ENSLSDG00000005943	Lonchura_striata_domestica
ENSPMJP00000020843	ENSPMJG00000015490	Parus_major
ENSCCEP00000010650	ENSCCEG00000010530	Cyanistes_caeruleus
ENSLCOP00000004659	ENSLCOG00000002865	Lepidothrix_coronata
ENSMVIP00005023046	ENSMVIG00005016170	Manacus_vitellinus
ENSMUNP00000014889	ENSMUNG00000011567	Melopsittacus_undulatus
ENSCJPP00005017016	ENSCJPG00005011536	Coturnix_japonica
ENSNMEP00000015278	ENSNMEG00000012885	Numida_meleagris
ENSAPLP00000008481	ENSAPLG00000008750	Anas_platyrhynchos_platyrhynchos
ENSABRP00000015438	ENSABRG00000011360	Anser_brachyrhynchus
ENSARWP00000005436	ENSARWG00000003882	Apteryx_rowi
ENSAHAP00000018695	ENSAHAG00000013261	Apteryx_haastii
ENSAOWP00000019408	ENSAOWG00000013184	Apteryx_owenii
ENSDNVP00000003895	ENSDNVG00000002757	Dromaius_novaehollandiae
ENSNPEP00000000941	ENSNPEG00000000745	Nothoprocta_perdicaria
ENSSCAP00000003107	ENSSCAG00000002205	Serinus_canaria
ENSCPUP00000014388	ENSCPUG00000010119	Calidris_pugnax
ENSCPRP00005010802	ENSCPRG00005005594	Crocodylus_porosus
ENSGAGP00000036016	ENSGAGG00000025525	Gopherus_agassizii
ENSCPBP00000029236	ENSCPBG00000020615	Chrysemys_picta_bellii
ENSCABP00000010331	ENSCABG00000006904	Chelonoidis_abingdonii
ENSPSIP00000015923	ENSPSIG00000014001	Pelodiscus_sinensis
ENSPVIP00000020973	ENSPVIG00000015960	Pogona_vitticeps
ENSACAP00000009119	ENSACAG00000009061	Anolis_carolinensis
ENSNSUP00000028304	ENSNSUG00000020164	Notechis_scutatus
ENSSMRP00000002366	ENSSMRG00000002031	Salvator_merianae
ENSSPUP00000022054	ENSSPUG00000016921	Sphenodon_punctatus
ENSXETP00000020346	ENSXETG00000005020	Xenopus_tropicalis
ENSCCNP00000017128	ENSCCNG00000017426	Castor_canadensis
ENSVURP00010017738	ENSVURG00010013489	Vombatus_ursinus
ENSPCIP00000039084	ENSPCIG00000028709	Phascolarctos_cinereus
ENSMEUP00000014523	ENSMEUG00000015888	Notamacropus_eugenii
ENSSHAP00000008963	ENSSHAG00000007766	Sarcophilus_harrisii
ENSMODP00000047721	ENSMODG00000000536	Monodelphis_domestica
ENSOANP00000021018	ENSOANG00000013313	Ornithorhynchus_anatinus
ENSBIXP00005034020	ENSBIXG00005014953	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000029094	ENSBIXG00000010597	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000066590	ENSBTAG00000012667	Bos_taurus
ENSBMUP00000016625	ENSBMUG00000012322	Bos_mutus
ENSBBBP00000024520	ENSBBBG00000019839	Bison_bison_bison
ENSOARP00000008954	ENSOARG00000008337	Ovis_aries
ENSCHIP00000006298	ENSCHIG00000010155	Capra_hircus
ENSTTRP00000011466	ENSTTRG00000012090	Tursiops_truncatus
ENSSSCP00000053739	ENSSSCG00000010311	Sus_scrofa_strain_reference
ENSMLUP00000011643	ENSMLUG00000012781	Myotis_lucifugus
ENSCAFP00020020694	ENSCAFG00020016387	Canis_lupus_dingo
ENSCAFP00020020690	ENSCAFG00020016383	Canis_lupus_dingo
ENSVVUP00000032005	ENSVVUG00000023234	Vulpes_vulpes
ENSCAFP00000058257	ENSCAFG00000015161	Canis_lupus_familiaris
ENSNVIP00000011246	ENSNVIG00000008742	Neovison_vison
ENSUAMP00000019174	ENSUAMG00000015145	Ursus_americanus
ENSUAMP00000019181	ENSUAMG00000015149	Ursus_americanus
ENSUMAP00000017054	ENSUMAG00000012519	Ursus_maritimus
ENSAMEP00000017685	ENSAMEG00000016709	Ailuropoda_melanoleuca
ENSFCAP00000029228	ENSFCAG00000018407	Felis_catus
ENSPPRP00000012482	ENSPPRG00000006184	Panthera_pardus
ENSPTIP00000020201	ENSPTIG00000017657	Panthera_tigris_altaica
ENSPVAP00000009757	ENSPVAG00000010351	Pteropus_vampyrus
ENSECAP00000046181	ENSECAG00000000031	Equus_caballus
ENSEASP00005033471	ENSEASG00005021139	Equus_asinus_asinus
ENSGGOP00000006096	ENSGGOG00000006223	Gorilla_gorilla
ENSPPAP00000000426	ENSPPAG00000001211	Pan_paniscus
ENSP00000319060	ENSG00000148660	Homo_sapiens
ENSPPYP00000023492	ENSPPYG00000025863	Pongo_abelii
ENSTGEP00000035387	ENSTGEG00000028153	Theropithecus_gelada
