FBpp0075386	FBgn0027088	Drosophila_melanogaster
T10F2.1a.1	WBGene00001744	Caenorhabditis_elegans_strain_N2
ENSEBUP00000003041	ENSEBUG00000002254	Eptatretus_burgeri
ENSEBUP00000003748	ENSEBUG00000002654	Eptatretus_burgeri
ENSPMAP00000007277	ENSPMAG00000006586	Petromyzon_marinus
ENSETEP00000009899	ENSETEG00000012196	Echinops_telfairi
ENSEEUP00000009720	ENSEEUG00000010646	Erinaceus_europaeus
ENSSARP00000007623	ENSSARG00000008410	Sorex_araneus
ENSMLUP00000019014	ENSMLUG00000002043	Myotis_lucifugus
ENSPVAP00000012798	ENSPVAG00000013565	Pteropus_vampyrus
ENSBMUP00000013766	ENSBMUG00000010500	Bos_mutus
ENSBTAP00000025254	ENSBTAG00000018972	Bos_taurus
ENSBIXP00000014203	ENSBIXG00000018953	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005008781	ENSBIXG00005001725	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBBBP00000009613	ENSBBBG00000017762	Bison_bison_bison
ENSCHIP00000016825	ENSCHIG00000016912	Capra_hircus
ENSOARP00000008612	ENSOARG00000008017	Ovis_aries
ENSTTRP00000000315	ENSTTRG00000000334	Tursiops_truncatus
ENSSSCP00000017666	ENSSSCG00000016677	Sus_scrofa_strain_reference
ENSVPAP00000008783	ENSVPAG00000009438	Vicugna_pacos
ENSUAMP00000021341	ENSUAMG00000016756	Ursus_americanus
ENSUMAP00000002646	ENSUMAG00000002158	Ursus_maritimus
ENSAMEP00000007042	ENSAMEG00000006652	Ailuropoda_melanoleuca
ENSNVIP00000014146	ENSNVIG00000011122	Neovison_vison
ENSMPUP00000005080	ENSMPUG00000005116	Mustela_putorius_furo
ENSCAFP00020005198	ENSCAFG00020004272	Canis_lupus_dingo
ENSCAFP00000066141	ENSCAFG00000003086	Canis_lupus_familiaris
ENSVVUP00000028670	ENSVVUG00000020981	Vulpes_vulpes
ENSPPRP00000006513	ENSPPRG00000001917	Panthera_pardus
ENSPTIP00000017764	ENSPTIG00000016096	Panthera_tigris_altaica
ENSFCAP00000010606	ENSFCAG00000011415	Felis_catus
ENSECAP00000017220	ENSECAG00000019373	Equus_caballus
ENSEASP00005000389	ENSEASG00005000388	Equus_asinus_asinus
ENSJJAP00000022416	ENSJJAG00000022474	Jaculus_jaculus
ENSCCNP00000023206	ENSCCNG00000022817	Castor_canadensis
MGP_SPRETEiJ_P0076830	MGP_SPRETEiJ_G0029412	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000003572	ENSMUSG00000029777	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000026148	ENSMSIG00000022024	Mus_spicilegus
MGP_CAROLIEiJ_P0073955	MGP_CAROLIEiJ_G0028410	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0050048	MGP_PahariEiJ_G0022160	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000014780	ENSRNOG00000011052	Rattus_norvegicus
ENSMUGP00000008122	ENSMUGG00000007365	Meriones_unguiculatus
ENSPEMP00000022616	ENSPEMG00000019930	Peromyscus_maniculatus_bairdii
ENSMOCP00000019806	ENSMOCG00000017680	Microtus_ochrogaster
ENSCGRP00015029636	ENSCGRG00015022359	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001021681	ENSCGRG00001020450	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000011452	ENSCGRG00000008342	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000018229	ENSMAUG00000016852	Mesocricetus_auratus
ENSNGAP00000023228	ENSNGAG00000021844	Nannospalax_galili
ENSDORP00000002511	ENSDORG00000002672	Dipodomys_ordii
ENSCAPP00000005143	ENSCAPG00000007526	Cavia_aperea
ENSCPOP00000006807	ENSCPOG00000007547	Cavia_porcellus
ENSCLAP00000011587	ENSCLAG00000007985	Chinchilla_lanigera
ENSHGLP00000022909	ENSHGLG00000016342	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100009133	ENSHGLG00100006787	Heterocephalus_glaber_HetGla_1.0
