ENSPVIP00000013195	ENSPVIG00000010245	Pogona_vitticeps
ENSNSUP00000003346	ENSNSUG00000002718	Notechis_scutatus
ENSSMRP00000003774	ENSSMRG00000003164	Salvator_merianae
ENSNSUP00000002902	ENSNSUG00000002389	Notechis_scutatus
ENSAMXP00000014245	ENSAMXG00000013851	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSCGRP00015010949	ENSCGRG00015008411	Cricetulus_griseus_CriGri-PICR
ENSGAGP00000022266	ENSGAGG00000016356	Gopherus_agassizii
ENSGAGP00000002115	ENSGAGG00000001702	Gopherus_agassizii
ENSRROP00000019910	ENSRROG00000033918	Rhinopithecus_roxellana
ENSRBIP00000010966	ENSRBIG00000029321	Rhinopithecus_bieti
ENSCANP00000006631	ENSCANG00000022161	Colobus_angolensis_palliatus
ENSMFAP00000031985	ENSMFAG00000037035	Macaca_fascicularis
ENSMNEP00000015675	ENSMNEG00000031884	Macaca_nemestrina
ENSPANP00000026540	ENSPANG00000035167	Papio_anubis
ENSMLEP00000003274	ENSMLEG00000013828	Mandrillus_leucophaeus
ENSGGOP00000046974	ENSGGOG00000039428	Gorilla_gorilla
ENSPPAP00000016281	ENSPPAG00000031244	Pan_paniscus
ENSCLAP00000020974	ENSCLAG00000014365	Chinchilla_lanigera
ENSTTRP00000009258	ENSTTRG00000009768	Tursiops_truncatus
ENSEEUP00000003853	ENSEEUG00000004266	Erinaceus_europaeus
ENSMEUP00000007127	ENSMEUG00000007805	Notamacropus_eugenii
ENSCGRP00000002880	ENSCGRG00000002106	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001013880	ENSCGRG00001014910	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015005368	ENSCGRG00015004224	Cricetulus_griseus_CriGri-PICR
ENSNGAP00000001384	ENSNGAG00000001023	Nannospalax_galili
ENSDORP00000025450	ENSDORG00000025577	Dipodomys_ordii
ENSSDAP00000012519	ENSSDAG00000011271	Spermophilus_dauricus
ENSCJAP00000064433	ENSCJAG00000022353	Callithrix_jacchus
ENSCJAP00000075681	ENSCJAG00000056125	Callithrix_jacchus
ENSCANP00000026394	ENSCANG00000036608	Colobus_angolensis_palliatus
ENSSSCP00000045273	ENSSSCG00000004396	Sus_scrofa_strain_reference
ENSSHAP00000009494	ENSSHAG00000008213	Sarcophilus_harrisii
ENSNGAP00000019329	ENSNGAG00000019179	Nannospalax_galili
ENSMOCP00000010333	ENSMOCG00000010560	Microtus_ochrogaster
ENSMSIP00000022598	ENSMSIG00000019179	Mus_spicilegus
ENSHGLP00000025096	ENSHGLG00000017876	Heterocephalus_glaber_HetGla_female_1.0
ENSUPAP00010018035	ENSUPAG00010014341	Urocitellus_parryii
ENSOPRP00000012532	ENSOPRG00000013748	Ochotona_princeps
ENSMLEP00000028507	ENSMLEG00000038470	Mandrillus_leucophaeus
ENSTGEP00000028929	ENSTGEG00000023270	Theropithecus_gelada
ENSMMUP00000013823	ENSMMUG00000010545	Macaca_mulatta
ENSPTEP00000018257	ENSPTEG00000019711	Piliocolobus_tephrosceles
ENSNLEP00000033461	ENSNLEG00000028899	Nomascus_leucogenys
MGP_CAROLIEiJ_P0027720	MGP_CAROLIEiJ_G0016611	Mus_caroli_strain_CAROLI_EIJ
ENSMUSP00000018711	ENSMUSG00000018567	Mus_musculus_strain_reference_(CL57BL6)
ENSCCNP00000016280	ENSCCNG00000016586	Castor_canadensis
ENSTSYP00000024072	ENSTSYG00000031305	Carlito_syrichta
ENSMMMP00000021865	ENSMMMG00000019236	Marmota_marmota_marmota
MGP_PahariEiJ_P0034467	MGP_PahariEiJ_G0017742	Mus_pahari_strain_PAHARI_EIJ
ENSHGLP00100019106	ENSHGLG00100014090	Heterocephalus_glaber_HetGla_1.0
ENSPPAP00000013712	ENSPPAG00000030015	Pan_paniscus
ENSP00000306866	ENSG00000170296	Homo_sapiens
ENSMNEP00000043529	ENSMNEG00000044432	Macaca_nemestrina
ENSPTEP00000014174	ENSPTEG00000015852	Piliocolobus_tephrosceles
ENSOGAP00000003919	ENSOGAG00000004388	Otolemur_garnettii
ENSUMAP00000020679	ENSUMAG00000015154	Ursus_maritimus
ENSMPUP00000010396	ENSMPUG00000010473	Mustela_putorius_furo
ENSBBBP00000006264	ENSBBBG00000003665	Bison_bison_bison
ENSBIXP00005041565	ENSBIXG00005024650	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCHIP00000024185	ENSCHIG00000021470	Capra_hircus
ENSVVUP00000038998	ENSVVUG00000027812	Vulpes_vulpes
ENSSARP00000000417	ENSSARG00000000468	Sorex_araneus
ENSBIXP00000008514	ENSBIXG00000014346	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSTGEP00000021591	ENSTGEG00000017433	Theropithecus_gelada
ENSMMUP00000060542	ENSMMUG00000056842	Macaca_mulatta
ENSANAP00000020332	ENSANAG00000027944	Aotus_nancymaae
ENSCPOP00000016640	ENSCPOG00000012853	Cavia_porcellus
ENSCGRP00000016730	ENSCGRG00000012152	Cricetulus_griseus_CriGri_1.0
ENSNLEP00000028972	ENSNLEG00000027621	Nomascus_leucogenys
ENSCATP00000041990	ENSCATG00000043622	Cercocebus_atys
ENSRBIP00000011352	ENSRBIG00000029554	Rhinopithecus_bieti
ENSPEMP00000032159	ENSPEMG00000027413	Peromyscus_maniculatus_bairdii
ENSPANP00000040093	ENSPANG00000030661	Papio_anubis
MGP_SPRETEiJ_P0029099	MGP_SPRETEiJ_G0017447	Mus_spretus_strain_SPRET/EiJ
ENSRNOP00000023724	ENSRNOG00000017417	Rattus_norvegicus
ENSCGRP00001025373	ENSCGRG00001022984	Cricetulus_griseus_CHOK1GS_HDv1
ENSPEMP00000031822	ENSPEMG00000028299	Peromyscus_maniculatus_bairdii
ENSRROP00000000436	ENSRROG00000001438	Rhinopithecus_roxellana
ENSPTRP00000014784	ENSPTRG00000034115	Pan_troglodytes
ENSODEP00000023875	ENSODEG00000017476	Octodon_degus
ENSDORP00000019508	ENSDORG00000026300	Dipodomys_ordii
ENSGGOP00000013429	ENSGGOG00000013770	Gorilla_gorilla
ENSBTAP00000019814	ENSBTAG00000014883	Bos_taurus
ENSOARP00000011809	ENSOARG00000011016	Ovis_aries
ENSUAMP00000018599	ENSUAMG00000014741	Ursus_americanus
ENSCLAP00000011431	ENSCLAG00000007883	Chinchilla_lanigera
ENSFDAP00000004421	ENSFDAG00000013654	Fukomys_damarensis
ENSSTOP00000015347	ENSSTOG00000024711	Ictidomys_tridecemlineatus
ENSJJAP00000001851	ENSJJAG00000002820	Jaculus_jaculus
ENSPPYP00000008889	ENSPPYG00000007901	Pongo_abelii
ENSCSAP00000008094	ENSCSAG00000011904	Chlorocebus_sabaeus
ENSCJAP00000052532	ENSCJAG00000044745	Callithrix_jacchus
ENSMICP00000037122	ENSMICG00000035720	Microcebus_murinus
ENSMLUP00000004213	ENSMLUG00000004631	Myotis_lucifugus
ENSBMUP00000008835	ENSBMUG00000006873	Bos_mutus
ENSMUGP00000019152	ENSMUGG00000016227	Meriones_unguiculatus
ENSMOCP00000023300	ENSMOCG00000020064	Microtus_ochrogaster
ENSOCUP00000006049	ENSOCUG00000006997	Oryctolagus_cuniculus
ENSCATP00000002581	ENSCATG00000011089	Cercocebus_atys
ENSMFAP00000033696	ENSMFAG00000003346	Macaca_fascicularis
ENSCCAP00000016611	ENSCCAG00000026092	Cebus_capucinus_imitator
ENSPCOP00000020427	ENSPCOG00000022187	Propithecus_coquereli
ENSAMEP00000017453	ENSAMEG00000016523	Ailuropoda_melanoleuca
ENSCAFP00000023725	ENSCAFG00000016104	Canis_lupus_familiaris
ENSPPRP00000023960	ENSPPRG00000014203	Panthera_pardus
ENSECAP00000039614	ENSECAG00000032877	Equus_caballus
ENSSBOP00000019424	ENSSBOG00000026308	Saimiri_boliviensis_boliviensis
ENSFCAP00000022562	ENSFCAG00000030191	Felis_catus
ENSCHOP00000006615	ENSCHOG00000007476	Choloepus_hoffmanni
ENSLAFP00000000628	ENSLAFG00000000744	Loxodonta_africana
ENSPCAP00000014449	ENSPCAG00000015502	Procavia_capensis
ENSVURP00010003328	ENSVURG00010002663	Vombatus_ursinus
ENSPCIP00000026049	ENSPCIG00000019575	Phascolarctos_cinereus
ENSETEP00000003800	ENSETEG00000004652	Echinops_telfairi
ENSLAFP00000017916	ENSLAFG00000022545	Loxodonta_africana
ENSSSCP00000020071	ENSSSCG00000017936	Sus_scrofa_strain_reference
ENSCAFP00020012802	ENSCAFG00020010313	Canis_lupus_dingo
ENSRBIP00000007578	ENSRBIG00000027710	Rhinopithecus_bieti
ENSTSYP00000013804	ENSTSYG00000030616	Carlito_syrichta
ENSMAUP00000008295	ENSMAUG00000009749	Mesocricetus_auratus
ENSCCEP00000003866	ENSCCEG00000004320	Cyanistes_caeruleus
ENSCJPP00005007105	ENSCJPG00005006553	Coturnix_japonica
ENSCABP00000012651	ENSCABG00000009468	Chelonoidis_abingdonii
ENSCPBP00000031772	ENSCPBG00000022301	Chrysemys_picta_bellii
ENSNSUP00000005096	ENSNSUG00000004086	Notechis_scutatus
ENSRBIP00000035895	ENSRBIG00000041581	Rhinopithecus_bieti
ENSTSYP00000034318	ENSTSYG00000033849	Carlito_syrichta
ENSPSMP00000028809	ENSPSMG00000020022	Prolemur_simus
ENSOCUP00000048361	ENSOCUG00000005752	Oryctolagus_cuniculus
ENSPANP00000035985	ENSPANG00000033022	Papio_anubis
ENSCGRP00015035493	ENSCGRG00015026653	Cricetulus_griseus_CriGri-PICR
ENSSARP00000010127	ENSSARG00000011230	Sorex_araneus
ENSEASP00005027448	ENSEASG00005018682	Equus_asinus_asinus
ENSPVAP00000008618	ENSPVAG00000009138	Pteropus_vampyrus
ENSCHAP00000039596	ENSCHAG00000018536	Clupea_harengus
ENSMAMP00000005428	ENSMAMG00000003676	Mastacembelus_armatus
ENSSPUP00000023702	ENSSPUG00000018166	Sphenodon_punctatus
ENSLSDP00000004611	ENSLSDG00000003594	Lonchura_striata_domestica
ENSCINP00000023257	ENSCING00000012473	Ciona_intestinalis
