ENSLSDP00000000367	ENSLSDG00000000309	Lonchura_striata_domestica
ENSSCAP00000017616	ENSSCAG00000012790	Serinus_canaria
ENSFALP00000001311	ENSFALG00000001259	Ficedula_albicollis
ENSCCEP00000004608	ENSCCEG00000005050	Cyanistes_caeruleus
ENSPMJP00000000858	ENSPMJG00000000711	Parus_major
ENSJHYP00000001832	ENSJHYG00000001582	Junco_hyemalis
ENSLCOP00000010585	ENSLCOG00000007687	Lepidothrix_coronata
ENSCPGP00000009053	ENSCPGG00000006441	Calidris_pygmaea
ENSABRP00000023117	ENSABRG00000019510	Anser_brachyrhynchus
ENSGALP00000065652	ENSGALG00000050763	Gallus_gallus
ENSAHAP00000001493	ENSAHAG00000001262	Apteryx_haastii
ENSAOWP00000026459	ENSAOWG00000017837	Apteryx_owenii
ENSARWP00000011384	ENSARWG00000007908	Apteryx_rowi
ENSCPRP00005019765	ENSCPRG00005013781	Crocodylus_porosus
ENSGAGP00000012921	ENSGAGG00000009908	Gopherus_agassizii
ENSPVIP00000029387	ENSPVIG00000021697	Pogona_vitticeps
ENSSMRP00000008382	ENSSMRG00000006721	Salvator_merianae
ENSGGOP00000024265	ENSGGOG00000012847	Gorilla_gorilla
ENSP00000357448	ENSG00000163346	Homo_sapiens
ENSPTRP00000086531	ENSPTRG00000001394	Pan_troglodytes
ENSPPYP00000000896	ENSPPYG00000000771	Pongo_abelii
ENSNLEP00000013997	ENSNLEG00000011504	Nomascus_leucogenys
ENSCANP00000035222	ENSCANG00000041292	Colobus_angolensis_palliatus
ENSPTEP00000036041	ENSPTEG00000033928	Piliocolobus_tephrosceles
ENSRBIP00000030091	ENSRBIG00000038925	Rhinopithecus_bieti
ENSRROP00000039530	ENSRROG00000043067	Rhinopithecus_roxellana
ENSMFAP00000042150	ENSMFAG00000039855	Macaca_fascicularis
ENSMMUP00000071810	ENSMMUG00000006576	Macaca_mulatta
ENSMNEP00000031335	ENSMNEG00000039092	Macaca_nemestrina
ENSCATP00000029894	ENSCATG00000038165	Cercocebus_atys
ENSTGEP00000026885	ENSTGEG00000021677	Theropithecus_gelada
ENSPANP00000011097	ENSPANG00000005125	Papio_anubis
ENSMLEP00000016540	ENSMLEG00000032465	Mandrillus_leucophaeus
ENSCSAP00000016067	ENSCSAG00000001968	Chlorocebus_sabaeus
ENSCCAP00000006714	ENSCCAG00000021101	Cebus_capucinus_imitator
ENSSBOP00000011967	ENSSBOG00000022811	Saimiri_boliviensis_boliviensis
ENSCJAP00000017162	ENSCJAG00000009346	Callithrix_jacchus
ENSANAP00000041647	ENSANAG00000038107	Aotus_nancymaae
ENSTSYP00000032454	ENSTSYG00000030750	Carlito_syrichta
ENSPCOP00000026441	ENSPCOG00000025592	Propithecus_coquereli
ENSMICP00000033319	ENSMICG00000028704	Microcebus_murinus
ENSPSMP00000032728	ENSPSMG00000022621	Prolemur_simus
ENSOGAP00000019936	ENSOGAG00000027875	Otolemur_garnettii
ENSTBEP00000007835	ENSTBEG00000009038	Tupaia_belangeri
ENSCCNP00000020409	ENSCCNG00000020370	Castor_canadensis
