ENSCPBP00000009276	ENSCPBG00000007176	Chrysemys_picta_bellii
ENSCABP00000020084	ENSCABG00000014809	Chelonoidis_abingdonii
ENSPSIP00000004004	ENSPSIG00000003784	Pelodiscus_sinensis
ENSGALP00000052069	ENSGALG00000037413	Gallus_gallus
ENSMGAP00000012151	ENSMGAG00000011608	Meleagris_gallopavo
ENSCJPP00005014084	ENSCJPG00005011803	Coturnix_japonica
ENSNMEP00000020425	ENSNMEG00000017526	Numida_meleagris
ENSABRP00000009542	ENSABRG00000008550	Anser_brachyrhynchus
ENSCPGP00000010777	ENSCPGG00000007661	Calidris_pygmaea
ENSCPUP00000024453	ENSCPUG00000016585	Calidris_pugnax
ENSJHYP00000022719	ENSJHYG00000017143	Junco_hyemalis
ENSZALP00000010538	ENSZALG00000008923	Zonotrichia_albicollis
ENSFALP00000008969	ENSFALG00000008598	Ficedula_albicollis
ENSPMJP00000006347	ENSPMJG00000005354	Parus_major
ENSLCOP00000005798	ENSLCOG00000004303	Lepidothrix_coronata
ENSAHAP00000027542	ENSAHAG00000019171	Apteryx_haastii
ENSAOWP00000005270	ENSAOWG00000003634	Apteryx_owenii
ENSARWP00000022895	ENSARWG00000015611	Apteryx_rowi
ENSSCAP00000002754	ENSSCAG00000002391	Serinus_canaria
ENSTGUP00000011975	ENSTGUG00000011619	Taeniopygia_guttata
ENSCCEP00000009710	ENSCCEG00000009811	Cyanistes_caeruleus
ENSMVIP00005022565	ENSMVIG00005015820	Manacus_vitellinus
ENSMUNP00000007795	ENSMUNG00000006233	Melopsittacus_undulatus
ENSAPLP00000008882	ENSAPLG00000009200	Anas_platyrhynchos_platyrhynchos
ENSDNVP00000025782	ENSDNVG00000017940	Dromaius_novaehollandiae
ENSNPEP00000009342	ENSNPEG00000007018	Nothoprocta_perdicaria
ENSLSDP00000014470	ENSLSDG00000010454	Lonchura_striata_domestica
ENSBMUP00000011739	ENSBMUG00000008994	Bos_mutus
ENSBTAP00000021659	ENSBTAG00000016284	Bos_taurus
ENSBBBP00000019250	ENSBBBG00000012552	Bison_bison_bison
ENSCHIP00000010867	ENSCHIG00000013214	Capra_hircus
ENSTTRP00000000864	ENSTTRG00000000917	Tursiops_truncatus
ENSSSCP00000064229	ENSSSCG00000006161	Sus_scrofa_strain_reference
ENSVPAP00000007830	ENSVPAG00000008415	Vicugna_pacos
ENSSARP00000003365	ENSSARG00000003746	Sorex_araneus
ENSMLUP00000022178	ENSMLUG00000002361	Myotis_lucifugus
ENSPVAP00000014975	ENSPVAG00000015873	Pteropus_vampyrus
ENSAMEP00000019877	ENSAMEG00000018826	Ailuropoda_melanoleuca
ENSAMEP00000008373	ENSAMEG00000007963	Ailuropoda_melanoleuca
ENSUMAP00000020354	ENSUMAG00000014899	Ursus_maritimus
ENSUAMP00000022057	ENSUAMG00000017368	Ursus_americanus
ENSNVIP00000018892	ENSNVIG00000014750	Neovison_vison
ENSMPUP00000009991	ENSMPUG00000010066	Mustela_putorius_furo
ENSCAFP00000012305	ENSCAFG00000008373	Canis_lupus_familiaris
ENSCAFP00020022766	ENSCAFG00020017958	Canis_lupus_dingo
ENSVVUP00000000234	ENSVVUG00000000236	Vulpes_vulpes
ENSPPRP00000020943	ENSPPRG00000011881	Panthera_pardus
ENSPTIP00000000374	ENSPTIG00000000968	Panthera_tigris_altaica
ENSFCAP00000032766	ENSFCAG00000036713	Felis_catus
ENSECAP00000018195	ENSECAG00000020767	Equus_caballus
ENSEASP00005030207	ENSEASG00005020566	Equus_asinus_asinus
ENSCJAP00000067331	ENSCJAG00000000494	Callithrix_jacchus
ENSSBOP00000035960	ENSSBOG00000034124	Saimiri_boliviensis_boliviensis
ENSCCAP00000029671	ENSCCAG00000032867	Cebus_capucinus_imitator
ENSANAP00000002557	ENSANAG00000018679	Aotus_nancymaae
ENSCANP00000021124	ENSCANG00000033962	Colobus_angolensis_palliatus
ENSPTEP00000014053	ENSPTEG00000015685	Piliocolobus_tephrosceles
ENSRROP00000009696	ENSRROG00000029268	Rhinopithecus_roxellana
ENSRBIP00000027728	ENSRBIG00000037737	Rhinopithecus_bieti
ENSMNEP00000030437	ENSMNEG00000038636	Macaca_nemestrina
ENSMMUP00000053290	ENSMMUG00000001655	Macaca_mulatta
ENSPANP00000006693	ENSPANG00000013756	Papio_anubis
ENSTGEP00000029905	ENSTGEG00000024008	Theropithecus_gelada
ENSMFAP00000032888	ENSMFAG00000002965	Macaca_fascicularis
ENSMLEP00000026635	ENSMLEG00000037494	Mandrillus_leucophaeus
ENSCSAP00000009580	ENSCSAG00000013422	Chlorocebus_sabaeus
ENSCATP00000023912	ENSCATG00000035484	Cercocebus_atys
ENSPPAP00000001986	ENSPPAG00000008700	Pan_paniscus
ENSPTRP00000079272	ENSPTRG00000020362	Pan_troglodytes
ENSGGOP00000000467	ENSGGOG00000000476	Gorilla_gorilla
ENSPPYP00000020966	ENSPPYG00000018691	Pongo_abelii
ENSP00000263851	ENSG00000104432	Homo_sapiens
ENSNLEP00000041342	ENSNLEG00000002086	Nomascus_leucogenys
ENSTSYP00000018342	ENSTSYG00000008282	Carlito_syrichta
ENSPSMP00000015152	ENSPSMG00000010820	Prolemur_simus
ENSMICP00000043443	ENSMICG00000007412	Microcebus_murinus
ENSPCOP00000009066	ENSPCOG00000015874	Propithecus_coquereli
ENSTBEP00000006197	ENSTBEG00000007186	Tupaia_belangeri
ENSBIXP00000013671	ENSBIXG00000003223	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005036135	ENSBIXG00005017701	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSOARP00000008461	ENSOARG00000007883	Ovis_aries
ENSEEUP00000012894	ENSEEUG00000014131	Erinaceus_europaeus
ENSCCNP00000018986	ENSCCNG00000019143	Castor_canadensis
ENSCCNP00000011284	ENSCCNG00000011705	Castor_canadensis
ENSDORP00000027481	ENSDORG00000028304	Dipodomys_ordii
ENSMUSP00000141845	ENSMUSG00000040329	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000018389	ENSMSIG00000015651	Mus_spicilegus
