ENSACAP00000014600	ENSACAG00000014877	Anolis_carolinensis
ENSNSUP00000001551	ENSNSUG00000001338	Notechis_scutatus
ENSSMRP00000026390	ENSSMRG00000020381	Salvator_merianae
ENSSPUP00000010530	ENSSPUG00000008131	Sphenodon_punctatus
ENSCABP00000023647	ENSCABG00000017426	Chelonoidis_abingdonii
ENSGAGP00000008592	ENSGAGG00000006810	Gopherus_agassizii
ENSCPBP00000032199	ENSCPBG00000022586	Chrysemys_picta_bellii
ENSPSIP00000003205	ENSPSIG00000003077	Pelodiscus_sinensis
MGP_SPRETEiJ_P0049526	MGP_SPRETEiJ_G0023446	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000004821	ENSMSIG00000004421	Mus_spicilegus
ENSMUSP00000070847	ENSMUSG00000056481	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0047563	MGP_CAROLIEiJ_G0022532	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0020576	MGP_PahariEiJ_G0014029	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000027339	ENSRNOG00000020197	Rattus_norvegicus
ENSRNOP00000073587	ENSRNOG00000052685	Rattus_norvegicus
ENSRNOP00000064718	ENSRNOG00000050278	Rattus_norvegicus
ENSMUGP00000005352	ENSMUGG00000004936	Meriones_unguiculatus
ENSMOCP00000009802	ENSMOCG00000009999	Microtus_ochrogaster
ENSPEMP00000004731	ENSPEMG00000007105	Peromyscus_maniculatus_bairdii
ENSCGRP00015022170	ENSCGRG00015016896	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001004669	ENSCGRG00001005986	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000002616	ENSMAUG00000002285	Mesocricetus_auratus
ENSNGAP00000004218	ENSNGAG00000005426	Nannospalax_galili
ENSJJAP00000008004	ENSJJAG00000012280	Jaculus_jaculus
ENSCCNP00000025052	ENSCCNG00000024478	Castor_canadensis
ENSUPAP00010010903	ENSUPAG00010008816	Urocitellus_parryii
ENSSDAP00000013039	ENSSDAG00000011747	Spermophilus_dauricus
ENSMMMP00000024641	ENSMMMG00000021574	Marmota_marmota_marmota
ENSCLAP00000024019	ENSCLAG00000016488	Chinchilla_lanigera
ENSODEP00000024406	ENSODEG00000017863	Octodon_degus
ENSHGLP00000017137	ENSHGLG00000012270	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100013669	ENSHGLG00100010108	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000005126	ENSFDAG00000014213	Fukomys_damarensis
ENSCPOP00000015957	ENSCPOG00000023828	Cavia_porcellus
ENSCAPP00000015899	ENSCAPG00000015918	Cavia_aperea
ENSTBEP00000004182	ENSTBEG00000004859	Tupaia_belangeri
ENSPTRP00000061259	ENSPTRG00000028521	Pan_troglodytes
ENSPPAP00000038287	ENSPPAG00000041860	Pan_paniscus
ENSP00000308117	ENSG00000174807	Homo_sapiens
ENSGGOP00000024839	ENSGGOG00000000467	Gorilla_gorilla
ENSPTEP00000030746	ENSPTEG00000029888	Piliocolobus_tephrosceles
ENSCANP00000002399	ENSCANG00000008855	Colobus_angolensis_palliatus
ENSRROP00000006815	ENSRROG00000026482	Rhinopithecus_roxellana
ENSRBIP00000006056	ENSRBIG00000025883	Rhinopithecus_bieti
ENSMMUP00000021025	ENSMMUG00000015986	Macaca_mulatta
ENSMFAP00000013553	ENSMFAG00000029297	Macaca_fascicularis
ENSMNEP00000005190	ENSMNEG00000023668	Macaca_nemestrina
ENSCATP00000000489	ENSCATG00000002489	Cercocebus_atys
ENSMLEP00000001444	ENSMLEG00000005642	Mandrillus_leucophaeus
ENSPANP00000002149	ENSPANG00000004783	Papio_anubis
ENSTGEP00000008334	ENSTGEG00000006812	Theropithecus_gelada
ENSCSAP00000018679	ENSCSAG00000019169	Chlorocebus_sabaeus
ENSCCAP00000030195	ENSCCAG00000033138	Cebus_capucinus_imitator
ENSSBOP00000010010	ENSSBOG00000021872	Saimiri_boliviensis_boliviensis
ENSCJAP00000068329	ENSCJAG00000001537	Callithrix_jacchus
ENSANAP00000032977	ENSANAG00000034174	Aotus_nancymaae
ENSTSYP00000032614	ENSTSYG00000030824	Carlito_syrichta
ENSPSMP00000037737	ENSPSMG00000025911	Prolemur_simus
