ENSVURP00010004631	ENSVURG00010003679	Vombatus_ursinus
ENSOARP00000005589	ENSOARG00000005202	Ovis_aries
ENSEBUP00000025979	ENSEBUG00000015998	Eptatretus_burgeri	ENSEBUT00000026555
ENSSCAP00000004509	ENSSCAG00000003672	Serinus_canaria
ENSTSYP00000004985	ENSTSYG00000005451	Carlito_syrichta
ENSARWP00000007378	ENSARWG00000005150	Apteryx_rowi
ENSBIXP00000004203	ENSBIXG00000000612	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSJJAP00000006905	ENSJJAG00000011444	Jaculus_jaculus
ENSATEP00000008885	ENSATEG00000006223	Anabas_testudineus
ENSMMOP00000016000	ENSMMOG00000012208	Mola_mola
ENSUAMP00000000745	ENSUAMG00000000748	Ursus_americanus
ENSCHAP00000032502	ENSCHAG00000015348	Clupea_harengus
ENSATEP00000009484	ENSATEG00000006441	Anabas_testudineus
ENSECRP00000005510	ENSECRG00000003700	Erpetoichthys_calabaricus
ENSCPRP00005020245	ENSCPRG00005014093	Crocodylus_porosus
ENSSMRP00000021164	ENSSMRG00000016469	Salvator_merianae
ENSPNYP00000020217	ENSPNYG00000015294	Pundamilia_nyererei
ENSGMOP00000013483	ENSGMOG00000012605	Gadus_morhua
ENSNPEP00000004094	ENSNPEG00000003139	Nothoprocta_perdicaria
ENSLSDP00000023026	ENSLSDG00000016218	Lonchura_striata_domestica
ENSTGUP00000017780	ENSTGUG00000017497	Taeniopygia_guttata
ENSCABP00000009172	ENSCABG00000006892	Chelonoidis_abingdonii
ENSAOCP00000022050	ENSAOCG00000007258	Amphiprion_ocellaris
ENSHGLP00100011001	ENSHGLG00100008173	Heterocephalus_glaber_HetGla_1.0
ENSETEP00000009098	ENSETEG00000011220	Echinops_telfairi
ENSODEP00000025239	ENSODEG00000018475	Octodon_degus
ENSGGOP00000022422	ENSGGOG00000005554	Gorilla_gorilla
ENSPPAP00000009763	ENSPPAG00000028098	Pan_paniscus
ENSMAMP00000033962	ENSMAMG00000022832	Mastacembelus_armatus
ENSMUSP00000157791	ENSMUSG00000024588	Mus_musculus_strain_reference_(CL57BL6)
ENSHCOP00000001515	ENSHCOG00000002514	Hippocampus_comes
ENSPSMP00000034829	ENSPSMG00000023987	Prolemur_simus
ENSGWIP00000046813	ENSGWIG00000022655	Gouania_willdenowi
ENSBBBP00000011555	ENSBBBG00000005210	Bison_bison_bison
ENSPKIP00000002258	ENSPKIG00000020213	Paramormyrops_kingsleyae
ENSNVIP00000021577	ENSNVIG00000016865	Neovison_vison
ENSACLP00000003211	ENSACLG00000002215	Astatotilapia_calliptera
ENSPEMP00000021156	ENSPEMG00000018887	Peromyscus_maniculatus_bairdii
ENSCMIP00000014695	ENSCMIG00000007153	Callorhinchus_milii
ENSOCUP00000002624	ENSOCUG00000003020	Oryctolagus_cuniculus
ENSCVAP00000013419	ENSCVAG00000015904	Cyprinodon_variegatus
ENSTGUP00000016509	ENSTGUG00000016194	Taeniopygia_guttata
ENSPMAP00000003284	ENSPMAG00000003010	Petromyzon_marinus
ENSXETP00000036862	ENSXETG00000013201	Xenopus_tropicalis
ENSDNOP00000002709	ENSDNOG00000003508	Dasypus_novemcinctus
MGP_CAROLIEiJ_P0046925	MGP_CAROLIEiJ_G0022347	Mus_caroli_strain_CAROLI_EIJ
ENSTBEP00000013056	ENSTBEG00000015037	Tupaia_belangeri
ENSMNEP00000039137	ENSMNEG00000042509	Macaca_nemestrina
ENSMMMP00000004889	ENSMMMG00000004463	Marmota_marmota_marmota
ENSSDAP00000007497	ENSSDAG00000006853	Spermophilus_dauricus
MGP_SPRETEiJ_P0048877	MGP_SPRETEiJ_G0023258	Mus_spretus_strain_SPRET/EiJ
ENSCJPP00005004982	ENSCJPG00005004838	Coturnix_japonica
ENSNBRP00000003851	ENSNBRG00000003057	Neolamprologus_brichardi
ENSCPUP00000018892	ENSCPUG00000012854	Calidris_pugnax
ENSNLEP00000009856	ENSNLEG00000008062	Nomascus_leucogenys
ENSLOCP00000004286	ENSLOCG00000003614	Lepisosteus_oculatus
ENSGAFP00000009153	ENSGAFG00000006216	Gambusia_affinis
ENSPTRP00000063006	ENSPTRG00000010045	Pan_troglodytes
ENSPPYP00000010312	ENSPPYG00000009182	Pongo_abelii
ENSCATP00000035909	ENSCATG00000040798	Cercocebus_atys
ENSMAUP00000002318	ENSMAUG00000001873	Mesocricetus_auratus
ENSSSCP00000050924	ENSSSCG00000004541	Sus_scrofa_strain_reference
ENSMFAP00000011682	ENSMFAG00000016324	Macaca_fascicularis
ENSMALP00000000869	ENSMALG00000000676	Monopterus_albus
ENSCHIP00000015223	ENSCHIG00000015939	Capra_hircus
ENSORLP00000042475	ENSORLG00000015093	Oryzias_latipes_ASM223467v1
MGP_PahariEiJ_P0039503	MGP_PahariEiJ_G0019076	Mus_pahari_strain_PAHARI_EIJ
ENSVPAP00000001397	ENSVPAG00000001516	Vicugna_pacos
ENSCGOP00000051604	ENSCGOG00000022679	Cottoperca_gobio
ENSGAGP00000023128	ENSGAGG00000016951	Gopherus_agassizii
ENSAPOP00000016524	ENSAPOG00000019668	Acanthochromis_polyacanthus
ENSPCOP00000012374	ENSPCOG00000017751	Propithecus_coquereli
ENSHGLP00000004066	ENSHGLG00000002994	Heterocephalus_glaber_HetGla_female_1.0
ENSNMEP00000017288	ENSNMEG00000015149	Numida_meleagris
ENSPNAP00000025356	ENSPNAG00000010385	Pygocentrus_nattereri
ENSACIP00000019504	ENSACIG00000015105	Amphilophus_citrinellus
ENSP00000498358	ENSG00000066926	Homo_sapiens
ENSCLAP00000018262	ENSCLAG00000012523	Chinchilla_lanigera
ENSBTAP00000008384	ENSBTAG00000006393	Bos_taurus
ENSLAFP00000024721	ENSLAFG00000000056	Loxodonta_africana
ENSJHYP00000001957	ENSJHYG00000001665	Junco_hyemalis
ENSLCRP00005046215	ENSLCRG00005017584	Larimichthys_crocea
ENSCGRP00001017714	ENSCGRG00001017682	Cricetulus_griseus_CHOK1GS_HDv1
ENSDORP00000022896	ENSDORG00000002794	Dipodomys_ordii
ENSPVIP00000015848	ENSPVIG00000012233	Pogona_vitticeps
