ENSTTRP00000016333	ENSTTRG00000017230	Tursiops_truncatus
ENSBBBP00000012361	ENSBBBG00000020212	Bison_bison_bison
ENSHHUP00000030354	ENSHHUG00000019324	Hucho_hucho
ENSMOCP00000003376	ENSMOCG00000002694	Microtus_ochrogaster
ENSPKIP00000023322	ENSPKIG00000006988	Paramormyrops_kingsleyae
ENSSBOP00000019458	ENSSBOG00000026320	Saimiri_boliviensis_boliviensis
ENSCPRP00005017962	ENSCPRG00005012522	Crocodylus_porosus
ENSCVAP00000012943	ENSCVAG00000015422	Cyprinodon_variegatus
ENSLCAP00010051163	ENSLCAG00010023827	Lates_calcarifer
ENSCANP00000002090	ENSCANG00000007584	Colobus_angolensis_palliatus
ENSNBRP00000016673	ENSNBRG00000012880	Neolamprologus_brichardi
ENSPNYP00000025551	ENSPNYG00000019267	Pundamilia_nyererei
ENSCAFP00000020491	ENSCAFG00000013904	Canis_lupus_familiaris
ENSPPYP00000016100	ENSPPYG00000014395	Pongo_abelii
ENSJJAP00000015363	ENSJJAG00000017558	Jaculus_jaculus
ENSCHOP00000011830	ENSCHOG00000013361	Choloepus_hoffmanni
ENSGMOP00000020671	ENSGMOG00000019214	Gadus_morhua
ENSHCOP00000024573	ENSHCOG00000014038	Hippocampus_comes
ENSMMOP00000007221	ENSMMOG00000005607	Mola_mola
ENSPCIP00000034098	ENSPCIG00000025261	Phascolarctos_cinereus
ENSPREP00000010296	ENSPREG00000007006	Poecilia_reticulata
ENSDCDP00000023745	ENSDCDG00000018051	Denticeps_clupeoides
ENSMFAP00000008164	ENSMFAG00000001360	Macaca_fascicularis
ENSARWP00000010477	ENSARWG00000007288	Apteryx_rowi
ENSCGRP00015033224	ENSCGRG00015025050	Cricetulus_griseus_CriGri-PICR
ENSCAFP00020025399	ENSCAFG00020020000	Canis_lupus_dingo
ENSZALP00000007403	ENSZALG00000006579	Zonotrichia_albicollis
ENSSCAP00000020667	ENSSCAG00000014898	Serinus_canaria
ENSAMXP00000030615	ENSAMXG00000032964	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000054846
ENSLCRP00005032249	ENSLCRG00005012781	Larimichthys_crocea
ENSNSUP00000005640	ENSNSUG00000004543	Notechis_scutatus
ENSORLP00000005736	ENSORLG00000004563	Oryzias_latipes_ASM223467v1
ENSRROP00000005956	ENSRROG00000024075	Rhinopithecus_roxellana
ENSACLP00000014508	ENSACLG00000009886	Astatotilapia_calliptera
ENSSPUP00000014385	ENSSPUG00000011070	Sphenodon_punctatus
ENSMVIP00005004655	ENSMVIG00005003581	Manacus_vitellinus
ENSPMJP00000026844	ENSPMJG00000019584	Parus_major
ENSPFOP00000016700	ENSPFOG00000016628	Poecilia_formosa
ENSSMAP00000001738	ENSSMAG00000001102	Scophthalmus_maximus
ENSUMAP00000005041	ENSUMAG00000004023	Ursus_maritimus
ENSACAP00000006553	ENSACAG00000006666	Anolis_carolinensis
ENSSSCP00000012581	ENSSSCG00000011810	Sus_scrofa_strain_reference
ENSSPAP00000002605	ENSSPAG00000001985	Stegastes_partitus
ENSAMXP00005041016	ENSAMXG00005019207	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAPEP00000028656	ENSAPEG00000020369	Amphiprion_percula
ENSCPBP00000017410	ENSCPBG00000012754	Chrysemys_picta_bellii
ENSOGAP00000006837	ENSOGAG00000007638	Otolemur_garnettii
ENSCSEP00000027031	ENSCSEG00000017272	Cynoglossus_semilaevis
ENSOMEP00000023038	ENSOMEG00000002918	Oryzias_melastigma
ENSEEUP00000000302	ENSEEUG00000000344	Erinaceus_europaeus
ENSCGOP00000042642	ENSCGOG00000019233	Cottoperca_gobio
ENSGAGP00000001578	ENSGAGG00000001257	Gopherus_agassizii
