ENSCGOP00000000914	ENSCGOG00000000548	Cottoperca_gobio
ENSGACP00000016965	ENSGACG00000012835	Gasterosteus_aculeatus
ENSTNIP00000022406	ENSTNIG00000019209	Tetraodon_nigroviridis
ENSSDUP00000018380	ENSSDUG00000013366	Seriola_dumerili
ENSSLDP00000024830	ENSSLDG00000019272	Seriola_lalandi_dorsalis
ENSATEP00000004091	ENSATEG00000002870	Anabas_testudineus
ENSSMAP00000005290	ENSSMAG00000003256	Scophthalmus_maximus
ENSPFOP00000018793	ENSPFOG00000018664	Poecilia_formosa
ENSPREP00000007280	ENSPREG00000004929	Poecilia_reticulata
ENSGAFP00000006218	ENSGAFG00000004186	Gambusia_affinis
ENSPLAP00000025228	ENSPLAG00000012069	Poecilia_latipinna
ENSXCOP00000027225	ENSXCOG00000020333	Xiphophorus_couchianus
ENSCVAP00000003074	ENSCVAG00000004270	Cyprinodon_variegatus
ENSKMAP00000018912	ENSKMAG00000014060	Kryptolebias_marmoratus
ENSNBRP00000029506	ENSNBRG00000022457	Neolamprologus_brichardi
ENSACLP00000035577	ENSACLG00000024074	Astatotilapia_calliptera
ENSONIP00000018881	ENSONIG00000014997	Oreochromis_niloticus
ENSAOCP00000022086	ENSAOCG00000007357	Amphiprion_ocellaris
ENSAPOP00000011138	ENSAPOG00000013715	Acanthochromis_polyacanthus
ENSPRNP00000041357	ENSPRNG00000020256	Parambassis_ranga
ENSNBRP00000029527	ENSNBRG00000022488	Neolamprologus_brichardi
ENSPNYP00000010402	ENSPNYG00000007891	Pundamilia_nyererei
ENSLBEP00000025198	ENSLBEG00000019247	Labrus_bergylta
ENSLBEP00000025172	ENSLBEG00000019223	Labrus_bergylta
ENSMMOP00000010775	ENSMMOG00000008311	Mola_mola
ENSMMOP00000010782	ENSMMOG00000008314	Mola_mola
ENSHCOP00000004749	ENSHCOG00000006325	Hippocampus_comes
ENSPRNP00000041369	ENSPRNG00000020259	Parambassis_ranga
ENSACIP00000029185	ENSACIG00000022597	Amphilophus_citrinellus
ENSPMEP00000011193	ENSPMEG00000013257	Poecilia_mexicana
ENSXMAP00000033500	ENSXMAG00000026145	Xiphophorus_maculatus
ENSTRUP00000053335	ENSTRUG00000020737	Takifugu_rubripes
ENSMAMP00000013535	ENSMAMG00000009170	Mastacembelus_armatus
ENSIPUP00000007265	ENSIPUG00000005021	Ictalurus_punctatus
ENSHHUP00000010222	ENSHHUG00000006210	Hucho_hucho
ENSGMOP00000002564	ENSGMOG00000002303	Gadus_morhua
ENSCSEP00000006330	ENSCSEG00000004091	Cynoglossus_semilaevis
ENSCSEP00000006313	ENSCSEG00000004087	Cynoglossus_semilaevis
ENSMALP00000010001	ENSMALG00000007118	Monopterus_albus
ENSMALP00000010023	ENSMALG00000007136	Monopterus_albus
ENSMAMP00000013603	ENSMAMG00000009190	Mastacembelus_armatus
ENSORLP00015014955	ENSORLG00015015862	Oryzias_latipes_ASM223469v1
ENSORLP00015014973	ENSORLG00015015870	Oryzias_latipes_ASM223469v1
ENSORLP00020022385	ENSORLG00020002665	Oryzias_latipes_ASM223471v1
ENSORLP00020001949	ENSORLG00020000038	Oryzias_latipes_ASM223471v1
ENSORLP00000011666	ENSORLG00000009301	Oryzias_latipes_ASM223467v1
ENSOMEP00000025631	ENSOMEG00000007030	Oryzias_melastigma
ENSFHEP00000002892	ENSFHEG00000003723	Fundulus_heteroclitus
ENSSPAP00000013422	ENSSPAG00000010169	Stegastes_partitus
ENSAPEP00000019605	ENSAPEG00000013985	Amphiprion_percula
ENSPMGP00000008955	ENSPMGG00000007412	Periophthalmus_magnuspinnatus
ENSEEEP00000032594	ENSEEEG00000015536	Electrophorus_electricus
ENSHBUP00000013968	ENSHBUG00000015797	Haplochromis_burtoni
ENSACLP00000035518	ENSACLG00000024055	Astatotilapia_calliptera
ENSELUP00000023137	ENSELUG00000022072	Esox_lucius
ENSPKIP00000025841	ENSPKIG00000008551	Paramormyrops_kingsleyae
ENSAMXP00005009905	ENSAMXG00005005436	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000038499	ENSAMXG00000038806	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSIPUP00000007279	ENSIPUG00000005034	Ictalurus_punctatus
ENSPNAP00000019292	ENSPNAG00000026062	Pygocentrus_nattereri
ENSDARP00000092299	ENSDARG00000078508	Danio_rerio
ENSSFOP00015006335	ENSSFOG00015003960	Scleropages_formosus
ENSLOCP00000019165	ENSLOCG00000015566	Lepisosteus_oculatus
ENSECRP00000020068	ENSECRG00000013392	Erpetoichthys_calabaricus
ENSLACP00000004744	ENSLACG00000004217	Latimeria_chalumnae
ENSXETP00000054847	ENSXETG00000019769	Xenopus_tropicalis
ENSCMIP00000034976	ENSCMIG00000014828	Callorhinchus_milii
ENSACAP00000018774	ENSACAG00000025569	Anolis_carolinensis
ENSPVIP00000022858	ENSPVIG00000017251	Pogona_vitticeps
ENSACAP00000011078	ENSACAG00000011225	Anolis_carolinensis
ENSSPUP00000009396	ENSSPUG00000007280	Sphenodon_punctatus
ENSCGRP00000023624	ENSCGRG00000017103	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001000596	ENSCGRG00001000457	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000000755	ENSMAUG00000000549	Mesocricetus_auratus
ENSMOCP00000008281	ENSMOCG00000008202	Microtus_ochrogaster
ENSMUSP00000099135	ENSMUSG00000059022	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0075797	MGP_SPRETEiJ_G0029174	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0072950	MGP_CAROLIEiJ_G0028174	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0049078	MGP_PahariEiJ_G0021932	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000043530	ENSRNOG00000021855	Rattus_norvegicus
ENSNGAP00000011810	ENSNGAG00000013806	Nannospalax_galili
ENSCPOP00000004385	ENSCPOG00000025035	Cavia_porcellus
ENSCAPP00000012749	ENSCAPG00000013516	Cavia_aperea
ENSODEP00000017099	ENSODEG00000012598	Octodon_degus
ENSCLAP00000011935	ENSCLAG00000008238	Chinchilla_lanigera
ENSFDAP00000017744	ENSFDAG00000010362	Fukomys_damarensis
ENSCCNP00000031828	ENSCCNG00000030251	Castor_canadensis
ENSDORP00000014925	ENSDORG00000015865	Dipodomys_ordii
ENSSTOP00000012879	ENSSTOG00000014371	Ictidomys_tridecemlineatus
ENSSDAP00000001974	ENSSDAG00000001796	Spermophilus_dauricus
ENSOCUP00000019897	ENSOCUG00000017565	Oryctolagus_cuniculus
ENSPTRP00000087437	ENSPTRG00000045199	Pan_troglodytes
ENSPPAP00000000791	ENSPPAG00000001412	Pan_paniscus
ENSP00000479679	ENSG00000135253	Homo_sapiens
ENSGGOP00000006221	ENSGGOG00000015103	Gorilla_gorilla
ENSNLEP00000015112	ENSNLEG00000012449	Nomascus_leucogenys
ENSRROP00000036321	ENSRROG00000041604	Rhinopithecus_roxellana
ENSRBIP00000031282	ENSRBIG00000039481	Rhinopithecus_bieti
ENSCANP00000006620	ENSCANG00000021855	Colobus_angolensis_palliatus
ENSPTEP00000031966	ENSPTEG00000030758	Piliocolobus_tephrosceles
ENSMLEP00000040145	ENSMLEG00000044089	Mandrillus_leucophaeus
ENSCATP00000038477	ENSCATG00000041916	Cercocebus_atys
ENSTGEP00000027002	ENSTGEG00000021758	Theropithecus_gelada
ENSPANP00000037180	ENSPANG00000021951	Papio_anubis
ENSMMUP00000008299	ENSMMUG00000006306	Macaca_mulatta
ENSMFAP00000007009	ENSMFAG00000035427	Macaca_fascicularis
ENSMNEP00000016152	ENSMNEG00000032049	Macaca_nemestrina
ENSCCAP00000013518	ENSCCAG00000024511	Cebus_capucinus_imitator
ENSSBOP00000015315	ENSSBOG00000024349	Saimiri_boliviensis_boliviensis
ENSCJAP00000033342	ENSCJAG00000018035	Callithrix_jacchus
ENSANAP00000041283	ENSANAG00000037944	Aotus_nancymaae
ENSTSYP00000015596	ENSTSYG00000031612	Carlito_syrichta
ENSPCOP00000011423	ENSPCOG00000017217	Propithecus_coquereli
ENSMICP00000031242	ENSMICG00000000136	Microcebus_murinus
ENSOGAP00000017037	ENSOGAG00000032295	Otolemur_garnettii
ENSECAP00000021970	ENSECAG00000024406	Equus_caballus
ENSEASP00005012406	ENSEASG00005008620	Equus_asinus_asinus
ENSMLUP00000020489	ENSMLUG00000001394	Myotis_lucifugus
ENSCHIP00000008776	ENSCHIG00000011656	Capra_hircus
ENSOARP00000003879	ENSOARG00000003620	Ovis_aries
ENSBIXP00000016703	ENSBIXG00000020839	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000054815	ENSBTAG00000003449	Bos_taurus
ENSBIXP00005041307	ENSBIXG00005024276	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000031190	ENSBMUG00000023263	Bos_mutus
ENSBBBP00000005219	ENSBBBG00000003212	Bison_bison_bison
ENSSSCP00000017558	ENSSSCG00000016574	Sus_scrofa_strain_reference
ENSUAMP00000027517	ENSUAMG00000021291	Ursus_americanus
ENSUMAP00000009041	ENSUMAG00000006764	Ursus_maritimus
ENSAMEP00000005390	ENSAMEG00000005092	Ailuropoda_melanoleuca
ENSMPUP00000006064	ENSMPUG00000006115	Mustela_putorius_furo
ENSNVIP00000030012	ENSNVIG00000023112	Neovison_vison
ENSCAFP00000058549	ENSCAFG00000001616	Canis_lupus_familiaris
ENSCAFP00020028659	ENSCAFG00020022439	Canis_lupus_dingo
ENSVVUP00000014858	ENSVVUG00000010493	Vulpes_vulpes
ENSFCAP00000062254	ENSFCAG00000027848	Felis_catus
ENSLAFP00000011944	ENSLAFG00000014260	Loxodonta_africana
ENSDNOP00000030343	ENSDNOG00000036019	Dasypus_novemcinctus
ENSPPYP00000020180	ENSPPYG00000017987	Pongo_abelii
ENSPPYP00000020181	ENSPPYG00000017988	Pongo_abelii
ENSEEUP00000006832	ENSEEUG00000007506	Erinaceus_europaeus
ENSSARP00000004748	ENSSARG00000005258	Sorex_araneus
ENSPVAP00000006669	ENSPVAG00000007068	Pteropus_vampyrus
