ENSPCIP00000037290	ENSPCIG00000027485	Phascolarctos_cinereus
ENSNSUP00000022308	ENSNSUG00000016105	Notechis_scutatus	ENSNSUT00000023726
ENSGACP00000010853	ENSGACG00000008201	Gasterosteus_aculeatus
ENSXMAP00000013925	ENSXMAG00000013889	Xiphophorus_maculatus
ENSKMAP00000021593	ENSKMAG00000016039	Kryptolebias_marmoratus
ENSMLUP00000020996	ENSMLUG00000028381	Myotis_lucifugus
ENSSHAP00000011322	ENSSHAG00000009738	Sarcophilus_harrisii
ENSAPEP00000007669	ENSAPEG00000005514	Amphiprion_percula
ENSHGLP00100011087	ENSHGLG00100008244	Heterocephalus_glaber_HetGla_1.0
ENSPMGP00000021460	ENSPMGG00000017376	Periophthalmus_magnuspinnatus
ENSPKIP00000022670	ENSPKIG00000006516	Paramormyrops_kingsleyae
ENSDNOP00000024165	ENSDNOG00000032023	Dasypus_novemcinctus
ENSPFOP00000024886	ENSPFOG00000024225	Poecilia_formosa
ENSTNIP00000014006	ENSTNIG00000011070	Tetraodon_nigroviridis
ENSMUGP00000016357	ENSMUGG00000014024	Meriones_unguiculatus
ENSCMIP00000014130	ENSCMIG00000006897	Callorhinchus_milii
ENSMAUP00000024230	ENSMAUG00000021154	Mesocricetus_auratus
ENSAHAP00000009176	ENSAHAG00000006682	Apteryx_haastii	ENSAHAT00000010190
ENSCGRP00001018091	ENSCGRG00001017940	Cricetulus_griseus_CHOK1GS_HDv1
ENSFHEP00000005149	ENSFHEG00000006157	Fundulus_heteroclitus
ENSMLEP00000001704	ENSMLEG00000006536	Mandrillus_leucophaeus
ENSCHAP00000056028	ENSCHAG00000025292	Clupea_harengus
ENSSLDP00000027094	ENSSLDG00000021025	Seriola_lalandi_dorsalis
ENSCCAP00000037009	ENSCCAG00000036359	Cebus_capucinus_imitator
ENSP00000222254	ENSG00000105647	Homo_sapiens
ENSCATP00000023918	ENSCATG00000035498	Cercocebus_atys
ENSCABP00000022265	ENSCABG00000016368	Chelonoidis_abingdonii
ENSNGAP00000024302	ENSNGAG00000022605	Nannospalax_galili
ENSLAFP00000000599	ENSLAFG00000000711	Loxodonta_africana
ENSGAFP00000018952	ENSGAFG00000012799	Gambusia_affinis
ENSMZEP00005004804	ENSMZEG00005003704	Maylandia_zebra
ENSACAP00000012532	ENSACAG00000012750	Anolis_carolinensis	ENSACAT00000012788
ENSCCNP00000015807	ENSCCNG00000016150	Castor_canadensis
ENSNGAP00000020072	ENSNGAG00000019677	Nannospalax_galili
ENSHHUP00000051280	ENSHHUG00000030791	Hucho_hucho
ENSMFAP00000036262	ENSMFAG00000034445	Macaca_fascicularis
ENSSMRP00000007567	ENSSMRG00000006071	Salvator_merianae	ENSSMRT00000008853
ENSXCOP00000008237	ENSXCOG00000006320	Xiphophorus_couchianus
ENSBIXP00005008860	ENSBIXG00005013908	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSVURP00010019570	ENSVURG00010014929	Vombatus_ursinus
ENSPMEP00000006102	ENSPMEG00000007543	Poecilia_mexicana
ENSAPOP00000005776	ENSAPOG00000007539	Acanthochromis_polyacanthus
ENSPANP00000007169	ENSPANG00000002533	Papio_anubis
ENSMEUP00000009866	ENSMEUG00000010806	Notamacropus_eugenii
ENSCAPP00000003122	ENSCAPG00000005950	Cavia_aperea
ENSBIXP00000041776	ENSBIXG00000025931	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSAPOP00000034594	ENSAPOG00000024009	Acanthochromis_polyacanthus
ENSACIP00000013559	ENSACIG00000010325	Amphilophus_citrinellus
ENSPTEP00000031752	ENSPTEG00000030621	Piliocolobus_tephrosceles
ENSSFOP00015032752	ENSSFOG00015020924	Scleropages_formosus
ENSCAFP00020014953	ENSCAFG00020012042	Canis_lupus_dingo
ENSBSLP00000022403	ENSBSLG00000011331	Betta_splendens
ENSTRUP00000026411	ENSTRUG00000010476	Takifugu_rubripes
ENSVPAP00000004486	ENSVPAG00000004837	Vicugna_pacos
ENSMALP00000000642	ENSMALG00000000470	Monopterus_albus
ENSUAMP00000017692	ENSUAMG00000013678	Ursus_americanus
ENSPPYP00000010903	ENSPPYG00000009731	Pongo_abelii
ENSSMAP00000008579	ENSSMAG00000005255	Scophthalmus_maximus
ENSTBEP00000014949	ENSTBEG00000017175	Tupaia_belangeri
ENSOANP00000002083	ENSOANG00000001300	Ornithorhynchus_anatinus
ENSBTAP00000003033	ENSBTAG00000002350	Bos_taurus
ENSCPUP00000023034	ENSCPUG00000015651	Calidris_pugnax
ENSPFOP00000000188	ENSPFOG00000000170	Poecilia_formosa
ENSVVUP00000012685	ENSVVUG00000008441	Vulpes_vulpes
ENSPRNP00000035123	ENSPRNG00000017582	Parambassis_ranga
