ENSPVIP00000023593	ENSPVIG00000017822	Pogona_vitticeps
ENSACAP00000007970	ENSACAG00000008056	Anolis_carolinensis
ENSSMRP00000016128	ENSSMRG00000012548	Salvator_merianae
ENSNSUP00000016315	ENSNSUG00000012057	Notechis_scutatus
ENSSPUP00000022607	ENSSPUG00000017359	Sphenodon_punctatus
ENSAHAP00000007165	ENSAHAG00000005342	Apteryx_haastii
ENSAOWP00000017981	ENSAOWG00000012263	Apteryx_owenii
ENSARWP00000017487	ENSARWG00000012030	Apteryx_rowi
ENSDNVP00000018383	ENSDNVG00000012853	Dromaius_novaehollandiae
ENSNPEP00000019054	ENSNPEG00000014185	Nothoprocta_perdicaria
ENSCCEP00000004612	ENSCCEG00000005059	Cyanistes_caeruleus
ENSPMJP00000013318	ENSPMJG00000010138	Parus_major
ENSFALP00000010485	ENSFALG00000010054	Ficedula_albicollis
ENSZALP00000008244	ENSZALG00000007185	Zonotrichia_albicollis
ENSJHYP00000019805	ENSJHYG00000015044	Junco_hyemalis
ENSMVIP00005009957	ENSMVIG00005007326	Manacus_vitellinus
ENSTGUP00000005154	ENSTGUG00000004962	Taeniopygia_guttata
ENSSCAP00000012766	ENSSCAG00000009534	Serinus_canaria
ENSLCOP00000016709	ENSLCOG00000011895	Lepidothrix_coronata
ENSMUNP00000022440	ENSMUNG00000016861	Melopsittacus_undulatus
ENSCPUP00000012971	ENSCPUG00000009206	Calidris_pugnax
ENSCPGP00000016761	ENSCPGG00000011773	Calidris_pygmaea
ENSGALP00000048914	ENSGALG00000034574	Gallus_gallus
ENSCJPP00005014591	ENSCJPG00005012161	Coturnix_japonica
ENSMGAP00000009100	ENSMGAG00000008859	Meleagris_gallopavo
ENSNMEP00000010351	ENSNMEG00000009841	Numida_meleagris
ENSABRP00000006638	ENSABRG00000006101	Anser_brachyrhynchus
ENSCPRP00005014729	ENSCPRG00005010351	Crocodylus_porosus
ENSGAGP00000010830	ENSGAGG00000008414	Gopherus_agassizii
ENSCABP00000017996	ENSCABG00000013225	Chelonoidis_abingdonii
ENSCPBP00000009385	ENSCPBG00000007263	Chrysemys_picta_bellii
ENSPSIP00000018928	ENSPSIG00000016815	Pelodiscus_sinensis
ENSOANP00000030233	ENSOANG00000028519	Ornithorhynchus_anatinus
ENSOANP00000030318	ENSOANG00000031342	Ornithorhynchus_anatinus
ENSSHAP00000001692	ENSSHAG00000001508	Sarcophilus_harrisii
ENSSHAP00000020405	ENSSHAG00000017307	Sarcophilus_harrisii
ENSPCIP00000006275	ENSPCIG00000005288	Phascolarctos_cinereus
ENSVURP00010026360	ENSVURG00010020160	Vombatus_ursinus
ENSMEUP00000010905	ENSMEUG00000011972	Notamacropus_eugenii
ENSMODP00000019690	ENSMODG00000015784	Monodelphis_domestica
ENSHGLP00100002524	ENSHGLG00100001965	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000002983	ENSHGLG00000002226	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100009645	ENSHGLG00100007152	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000012014	ENSHGLG00000008606	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000003944	ENSFDAG00000013271	Fukomys_damarensis
ENSODEP00000001629	ENSODEG00000001288	Octodon_degus
ENSCLAP00000004754	ENSCLAG00000003377	Chinchilla_lanigera
ENSCAPP00000003223	ENSCAPG00000006036	Cavia_aperea
ENSCPOP00000008752	ENSCPOG00000009750	Cavia_porcellus
ENSMMMP00000016451	ENSMMMG00000014625	Marmota_marmota_marmota
ENSSDAP00000021401	ENSSDAG00000019454	Spermophilus_dauricus
ENSUPAP00010014917	ENSUPAG00010011943	Urocitellus_parryii
ENSSTOP00000005090	ENSSTOG00000005688	Ictidomys_tridecemlineatus
ENSCCNP00000001593	ENSCCNG00000001777	Castor_canadensis
ENSDORP00000007119	ENSDORG00000007590	Dipodomys_ordii
