ENSGALP00000019699	ENSGALG00000012074	Gallus_gallus
ENSCJPP00005007361	ENSCJPG00005006791	Coturnix_japonica
ENSMGAP00000011446	ENSMGAG00000010978	Meleagris_gallopavo
ENSNMEP00000005749	ENSNMEG00000005940	Numida_meleagris
ENSABRP00000021113	ENSABRG00000017929	Anser_brachyrhynchus
ENSAPLP00000013302	ENSAPLG00000013490	Anas_platyrhynchos_platyrhynchos
ENSCPGP00000002816	ENSCPGG00000002093	Calidris_pygmaea
ENSCPUP00000022856	ENSCPUG00000015527	Calidris_pugnax
ENSMVIP00005018649	ENSMVIG00005013232	Manacus_vitellinus
ENSMVIP00005018634	ENSMVIG00005013226	Manacus_vitellinus
ENSLCOP00000002686	ENSLCOG00000002045	Lepidothrix_coronata
ENSLSDP00000016904	ENSLSDG00000012126	Lonchura_striata_domestica
ENSTGUP00000001853	ENSTGUG00000001800	Taeniopygia_guttata
ENSJHYP00000002093	ENSJHYG00000001778	Junco_hyemalis
ENSZALP00000004815	ENSZALG00000004495	Zonotrichia_albicollis
ENSSCAP00000012195	ENSSCAG00000009087	Serinus_canaria
ENSFALP00000000995	ENSFALG00000000956	Ficedula_albicollis
ENSPMJP00000006863	ENSPMJG00000005717	Parus_major
ENSCCEP00000027062	ENSCCEG00000023660	Cyanistes_caeruleus
ENSAHAP00000013551	ENSAHAG00000009754	Apteryx_haastii
ENSAOWP00000007589	ENSAOWG00000005201	Apteryx_owenii
ENSARWP00000006547	ENSARWG00000004624	Apteryx_rowi
ENSDNVP00000012584	ENSDNVG00000008887	Dromaius_novaehollandiae
ENSNPEP00000002519	ENSNPEG00000001833	Nothoprocta_perdicaria
ENSCPRP00005007402	ENSCPRG00005005236	Crocodylus_porosus
ENSPSIP00000002455	ENSPSIG00000002420	Pelodiscus_sinensis
ENSPSIP00000002453	ENSPSIG00000002419	Pelodiscus_sinensis
ENSGAGP00000034468	ENSGAGG00000024500	Gopherus_agassizii
ENSCABP00000005460	ENSCABG00000004069	Chelonoidis_abingdonii
ENSCPBP00000006019	ENSCPBG00000004794	Chrysemys_picta_bellii
ENSPVIP00000003482	ENSPVIG00000002933	Pogona_vitticeps
ENSACAP00000010428	ENSACAG00000010623	Anolis_carolinensis
ENSNSUP00000004900	ENSNSUG00000003921	Notechis_scutatus
ENSSMRP00000018870	ENSSMRG00000014696	Salvator_merianae
ENSSPUP00000022562	ENSSPUG00000017299	Sphenodon_punctatus
ENSPCIP00000041124	ENSPCIG00000030072	Phascolarctos_cinereus
ENSVURP00010007041	ENSVURG00010005462	Vombatus_ursinus
ENSMEUP00000004357	ENSMEUG00000004765	Notamacropus_eugenii
ENSMODP00000007104	ENSMODG00000005729	Monodelphis_domestica
ENSCCNP00000021928	ENSCCNG00000021624	Castor_canadensis
ENSDORP00000011993	ENSDORG00000012751	Dipodomys_ordii
ENSMSIP00000033751	ENSMSIG00000028181	Mus_spicilegus
MGP_SPRETEiJ_P0062836	MGP_SPRETEiJ_G0026570	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000029662	ENSMUSG00000028028	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0060432	MGP_CAROLIEiJ_G0025617	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0071356	MGP_PahariEiJ_G0027064	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000030809	ENSRNOG00000022636	Rattus_norvegicus
ENSMUGP00000010384	ENSMUGG00000009137	Meriones_unguiculatus
ENSCGRP00000000549	ENSCGRG00000000471	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001005929	ENSCGRG00001007859	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015005660	ENSCGRG00015004344	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000013112	ENSMAUG00000013220	Mesocricetus_auratus
ENSPEMP00000003189	ENSPEMG00000004361	Peromyscus_maniculatus_bairdii
ENSMOCP00000021880	ENSMOCG00000019085	Microtus_ochrogaster
ENSNGAP00000012868	ENSNGAG00000014605	Nannospalax_galili
ENSJJAP00000008662	ENSJJAG00000012764	Jaculus_jaculus
ENSSTOP00000021405	ENSSTOG00000023490	Ictidomys_tridecemlineatus
ENSUPAP00010018134	ENSUPAG00010014402	Urocitellus_parryii
ENSSDAP00000008163	ENSSDAG00000007409	Spermophilus_dauricus
ENSMMMP00000012521	ENSMMMG00000011177	Marmota_marmota_marmota
ENSCPOP00000007563	ENSCPOG00000008412	Cavia_porcellus
ENSCAPP00000013653	ENSCAPG00000014231	Cavia_aperea
ENSCLAP00000007481	ENSCLAG00000005257	Chinchilla_lanigera
ENSHGLP00000027524	ENSHGLG00000019570	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100001534	ENSHGLG00100001203	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000005021	ENSFDAG00000014152	Fukomys_damarensis
ENSOCUP00000033894	ENSOCUG00000024991	Oryctolagus_cuniculus
ENSOPRP00000000534	ENSOPRG00000000588	Ochotona_princeps
ENSPTRP00000028125	ENSPTRG00000016375	Pan_troglodytes
ENSPPAP00000004973	ENSPPAG00000020703	Pan_paniscus
ENSP00000498374	ENSG00000073331	Homo_sapiens
ENSGGOP00000017895	ENSGGOG00000006662	Gorilla_gorilla
ENSPPYP00000016760	ENSPPYG00000015007	Pongo_abelii
