ENSABRP00000013369	ENSABRG00000011899	Anser_brachyrhynchus
ENSAPLP00000023767	ENSAPLG00000023997	Anas_platyrhynchos_platyrhynchos
ENSJHYP00000002301	ENSJHYG00000001956	Junco_hyemalis
ENSZALP00000003076	ENSZALG00000003143	Zonotrichia_albicollis
ENSSCAP00000011112	ENSSCAG00000008386	Serinus_canaria
ENSPMJP00000022847	ENSPMJG00000016910	Parus_major
ENSCCEP00000020111	ENSCCEG00000018232	Cyanistes_caeruleus
ENSDNVP00000022117	ENSDNVG00000015410	Dromaius_novaehollandiae	ENSDNVT00000026683
ENSNPEP00000006770	ENSNPEG00000005104	Nothoprocta_perdicaria
ENSARWP00000026241	ENSARWG00000017803	Apteryx_rowi
ENSAOWP00000019531	ENSAOWG00000013259	Apteryx_owenii
ENSAHAP00000002460	ENSAHAG00000002022	Apteryx_haastii
