ENSAPLP00000020961	ENSAPLG00000004349	Anas_platyrhynchos_platyrhynchos
ENSCPRP00005012100	ENSCPRG00005008617	Crocodylus_porosus
ENSPTEP00000002640	ENSPTEG00000003129	Piliocolobus_tephrosceles
FBpp0082897	FBgn0025571	Drosophila_melanogaster	FBtr0083456
Y116A8C.32a.1	WBGene00013808	Caenorhabditis_elegans_strain_N2	Y116A8C.32a.1
ENSPVIP00000007551	ENSPVIG00000006168	Pogona_vitticeps
ENSNSUP00000011071	ENSNSUG00000008362	Notechis_scutatus
ENSSMRP00000013904	ENSSMRG00000010812	Salvator_merianae
ENSSPUP00000016701	ENSSPUG00000012907	Sphenodon_punctatus
ENSGAGP00000030061	ENSGAGG00000021691	Gopherus_agassizii
ENSCPBP00000034013	ENSCPBG00000023763	Chrysemys_picta_bellii
ENSCABP00000029267	ENSCABG00000021488	Chelonoidis_abingdonii
ENSPSIP00000003810	ENSPSIG00000003610	Pelodiscus_sinensis
ENSPSMP00000002412	ENSPSMG00000001794	Prolemur_simus
ENSMICP00000019988	ENSMICG00000001202	Microcebus_murinus
ENSPCOP00000029727	ENSPCOG00000027546	Propithecus_coquereli
ENSOGAP00000014505	ENSOGAG00000016196	Otolemur_garnettii
ENSCANP00000037060	ENSCANG00000042201	Colobus_angolensis_palliatus
ENSRBIP00000038757	ENSRBIG00000042818	Rhinopithecus_bieti
ENSMMUP00000037470	ENSMMUG00000022606	Macaca_mulatta
ENSMLEP00000033481	ENSMLEG00000040706	Mandrillus_leucophaeus
ENSCCAP00000012179	ENSCCAG00000023781	Cebus_capucinus_imitator
ENSSBOP00000011012	ENSSBOG00000022267	Saimiri_boliviensis_boliviensis
ENSANAP00000009308	ENSANAG00000022607	Aotus_nancymaae
ENSANAP00000017724	ENSANAG00000026664	Aotus_nancymaae
ENSPANP00000045349	ENSPANG00000020754	Papio_anubis
ENSMFAP00000021162	ENSMFAG00000033122	Macaca_fascicularis
ENSCATP00000003648	ENSCATG00000011564	Cercocebus_atys
ENSTGEP00000013651	ENSTGEG00000011071	Theropithecus_gelada
ENSNLEP00000006411	ENSNLEG00000005236	Nomascus_leucogenys
ENSPPAP00000001447	ENSPPAG00000002799	Pan_paniscus
ENSPPYP00000003582	ENSPPYG00000003098	Pongo_abelii
ENSPTRP00000089629	ENSPTRG00000003846	Pan_troglodytes
ENSP00000366604	ENSG00000168066	Homo_sapiens
ENSPTEP00000020814	ENSPTEG00000021979	Piliocolobus_tephrosceles
ENSRROP00000045551	ENSRROG00000045655	Rhinopithecus_roxellana
ENSMNEP00000029679	ENSMNEG00000037901	Macaca_nemestrina
ENSCSAP00000003524	ENSCSAG00000007258	Chlorocebus_sabaeus
ENSCJAP00000044970	ENSCJAG00000002780	Callithrix_jacchus
ENSCCAP00000040174	ENSCCAG00000037881	Cebus_capucinus_imitator
MGP_SPRETEiJ_P0049788	MGP_SPRETEiJ_G0023518	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000036147	ENSMSIG00000030063	Mus_spicilegus
ENSMUSP00000121309	ENSMUSG00000024949	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0047827	MGP_CAROLIEiJ_G0022607	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0020832	MGP_PahariEiJ_G0014101	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000028628	ENSRNOG00000021085	Rattus_norvegicus
ENSMUGP00000023830	ENSMUGG00000019835	Meriones_unguiculatus
ENSMAUP00000014242	ENSMAUG00000014064	Mesocricetus_auratus
ENSCGRP00001003138	ENSCGRG00001003677	Cricetulus_griseus_CHOK1GS_HDv1
ENSMOCP00000026133	ENSMOCG00000022038	Microtus_ochrogaster
ENSPEMP00000009033	ENSPEMG00000010463	Peromyscus_maniculatus_bairdii
ENSNGAP00000004279	ENSNGAG00000005550	Nannospalax_galili
ENSJJAP00000007373	ENSJJAG00000011788	Jaculus_jaculus
ENSDORP00000015370	ENSDORG00000016334	Dipodomys_ordii
ENSCCNP00000025810	ENSCCNG00000025114	Castor_canadensis
ENSODEP00000008186	ENSODEG00000006102	Octodon_degus
ENSCPOP00000018639	ENSCPOG00000012290	Cavia_porcellus
ENSHGLP00100011099	ENSHGLG00100008255	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00100010879	ENSHGLG00100008076	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00100018813	ENSHGLG00100013879	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000013348	ENSHGLG00000009541	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000018442	ENSFDAG00000009833	Fukomys_damarensis
ENSSDAP00000009273	ENSSDAG00000008372	Spermophilus_dauricus
ENSSTOP00000025922	ENSSTOG00000024353	Ictidomys_tridecemlineatus
ENSSTOP00000008782	ENSSTOG00000009790	Ictidomys_tridecemlineatus
ENSUPAP00010013672	ENSUPAG00010010986	Urocitellus_parryii
ENSMMMP00000009562	ENSMMMG00000008482	Marmota_marmota_marmota
ENSTBEP00000011389	ENSTBEG00000013133	Tupaia_belangeri
ENSCAFP00000055529	ENSCAFG00000014239	Canis_lupus_familiaris
ENSCAFP00020017964	ENSCAFG00020014381	Canis_lupus_dingo
ENSVVUP00000040028	ENSVVUG00000028585	Vulpes_vulpes
ENSUAMP00000014927	ENSUAMG00000011977	Ursus_americanus
ENSUMAP00000009691	ENSUMAG00000007268	Ursus_maritimus
ENSAMEP00000018833	ENSAMEG00000017828	Ailuropoda_melanoleuca
ENSMPUP00000012590	ENSMPUG00000012684	Mustela_putorius_furo
ENSNVIP00000023664	ENSNVIG00000018336	Neovison_vison
ENSPPRP00000023156	ENSPPRG00000013566	Panthera_pardus
ENSPTIP00000017828	ENSPTIG00000016141	Panthera_tigris_altaica
ENSFCAP00000028857	ENSFCAG00000012231	Felis_catus
ENSCHIP00000031565	ENSCHIG00000025867	Capra_hircus
ENSOARP00000009833	ENSOARG00000009166	Ovis_aries
ENSBIXP00000003064	ENSBIXG00000007452	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005033724	ENSBIXG00005014487	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000001376	ENSBTAG00000001035	Bos_taurus
ENSBMUP00000018429	ENSBMUG00000013946	Bos_mutus
ENSBBBP00000012161	ENSBBBG00000020069	Bison_bison_bison
ENSTTRP00000008399	ENSTTRG00000008857	Tursiops_truncatus
ENSEASP00005026791	ENSEASG00005018272	Equus_asinus_asinus
ENSECAP00000055043	ENSECAG00000024544	Equus_caballus
