ENSPMAP00000000628	ENSPMAG00000000570	Petromyzon_marinus
ENSCMIP00000021663	ENSCMIG00000009850	Callorhinchus_milii
ENSEBUP00000002492	ENSEBUG00000001915	Eptatretus_burgeri
ENSLACP00000016649	ENSLACG00000014667	Latimeria_chalumnae
ENSEBUP00000005320	ENSEBUG00000003635	Eptatretus_burgeri
ENSSFOP00015037066	ENSSFOG00015023581	Scleropages_formosus
ENSHGLP00100008492	ENSHGLG00100006321	Heterocephalus_glaber_HetGla_1.0
ENSDARP00000127964	ENSDARG00000091607	Danio_rerio
ENSAPOP00000023305	ENSAPOG00000005015	Acanthochromis_polyacanthus
ENSHHUP00000022699	ENSHHUG00000014230	Hucho_hucho
ENSPVIP00000005257	ENSPVIG00000004274	Pogona_vitticeps
ENSOANP00000029168	ENSOANG00000002718	Ornithorhynchus_anatinus
ENSCMIP00000021670	ENSCMIG00000009856	Callorhinchus_milii
ENSACLP00000022071	ENSACLG00000014996	Astatotilapia_calliptera
ENSPNYP00000011368	ENSPNYG00000008614	Pundamilia_nyererei
ENSNBRP00000015343	ENSNBRG00000011883	Neolamprologus_brichardi
ENSACIP00000009534	ENSACIG00000007473	Amphilophus_citrinellus
ENSXCOP00000024238	ENSXCOG00000018099	Xiphophorus_couchianus
ENSAPOP00000023316	ENSAPOG00000005037	Acanthochromis_polyacanthus
ENSMMOP00000020776	ENSMMOG00000015802	Mola_mola
ENSLCRP00005001789	ENSLCRG00005000914	Larimichthys_crocea
ENSLCAP00010058054	ENSLCAG00010027068	Lates_calcarifer
ENSATEP00000007886	ENSATEG00000005518	Anabas_testudineus
ENSPKIP00000002116	ENSPKIG00000020142	Paramormyrops_kingsleyae
ENSACLP00000029001	ENSACLG00000019669	Astatotilapia_calliptera
ENSHBUP00000033273	ENSHBUG00000020054	Haplochromis_burtoni
ENSNBRP00000008680	ENSNBRG00000006808	Neolamprologus_brichardi
ENSAOCP00000026181	ENSAOCG00000014263	Amphiprion_ocellaris
ENSFHEP00000020887	ENSFHEG00000022835	Fundulus_heteroclitus
ENSCVAP00000008024	ENSCVAG00000009765	Cyprinodon_variegatus
ENSPMEP00000027892	ENSPMEG00000012628	Poecilia_mexicana
ENSPLAP00000015231	ENSPLAG00000019116	Poecilia_latipinna
ENSPREP00000007028	ENSPREG00000004832	Poecilia_reticulata
ENSXMAP00000022823	ENSXMAG00000021073	Xiphophorus_maculatus
ENSMAMP00000009955	ENSMAMG00000006728	Mastacembelus_armatus
ENSMALP00000001693	ENSMALG00000001267	Monopterus_albus
ENSSDUP00000011332	ENSSDUG00000008270	Seriola_dumerili
ENSSMAP00000017577	ENSSMAG00000010778	Scophthalmus_maximus
ENSORLP00000032601	ENSORLG00000028055	Oryzias_latipes_ASM223467v1
ENSORLP00015015822	ENSORLG00015016759	Oryzias_latipes_ASM223469v1
ENSORLP00020017993	ENSORLG00020018979	Oryzias_latipes_ASM223471v1
ENSHCOP00000000551	ENSHCOG00000001377	Hippocampus_comes
ENSBSLP00000047255	ENSBSLG00000022468	Betta_splendens
ENSTRUP00000054677	ENSTRUG00000021927	Takifugu_rubripes
ENSCSEP00000016619	ENSCSEG00000010687	Cynoglossus_semilaevis
ENSAMXP00005009543	ENSAMXG00005005374	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000051615	ENSAMXG00000038003	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSIPUP00000033202	ENSIPUG00000022313	Ictalurus_punctatus
ENSCHAP00000007169	ENSCHAG00000004473	Clupea_harengus
ENSIPUP00000012793	ENSIPUG00000008722	Ictalurus_punctatus
ENSPNAP00000021966	ENSPNAG00000029193	Pygocentrus_nattereri
ENSCHAP00000035155	ENSCHAG00000016722	Clupea_harengus
ENSPKIP00000034535	ENSPKIG00000013819	Paramormyrops_kingsleyae
ENSSFOP00015029813	ENSSFOG00015019161	Scleropages_formosus
ENSSFOP00015037060	ENSSFOG00015023579	Scleropages_formosus
ENSLCAP00010053651	ENSLCAG00010024950	Lates_calcarifer
ENSSLDP00000001647	ENSSLDG00000001381	Seriola_lalandi_dorsalis
ENSSPAP00000015046	ENSSPAG00000011355	Stegastes_partitus
ENSAPOP00000026286	ENSAPOG00000009961	Acanthochromis_polyacanthus
ENSAPEP00000009634	ENSAPEG00000006914	Amphiprion_percula
ENSMZEP00005030456	ENSMZEG00005022692	Maylandia_zebra
ENSBSLP00000042115	ENSBSLG00000020275	Betta_splendens
ENSHBUP00000023777	ENSHBUG00000004776	Haplochromis_burtoni
ENSMZEP00005006900	ENSMZEG00005005313	Maylandia_zebra
ENSPMGP00000000161	ENSPMGG00000000181	Periophthalmus_magnuspinnatus
ENSEEEP00000034458	ENSEEEG00000016404	Electrophorus_electricus
ENSUMAP00000025295	ENSUMAG00000018428	Ursus_maritimus
ENSUAMP00000024426	ENSUAMG00000019091	Ursus_americanus
ENSAMEP00000008688	ENSAMEG00000008265	Ailuropoda_melanoleuca
ENSVVUP00000039646	ENSVVUG00000028248	Vulpes_vulpes
ENSCAFP00020029413	ENSCAFG00020022945	Canis_lupus_dingo
ENSPPRP00000015803	ENSPPRG00000008300	Panthera_pardus
ENSPTIP00000000265	ENSPTIG00000000533	Panthera_tigris_altaica
ENSMLUP00000020110	ENSMLUG00000023910	Myotis_lucifugus
ENSBMUP00000034964	ENSBMUG00000026032	Bos_mutus
ENSCHIP00000011790	ENSCHIG00000013820	Capra_hircus
ENSPCOP00000024006	ENSPCOG00000024157	Propithecus_coquereli
ENSPSMP00000003169	ENSPSMG00000002595	Prolemur_simus
ENSMICP00000025774	ENSMICG00000043600	Microcebus_murinus
ENSOGAP00000016684	ENSOGAG00000028071	Otolemur_garnettii
ENSMFAP00000030877	ENSMFAG00000042620	Macaca_fascicularis
ENSMNEP00000018397	ENSMNEG00000033125	Macaca_nemestrina
ENSCATP00000003612	ENSCATG00000013753	Cercocebus_atys
ENSPANP00000010383	ENSPANG00000007767	Papio_anubis
ENSMLEP00000014873	ENSMLEG00000031599	Mandrillus_leucophaeus
ENSPTEP00000029273	ENSPTEG00000028708	Piliocolobus_tephrosceles
ENSCANP00000019233	ENSCANG00000033048	Colobus_angolensis_palliatus
ENSRBIP00000013802	ENSRBIG00000030984	Rhinopithecus_bieti
ENSPTRP00000066430	ENSPTRG00000048270	Pan_troglodytes
ENSPPAP00000016355	ENSPPAG00000031298	Pan_paniscus
ENSP00000500339	ENSG00000263264	Homo_sapiens
ENSGGOP00000020794	ENSGGOG00000027635	Gorilla_gorilla
ENSPPYP00000010620	ENSPPYG00000009472	Pongo_abelii
