ENSACAP00000020935	ENSACAG00000023343	Anolis_carolinensis	ENSACAT00000028939
ENSACAP00000020610	ENSACAG00000023321	Anolis_carolinensis	ENSACAT00000024067
ENSPVIP00000022364	ENSPVIG00000016874	Pogona_vitticeps	ENSPVIT00000027691
ENSNSUP00000009080	ENSNSUG00000006956	Notechis_scutatus	ENSNSUT00000009708
ENSSMRP00000008701	ENSSMRG00000006967	Salvator_merianae
ENSSPUP00000009810	ENSSPUG00000007597	Sphenodon_punctatus
ENSLCOP00000015626	ENSLCOG00000011149	Lepidothrix_coronata
ENSMVIP00005014806	ENSMVIG00005010685	Manacus_vitellinus
ENSFALP00000006962	ENSFALG00000006671	Ficedula_albicollis
ENSZALP00000019902	ENSZALG00000015705	Zonotrichia_albicollis
ENSTGUP00000005702	ENSTGUG00000005518	Taeniopygia_guttata
ENSTGUP00000015617	ENSTGUG00000015271	Taeniopygia_guttata
ENSLSDP00000017994	ENSLSDG00000012839	Lonchura_striata_domestica
ENSSCAP00000009131	ENSSCAG00000006968	Serinus_canaria
ENSPMJP00000026016	ENSPMJG00000019029	Parus_major
ENSCCEP00000006114	ENSCCEG00000006599	Cyanistes_caeruleus
ENSMUNP00000005715	ENSMUNG00000004671	Melopsittacus_undulatus
ENSCPGP00000012257	ENSCPGG00000008714	Calidris_pygmaea
ENSCPUP00000002147	ENSCPUG00000001641	Calidris_pugnax
ENSMGAP00000004943	ENSMGAG00000005047	Meleagris_gallopavo
ENSCJPP00005013101	ENSCJPG00005011077	Coturnix_japonica
ENSGALP00000004309	ENSGALG00000002739	Gallus_gallus
ENSNMEP00000017897	ENSNMEG00000015592	Numida_meleagris
ENSABRP00000011907	ENSABRG00000010640	Anser_brachyrhynchus
ENSAPLP00000008320	ENSAPLG00000008625	Anas_platyrhynchos_platyrhynchos
ENSAHAP00000003338	ENSAHAG00000002642	Apteryx_haastii
ENSAOWP00000021291	ENSAOWG00000014391	Apteryx_owenii
ENSARWP00000021292	ENSARWG00000014561	Apteryx_rowi
ENSDNVP00000012595	ENSDNVG00000008896	Dromaius_novaehollandiae
ENSNPEP00000001326	ENSNPEG00000001038	Nothoprocta_perdicaria
ENSCPRP00005023024	ENSCPRG00005016011	Crocodylus_porosus
ENSGAGP00000010725	ENSGAGG00000008365	Gopherus_agassizii
ENSCABP00000028222	ENSCABG00000020732	Chelonoidis_abingdonii
ENSCPBP00000029012	ENSCPBG00000020466	Chrysemys_picta_bellii
ENSPSIP00000013021	ENSPSIG00000011689	Pelodiscus_sinensis
ENSPCIP00000022641	ENSPCIG00000017183	Phascolarctos_cinereus
ENSVURP00010010634	ENSVURG00010008204	Vombatus_ursinus
ENSVURP00010029468	ENSVURG00010022542	Vombatus_ursinus
ENSMEUP00000014562	ENSMEUG00000015941	Notamacropus_eugenii
ENSSHAP00000003410	ENSSHAG00000002999	Sarcophilus_harrisii
ENSMODP00000045763	ENSMODG00000010327	Monodelphis_domestica
ENSCHIP00000011034	ENSCHIG00000013342	Capra_hircus
ENSOARP00000013694	ENSOARG00000012783	Ovis_aries
ENSBIXP00000026845	ENSBIXG00000029304	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000015257	ENSBTAG00000011479	Bos_taurus
ENSBIXP00005032728	ENSBIXG00005013268	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBBBP00000014235	ENSBBBG00000021979	Bison_bison_bison
ENSBMUP00000013201	ENSBMUG00000010081	Bos_mutus
ENSVPAP00000009583	ENSVPAG00000010301	Vicugna_pacos
ENSSSCP00000025324	ENSSSCG00000030707	Sus_scrofa_strain_reference
ENSTTRP00000006488	ENSTTRG00000006862	Tursiops_truncatus
ENSECAP00000014405	ENSECAG00000016734	Equus_caballus
ENSEASP00005013742	ENSEASG00005009597	Equus_asinus_asinus
ENSCAFP00020012464	ENSCAFG00020010042	Canis_lupus_dingo
ENSCAFP00000028292	ENSCAFG00000019181	Canis_lupus_familiaris
ENSVVUP00000029622	ENSVVUG00000021666	Vulpes_vulpes
ENSNVIP00000011998	ENSNVIG00000009486	Neovison_vison
ENSMPUP00000013329	ENSMPUG00000013429	Mustela_putorius_furo
ENSUMAP00000013037	ENSUMAG00000009644	Ursus_maritimus
ENSUAMP00000016676	ENSUAMG00000013248	Ursus_americanus
ENSAMEP00000008517	ENSAMEG00000008066	Ailuropoda_melanoleuca
ENSPPRP00000011472	ENSPPRG00000005328	Panthera_pardus
ENSPTIP00000016179	ENSPTIG00000015046	Panthera_tigris_altaica
ENSFCAP00000060000	ENSFCAG00000006292	Felis_catus
ENSPVAP00000003470	ENSPVAG00000003672	Pteropus_vampyrus
ENSMLUP00000001661	ENSMLUG00000001819	Myotis_lucifugus
ENSEEUP00000001589	ENSEEUG00000001746	Erinaceus_europaeus
ENSSARP00000000041	ENSSARG00000000043	Sorex_araneus
ENSMMUP00000052333	ENSMMUG00000002373	Macaca_mulatta
ENSMFAP00000014412	ENSMFAG00000030338	Macaca_fascicularis
ENSMNEP00000023621	ENSMNEG00000035408	Macaca_nemestrina
ENSPANP00000043265	ENSPANG00000024602	Papio_anubis
ENSTGEP00000017853	ENSTGEG00000014441	Theropithecus_gelada
ENSMLEP00000028154	ENSMLEG00000038285	Mandrillus_leucophaeus
ENSCATP00000040255	ENSCATG00000042698	Cercocebus_atys
ENSCSAP00000010181	ENSCSAG00000014042	Chlorocebus_sabaeus
ENSRROP00000040415	ENSRROG00000043460	Rhinopithecus_roxellana
ENSRBIP00000026488	ENSRBIG00000037118	Rhinopithecus_bieti
ENSCANP00000009170	ENSCANG00000027991	Colobus_angolensis_palliatus
ENSPTEP00000012355	ENSPTEG00000013868	Piliocolobus_tephrosceles
ENSPPAP00000039570	ENSPPAG00000042486	Pan_paniscus
ENSPTRP00000039033	ENSPTRG00000008525	Pan_troglodytes
ENSP00000413937	ENSG00000132376	Homo_sapiens
ENSGGOP00000007219	ENSGGOG00000007373	Gorilla_gorilla
ENSPPYP00000008756	ENSPPYG00000007772	Pongo_abelii
ENSNLEP00000000930	ENSNLEG00000000765	Nomascus_leucogenys
ENSSBOP00000033862	ENSSBOG00000033103	Saimiri_boliviensis_boliviensis
ENSCCAP00000025751	ENSCCAG00000030656	Cebus_capucinus_imitator
ENSCJAP00000003741	ENSCJAG00000002060	Callithrix_jacchus
ENSCJAP00000055649	ENSCJAG00000022850	Callithrix_jacchus
ENSANAP00000011131	ENSANAG00000023521	Aotus_nancymaae
ENSTSYP00000033640	ENSTSYG00000027262	Carlito_syrichta
ENSPCOP00000032023	ENSPCOG00000028791	Propithecus_coquereli
ENSPSMP00000021384	ENSPSMG00000015102	Prolemur_simus
ENSMICP00000003522	ENSMICG00000003861	Microcebus_murinus
ENSOGAP00000005515	ENSOGAG00000006172	Otolemur_garnettii
ENSTBEP00000004253	ENSTBEG00000004939	Tupaia_belangeri
ENSCLAP00000008960	ENSCLAG00000006255	Chinchilla_lanigera
ENSODEP00000012053	ENSODEG00000008941	Octodon_degus
ENSCPOP00000006203	ENSCPOG00000006879	Cavia_porcellus
ENSHGLP00100024577	ENSHGLG00100018052	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000013803	ENSHGLG00000009859	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000008423	ENSFDAG00000016697	Fukomys_damarensis
