ENSEASP00005030065	ENSEASG00005020465	Equus_asinus_asinus
ENSBMUP00000022178	ENSBMUG00000016698	Bos_mutus
ENSEEUP00000007804	ENSEEUG00000008583	Erinaceus_europaeus
ENSPVAP00000004370	ENSPVAG00000004617	Pteropus_vampyrus
ENSSARP00000006957	ENSSARG00000007682	Sorex_araneus
ENSECAP00000011514	ENSECAG00000013849	Equus_caballus
ENSBTAP00000070469	ENSBTAG00000002055	Bos_taurus
ENSBIXP00000013297	ENSBIXG00000018252	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005041803	ENSBIXG00005024945	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000022074	ENSBMUG00000016625	Bos_mutus
ENSCHIP00000029854	ENSCHIG00000024843	Capra_hircus
ENSOARP00000003598	ENSOARG00000003373	Ovis_aries
ENSTTRP00000008308	ENSTTRG00000008772	Tursiops_truncatus
ENSSSCP00000021180	ENSSSCG00000027774	Sus_scrofa_strain_reference
ENSMPUP00000006592	ENSMPUG00000006646	Mustela_putorius_furo
ENSNVIP00000016402	ENSNVIG00000012856	Neovison_vison
ENSUAMP00000033117	ENSUAMG00000025243	Ursus_americanus
ENSUMAP00000034418	ENSUMAG00000024764	Ursus_maritimus
ENSCAFP00020019063	ENSCAFG00020015141	Canis_lupus_dingo
ENSVVUP00000008768	ENSVVUG00000006552	Vulpes_vulpes
ENSCAFP00000039053	ENSCAFG00000024289	Canis_lupus_familiaris
ENSPPRP00000019249	ENSPPRG00000010670	Panthera_pardus
ENSPTIP00000012295	ENSPTIG00000012418	Panthera_tigris_altaica
ENSFCAP00000029587	ENSFCAG00000034356	Felis_catus
ENSMUSP00000079812	ENSMUSG00000062861	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0080630	MGP_SPRETEiJ_G0030222	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000000587	ENSMSIG00000000606	Mus_spicilegus
MGP_CAROLIEiJ_P0077355	MGP_CAROLIEiJ_G0029161	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0045719	MGP_PahariEiJ_G0021030	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000020523	ENSRNOG00000042777	Rattus_norvegicus
ENSMUGP00000004630	ENSMUGG00000004272	Meriones_unguiculatus
ENSCGRP00015006827	ENSCGRG00015005288	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001021257	ENSCGRG00001020157	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000018382	ENSMAUG00000016975	Mesocricetus_auratus
ENSPEMP00000000655	ENSPEMG00000000472	Peromyscus_maniculatus_bairdii
ENSMOCP00000015044	ENSMOCG00000014357	Microtus_ochrogaster
ENSNGAP00000003714	ENSNGAG00000004441	Nannospalax_galili
ENSJJAP00000005311	ENSJJAG00000010256	Jaculus_jaculus
ENSHGLP00000010213	ENSHGLG00000007330	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100024745	ENSHGLG00100018173	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000017849	ENSFDAG00000010275	Fukomys_damarensis
ENSCLAP00000000786	ENSCLAG00000000617	Chinchilla_lanigera
ENSODEP00000014129	ENSODEG00000010444	Octodon_degus
ENSCPOP00000024877	ENSCPOG00000013819	Cavia_porcellus
ENSCAPP00000007294	ENSCAPG00000009260	Cavia_aperea
ENSCCNP00000005503	ENSCCNG00000005855	Castor_canadensis
ENSSTOP00000020643	ENSSTOG00000022134	Ictidomys_tridecemlineatus
ENSUPAP00010003715	ENSUPAG00010003033	Urocitellus_parryii
ENSOCUP00000011651	ENSOCUG00000011245	Oryctolagus_cuniculus
ENSOPRP00000013062	ENSOPRG00000014306	Ochotona_princeps
ENSPTRP00000019857	ENSPTRG00000023421	Pan_troglodytes
ENSPPAP00000034712	ENSPPAG00000040191	Pan_paniscus
ENSGGOP00000011067	ENSGGOG00000011352	Gorilla_gorilla
ENSP00000301318	ENSG00000196867	Homo_sapiens
ENSPPYP00000011708	ENSPPYG00000010451	Pongo_abelii
ENSNLEP00000036257	ENSNLEG00000031529	Nomascus_leucogenys
ENSCATP00000042848	ENSCATG00000044000	Cercocebus_atys
ENSMLEP00000034844	ENSMLEG00000041554	Mandrillus_leucophaeus
ENSPANP00000033925	ENSPANG00000008416	Papio_anubis
ENSMMUP00000028539	ENSMMUG00000021673	Macaca_mulatta
ENSMFAP00000038058	ENSMFAG00000038897	Macaca_fascicularis
ENSMNEP00000044478	ENSMNEG00000044816	Macaca_nemestrina
ENSTGEP00000017617	ENSTGEG00000014250	Theropithecus_gelada
ENSCSAP00000016360	ENSCSAG00000001666	Chlorocebus_sabaeus
ENSPTEP00000000962	ENSPTEG00000001069	Piliocolobus_tephrosceles
ENSCANP00000037925	ENSCANG00000042642	Colobus_angolensis_palliatus
ENSRROP00000001285	ENSRROG00000004731	Rhinopithecus_roxellana
ENSRBIP00000010692	ENSRBIG00000029187	Rhinopithecus_bieti
ENSCCAP00000023669	ENSCCAG00000029628	Cebus_capucinus_imitator
ENSSBOP00000038332	ENSSBOG00000035243	Saimiri_boliviensis_boliviensis
ENSCJAP00000037734	ENSCJAG00000020297	Callithrix_jacchus
ENSANAP00000027211	ENSANAG00000031427	Aotus_nancymaae
ENSTSYP00000014133	ENSTSYG00000027205	Carlito_syrichta
ENSPSMP00000024518	ENSPSMG00000017280	Prolemur_simus
ENSPCOP00000009755	ENSPCOG00000016282	Propithecus_coquereli
ENSMICP00000007992	ENSMICG00000008783	Microcebus_murinus
ENSOGAP00000004370	ENSOGAG00000004896	Otolemur_garnettii
ENSDNOP00000030290	ENSDNOG00000007010	Dasypus_novemcinctus
ENSDNOP00000019190	ENSDNOG00000031776	Dasypus_novemcinctus
ENSDNOP00000032932	ENSDNOG00000048014	Dasypus_novemcinctus
ENSCGRP00015027563	ENSCGRG00015020906	Cricetulus_griseus_CriGri-PICR
ENSLAFP00000008414	ENSLAFG00000010041	Loxodonta_africana
ENSETEP00000001870	ENSETEG00000002303	Echinops_telfairi
